"canton","provincia","id_fact_oc_rs","id_razon_social","id_fecha","dia","fecha","razon_social","estado","tipo_razon_social","fecha_resolucion","mes","anio","total_cursos","volumen_cap_cer","volumen_horas","prediction(volumen_ganancias)"
"quito","pichincha",48.0,1375.0,3.0,31.0,"31-12-2018","macias robles edmundo rafael","calificado","operador de capacitación","15-12-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",52.0,1375.0,7.0,31.0,"31-12-2022","macias robles edmundo rafael","calificado","operador de capacitación","15-12-2021",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",49.0,1375.0,4.0,31.0,"31-12-2019","macias robles edmundo rafael","calificado","operador de capacitación","15-12-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",50.0,1375.0,5.0,31.0,"31-12-2020","macias robles edmundo rafael","calificado","operador de capacitación","15-12-2021",12.0,2020.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",54.0,1399.0,6.0,31.0,"31-12-2021","marmol uquillas jenny alexandra","calificado","operador de capacitación","27-09-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",56.0,1412.0,6.0,31.0,"31-12-2021","mateus francisco javier","calificado","operador de capacitación","22-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",57.0,1412.0,7.0,31.0,"31-12-2022","mateus francisco javier","calificado","operador de capacitación","22-05-2021",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",55.0,1412.0,4.0,31.0,"31-12-2019","mateus francisco javier","calificado","operador de capacitación","22-05-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"milagro","guayas",60.0,1427.0,6.0,31.0,"31-12-2021","mena argudo freddy roberto","calificado","operador de capacitación","29-09-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"milagro","guayas",59.0,1427.0,4.0,31.0,"31-12-2019","mena argudo freddy roberto","calificado","operador de capacitación","29-09-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",66.0,147.0,6.0,31.0,"31-12-2021","asociacion fe y alegria ecuador","calificado","operador de capacitación","27-09-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",65.0,147.0,4.0,31.0,"31-12-2019","asociacion fe y alegria ecuador","calificado","operador de capacitación","27-09-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",69.0,15.0,6.0,31.0,"31-12-2021","acceso vertical work & rescue training compañia limitada","calificado","operador de capacitación","30-03-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",68.0,15.0,3.0,31.0,"31-12-2018","acceso vertical work & rescue training compañia limitada","calificado","operador de capacitación","30-03-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",72.0,1508.0,6.0,31.0,"31-12-2021","moran zambrano jose fernando","calificado","operador de capacitación","26-02-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"guayaquil","guayas",70.0,1508.0,3.0,31.0,"31-12-2018","moran zambrano jose fernando","calificado","operador de capacitación","26-02-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"guayaquil","guayas",71.0,1508.0,4.0,31.0,"31-12-2019","moran zambrano jose fernando","calificado","operador de capacitación","26-02-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",73.0,1519.0,6.0,31.0,"31-12-2021","morejon arce ana belen","calificado","operador de capacitación","16-08-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"portoviejo","manabi",78.0,1579.0,6.0,31.0,"31-12-2021","novamanaba s.a.s.","calificado","operador de capacitación","24-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"guayaquil","guayas",80.0,1580.0,6.0,31.0,"31-12-2021","novillo mendoza max andres","calificado","operador de capacitación","14-10-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"guayaquil","guayas",79.0,1580.0,4.0,31.0,"31-12-2019","novillo mendoza max andres","calificado","operador de capacitación","14-10-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",82.0,1582.0,6.0,31.0,"31-12-2021","novoa guanuchi carlos alberto","calificado","operador de capacitación","11/2/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",81.0,1582.0,4.0,31.0,"31-12-2019","novoa guanuchi carlos alberto","calificado","operador de capacitación","11/2/2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"riobamba","chimborazo",89.0,1607.0,6.0,31.0,"31-12-2021","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,949665.52
"riobamba","chimborazo",86.0,1607.0,3.0,31.0,"31-12-2018","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,949665.52
"riobamba","chimborazo",90.0,1607.0,7.0,31.0,"31-12-2022","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,949665.52
"riobamba","chimborazo",87.0,1607.0,4.0,31.0,"31-12-2019","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,949665.52
"riobamba","chimborazo",88.0,1607.0,5.0,31.0,"31-12-2020","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",12.0,2020.0,7.829411764705882,634.1588235294117,25711.020588235293,949665.52
"manta","manabi",92.0,1613.0,6.0,31.0,"31-12-2021","ortega toala nelson eduardo","calificado","operador de capacitación","24-08-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,735124.4000000001
"ibarra","imbabura",96.0,1627.0,6.0,31.0,"31-12-2021","pablo oswaldo davila castro","calificado","operador de capacitación","6/10/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",99.0,1665.0,6.0,31.0,"31-12-2021","paucarina valles ana cristina","calificado","operador de capacitación","9/12/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",98.0,1665.0,4.0,31.0,"31-12-2019","paucarina valles ana cristina","calificado","operador de capacitación","9/12/2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",100.0,1693.0,6.0,31.0,"31-12-2021","pichincha humana","calificado","operador de capacitación","23-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",103.0,180.0,6.0,31.0,"31-12-2021","baculima nuñez maria antonieta","calificado","operador de capacitación","20-10-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",105.0,1840.0,6.0,31.0,"31-12-2021","romero soriano juan lorenzo xavier","calificado","operador de capacitación","15-11-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",106.0,1850.0,6.0,31.0,"31-12-2021","rosero rosero ximena alexandra","calificado","operador de capacitación","1/3/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"santo domingo","santo domingo de los tsachilas",107.0,186.0,6.0,31.0,"31-12-2021","baldeon quishpe paul enrique","calificado","operador de capacitación","16-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,238288.48
"quito","pichincha",109.0,1860.0,6.0,31.0,"31-12-2021","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",108.0,1860.0,4.0,31.0,"31-12-2019","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",110.0,1870.0,6.0,31.0,"31-12-2021","s.g.s. del ecuador s.a.","calificado","operador de capacitación","29-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",116.0,1929.0,6.0,31.0,"31-12-2021","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",115.0,1929.0,4.0,31.0,"31-12-2019","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",121.0,194.0,6.0,31.0,"31-12-2021","barahona reyes mercedes lucia","calificado","operador de capacitación","14-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",120.0,194.0,3.0,31.0,"31-12-2018","barahona reyes mercedes lucia","calificado","operador de capacitación","14-12-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",124.0,196.0,6.0,31.0,"31-12-2021","barrazueta & asociados consultora para el cambio organizacional cia. ltda.","calificado","operador de capacitación","25-11-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",123.0,196.0,3.0,31.0,"31-12-2018","barrazueta & asociados consultora para el cambio organizacional cia. ltda.","calificado","operador de capacitación","25-11-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",129.0,1972.0,6.0,31.0,"31-12-2021","sociedad ecuatoriana de desarrollo educativo y social sedes","calificado","operador de capacitación","23-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"guayaquil","guayas",128.0,1972.0,3.0,31.0,"31-12-2018","sociedad ecuatoriana de desarrollo educativo y social sedes","calificado","operador de capacitación","23-05-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"samborondon","sin provincia",130.0,1974.0,6.0,31.0,"31-12-2021","sociedad general de certificaciones ensayos y calibraciones del ecuador s.a. sgcec del ecuador","calificado","operador de capacitación","5/10/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",134.0,2009.0,6.0,31.0,"31-12-2021","tapia camacuari dilmer maximo","calificado","operador de capacitación","2/9/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"rumiñahui","pichincha",136.0,2083.0,6.0,31.0,"31-12-2021","universidad de las fuerzas armadas - espe","calificado","operador de capacitación","27-09-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",142.0,212.0,6.0,31.0,"31-12-2021","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",141.0,212.0,4.0,31.0,"31-12-2019","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"riobamba","chimborazo",143.0,2134.0,6.0,31.0,"31-12-2021","vasco vasco jorge antonio","calificado","operador de capacitación","25-11-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,949665.52
"pastaza","pastaza",147.0,2191.0,6.0,31.0,"31-12-2021","villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"pastaza","pastaza",145.0,2191.0,3.0,31.0,"31-12-2018","villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"pastaza","pastaza",146.0,2191.0,4.0,31.0,"31-12-2019","villarreal morales tatiana jeanneth","calificado","operador de capacitación","22-03-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",148.0,2194.0,6.0,31.0,"31-12-2021","villegas rodriguez pablo hernan","calificado","operador de capacitación","5/11/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"ibarra","imbabura",152.0,220.0,6.0,31.0,"31-12-2021","benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"ibarra","imbabura",150.0,220.0,3.0,31.0,"31-12-2018","benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"ibarra","imbabura",151.0,220.0,4.0,31.0,"31-12-2019","benalcazar lucano hugo cesar","calificado","operador de capacitación","16-04-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"ibarra","imbabura",153.0,2208.0,6.0,31.0,"31-12-2021","xide","calificado","operador de capacitación","30-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",156.0,235.0,6.0,31.0,"31-12-2021","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",157.0,235.0,7.0,31.0,"31-12-2022","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",12.0,2022.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",154.0,235.0,4.0,31.0,"31-12-2019","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",155.0,235.0,5.0,31.0,"31-12-2020","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",12.0,2020.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",158.0,243.0,6.0,31.0,"31-12-2021","borniatti sega margareth isabel","calificado","operador de capacitación","25-01-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",159.0,246.0,6.0,31.0,"31-12-2021","bravo delgado marcia maribel","calificado","operador de capacitación","22-10-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",161.0,257.0,6.0,31.0,"31-12-2021","buckingham english center s.a. buckcenter","calificado","operador de capacitación","23-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",164.0,263.0,6.0,31.0,"31-12-2021","bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",163.0,263.0,3.0,31.0,"31-12-2018","bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"santo domingo","santo domingo de los tsachilas",166.0,303.0,6.0,31.0,"31-12-2021","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,238288.48
"quito","pichincha",168.0,333.0,6.0,31.0,"31-12-2021","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",167.0,333.0,4.0,31.0,"31-12-2019","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",170.0,337.0,6.0,31.0,"31-12-2021","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"guayaquil","guayas",169.0,337.0,4.0,31.0,"31-12-2019","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"guayaquil","guayas",171.0,341.0,6.0,31.0,"31-12-2021","capacitación y consultoría de empresas kappaconsulting s.a.","calificado","operador de capacitación","23-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"guayaquil","guayas",175.0,348.0,6.0,31.0,"31-12-2021","captecsol s.a.","calificado","operador de capacitación","5/11/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",179.0,371.0,6.0,31.0,"31-12-2021","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",178.0,371.0,4.0,31.0,"31-12-2019","carvajal campoverde carlos lenin","calificado","operador de capacitación","1/3/2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"ambato","tungurahua",181.0,4.0,6.0,31.0,"31-12-2021","abkrea ingenieria cia. ltda.","calificado","operador de capacitación","28-03-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,812945.32
"quito","pichincha",183.0,403.0,6.0,31.0,"31-12-2021","cecail cia.ltda.","calificado","operador de capacitación","19-10-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",182.0,403.0,4.0,31.0,"31-12-2019","cecail cia.ltda.","calificado","operador de capacitación","19-10-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",186.0,417.0,6.0,31.0,"31-12-2021","centro caec","calificado","operador de capacitación","5/11/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",185.0,417.0,4.0,31.0,"31-12-2019","centro caec","calificado","operador de capacitación","5/11/2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"daule","guayas",189.0,440.0,6.0,31.0,"31-12-2021","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"daule","guayas",187.0,440.0,3.0,31.0,"31-12-2018","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"daule","guayas",188.0,440.0,4.0,31.0,"31-12-2019","centro de formación gastronómico milagro diaz & arce cefogami s.a.","calificado","operador de capacitación","29-12-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",191.0,446.0,6.0,31.0,"31-12-2021","centro educacional de idiomas y especializaciones administrativas cendia c.a.","calificado","operador de capacitación","22-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",192.0,452.0,6.0,31.0,"31-12-2021","cetecform cia. ltda.","calificado","operador de capacitación","20-07-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"ibarra","imbabura",193.0,457.0,6.0,31.0,"31-12-2021","cevallos villegas paulo cesar","calificado","operador de capacitación","9/11/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",197.0,50.0,6.0,31.0,"31-12-2021","alban vazquez s.c.c.","calificado","operador de capacitación","17-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",201.0,538.0,6.0,31.0,"31-12-2021","consultoria de sistema integrado de gestión cia. ltda. cecuasig","calificado","operador de capacitación","30-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"salcedo","cotopaxi",203.0,541.0,6.0,31.0,"31-12-2021","consultoria y capacitacion damagecuador s.a.","calificado","operador de capacitación","30-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",208.0,572.0,6.0,31.0,"31-12-2021","corporacion una oportunidad de superacion","calificado","operador de capacitación","15-10-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",209.0,582.0,6.0,31.0,"31-12-2021","cranes engineering & operator ecuador cia. ltda","calificado","operador de capacitación","12/10/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",214.0,632.0,6.0,31.0,"31-12-2021","defensoria del pueblo","calificado","operador de capacitación","22-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",217.0,66.0,6.0,31.0,"31-12-2021","altitudevm marketing digital cia.ltda.","calificado","operador de capacitación","23-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"latacunga","cotopaxi",221.0,665.0,6.0,31.0,"31-12-2021","econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"latacunga","cotopaxi",219.0,665.0,3.0,31.0,"31-12-2018","econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"latacunga","cotopaxi",220.0,665.0,4.0,31.0,"31-12-2019","econstrucciones riego y seguridad industrial seprytsa s.a.","calificado","operador de capacitación","20-07-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"quito","pichincha",227.0,680.0,6.0,31.0,"31-12-2021","eduproyect proyecto global del ecuador s.a.","calificado","operador de capacitación","20-07-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",226.0,680.0,4.0,31.0,"31-12-2019","eduproyect proyecto global del ecuador s.a.","calificado","operador de capacitación","20-07-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",228.0,681.0,6.0,31.0,"31-12-2021","egae estrategia gestion alimentaria empresarial s.a.","calificado","operador de capacitación","15-10-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",233.0,737.0,6.0,31.0,"31-12-2021","escuela profesional y tecnica codadepro c.a.","calificado","operador de capacitación","29-09-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"francisco de orellana","sin provincia",235.0,764.0,6.0,31.0,"31-12-2021","estrella castro sebastian benigno","calificado","operador de capacitación","27-07-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"guayaquil","guayas",236.0,768.0,6.0,31.0,"31-12-2021","f&e ecuatoriana s.a.","calificado","operador de capacitación","28-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",248.0,829.0,6.0,31.0,"31-12-2021","fundacion academia internacional de ciencias empresariales","calificado","operador de capacitación","16-04-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",247.0,829.0,4.0,31.0,"31-12-2019","fundacion academia internacional de ciencias empresariales","calificado","operador de capacitación","16-04-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"guayaquil","guayas",249.0,834.0,6.0,31.0,"31-12-2021","fundacion benefica accion solidaria","calificado","operador de capacitación","9/11/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"quito","pichincha",250.0,84.0,6.0,31.0,"31-12-2021","anaya centro de formacion style & beauty care","calificado","operador de capacitación","23-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",253.0,844.0,6.0,31.0,"31-12-2021","fundacion criterium","calificado","operador de capacitación","29-03-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"latacunga","cotopaxi",255.0,847.0,6.0,31.0,"31-12-2021","fundacion de desarrollo humano y social latacu","calificado","operador de capacitación","9/11/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
"guayaquil","guayas",256.0,849.0,6.0,31.0,"31-12-2021","fundacion de la gente de mar","calificado","operador de capacitación","6/10/2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"guayaquil","guayas",257.0,851.0,6.0,31.0,"31-12-2021","fundacion ecuador","calificado","operador de capacitación","21-10-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"rumiñahui","pichincha",258.0,854.0,6.0,31.0,"31-12-2021","fundacion emprender el futuro","calificado","operador de capacitación","20-07-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"guayaquil","guayas",259.0,863.0,6.0,31.0,"31-12-2021","fundacion rio guayas","calificado","operador de capacitación","15-10-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,123581.74
"cayambe","pichincha",260.0,868.0,6.0,31.0,"31-12-2021","fundacion tainate huasi","calificado","operador de capacitación","14-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",264.0,871.0,6.0,31.0,"31-12-2021","fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",262.0,871.0,3.0,31.0,"31-12-2018","fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",263.0,871.0,4.0,31.0,"31-12-2019","fundación cooperación y desarrollo","calificado","operador de capacitación","23-05-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"portoviejo","manabi",265.0,876.0,6.0,31.0,"31-12-2021","funpipe","calificado","operador de capacitación","22-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,648103.8852740575
"quito","pichincha",266.0,899.0,6.0,31.0,"31-12-2021","garcia villamarin marcia soledad","calificado","operador de capacitación","15-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",270.0,908.0,6.0,31.0,"31-12-2021","gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",268.0,908.0,3.0,31.0,"31-12-2018","gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",12.0,2018.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",269.0,908.0,4.0,31.0,"31-12-2019","gerinterpro cia ltda","calificado","operador de capacitación","24-08-2021",12.0,2019.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"quito","pichincha",271.0,913.0,6.0,31.0,"31-12-2021","get total getcons cia.ltda.","calificado","operador de capacitación","14-10-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,322794.4
"latacunga","cotopaxi",274.0,943.0,6.0,31.0,"31-12-2021","granda gualpa darwin patricio","calificado","operador de capacitación","14-12-2021",12.0,2021.0,7.829411764705882,634.1588235294117,25711.020588235293,690544.433015873
