"familia","sector","estado","canton","provincia","id_fact_oec","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11720.0,1.0,4.0,18.0,12.0,2018.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11723.0,1.0,39.0,29.0,10.0,2018.0,39.0,39.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11725.0,2.0,31.0,26.0,11.0,2018.0,29.0,17.742424242424242
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11727.0,2.0,4.0,19.0,9.0,2019.0,3.0,1.981012658227848
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11728.0,1.0,2.0,26.0,3.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11732.0,2.0,13.0,21.0,10.0,2019.0,12.0,5.761627906976744
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11735.0,1.0,6.0,7.0,11.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11736.0,2.0,8.0,12.0,8.0,2019.0,3.0,3.9054726368159205
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11738.0,1.0,42.0,17.0,5.0,2019.0,42.0,42.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11747.0,1.0,1.0,30.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11752.0,2.0,19.0,15.0,7.0,2019.0,13.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11753.0,2.0,38.0,18.0,3.0,2019.0,37.0,17.742424242424242
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11754.0,2.0,18.0,11.0,6.0,2018.0,17.0,8.11111111111111
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11755.0,2.0,18.0,11.0,6.0,2018.0,1.0,8.11111111111111
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11759.0,1.0,1.0,7.0,5.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11761.0,1.0,16.0,20.0,11.0,2018.0,16.0,16.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",11767.0,3.0,12.0,15.0,6.0,2021.0,1.0,3.533333333333333
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11769.0,1.0,1.0,12.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11770.0,1.0,57.0,20.0,3.0,2019.0,57.0,57.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11771.0,2.0,3.0,25.0,6.0,2019.0,2.0,1.4796380090497738
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",11772.0,2.0,3.0,25.0,6.0,2019.0,1.0,1.4796380090497738
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11774.0,1.0,1.0,23.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11777.0,1.0,9.0,4.0,12.0,2017.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11779.0,1.0,1.0,24.0,5.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11780.0,2.0,55.0,28.0,5.0,2018.0,53.0,32.473684210526315
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11781.0,2.0,55.0,28.0,5.0,2018.0,2.0,32.473684210526315
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11782.0,1.0,2.0,26.0,2.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11783.0,1.0,1.0,20.0,11.0,2017.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11787.0,1.0,25.0,14.0,5.0,2018.0,25.0,25.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11789.0,1.0,24.0,4.0,6.0,2018.0,24.0,24.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11790.0,1.0,22.0,24.0,9.0,2018.0,22.0,22.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11792.0,1.0,21.0,27.0,8.0,2018.0,21.0,21.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11795.0,1.0,1.0,26.0,6.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11796.0,1.0,6.0,23.0,8.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11797.0,1.0,12.0,3.0,12.0,2018.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11799.0,1.0,11.0,8.0,8.0,2019.0,11.0,11.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11800.0,1.0,3.0,12.0,6.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11802.0,1.0,1.0,12.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11804.0,1.0,30.0,25.0,2.0,2019.0,30.0,30.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11805.0,1.0,1.0,23.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11807.0,1.0,31.0,11.0,2.0,2019.0,31.0,31.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11808.0,1.0,7.0,17.0,7.0,2018.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11815.0,1.0,13.0,22.0,5.0,2019.0,13.0,13.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11816.0,1.0,1.0,14.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11819.0,2.0,56.0,10.0,9.0,2018.0,32.0,32.473684210526315
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11823.0,1.0,26.0,9.0,7.0,2018.0,26.0,26.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11828.0,1.0,16.0,25.0,6.0,2018.0,16.0,16.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11832.0,1.0,81.0,26.0,3.0,2018.0,81.0,82.25
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11835.0,1.0,10.0,15.0,6.0,2018.0,10.0,10.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11838.0,1.0,43.0,20.0,8.0,2018.0,43.0,43.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11839.0,1.0,6.0,2.0,2.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11843.0,1.0,3.0,12.0,9.0,2018.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11844.0,1.0,7.0,18.0,6.0,2018.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11845.0,1.0,1.0,7.0,12.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11851.0,1.0,9.0,15.0,11.0,2018.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11855.0,1.0,18.0,12.0,7.0,2018.0,18.0,18.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",11857.0,2.0,7.0,27.0,7.0,2019.0,1.0,3.9054726368159205
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11858.0,1.0,2.0,29.0,12.0,2018.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11859.0,1.0,23.0,14.0,2.0,2018.0,23.0,23.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11861.0,1.0,1.0,28.0,10.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11863.0,1.0,9.0,22.0,9.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11866.0,1.0,1.0,7.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11867.0,1.0,1.0,13.0,3.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11869.0,1.0,1.0,28.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11872.0,2.0,20.0,8.0,12.0,2018.0,5.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11873.0,1.0,6.0,24.0,3.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11875.0,1.0,1.0,3.0,2.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11876.0,1.0,18.0,8.0,4.0,2018.0,18.0,18.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11877.0,1.0,7.0,9.0,2.0,2018.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11879.0,1.0,9.0,15.0,1.0,2018.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11881.0,1.0,11.0,22.0,1.0,2018.0,11.0,11.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11882.0,1.0,11.0,28.0,1.0,2018.0,11.0,11.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11883.0,1.0,1.0,14.0,6.0,2017.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11884.0,1.0,27.0,28.0,11.0,2019.0,27.0,27.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11888.0,1.0,15.0,3.0,12.0,2019.0,15.0,15.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11893.0,1.0,12.0,26.0,12.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11895.0,1.0,7.0,7.0,10.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11896.0,1.0,4.0,10.0,10.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11899.0,1.0,2.0,16.0,9.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11902.0,1.0,42.0,23.0,10.0,2019.0,42.0,42.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11903.0,1.0,25.0,25.0,9.0,2019.0,25.0,25.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11904.0,1.0,50.0,26.0,9.0,2019.0,50.0,50.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11906.0,1.0,7.0,2.0,12.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11908.0,1.0,20.0,17.0,9.0,2018.0,20.0,20.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11912.0,1.0,7.0,23.0,12.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11914.0,1.0,21.0,18.0,4.0,2019.0,21.0,21.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11915.0,1.0,4.0,30.0,4.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11918.0,1.0,72.0,29.0,4.0,2019.0,72.0,71.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11919.0,1.0,27.0,1.0,10.0,2018.0,27.0,27.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11920.0,1.0,2.0,24.0,10.0,2018.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11923.0,1.0,14.0,26.0,8.0,2019.0,14.0,14.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11924.0,1.0,7.0,30.0,9.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11928.0,1.0,13.0,19.0,8.0,2019.0,13.0,13.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11933.0,1.0,23.0,5.0,6.0,2019.0,23.0,23.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11934.0,1.0,2.0,11.0,10.0,2018.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11936.0,1.0,37.0,27.0,5.0,2019.0,37.0,37.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11939.0,1.0,28.0,31.0,7.0,2019.0,28.0,28.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11941.0,1.0,1.0,7.0,11.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11943.0,1.0,1.0,16.0,5.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11947.0,1.0,4.0,19.0,11.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11948.0,1.0,12.0,22.0,7.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11952.0,1.0,1.0,14.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11954.0,1.0,5.0,17.0,12.0,2018.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11958.0,1.0,28.0,26.0,11.0,2019.0,28.0,28.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11962.0,1.0,1.0,10.0,6.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11966.0,1.0,57.0,18.0,2.0,2019.0,57.0,57.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11971.0,1.0,13.0,8.0,9.0,2019.0,13.0,13.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11974.0,1.0,19.0,11.0,9.0,2019.0,19.0,19.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11976.0,1.0,3.0,1.0,7.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11979.0,1.0,27.0,3.0,4.0,2019.0,27.0,27.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11987.0,1.0,5.0,27.0,12.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11988.0,1.0,2.0,18.0,12.0,2018.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11994.0,1.0,58.0,8.0,2.0,2019.0,58.0,57.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11995.0,1.0,5.0,26.0,11.0,2018.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11996.0,1.0,43.0,19.0,9.0,2019.0,43.0,43.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11998.0,1.0,2.0,6.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12000.0,1.0,15.0,16.0,12.0,2019.0,15.0,15.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12002.0,1.0,9.0,9.0,1.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12004.0,1.0,5.0,4.0,9.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12010.0,1.0,30.0,9.0,8.0,2019.0,30.0,30.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12018.0,1.0,2.0,6.0,4.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12019.0,1.0,1.0,6.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12023.0,1.0,2.0,22.0,8.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12025.0,1.0,18.0,9.0,5.0,2019.0,18.0,18.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12027.0,1.0,2.0,7.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12029.0,1.0,15.0,16.0,10.0,2018.0,15.0,15.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12030.0,1.0,25.0,22.0,10.0,2018.0,25.0,25.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12031.0,1.0,1.0,28.0,3.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12034.0,1.0,13.0,12.0,11.0,2019.0,13.0,13.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12035.0,1.0,23.0,20.0,3.0,2019.0,23.0,23.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12036.0,1.0,4.0,7.0,8.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12038.0,1.0,38.0,3.0,10.0,2019.0,38.0,38.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12042.0,1.0,15.0,27.0,6.0,2019.0,15.0,15.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12043.0,1.0,13.0,25.0,6.0,2019.0,13.0,13.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12046.0,1.0,20.0,11.0,9.0,2018.0,20.0,20.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12047.0,1.0,2.0,5.0,6.0,2018.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12048.0,1.0,75.0,24.0,5.0,2018.0,75.0,75.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12049.0,1.0,13.0,26.0,2.0,2019.0,13.0,13.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12051.0,1.0,6.0,22.0,8.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12053.0,1.0,1.0,11.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12058.0,1.0,10.0,18.0,9.0,2018.0,10.0,10.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12061.0,1.0,11.0,7.0,2.0,2019.0,11.0,11.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12062.0,1.0,2.0,7.0,3.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12066.0,1.0,7.0,15.0,9.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12068.0,1.0,1.0,28.0,9.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12070.0,1.0,2.0,12.0,6.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12071.0,1.0,5.0,23.0,7.0,2018.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12073.0,1.0,1.0,23.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12079.0,1.0,8.0,21.0,3.0,2019.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12083.0,1.0,8.0,4.0,12.0,2019.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12086.0,1.0,9.0,6.0,7.0,2018.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12090.0,1.0,1.0,18.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12092.0,1.0,9.0,23.0,5.0,2018.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12097.0,2.0,7.0,7.0,8.0,2018.0,6.0,3.9054726368159205
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12100.0,1.0,22.0,16.0,3.0,2019.0,22.0,22.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12102.0,1.0,23.0,27.0,12.0,2018.0,23.0,23.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12104.0,1.0,23.0,4.0,5.0,2018.0,23.0,23.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12108.0,1.0,8.0,11.0,7.0,2018.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12110.0,1.0,27.0,12.0,9.0,2018.0,27.0,27.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12111.0,1.0,2.0,18.0,6.0,2018.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12112.0,1.0,9.0,30.0,3.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12115.0,1.0,6.0,29.0,6.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12118.0,1.0,3.0,21.0,4.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12119.0,1.0,4.0,6.0,9.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12121.0,1.0,7.0,13.0,12.0,2018.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12122.0,1.0,5.0,19.0,7.0,2018.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12126.0,1.0,4.0,9.0,4.0,2018.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12132.0,1.0,15.0,29.0,11.0,2018.0,15.0,15.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12133.0,1.0,10.0,1.0,12.0,2019.0,10.0,10.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12135.0,1.0,21.0,5.0,7.0,2018.0,21.0,21.0
