"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","total_cursos","volumen_capacitados","total_ganacias","mes","anio","%_asistencia","prediction(%_asistencia)"
"actividades de enseñanza","servicio de alimento y bebida","habilitado","ibarra","imbabura",8409.0,1.0,6.0,2.0,62.0,250.0,8.0,2019.0,0.0,0.03240767408334895
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8415.0,1.0,6.0,1.0,1.0,250.0,2.0,2019.0,0.0,5.185366851018893E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8419.0,2.0,12.0,1.0,2.0,500.0,4.0,2019.0,0.0,1.6067854785246655E-4
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",8422.0,3.0,18.0,1.0,3.0,750.0,9.0,2020.0,0.0,0.0013294624092831777
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8426.0,4.0,24.0,4.0,20.0,1000.0,7.0,2020.0,0.0,-0.005200782348130861
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8428.0,5.0,30.0,5.0,15.0,1250.0,12.0,2018.0,0.0,0.004429384467878617
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8431.0,1.0,6.0,5.0,15.0,250.0,12.0,2018.0,0.0,0.0027971974229312304
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8433.0,1.0,6.0,4.0,6.0,250.0,2.0,2019.0,0.0,0.0015615454589787527
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8438.0,2.0,12.0,1.0,2.0,500.0,10.0,2018.0,0.0,1.2245579064069662E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8442.0,8.0,48.0,1.0,8.0,2000.0,1.0,2018.0,0.0,0.001976162498361145
"turismo y alimentación","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",8443.0,1.0,6.0,1.0,1.0,250.0,5.0,2018.0,0.0,3.8197992496220596E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8444.0,2.0,12.0,1.0,2.0,500.0,8.0,2018.0,0.0,1.6067854785246655E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8445.0,1.0,6.0,1.0,1.0,250.0,5.0,2019.0,0.0,1.6067854785246655E-4
"actividades de enseñanza","servicio de alimento y bebida","habilitado","ibarra","imbabura",8449.0,1.0,6.0,3.0,4.0,250.0,5.0,2018.0,0.0,5.561700924753945E-4
"turismo y alimentación","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",8450.0,1.0,6.0,3.0,4.0,250.0,5.0,2018.0,0.0,3.8197992496220596E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8452.0,2.0,12.0,2.0,7.0,500.0,11.0,2020.0,0.0,1.031766869159529E-5
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8453.0,2.0,12.0,2.0,3.0,500.0,5.0,2019.0,0.0,1.6067854785246655E-4
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8454.0,1.0,6.0,2.0,3.0,250.0,5.0,2019.0,0.0,5.561700924753945E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8455.0,4.0,24.0,1.0,4.0,1000.0,10.0,2020.0,0.0,0.0021399437698145897
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",8457.0,1.0,6.0,3.0,36.0,250.0,3.0,2020.0,0.0,0.0344071176358038
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8458.0,34.0,204.0,3.0,36.0,8500.0,3.0,2020.0,0.0,0.3872522952582737
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8459.0,1.0,6.0,3.0,36.0,250.0,3.0,2020.0,0.0,0.026921805677214205
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8460.0,34.0,204.0,1.0,34.0,8500.0,3.0,2019.0,0.0,0.35773284941334776
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",8461.0,1.0,6.0,1.0,1.0,250.0,8.0,2019.0,0.0,-0.008660796377673297
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",8466.0,12.0,72.0,2.0,13.0,3000.0,8.0,2019.0,0.0,-0.014191493992645566
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8468.0,1.0,6.0,2.0,2.0,250.0,7.0,2019.0,0.0,5.622063142236124E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8469.0,1.0,6.0,2.0,2.0,250.0,7.0,2019.0,0.0,5.622063142236124E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8471.0,9.0,54.0,3.0,11.0,2250.0,6.0,2018.0,0.0,0.002019832127482868
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8473.0,1.0,6.0,2.0,3.0,250.0,8.0,2018.0,0.0,5.622063142236124E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8474.0,2.0,12.0,2.0,3.0,500.0,8.0,2018.0,0.0,1.6067854785246655E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8476.0,1.0,6.0,2.0,3.0,250.0,4.0,2018.0,0.0,5.622063142236124E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8480.0,1.0,6.0,1.0,1.0,250.0,8.0,2017.0,0.0,7.402420685120427E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8481.0,6.0,36.0,1.0,6.0,1500.0,8.0,2017.0,0.0,0.0037316237979420743
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8482.0,1.0,6.0,1.0,1.0,250.0,7.0,2017.0,0.0,7.402420685120427E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8483.0,5.0,30.0,3.0,24.0,1250.0,6.0,2018.0,0.0,-0.004304726605757469
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8484.0,17.0,102.0,3.0,24.0,4250.0,6.0,2018.0,0.0,-0.07175332181946219
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8485.0,2.0,12.0,3.0,24.0,500.0,6.0,2018.0,0.0,-0.006091521245300146
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8488.0,3.0,18.0,1.0,3.0,750.0,9.0,2018.0,0.0,0.0013234261875349597
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8497.0,2.0,12.0,2.0,3.0,500.0,2.0,2019.0,0.0,5.125004633536713E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8498.0,1.0,6.0,2.0,3.0,250.0,2.0,2019.0,0.0,1.1700891873074343E-4
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8500.0,4.0,24.0,1.0,4.0,1000.0,10.0,2017.0,0.0,0.002311943302354802
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8501.0,1.0,6.0,1.0,1.0,250.0,9.0,2017.0,0.0,6.959830895520549E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8502.0,16.0,96.0,1.0,16.0,4000.0,3.0,2018.0,0.0,-0.04614502178451589
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8506.0,2.0,12.0,1.0,2.0,500.0,8.0,2018.0,0.0,1.6067854785246655E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8507.0,1.0,6.0,1.0,1.0,250.0,12.0,2018.0,0.0,1.031766869159529E-5
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","habilitado","ibarra","imbabura",8508.0,1.0,6.0,2.0,3.0,250.0,7.0,2018.0,0.0,2.3427802779947288E-4
"turismo y alimentación","actividades de alojamiento","habilitado","ibarra","imbabura",8509.0,2.0,12.0,2.0,3.0,500.0,7.0,2018.0,0.0,0.003529586204715951
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8512.0,1.0,6.0,2.0,2.0,250.0,3.0,2019.0,0.0,1.6067854785246655E-4
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8513.0,1.0,6.0,2.0,2.0,250.0,3.0,2019.0,0.0,5.561700924753945E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8514.0,1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,1.6067854785246655E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8523.0,2.0,12.0,1.0,2.0,500.0,12.0,2018.0,0.0,-1.7484046411668768E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8525.0,7.0,42.0,1.0,7.0,1750.0,4.0,2018.0,0.0,0.002019832127482868
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8528.0,2.0,12.0,2.0,3.0,500.0,12.0,2018.0,0.0,-1.7484046411668768E-4
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","habilitado","ibarra","imbabura",8529.0,1.0,6.0,2.0,3.0,250.0,12.0,2018.0,0.0,-3.176106177325442E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8530.0,3.0,18.0,1.0,3.0,750.0,9.0,2018.0,0.0,9.279346429120318E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8532.0,4.0,24.0,1.0,4.0,1000.0,5.0,2018.0,0.0,0.0017766387606552138
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8534.0,1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,1.6067854785246655E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8537.0,4.0,24.0,1.0,4.0,1000.0,10.0,2019.0,0.0,0.0021399437698145897
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",8542.0,1.0,6.0,3.0,14.0,250.0,10.0,2018.0,0.0,0.001506230137759257
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8548.0,14.0,84.0,1.0,14.0,3500.0,1.0,2018.0,0.0,-0.015266290708656972
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8550.0,3.0,18.0,1.0,3.0,750.0,3.0,2018.0,0.0,9.661574001238018E-4
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",8554.0,1.0,6.0,3.0,18.0,250.0,12.0,2017.0,0.0,0.009024523962419106
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8557.0,1.0,6.0,2.0,8.0,250.0,2.0,2018.0,0.0,5.185366851018893E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8558.0,1.0,6.0,1.0,1.0,250.0,9.0,2018.0,0.0,1.2245579064069662E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8560.0,1.0,6.0,1.0,1.0,250.0,2.0,2018.0,0.0,1.1700891873074343E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8566.0,3.0,18.0,3.0,5.0,750.0,4.0,2017.0,0.0,0.001545720920783378
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","habilitado","ibarra","imbabura",8568.0,1.0,6.0,3.0,5.0,250.0,4.0,2017.0,0.0,4.123137820879032E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8570.0,1.0,6.0,3.0,3.0,250.0,5.0,2017.0,0.0,7.402420685120427E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8574.0,4.0,24.0,3.0,8.0,1000.0,12.0,2016.0,0.0,0.0017994679366874601
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8579.0,1.0,6.0,1.0,1.0,250.0,11.0,2016.0,0.0,1.8350772388471288E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8581.0,1.0,6.0,2.0,2.0,250.0,10.0,2016.0,0.0,6.9717361220496E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8584.0,4.0,24.0,1.0,4.0,1000.0,12.0,2017.0,0.0,0.0018043136357827729
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8585.0,1.0,6.0,1.0,1.0,250.0,12.0,2016.0,0.0,1.8350772388471288E-4
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8588.0,1.0,6.0,1.0,1.0,250.0,6.0,2017.0,0.0,7.342058467638248E-4
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8592.0,13.0,78.0,1.0,13.0,3250.0,2.0,2017.0,0.0,-3.386618483792068E-4
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",8593.0,1.0,6.0,1.0,1.0,250.0,2.0,2020.0,0.0,8.065272605062464E-6
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",8594.0,1.0,6.0,1.0,1.0,250.0,12.0,2019.0,0.0,-7.809431280252337E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","santo domingo","santo domingo de los tsachilas",8599.0,6.0,36.0,1.0,6.0,1500.0,4.0,2019.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",8603.0,21.0,126.0,1.0,21.0,5250.0,12.0,2018.0,0.0,-0.0011705075502750793
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","santo domingo","santo domingo de los tsachilas",8607.0,13.0,78.0,1.0,13.0,3250.0,2.0,2019.0,0.0,-1.0174368485476454E-7
"producción pecuaria","fabricación de substancias y productos químicos","habilitado","santo domingo","santo domingo de los tsachilas",8611.0,3.0,18.0,3.0,15.0,750.0,9.0,2018.0,0.0,-6.696040053570922E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",8613.0,10.0,60.0,1.0,10.0,2500.0,8.0,2019.0,0.0,-3.286735013307944E-6
"actividades de salud","actividades veterinarias","habilitado","santo domingo","santo domingo de los tsachilas",8617.0,3.0,18.0,2.0,14.0,750.0,9.0,2018.0,0.0,-1.1128515415252931E-4
"producción pecuaria","fabricación de substancias y productos químicos","habilitado","santo domingo","santo domingo de los tsachilas",8621.0,1.0,6.0,3.0,3.0,250.0,9.0,2018.0,0.0,-2.329321704523917E-5
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","santo domingo","santo domingo de los tsachilas",8622.0,9.0,54.0,2.0,11.0,2250.0,6.0,2018.0,0.0,-4.6953918503777996E-5
"turismo y alimentación","servicio de alimento y bebida","habilitado","santo domingo","santo domingo de los tsachilas",8628.0,7.0,42.0,4.0,24.0,1750.0,6.0,2018.0,0.0,-1.7318968922568328E-4
