"familia","sector","estado","provincia","num_cer","total_horas","total_cursos","total_ganacias","dia","mes","anio","volumen_capacitados","prediction(volumen_capacitados)"
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",1.0,6.0,2.0,250.0,7.0,7.0,2021.0,3.0,6.506150061500615
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",1.0,6.0,1.0,250.0,6.0,9.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",25.0,150.0,1.0,6250.0,4.0,8.0,2021.0,25.0,25.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",10.0,60.0,1.0,2500.0,5.0,8.0,2021.0,10.0,10.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",5.0,30.0,1.0,1250.0,13.0,7.0,2022.0,5.0,5.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",1.0,6.0,1.0,250.0,15.0,7.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,2.0,500.0,16.0,7.0,2021.0,3.0,6.506150061500615
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",2.0,12.0,2.0,500.0,18.0,6.0,2021.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,30.0,6.0,2021.0,1.0,1.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",1.0,6.0,2.0,250.0,17.0,11.0,2021.0,3.0,6.506150061500615
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",2.0,12.0,2.0,500.0,17.0,11.0,2021.0,3.0,6.506150061500615
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",35.0,210.0,2.0,8750.0,25.0,7.0,2022.0,37.0,32.5
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",2.0,12.0,2.0,500.0,25.0,7.0,2022.0,37.0,6.506150061500615
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",3.0,18.0,2.0,750.0,14.0,3.0,2022.0,4.0,12.36500754147813
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",1.0,6.0,2.0,250.0,14.0,3.0,2022.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,28.0,10.0,2021.0,2.0,6.506150061500615
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",2.0,12.0,1.0,500.0,12.0,5.0,2022.0,2.0,2.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",1.0,6.0,2.0,250.0,2.0,6.0,2022.0,2.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","pichincha",13.0,78.0,2.0,3250.0,13.0,7.0,2021.0,14.0,15.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,16.0,11.0,2021.0,10.0,6.506150061500615
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",4.0,24.0,1.0,1000.0,23.0,12.0,2021.0,4.0,4.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",2.0,12.0,1.0,500.0,22.0,10.0,2021.0,2.0,2.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","pichincha",2.0,12.0,2.0,500.0,17.0,8.0,2021.0,3.0,6.506150061500615
"actividades tipo servicios","enseñanza","habilitado","pichincha",1.0,6.0,2.0,250.0,9.0,7.0,2021.0,2.0,6.506150061500615
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",4.0,24.0,2.0,1000.0,14.0,6.0,2022.0,5.0,12.36500754147813
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",2.0,12.0,1.0,500.0,21.0,3.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",8.0,48.0,2.0,2000.0,31.0,5.0,2022.0,9.0,12.36500754147813
"productos industriales, farmacéuticos y químicos","silvicultura y extracción de madera","habilitado","pichincha",1.0,6.0,3.0,250.0,15.0,1.0,2021.0,4.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,1.0,250.0,11.0,10.0,2020.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",9.0,54.0,1.0,2250.0,3.0,6.0,2021.0,9.0,9.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",3.0,18.0,2.0,750.0,14.0,4.0,2022.0,23.0,12.36500754147813
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",12.0,72.0,2.0,3000.0,24.0,3.0,2022.0,14.0,20.666666666666668
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",6.0,36.0,2.0,1500.0,26.0,5.0,2022.0,8.0,12.36500754147813
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",12.0,72.0,4.0,3000.0,28.0,4.0,2021.0,31.0,19.75
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",10.0,60.0,2.0,2500.0,28.0,10.0,2020.0,20.0,21.666666666666668
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",13.0,78.0,3.0,3250.0,4.0,2.0,2021.0,16.0,29.5
"productos industriales, farmacéuticos y químicos","silvicultura y extracción de madera","habilitado","pichincha",2.0,12.0,3.0,500.0,4.0,2.0,2021.0,16.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,3.0,250.0,7.0,4.0,2021.0,5.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",3.0,18.0,3.0,750.0,7.0,4.0,2021.0,5.0,12.36500754147813
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",7.0,42.0,2.0,1750.0,8.0,9.0,2021.0,14.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",9.0,54.0,3.0,2250.0,13.0,1.0,2020.0,43.0,12.36500754147813
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",1.0,6.0,2.0,250.0,17.0,9.0,2021.0,2.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",10.0,60.0,1.0,2500.0,18.0,7.0,2022.0,10.0,10.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",11.0,66.0,3.0,2750.0,22.0,1.0,2020.0,45.0,19.666666666666668
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,3.0,250.0,29.0,3.0,2021.0,4.0,6.506150061500615
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",11.0,66.0,2.0,2750.0,29.0,7.0,2021.0,22.0,20.666666666666668
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",2.0,12.0,1.0,500.0,29.0,10.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",21.0,126.0,2.0,5250.0,31.0,3.0,2021.0,35.0,26.325
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",1.0,6.0,3.0,250.0,6.0,7.0,2022.0,5.0,6.506150061500615
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",6.0,36.0,2.0,1500.0,30.0,11.0,2021.0,12.0,12.36500754147813
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",1.0,6.0,1.0,250.0,22.0,1.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",1.0,6.0,2.0,250.0,7.0,12.0,2021.0,11.0,6.506150061500615
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",6.0,36.0,1.0,1500.0,5.0,2.0,2020.0,6.0,6.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",5.0,30.0,3.0,1250.0,12.0,5.0,2022.0,7.0,12.36500754147813
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","pichincha",1.0,6.0,3.0,250.0,12.0,5.0,2022.0,7.0,6.506150061500615
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",1.0,6.0,2.0,250.0,26.0,10.0,2021.0,3.0,6.506150061500615
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",9.0,54.0,4.0,2250.0,1.0,7.0,2021.0,15.0,26.5
"productos industriales, farmacéuticos y químicos","silvicultura y extracción de madera","habilitado","pichincha",3.0,18.0,1.0,750.0,15.0,9.0,2020.0,3.0,3.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",9.0,54.0,2.0,2250.0,18.0,2.0,2021.0,16.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,2.0,250.0,24.0,3.0,2021.0,7.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,2.0,250.0,29.0,4.0,2021.0,2.0,6.506150061500615
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",4.0,24.0,1.0,1000.0,2.0,4.0,2021.0,4.0,4.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",1.0,6.0,1.0,250.0,24.0,10.0,2021.0,1.0,1.0
"productos industriales, farmacéuticos y químicos","silvicultura y extracción de madera","habilitado","pichincha",1.0,6.0,1.0,250.0,9.0,2.0,2021.0,1.0,1.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",3.0,18.0,3.0,750.0,22.0,2.0,2020.0,13.0,12.36500754147813
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",2.0,12.0,1.0,500.0,29.0,6.0,2021.0,2.0,2.0
"productos industriales, farmacéuticos y químicos","silvicultura y extracción de madera","habilitado","pichincha",9.0,54.0,4.0,2250.0,10.0,9.0,2020.0,23.0,26.5
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",8.0,48.0,2.0,2000.0,29.0,9.0,2020.0,16.0,12.36500754147813
"productos industriales, farmacéuticos y químicos","silvicultura y extracción de madera","habilitado","pichincha",8.0,48.0,2.0,2000.0,29.0,9.0,2020.0,16.0,12.36500754147813
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",9.0,54.0,2.0,2250.0,19.0,6.0,2022.0,11.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",1.0,6.0,2.0,250.0,19.0,6.0,2021.0,2.0,6.506150061500615
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",25.0,150.0,2.0,6250.0,8.0,10.0,2020.0,27.0,30.5
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","pichincha",1.0,6.0,4.0,250.0,25.0,1.0,2020.0,35.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","pichincha",4.0,24.0,2.0,1000.0,18.0,2.0,2020.0,13.0,12.36500754147813
"productos industriales, farmacéuticos y químicos","silvicultura y extracción de madera","habilitado","pichincha",1.0,6.0,1.0,250.0,18.0,9.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","sin provincia",2.0,12.0,1.0,500.0,14.0,6.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","sin provincia",3.0,18.0,2.0,750.0,7.0,7.0,2022.0,8.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","sin provincia",1.0,6.0,2.0,250.0,10.0,6.0,2022.0,4.0,6.506150061500615
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","sin provincia",1.0,6.0,1.0,250.0,18.0,12.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","sin provincia",1.0,6.0,1.0,250.0,28.0,4.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","sin provincia",2.0,12.0,1.0,500.0,11.0,2.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","sin provincia",14.0,84.0,1.0,3500.0,23.0,2.0,2022.0,14.0,14.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","sin provincia",1.0,6.0,1.0,250.0,8.0,4.0,2022.0,1.0,1.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","sin provincia",3.0,18.0,1.0,750.0,29.0,6.0,2022.0,3.0,3.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","sin provincia",3.0,18.0,2.0,750.0,27.0,1.0,2022.0,4.0,12.36500754147813
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","sin provincia",1.0,6.0,1.0,250.0,6.0,2.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",2.0,12.0,1.0,500.0,3.0,1.0,2020.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",1.0,6.0,1.0,250.0,20.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","manabi",1.0,6.0,2.0,250.0,13.0,5.0,2021.0,2.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",2.0,12.0,1.0,500.0,9.0,9.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","manabi",1.0,6.0,1.0,250.0,19.0,10.0,2020.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",1.0,6.0,1.0,250.0,20.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",7.0,42.0,1.0,1750.0,2.0,7.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",6.0,36.0,1.0,1500.0,29.0,4.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",4.0,24.0,1.0,1000.0,9.0,10.0,2018.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",1.0,6.0,1.0,250.0,31.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","manabi",2.0,12.0,2.0,500.0,3.0,6.0,2019.0,3.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",3.0,18.0,1.0,750.0,18.0,11.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",7.0,42.0,1.0,1750.0,5.0,8.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","manabi",1.0,6.0,1.0,250.0,8.0,1.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",2.0,12.0,1.0,500.0,27.0,12.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",1.0,6.0,1.0,250.0,27.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",2.0,12.0,1.0,500.0,7.0,11.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",2.0,12.0,1.0,500.0,9.0,8.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","manabi",1.0,6.0,2.0,250.0,13.0,5.0,2019.0,4.0,6.506150061500615
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","manabi",2.0,12.0,2.0,500.0,22.0,8.0,2019.0,7.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",5.0,30.0,2.0,1250.0,22.0,8.0,2019.0,7.0,12.36500754147813
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","manabi",1.0,6.0,1.0,250.0,18.0,6.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",1.0,6.0,1.0,250.0,5.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",2.0,12.0,1.0,500.0,26.0,6.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",3.0,18.0,1.0,750.0,17.0,9.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",1.0,6.0,1.0,250.0,8.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",1.0,6.0,1.0,250.0,6.0,8.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manabi",4.0,24.0,1.0,1000.0,26.0,12.0,2018.0,4.0,4.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","pichincha",1.0,6.0,1.0,250.0,27.0,6.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",4.0,24.0,3.0,1000.0,10.0,6.0,2022.0,10.0,12.36500754147813
"actividades comunitarias","actividades de atención de la salud humana","habilitado","pichincha",4.0,24.0,3.0,1000.0,10.0,6.0,2022.0,10.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",1.0,6.0,1.0,250.0,14.0,7.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","pichincha",1.0,6.0,1.0,250.0,26.0,5.0,2022.0,1.0,1.0
"tecnología: hardware y software (incluye tic)","actividades de servicios de información","habilitado","pichincha",1.0,6.0,2.0,250.0,18.0,7.0,2022.0,16.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",15.0,90.0,2.0,3750.0,18.0,7.0,2022.0,16.0,21.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","pichincha",1.0,6.0,1.0,250.0,21.0,7.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,1.0,250.0,28.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",12.0,72.0,1.0,3000.0,9.0,12.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",8.0,48.0,1.0,2000.0,20.0,11.0,2019.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,1.0,250.0,23.0,10.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,1.0,250.0,29.0,10.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,1.0,250.0,30.0,10.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",11.0,66.0,2.0,2750.0,8.0,4.0,2019.0,12.0,19.333333333333332
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",4.0,24.0,1.0,1000.0,20.0,9.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,2.0,250.0,28.0,12.0,2019.0,2.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",23.0,138.0,1.0,5750.0,26.0,11.0,2018.0,23.0,23.0
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,1.0,250.0,25.0,3.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,1.0,500.0,21.0,7.0,2020.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,1.0,250.0,5.0,10.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",8.0,48.0,1.0,2000.0,25.0,2.0,2019.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",15.0,90.0,1.0,3750.0,28.0,1.0,2019.0,15.0,15.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",4.0,24.0,1.0,1000.0,16.0,8.0,2019.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","los rios",1.0,6.0,1.0,250.0,5.0,4.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","los rios",1.0,6.0,1.0,250.0,5.0,4.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","los rios",1.0,6.0,1.0,250.0,18.0,1.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","los rios",1.0,6.0,1.0,250.0,9.0,11.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","los rios",1.0,6.0,2.0,250.0,12.0,5.0,2022.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","los rios",1.0,6.0,1.0,250.0,1.0,3.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","los rios",1.0,6.0,1.0,250.0,9.0,5.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","los rios",2.0,12.0,2.0,500.0,9.0,8.0,2021.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","los rios",4.0,24.0,2.0,1000.0,8.0,5.0,2017.0,10.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","los rios",22.0,132.0,2.0,5500.0,22.0,12.0,2016.0,25.0,26.325
"actividades de enseñanza","enseñanza","habilitado","los rios",3.0,18.0,2.0,750.0,12.0,9.0,2017.0,7.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","los rios",4.0,24.0,2.0,1000.0,12.0,9.0,2017.0,7.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","los rios",18.0,108.0,2.0,4500.0,7.0,9.0,2017.0,55.0,26.325
"actividades de enseñanza","enseñanza","habilitado","los rios",37.0,222.0,2.0,9250.0,7.0,9.0,2017.0,55.0,44.0
"actividades de enseñanza","enseñanza","habilitado","los rios",6.0,36.0,2.0,1500.0,9.0,5.0,2017.0,17.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","los rios",3.0,18.0,1.0,750.0,4.0,5.0,2017.0,3.0,3.0
"actividades de enseñanza","enseñanza","habilitado","los rios",1.0,6.0,1.0,250.0,12.0,5.0,2017.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","los rios",47.0,282.0,2.0,11750.0,24.0,4.0,2017.0,110.0,51.5
"actividades de enseñanza","enseñanza","habilitado","pichincha",2.0,12.0,1.0,500.0,3.0,6.0,2022.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",4.0,24.0,1.0,1000.0,27.0,9.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",6.0,36.0,1.0,1500.0,6.0,9.0,2021.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,21.0,2.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",1.0,6.0,1.0,250.0,8.0,9.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",1.0,6.0,1.0,250.0,28.0,10.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,25.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,1.0,500.0,20.0,12.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,8.0,10.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,1.0,500.0,30.0,11.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",3.0,18.0,1.0,750.0,29.0,8.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",13.0,78.0,1.0,3250.0,21.0,8.0,2019.0,13.0,13.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",7.0,42.0,1.0,1750.0,30.0,9.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",5.0,30.0,1.0,1250.0,24.0,9.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,15.0,10.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",4.0,24.0,1.0,1000.0,25.0,9.0,2018.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,1.0,500.0,11.0,4.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,18.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,23.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",1.0,6.0,1.0,250.0,20.0,10.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","pichincha",2.0,12.0,1.0,500.0,18.0,11.0,2019.0,2.0,2.0
