"familia","sector","estado","provincia","num_cer","total_horas","total_cursos","total_ganacias","dia","mes","anio","volumen_capacitados","prediction(volumen_capacitados)"
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayas",6.0,36.0,3.0,1500.0,1.0,6.0,2022.0,8.0,12.36500754147813
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayas",1.0,6.0,1.0,250.0,2.0,8.0,2022.0,1.0,1.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayas",4.0,24.0,1.0,1000.0,5.0,3.0,2022.0,4.0,4.0
"actividades tipo servicios","enseñanza","habilitado","guayas",2.0,12.0,3.0,500.0,6.0,2.0,2022.0,12.0,6.506150061500615
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayas",7.0,42.0,2.0,1750.0,10.0,7.0,2022.0,11.0,12.36500754147813
"actividades tipo servicios","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,12.0,3.0,2022.0,7.0,6.506150061500615
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayas",1.0,6.0,1.0,250.0,12.0,4.0,2022.0,1.0,1.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayas",11.0,66.0,2.0,2750.0,17.0,2.0,2022.0,12.0,20.138704427083333
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayas",7.0,42.0,2.0,1750.0,21.0,3.0,2022.0,8.0,12.36500754147813
"actividades tipo servicios","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,21.0,3.0,2022.0,8.0,6.506150061500615
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","guayas",4.0,24.0,2.0,1000.0,31.0,5.0,2022.0,7.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,1.0,250.0,7.0,6.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,1.0,250.0,11.0,7.0,2022.0,1.0,1.0
"actividades tipo servicios","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,28.0,4.0,2022.0,2.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,1.0,250.0,6.0,5.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,2.0,750.0,20.0,1.0,2022.0,18.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,3.0,1000.0,1.0,6.0,2022.0,15.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,2.0,500.0,2.0,8.0,2022.0,19.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",9.0,54.0,3.0,2250.0,4.0,4.0,2022.0,26.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",7.0,42.0,3.0,1750.0,14.0,6.0,2022.0,31.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,2.0,1000.0,19.0,5.0,2022.0,5.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,2.0,500.0,22.0,2.0,2022.0,11.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,3.0,250.0,31.0,5.0,2022.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",10.0,60.0,3.0,2500.0,7.0,6.0,2022.0,16.0,16.333333333333332
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,11.0,7.0,2022.0,20.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",5.0,30.0,4.0,1250.0,28.0,4.0,2022.0,30.0,30.181818181818183
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,7.0,2.0,2020.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",18.0,108.0,3.0,4500.0,7.0,9.0,2021.0,20.0,26.325
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,3.0,750.0,8.0,12.0,2020.0,27.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",28.0,168.0,2.0,7000.0,21.0,6.0,2022.0,30.0,30.772727272727273
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,3.0,500.0,26.0,7.0,2021.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,2.0,1000.0,27.0,7.0,2021.0,7.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",5.0,30.0,2.0,1250.0,27.0,9.0,2021.0,7.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",38.0,228.0,2.0,9500.0,28.0,11.0,2019.0,57.0,40.0
"actividades de enseñanza","enseñanza","habilitado","guayas",22.0,132.0,4.0,5500.0,8.0,3.0,2022.0,40.0,55.0
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,2.0,1000.0,18.0,4.0,2022.0,5.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,3.0,750.0,20.0,7.0,2022.0,30.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,3.0,750.0,21.0,5.0,2021.0,12.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",11.0,66.0,4.0,2750.0,3.0,2.0,2022.0,62.0,49.5
"actividades de enseñanza","enseñanza","habilitado","guayas",5.0,30.0,3.0,1250.0,9.0,2.0,2022.0,10.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",10.0,60.0,3.0,2500.0,15.0,3.0,2022.0,37.0,12.5
"actividades de enseñanza","enseñanza","habilitado","guayas",5.0,30.0,3.0,1250.0,16.0,9.0,2021.0,15.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,3.0,500.0,25.0,8.0,2021.0,6.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,2.0,1000.0,30.0,3.0,2022.0,34.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,25.0,11.0,2019.0,13.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",13.0,78.0,2.0,3250.0,30.0,8.0,2021.0,14.0,29.6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",9.0,54.0,3.0,2250.0,3.0,12.0,2019.0,17.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",47.0,282.0,3.0,11750.0,9.0,12.0,2019.0,51.0,65.25
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,2.0,750.0,13.0,11.0,2019.0,26.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",23.0,138.0,2.0,5750.0,13.0,11.0,2019.0,26.0,30.772727272727273
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,20.0,12.0,2019.0,8.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",17.0,102.0,2.0,4250.0,22.0,10.0,2019.0,20.0,26.325
"actividades de enseñanza","enseñanza","habilitado","guayas",5.0,30.0,2.0,1250.0,23.0,9.0,2019.0,28.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",3.0,18.0,2.0,750.0,24.0,12.0,2019.0,4.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,2.0,750.0,29.0,11.0,2019.0,10.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",7.0,42.0,2.0,1750.0,29.0,11.0,2019.0,10.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,8.0,7.0,2021.0,6.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,3.0,500.0,25.0,11.0,2020.0,10.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,4.0,500.0,18.0,2.0,2022.0,22.0,13.868945868945868
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,3.0,250.0,1.0,10.0,2019.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",6.0,36.0,4.0,1500.0,7.0,9.0,2020.0,48.0,26.5
"actividades de enseñanza","enseñanza","habilitado","guayas",60.0,360.0,3.0,15000.0,9.0,10.0,2019.0,66.0,60.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",5.0,30.0,3.0,1250.0,9.0,10.0,2019.0,66.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,10.0,12.0,2020.0,2.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,4.0,1000.0,13.0,11.0,2020.0,16.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,4.0,750.0,14.0,4.0,2022.0,28.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","guayas",6.0,36.0,4.0,1500.0,14.0,7.0,2022.0,11.0,10.666666666666666
"actividades de enseñanza","enseñanza","habilitado","guayas",26.0,156.0,3.0,6500.0,16.0,7.0,2022.0,55.0,30.772727272727273
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,4.0,250.0,17.0,4.0,2022.0,50.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","guayas",9.0,54.0,4.0,2250.0,19.0,4.0,2022.0,44.0,21.0
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,4.0,500.0,19.0,7.0,2022.0,17.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","guayas",8.0,48.0,4.0,2000.0,20.0,6.0,2022.0,59.0,21.0
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,4.0,750.0,21.0,1.0,2022.0,20.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","guayas",10.0,60.0,4.0,2500.0,21.0,2.0,2022.0,38.0,24.8
"actividades de enseñanza","enseñanza","habilitado","guayas",8.0,48.0,3.0,2000.0,23.0,9.0,2021.0,17.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",5.0,30.0,4.0,1250.0,24.0,3.0,2022.0,29.0,27.666666666666668
"actividades de enseñanza","enseñanza","habilitado","guayas",6.0,36.0,4.0,1500.0,24.0,4.0,2021.0,31.0,27.666666666666668
"actividades de enseñanza","enseñanza","habilitado","guayas",13.0,78.0,4.0,3250.0,24.0,7.0,2022.0,23.0,26.5
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,4.0,250.0,25.0,2.0,2022.0,10.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,4.0,750.0,26.0,7.0,2022.0,34.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,3.0,250.0,26.0,8.0,2021.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",6.0,36.0,4.0,1500.0,27.0,11.0,2020.0,30.0,30.181818181818183
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,3.0,500.0,28.0,10.0,2020.0,20.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",10.0,60.0,3.0,2500.0,29.0,4.0,2022.0,44.0,16.5
"actividades de enseñanza","enseñanza","habilitado","guayas",10.0,60.0,4.0,2500.0,29.0,7.0,2022.0,21.0,24.8
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,3.0,250.0,30.0,12.0,2019.0,48.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",46.0,276.0,3.0,11500.0,30.0,12.0,2019.0,48.0,65.25
"actividades de enseñanza","enseñanza","habilitado","guayas",6.0,36.0,3.0,1500.0,31.0,5.0,2021.0,11.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",36.0,216.0,2.0,9000.0,1.0,9.0,2021.0,39.0,38.5
"actividades de enseñanza","enseñanza","habilitado","guayas",5.0,30.0,3.0,1250.0,1.0,10.0,2020.0,25.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,2.0,500.0,2.0,2.0,2022.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",7.0,42.0,2.0,1750.0,2.0,9.0,2020.0,8.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",12.0,72.0,3.0,3000.0,2.0,10.0,2021.0,28.0,14.5
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,3.0,750.0,3.0,12.0,2020.0,7.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",12.0,72.0,2.0,3000.0,4.0,8.0,2021.0,13.0,18.0
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,1.0,250.0,5.0,2.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,1.0,750.0,5.0,3.0,2020.0,3.0,3.0
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,1.0,250.0,5.0,6.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,2.0,1000.0,6.0,2.0,2020.0,14.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,2.0,750.0,6.0,6.0,2021.0,5.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,3.0,250.0,6.0,12.0,2021.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,2.0,500.0,7.0,10.0,2019.0,19.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,2.0,750.0,7.0,10.0,2020.0,4.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,3.0,750.0,7.0,11.0,2020.0,11.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",32.0,192.0,2.0,8000.0,8.0,10.0,2019.0,57.0,38.5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",25.0,150.0,2.0,6250.0,8.0,10.0,2019.0,57.0,30.5
"actividades de enseñanza","enseñanza","habilitado","guayas",43.0,258.0,2.0,10750.0,9.0,4.0,2021.0,45.0,43.2
"actividades de enseñanza","enseñanza","habilitado","guayas",21.0,126.0,3.0,5250.0,9.0,6.0,2022.0,51.0,26.325
"actividades de enseñanza","enseñanza","habilitado","guayas",5.0,30.0,1.0,1250.0,9.0,9.0,2019.0,5.0,5.0
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,3.0,250.0,10.0,1.0,2021.0,11.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",22.0,132.0,3.0,5500.0,10.0,8.0,2020.0,26.0,26.325
"actividades de enseñanza","enseñanza","habilitado","guayas",8.0,48.0,2.0,2000.0,10.0,10.0,2019.0,10.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",2.0,12.0,2.0,500.0,10.0,10.0,2019.0,10.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,2.0,500.0,11.0,3.0,2020.0,9.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,12.0,12.0,2019.0,3.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",2.0,12.0,2.0,500.0,12.0,12.0,2019.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,1.0,500.0,13.0,1.0,2020.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,2.0,1000.0,13.0,7.0,2020.0,22.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,2.0,500.0,13.0,7.0,2022.0,3.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",8.0,48.0,3.0,2000.0,13.0,9.0,2021.0,21.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,3.0,250.0,13.0,10.0,2020.0,62.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,3.0,500.0,14.0,1.0,2021.0,6.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,2.0,1000.0,14.0,5.0,2021.0,16.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,1.0,500.0,15.0,2.0,2022.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,3.0,250.0,15.0,3.0,2021.0,12.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,2.0,500.0,15.0,7.0,2022.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,2.0,750.0,15.0,11.0,2020.0,4.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,3.0,500.0,16.0,1.0,2021.0,9.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,1.0,250.0,16.0,9.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,2.0,500.0,17.0,1.0,2021.0,19.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",6.0,36.0,1.0,1500.0,17.0,2.0,2020.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,1.0,1000.0,17.0,3.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,17.0,9.0,2021.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,1.0,500.0,17.0,10.0,2019.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","guayas",6.0,36.0,3.0,1500.0,18.0,7.0,2020.0,12.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,3.0,250.0,18.0,7.0,2022.0,8.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,1.0,1000.0,19.0,1.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,3.0,1000.0,19.0,1.0,2022.0,36.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,3.0,250.0,19.0,2.0,2022.0,9.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,19.0,5.0,2021.0,2.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",5.0,30.0,3.0,1250.0,20.0,5.0,2022.0,22.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,2.0,750.0,20.0,9.0,2021.0,21.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",5.0,30.0,2.0,1250.0,20.0,11.0,2019.0,30.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",25.0,150.0,2.0,6250.0,20.0,11.0,2019.0,30.0,30.772727272727273
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,3.0,750.0,22.0,4.0,2022.0,10.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,22.0,5.0,2021.0,18.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",20.0,120.0,2.0,5000.0,22.0,5.0,2022.0,39.0,26.325
"actividades de enseñanza","enseñanza","habilitado","guayas",6.0,36.0,1.0,1500.0,23.0,7.0,2020.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,3.0,250.0,23.0,9.0,2020.0,62.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,2.0,750.0,23.0,10.0,2019.0,4.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,2.0,250.0,23.0,10.0,2019.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,23.0,10.0,2020.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,3.0,250.0,23.0,11.0,2020.0,10.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,3.0,1000.0,24.0,4.0,2022.0,31.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,3.0,750.0,24.0,6.0,2021.0,23.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,3.0,500.0,24.0,7.0,2021.0,21.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",10.0,60.0,3.0,2500.0,24.0,8.0,2021.0,18.0,16.5
"actividades de enseñanza","enseñanza","habilitado","guayas",9.0,54.0,3.0,2250.0,25.0,1.0,2022.0,16.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,3.0,750.0,25.0,6.0,2021.0,11.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,1.0,250.0,25.0,7.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","guayas",7.0,42.0,2.0,1750.0,25.0,9.0,2019.0,24.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,2.0,750.0,26.0,4.0,2022.0,4.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,1.0,250.0,27.0,2.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","guayas",11.0,66.0,2.0,2750.0,27.0,2.0,2021.0,13.0,29.6
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,3.0,500.0,27.0,6.0,2021.0,6.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,3.0,500.0,28.0,5.0,2022.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",4.0,24.0,1.0,1000.0,28.0,7.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,28.0,10.0,2019.0,19.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",7.0,42.0,2.0,1750.0,29.0,1.0,2020.0,16.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",2.0,12.0,3.0,500.0,29.0,1.0,2021.0,5.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",7.0,42.0,3.0,1750.0,29.0,3.0,2021.0,23.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",7.0,42.0,2.0,1750.0,29.0,10.0,2019.0,9.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",1.0,6.0,2.0,250.0,29.0,12.0,2019.0,15.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","guayas",5.0,30.0,2.0,1250.0,30.0,1.0,2021.0,8.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",3.0,18.0,3.0,750.0,30.0,6.0,2022.0,9.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","guayas",8.0,48.0,3.0,2000.0,30.0,12.0,2021.0,14.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",2.0,12.0,1.0,500.0,2.0,12.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,1.0,250.0,8.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",35.0,210.0,1.0,8750.0,17.0,12.0,2019.0,35.0,35.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",13.0,78.0,1.0,3250.0,23.0,12.0,2019.0,13.0,13.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",11.0,66.0,1.0,2750.0,10.0,12.0,2019.0,11.0,11.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",9.0,54.0,1.0,2250.0,21.0,8.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",4.0,24.0,2.0,1000.0,30.0,10.0,2019.0,9.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",27.0,162.0,1.0,6750.0,27.0,11.0,2019.0,27.0,27.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,1.0,250.0,11.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",2.0,12.0,1.0,500.0,20.0,9.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,1.0,250.0,16.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",12.0,72.0,1.0,3000.0,27.0,12.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",7.0,42.0,1.0,1750.0,16.0,12.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",5.0,30.0,2.0,1250.0,4.0,9.0,2019.0,7.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",2.0,12.0,1.0,500.0,7.0,11.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",7.0,42.0,1.0,1750.0,19.0,12.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",58.0,348.0,1.0,14500.0,12.0,11.0,2019.0,58.0,57.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,1.0,250.0,8.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",5.0,30.0,1.0,1250.0,6.0,12.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayas",1.0,6.0,1.0,250.0,7.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",7.0,42.0,1.0,1750.0,1.0,6.0,2022.0,7.0,7.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","pichincha",5.0,30.0,2.0,1250.0,14.0,6.0,2022.0,40.0,12.36500754147813
"actividades comunitarias","otras actividades de servicios personales","habilitado","pichincha",50.0,300.0,2.0,12500.0,22.0,2.0,2022.0,55.0,49.5
