"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,14.0,21.0,9.0,2021.0,4.0,2.3189655172413794
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,14.0,21.0,9.0,2021.0,4.0,2.3189655172413794
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,4.0,24.0,6.0,2022.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,6.0,8.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,19.0,8.0,3.0,2021.0,9.0,5.828451882845188
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,7.0,15.0,3.0,2022.0,5.0,1.8744292237442923
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,9.0,12.0,2019.0,1.0,1.4796380090497738
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,3.0,9.0,12.0,2019.0,2.0,1.4796380090497738
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,5.0,13.0,11.0,2019.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,19.0,22.0,10.0,2019.0,19.0,19.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,26.0,12.0,2019.0,11.0,5.761627906976744
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,29.0,11.0,2019.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,2.0,3.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,3.0,18.0,2.0,2022.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,18.0,1.0,10.0,2019.0,18.0,18.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,10.0,2.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,9.0,21.0,12.0,2021.0,9.0,9.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,10.0,22.0,12.0,2020.0,4.0,3.533333333333333
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,24.0,30.0,12.0,2019.0,13.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,54.0,31.0,5.0,2021.0,54.0,54.0
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",2.0,26.0,3.0,12.0,2020.0,2.0,12.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,8.0,6.0,3.0,2020.0,8.0,8.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,5.0,7.0,4.0,2022.0,4.0,2.6473684210526316
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,17.0,7.0,10.0,2019.0,17.0,17.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,9.0,6.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,10.0,10.0,2019.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",5.0,19.0,11.0,2.0,2021.0,1.0,6.75
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,12.0,12.0,2019.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,7.0,13.0,7.0,2022.0,7.0,7.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,14.0,1.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,2.0,14.0,4.0,2021.0,2.0,2.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",3.0,19.0,15.0,3.0,2021.0,1.0,5.828451882845188
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",3.0,8.0,15.0,7.0,2022.0,1.0,1.8744292237442923
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,23.0,16.0,4.0,2021.0,2.0,5.828451882845188
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,22.0,16.0,8.0,2021.0,1.0,5.828451882845188
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,22.0,16.0,8.0,2021.0,9.0,5.828451882845188
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,1.0,17.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,18.0,7.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,20.0,7.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,20.0,23.0,4.0,2021.0,7.0,5.828451882845188
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,2.0,25.0,6.0,2021.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,4.0,25.0,9.0,2019.0,2.0,1.981012658227848
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,4.0,25.0,9.0,2019.0,2.0,1.981012658227848
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,23.0,28.0,1.0,2021.0,23.0,23.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,5.0,28.0,7.0,2021.0,2.0,2.6473684210526316
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,5.0,28.0,7.0,2021.0,3.0,2.6473684210526316
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,1.0,29.0,3.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,25.0,29.0,10.0,2019.0,25.0,25.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,9.0,2.0,12.0,2019.0,8.0,3.9054726368159205
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,13.0,21.0,11.0,2019.0,8.0,3.533333333333333
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,5.0,9.0,12.0,2020.0,2.0,1.8744292237442923
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,9.0,23.0,2.0,2022.0,4.0,1.8744292237442923
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",2.0,15.0,30.0,11.0,2019.0,12.0,8.609756097560975
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,15.0,30.0,11.0,2019.0,3.0,16.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,23.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",1.0,6.0,3.0,9.0,2020.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,11.0,22.0,6.0,2022.0,1.0,5.761627906976744
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,19.0,11.0,2021.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,13.0,29.0,11.0,2021.0,13.0,13.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,13.0,25.0,5.0,2022.0,10.0,5.761627906976744
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,4.0,20.0,12.0,2021.0,3.0,1.981012658227848
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,18.0,8.0,11.0,2021.0,18.0,18.0
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,2.0,21.0,9.0,2020.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,8.0,11.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,16.0,17.0,12.0,2019.0,16.0,16.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",4.0,34.0,2.0,9.0,2021.0,3.0,9.181818181818182
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,36.0,29.0,8.0,2019.0,20.0,17.742424242424242
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,5.0,2.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,4.0,21.0,10.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,5.0,15.0,7.0,2020.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,2.0,21.0,6.0,2019.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,12.0,5.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,39.0,12.0,5.0,2022.0,39.0,39.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,8.0,3.0,8.0,2022.0,4.0,3.9054726368159205
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,8.0,22.0,9.0,2021.0,1.0,3.9054726368159205
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,8.0,22.0,9.0,2021.0,7.0,3.9054726368159205
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,4.0,21.0,7.0,2022.0,3.0,1.981012658227848
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,2.0,8.0,2.0,2022.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,4.0,11.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,7.0,12.0,2.0,2021.0,1.0,1.8744292237442923
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,8.0,28.0,7.0,2020.0,7.0,3.9054726368159205
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,3.0,3.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,2.0,2.0,2021.0,2.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,5.0,14.0,12.0,2020.0,5.0,5.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,4.0,4.0,5.0,2022.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,2.0,18.0,3.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,4.0,8.0,12.0,2021.0,2.0,1.3373493975903614
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,4.0,8.0,12.0,2021.0,1.0,1.3373493975903614
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,1.0,4.0,2021.0,1.0,1.4796380090497738
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",2.0,3.0,1.0,4.0,2021.0,2.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,4.0,12.0,2021.0,1.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,10.0,5.0,7.0,2021.0,10.0,10.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4.0,12.0,9.0,11.0,2020.0,5.0,2.3189655172413794
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,21.0,28.0,6.0,2021.0,21.0,21.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,12.0,12.0,3.0,2020.0,4.0,2.3189655172413794
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4.0,20.0,11.0,2.0,2020.0,2.0,5.828451882845188
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,15.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,8.0,21.0,12.0,2019.0,8.0,8.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,26.0,24.0,9.0,2019.0,22.0,8.56
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,26.0,24.0,9.0,2019.0,4.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,35.0,29.0,1.0,2019.0,13.0,17.742424242424242
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,6.0,16.0,1.0,2019.0,5.0,2.6473684210526316
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,9.0,10.0,2.0,2020.0,5.0,3.9054726368159205
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,6.0,6.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,27.0,5.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,10.0,4.0,4.0,2019.0,10.0,10.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,33.0,17.0,10.0,2018.0,33.0,33.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,2.0,31.0,7.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,3.0,4.0,1.0,2019.0,1.0,1.4796380090497738
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,17.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,11.0,3.0,6.0,2019.0,11.0,11.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,1.0,2.0,12.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,17.0,29.0,9.0,2021.0,17.0,17.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,5.0,19.0,11.0,2019.0,1.0,2.6473684210526316
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,5.0,19.0,11.0,2019.0,4.0,2.6473684210526316
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,15.0,21.0,12.0,2020.0,8.0,5.828451882845188
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,6.0,28.0,5.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,16.0,14.0,1.0,2019.0,14.0,14.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,16.0,14.0,1.0,2019.0,2.0,8.609756097560975
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,38.0,20.0,5.0,2019.0,2.0,17.742424242424242
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,8.0,9.0,2018.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,8.0,30.0,1.0,2019.0,3.0,1.8744292237442923
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,22.0,6.0,11.0,2020.0,22.0,22.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,7.0,5.0,11.0,2020.0,6.0,3.9054726368159205
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,11.0,22.0,3.0,2021.0,11.0,11.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,13.0,22.0,7.0,2021.0,1.0,5.761627906976744
