"familia","sector","estado","canton","provincia","num_cer","total_horas","volumen_capacitados","total_ganacias","dia","mes","anio","total_cursos","prediction(total_cursos)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,16.0,12.0,2019.0,1.0,1.0249991948379327
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,16.0,11.0,2018.0,1.0,1.014044380740729
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,10.0,8.0,2019.0,1.0,1.0056515610789072
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,21.0,10.0,2019.0,1.0,1.0135497599343077
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,7.0,250.0,7.0,11.0,2019.0,2.0,2.9558431318704104
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,19.0,12.0,2019.0,1.0,1.0323457280113368
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13.0,78.0,13.0,3250.0,12.0,8.0,2019.0,1.0,1.046611389510276
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,17.0,5.0,2019.0,1.0,1.0025782694368397
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,4.0,7.0,2019.0,1.0,1.003879458128126
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,24.0,250.0,30.0,7.0,2019.0,2.0,2.864657201682264
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,10.0,4.0,2019.0,1.0,1.0070740896929644
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",31.0,186.0,31.0,7750.0,15.0,7.0,2019.0,1.0,0.9983572721561425
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7.0,42.0,7.0,1750.0,18.0,3.0,2019.0,1.0,1.0579678169651041
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,16.0,10.0,2018.0,1.0,1.0085301882184874
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",22.0,132.0,22.0,5500.0,6.0,8.0,2019.0,1.0,1.0687469420766726
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,5.0,7.0,2019.0,1.0,0.9999905831149087
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,16.0,4.0,2019.0,1.0,1.0521817337952095
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,23.0,7.0,2019.0,1.0,1.0209755085282675
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,14.0,12.0,2018.0,1.0,1.0026224802580552
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8.0,48.0,8.0,2000.0,18.0,9.0,2018.0,1.0,1.0180028688458558
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,4.0,9.0,2018.0,1.0,0.9977327695536085
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,1.0,2.0,2019.0,1.0,1.0566376823207273
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",6.0,36.0,6.0,1500.0,23.0,7.0,2018.0,1.0,1.0208233628448804
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",9.0,54.0,9.0,2250.0,25.0,2.0,2019.0,1.0,1.0217571215124943
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,23.0,8.0,2019.0,1.0,1.024911089161237
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,17.0,7.0,2018.0,1.0,1.0056194369875309
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,6.0,3.0,2019.0,1.0,1.0051228128776737
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,7.0,1.0,2019.0,1.0,1.013123657545223
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,9.0,7.0,2018.0,1.0,0.9979975466752373
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,19.0,11.0,2018.0,1.0,1.003032536174346
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,17.0,4.0,2019.0,1.0,1.012561784039776
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,29.0,9.0,2018.0,1.0,1.006966580793148
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,2.0,2.0,2019.0,1.0,1.0110223443461317
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","shushufindi","sucumbios",5.0,30.0,9.0,1250.0,30.0,8.0,2021.0,2.0,2.431796751245643
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",11.0,66.0,11.0,2750.0,13.0,11.0,2019.0,1.0,0.9492212336438977
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",4.0,24.0,6.0,1000.0,30.0,12.0,2019.0,2.0,1.6995888905493368
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",10.0,60.0,10.0,2500.0,13.0,9.0,2019.0,1.0,0.9483435241357663
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",10.0,60.0,10.0,2500.0,16.0,9.0,2019.0,1.0,0.9495970055189398
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",11.0,66.0,12.0,2750.0,20.0,11.0,2019.0,2.0,1.0803940171166184
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","shushufindi","sucumbios",1.0,6.0,9.0,250.0,25.0,6.0,2021.0,2.0,2.6505601496736952
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",8.0,48.0,8.0,2000.0,25.0,9.0,2019.0,1.0,0.9537526103425487
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",8.0,48.0,8.0,2000.0,28.0,10.0,2019.0,1.0,0.9569268534632167
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",22.0,132.0,22.0,5500.0,29.0,12.0,2019.0,1.0,1.008978810284959
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","shushufindi","sucumbios",1.0,6.0,7.0,250.0,21.0,1.0,2021.0,2.0,2.7972045409314186
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","shushufindi","sucumbios",2.0,12.0,2.0,500.0,1.0,12.0,2021.0,1.0,0.9521491582599291
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",28.0,168.0,28.0,7000.0,17.0,12.0,2019.0,1.0,1.1204427349237855
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",8.0,48.0,8.0,2000.0,23.0,12.0,2019.0,1.0,0.9839656431207411
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",21.0,126.0,21.0,5250.0,30.0,8.0,2019.0,1.0,0.9222105240004632
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","shushufindi","sucumbios",1.0,6.0,1.0,250.0,5.0,2.0,2020.0,1.0,1.0481655853817964
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",1.0,6.0,1.0,250.0,15.0,11.0,2019.0,1.0,0.997778314867305
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","shushufindi","sucumbios",2.0,12.0,9.0,500.0,9.0,9.0,2021.0,2.0,2.5593607157715477
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",8.0,48.0,8.0,2000.0,30.0,9.0,2019.0,1.0,0.9468456284938904
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",1.0,6.0,1.0,250.0,10.0,9.0,2019.0,1.0,0.9952814706860815
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",7.0,42.0,7.0,1750.0,3.0,10.0,2019.0,1.0,1.0012960714751395
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","shushufindi","sucumbios",1.0,6.0,1.0,250.0,15.0,12.0,2019.0,1.0,1.028109740695002
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","shushufindi","sucumbios",8.0,48.0,8.0,2000.0,24.0,11.0,2019.0,1.0,0.9635993528857805
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",5.0,30.0,5.0,1250.0,30.0,8.0,2021.0,1.0,0.9457407218528582
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",5.0,30.0,5.0,1250.0,11.0,3.0,2020.0,1.0,0.8899710078875822
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,12.0,7.0,2022.0,1.0,0.9800393275544801
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,7.0,5.0,2022.0,1.0,1.0417937510955406
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",6.0,36.0,6.0,1500.0,5.0,6.0,2019.0,1.0,0.9649209111448025
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,29.0,9.0,2021.0,1.0,0.9330040040463112
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,14.0,1.0,2019.0,1.0,0.9349503105603825
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,17.0,12.0,2018.0,2.0,1.7759024211657968
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,24.0,6.0,2019.0,1.0,0.9447931524463664
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,27.0,12.0,2019.0,1.0,1.0286353453101649
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",10.0,60.0,13.0,2500.0,19.0,9.0,2019.0,3.0,1.5280466784655298
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,8.0,250.0,16.0,12.0,2019.0,2.0,2.9238674287388884
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",13.0,78.0,13.0,3250.0,15.0,8.0,2019.0,1.0,1.4113600683012217
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","latacunga","cotopaxi",10.0,60.0,10.0,2500.0,14.0,8.0,2019.0,1.0,1.1814228213697087
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,5.0,12.0,2018.0,1.0,1.070164070231244
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,14.0,3.0,2018.0,1.0,0.9645841821911043
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",4.0,24.0,4.0,1000.0,24.0,9.0,2018.0,1.0,0.9419276456537071
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,8.0,2.0,2018.0,1.0,0.9392823078723476
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,21.0,6.0,2018.0,1.0,0.9354433627358256
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","latacunga","cotopaxi",1.0,6.0,6.0,250.0,6.0,3.0,2019.0,2.0,2.433807489830074
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,6.0,8.0,2018.0,1.0,0.9559067695790171
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",3.0,18.0,4.0,750.0,18.0,1.0,2019.0,2.0,1.6049806811806073
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,250.0,24.0,1.0,2019.0,2.0,1.7852328236948987
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,23.0,12.0,2016.0,3.0,2.7853455533076366
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,6.0,4.0,250.0,23.0,12.0,2016.0,3.0,2.4341410403794024
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,21.0,3.0,2018.0,1.0,0.9547012418751573
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,2.0,3.0,2017.0,1.0,0.9622169271678311
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,8.0,6.0,2017.0,1.0,0.9428374463222307
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,10.0,3.0,2017.0,1.0,0.9434690188935955
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,26.0,1.0,2018.0,1.0,1.0297827513767723
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,500.0,15.0,12.0,2016.0,1.0,1.0631292196048188
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,11.0,7.0,2017.0,1.0,0.9420995695162881
"turismo y alimentación","elaboración de productos alimenticios","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,250.0,9.0,6.0,2017.0,1.0,0.9952768398197103
"actividades de enseñanza","enseñanza","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,29.0,3.0,2022.0,1.0,0.900504777901447
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",2.0,12.0,2.0,500.0,20.0,12.0,2019.0,1.0,1.027543554738572
"actividades de enseñanza","enseñanza","habilitado","lago agrio","sucumbios",2.0,12.0,2.0,500.0,1.0,2.0,2022.0,1.0,1.0905775394202673
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,4.0,2.0,2021.0,1.0,1.0358346543597898
"actividades de enseñanza","enseñanza","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,5.0,7.0,2022.0,1.0,1.04077828415386
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,7.0,10.0,2019.0,1.0,1.0085020277013834
"actividades de enseñanza","enseñanza","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,11.0,2.0,2022.0,1.0,1.0150116289404858
"actividades de enseñanza","enseñanza","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,14.0,1.0,2020.0,1.0,1.000759118427525
"actividades de enseñanza","enseñanza","habilitado","lago agrio","sucumbios",2.0,12.0,2.0,500.0,25.0,1.0,2022.0,1.0,0.9715807265928769
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",4.0,24.0,5.0,1000.0,25.0,9.0,2019.0,2.0,1.2020841931092443
"actividades de enseñanza","enseñanza","habilitado","lago agrio","sucumbios",1.0,6.0,5.0,250.0,25.0,9.0,2019.0,2.0,2.002217078153394
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",1.0,6.0,2.0,250.0,29.0,12.0,2019.0,2.0,1.8506911907969945
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","lago agrio","sucumbios",1.0,6.0,2.0,250.0,29.0,12.0,2019.0,2.0,1.9888079799988967
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,30.0,11.0,2019.0,1.0,1.009949088658602
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","lago agrio","sucumbios",1.0,6.0,3.0,250.0,17.0,8.0,2020.0,2.0,2.3392832716344154
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",2.0,12.0,2.0,500.0,19.0,8.0,2019.0,1.0,1.0230854533632234
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,31.0,7.0,2019.0,1.0,1.01429014226406
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,27.0,11.0,2019.0,1.0,1.0176961753822136
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,10.0,6.0,2019.0,1.0,1.0088048268529244
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,11.0,9.0,2019.0,1.0,1.0152957883231872
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,2.0,8.0,2019.0,1.0,1.0218230365947827
"actividades de enseñanza","enseñanza","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,2.0,10.0,2020.0,1.0,1.0309192318144804
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",2.0,12.0,2.0,500.0,24.0,10.0,2019.0,1.0,1.0107633097808
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,3.0,7.0,2019.0,1.0,1.014450847536268
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,13.0,8.0,2019.0,1.0,1.0171000074418268
"actividades de enseñanza","enseñanza","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,13.0,1.0,2021.0,1.0,0.9881835395225815
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",5.0,30.0,5.0,1250.0,17.0,6.0,2019.0,1.0,0.9884134667275655
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","lago agrio","sucumbios",1.0,6.0,1.0,250.0,11.0,10.0,2019.0,1.0,1.0156854386126222
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","milagro","guayas",1.0,6.0,1.0,250.0,2.0,1.0,2020.0,1.0,1.013314343694149
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","milagro","guayas",23.0,138.0,23.0,5750.0,24.0,12.0,2019.0,1.0,1.1677656160385093
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","milagro","guayas",10.0,60.0,10.0,2500.0,26.0,12.0,2019.0,1.0,0.999756413671407
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",14.0,84.0,14.0,3500.0,2.0,9.0,2019.0,1.0,1.1091225598696335
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",20.0,120.0,20.0,5000.0,26.0,12.0,2019.0,1.0,1.0815487897992577
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",20.0,120.0,20.0,5000.0,2.0,5.0,2019.0,1.0,1.0787628352439649
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11.0,66.0,11.0,2750.0,5.0,6.0,2019.0,1.0,1.0116339640529484
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",17.0,102.0,17.0,4250.0,16.0,1.0,2019.0,1.0,1.0482059404147757
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",29.0,174.0,29.0,7250.0,27.0,11.0,2018.0,1.0,1.1907744380863798
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,19.0,11.0,2019.0,1.0,1.0213111224523752
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",16.0,96.0,16.0,4000.0,9.0,7.0,2019.0,1.0,1.0708275648406422
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8.0,48.0,8.0,2000.0,4.0,9.0,2019.0,1.0,1.0233890903776635
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,17.0,5.0,2019.0,1.0,1.0025782694368397
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",5.0,30.0,5.0,1250.0,18.0,3.0,2019.0,1.0,1.0359430524930966
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",10.0,60.0,10.0,2500.0,18.0,6.0,2019.0,1.0,1.052703629645607
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",46.0,276.0,46.0,11500.0,4.0,6.0,2019.0,1.0,0.9810254455227616
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,31.0,5.0,2019.0,1.0,1.0064762460441736
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,20.0,9.0,2018.0,1.0,1.004634662918165
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",27.0,162.0,27.0,6750.0,27.0,8.0,2018.0,1.0,1.0936073144606846
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",30.0,180.0,30.0,7500.0,4.0,9.0,2018.0,1.0,1.052751926449134
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",46.0,276.0,46.0,11500.0,9.0,1.0,2020.0,1.0,1.3242252670470274
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",6.0,36.0,6.0,1500.0,2.0,1.0,2020.0,1.0,1.1296630401374594
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",15.0,90.0,15.0,3750.0,29.0,10.0,2019.0,1.0,1.0250666978735419
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",2.0,12.0,2.0,500.0,17.0,12.0,2019.0,1.0,0.9968252448773862
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",17.0,102.0,17.0,4250.0,24.0,9.0,2019.0,1.0,0.9614350288059947
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,6.0,1.0,250.0,19.0,10.0,2018.0,1.0,1.0037065457503056
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",9.0,54.0,9.0,2250.0,27.0,11.0,2019.0,1.0,1.0868250473739929
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",9.0,54.0,9.0,2250.0,10.0,9.0,2019.0,1.0,0.9861265406755999
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",4.0,24.0,4.0,1000.0,11.0,9.0,2019.0,1.0,1.0172016632635357
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",3.0,18.0,3.0,750.0,20.0,9.0,2019.0,1.0,0.9891867072577449
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",1.0,6.0,1.0,250.0,6.0,5.0,2019.0,1.0,0.9885437220103492
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cuenca","azuay",52.0,312.0,52.0,13000.0,16.0,12.0,2019.0,1.0,0.9966469877876145
