"familia","sector","estado","canton","provincia","num_cer","total_horas","total_cursos","volumen_capacitados","total_ganacias","mes","anio","%_asistencia","prediction(%_asistencia)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",19.0,114.0,1.0,19.0,4750.0,1.0,2020.0,0.0,6.077939714694853E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,1.0,4.0,1000.0,1.0,2020.0,0.0,-1.5615388598027007E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",5.0,30.0,1.0,5.0,1250.0,12.0,2019.0,0.0,-2.1142517132792787E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,3.0,3.0,250.0,3.0,2020.0,0.0,2.8836855581610994E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,4.0,6.0,750.0,3.0,2020.0,0.0,4.776401398360443E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",18.0,108.0,1.0,18.0,4500.0,3.0,2020.0,0.0,3.9691280621108067E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,10.0,2019.0,0.0,-1.629202760815556E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,10.0,2019.0,0.0,-1.629202760815556E-5
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","quito","pichincha",6.0,36.0,1.0,6.0,1500.0,12.0,2021.0,0.0,2.4579269640563357E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,1.0,2.0,500.0,11.0,2019.0,0.0,7.641932755044281E-7
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",3.0,18.0,1.0,3.0,750.0,10.0,2019.0,0.0,8.508676857932503E-6
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","quito","pichincha",1.0,6.0,2.0,3.0,250.0,11.0,2020.0,0.0,3.0693865524407133E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,2.0,2.0,250.0,12.0,2019.0,0.0,8.841414941835896E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,4.0,24.0,250.0,1.0,2021.0,0.0,2.5720020239967684E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13.0,78.0,1.0,13.0,3250.0,11.0,2019.0,0.0,0.0020454865222220954
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,4.0,43.0,500.0,10.0,2020.0,0.0,6.162886983973161E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,12.0,2019.0,0.0,-2.4481465757579795E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,10.0,2019.0,0.0,-1.629202760815556E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,3.0,5.0,750.0,12.0,2021.0,0.0,2.8737849217614925E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",8.0,48.0,2.0,9.0,2000.0,12.0,2020.0,0.0,3.029122778756667E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,2.0,8.0,500.0,10.0,2020.0,0.0,5.228461260615271E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,4.0,25.0,500.0,2.0,2021.0,0.0,4.631095490752026E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,2.0,16.0,250.0,3.0,2020.0,0.0,3.039023415156274E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,1.0,2.0,500.0,1.0,2020.0,0.0,-1.5615388598027007E-4
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","quito","pichincha",10.0,60.0,2.0,11.0,2500.0,11.0,2021.0,0.0,5.128480019195971E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,5.0,500.0,6.0,2022.0,0.0,6.337023764197997E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",5.0,30.0,3.0,14.0,1250.0,6.0,2022.0,0.0,4.7836451942462506E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,5.0,250.0,6.0,2022.0,0.0,3.856953317589191E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","latacunga","cotopaxi",5.0,30.0,2.0,7.0,1250.0,7.0,2022.0,0.0,6.337023764197997E-5
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","azogues","cañar",3.0,18.0,1.0,3.0,750.0,2.0,2021.0,0.0,-1.5615388598027007E-4
"actividades tipo servicios","reparación e instalación de maquinaria y equipo","habilitado","azogues","cañar",4.0,24.0,1.0,4.0,1000.0,9.0,2021.0,0.0,-1.3287753843282783E-5
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","azogues","cañar",1.0,6.0,1.0,1.0,250.0,2.0,2020.0,0.0,-1.8095459044635814E-4
"metalmecánica","reparación e instalación de maquinaria y equipo","habilitado","azogues","cañar",1.0,6.0,1.0,1.0,250.0,6.0,2021.0,0.0,-3.808845830937085E-5
"actividades de enseñanza","enseñanza","habilitado","azogues","cañar",2.0,12.0,1.0,2.0,500.0,5.0,2019.0,0.0,4.679801851509959E-4
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","azogues","cañar",2.0,12.0,1.0,2.0,500.0,9.0,2017.0,0.0,-5.355495873819987E-5
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","azogues","cañar",2.0,12.0,1.0,2.0,500.0,5.0,2017.0,0.0,-5.355495873819987E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,6.0,2022.0,0.0,2.6207083847547014E-4
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,18.0,3.0,6.0,750.0,12.0,2021.0,0.0,-2.5702142127519405E-4
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",1.0,6.0,3.0,6.0,250.0,12.0,2021.0,0.0,-7.335707711304982E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",2.0,12.0,1.0,2.0,500.0,7.0,2022.0,0.0,4.679801851509959E-4
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,7.0,2022.0,0.0,7.132942592287268E-5
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",3.0,18.0,1.0,3.0,750.0,5.0,2022.0,0.0,4.679801851509959E-4
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",2.0,12.0,1.0,2.0,500.0,11.0,2021.0,0.0,2.6949428901597034E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,11.0,2021.0,0.0,2.5432635489304207E-4
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",1.0,6.0,2.0,2.0,250.0,12.0,2021.0,0.0,-1.023272631342385E-4
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,11.0,2021.0,0.0,-4.583294189179892E-5
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",1.0,6.0,1.0,1.0,250.0,2.0,2022.0,0.0,-1.4725805912823003E-4
"actividades tipo servicios","enseñanza","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,10.0,2021.0,0.0,0.04312534186655777
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,11.0,2019.0,0.0,0.0016016786158574272
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,6.0,2.0,7.0,250.0,5.0,2021.0,0.0,0.007459465259758336
"actividades tipo servicios","enseñanza","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,11.0,2020.0,0.0,0.021750150945168033
"construcción","construcción de edificios","desconocido","quito","pichincha",1.0,6.0,2.0,14.0,250.0,1.0,2021.0,0.0,0.009147674120045312
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,8.0,2021.0,0.0,0.010656234948415121
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,11.0,2019.0,0.0,0.0016016786158574272
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",10.0,60.0,2.0,11.0,2500.0,10.0,2020.0,0.0,0.07860404098764358
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",4.0,24.0,1.0,4.0,1000.0,7.0,2019.0,0.0,0.001975726221731211
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",7.0,42.0,1.0,7.0,1750.0,7.0,2019.0,0.0,0.001975726221731211
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",17.0,102.0,1.0,17.0,4250.0,6.0,2019.0,0.0,0.006196012761820757
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,6.0,2.0,2.0,250.0,11.0,2020.0,0.0,0.04614779721132019
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,6.0,2.0,2.0,250.0,11.0,2020.0,0.0,0.04614779721132019
"actividades tipo servicios","enseñanza","desconocido","quito","pichincha",1.0,6.0,2.0,4.0,250.0,5.0,2021.0,0.0,0.04830990874151704
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",68.0,408.0,2.0,70.0,17000.0,3.0,2021.0,0.0,0.4564444149169959
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,8.0,2019.0,0.0,0.005191146649026823
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,12.0,2019.0,0.0,-7.945906625499415E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",10.0,60.0,1.0,10.0,2500.0,9.0,2018.0,0.0,0.0015549937753307043
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,9.0,2019.0,0.0,0.0014919197184057433
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,6.0,2019.0,0.0,0.001975726221731211
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,7.0,2019.0,0.0,0.001975726221731211
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,11.0,2018.0,0.0,9.311876866335391E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",3.0,18.0,1.0,3.0,750.0,1.0,2019.0,0.0,2.733212040497259E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",6.0,36.0,1.0,6.0,1500.0,6.0,2019.0,0.0,0.001975726221731211
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,11.0,2019.0,0.0,0.0016016786158574272
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,12.0,2018.0,0.0,-9.193278968083083E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",10.0,60.0,1.0,10.0,2500.0,9.0,2018.0,0.0,0.0015549937753307043
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,10.0,2019.0,0.0,0.0023948626058840185
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",3.0,18.0,1.0,3.0,750.0,2.0,2019.0,0.0,2.733212040497259E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",16.0,96.0,1.0,16.0,4000.0,9.0,2019.0,0.0,0.007188188940263363
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",18.0,108.0,1.0,18.0,4500.0,7.0,2019.0,0.0,0.006196012761820757
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,12.0,2018.0,0.0,-9.193278968083083E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",15.0,90.0,1.0,15.0,3750.0,7.0,2019.0,0.0,0.006181575669388995
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,0.001072783334252936
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,3.0,2021.0,0.0,0.05419607941630185
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,12.0,2019.0,0.0,7.907242295190466E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,3.0,2019.0,0.0,0.0015124350303225677
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,1.0,2019.0,0.0,-6.296216834285493E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",3.0,18.0,1.0,3.0,750.0,11.0,2018.0,0.0,9.311876866335391E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",3.0,18.0,1.0,3.0,750.0,8.0,2019.0,0.0,0.006094089536505099
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,8.0,2019.0,0.0,0.005191146649026823
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,2.0,3.0,500.0,6.0,2019.0,0.0,0.002897319847848312
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",5.0,30.0,1.0,5.0,1250.0,6.0,2019.0,0.0,0.001975726221731211
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,6.0,2.0,6.0,250.0,2.0,2020.0,0.0,0.05871455155826917
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",14.0,84.0,1.0,14.0,3500.0,7.0,2019.0,0.0,0.011377833745855614
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",4.0,24.0,1.0,4.0,1000.0,8.0,2018.0,0.0,0.005254220705951784
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",6.0,36.0,1.0,6.0,1500.0,7.0,2019.0,0.0,0.001975726221731211
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,0.001072783334252936
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,8.0,2019.0,0.0,0.005191146649026823
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",6.0,36.0,1.0,6.0,1500.0,11.0,2019.0,0.0,0.0017710565171868533
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,6.0,2019.0,0.0,0.001072783334252936
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11.0,66.0,1.0,11.0,2750.0,9.0,2018.0,0.0,0.0015549937753307043
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,11.0,2019.0,0.0,0.0017710565171868533
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,3.0,2019.0,0.0,0.0015124350303225677
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",15.0,90.0,1.0,15.0,3750.0,7.0,2019.0,0.0,0.006181575669388995
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",10.0,60.0,1.0,10.0,2500.0,12.0,2019.0,0.0,7.907242295190466E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,8.0,2018.0,0.0,0.004351277818473509
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,2.0,2019.0,0.0,-6.296216834285493E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",6.0,36.0,1.0,6.0,1500.0,9.0,2018.0,0.0,0.0015549937753307043
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,8.0,2018.0,0.0,0.004351277818473509
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,5.0,2019.0,0.0,0.001975726221731211
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",10.0,60.0,1.0,10.0,2500.0,2.0,2018.0,0.0,-5.665476265035883E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",15.0,90.0,1.0,15.0,3750.0,8.0,2019.0,0.0,0.018519407013145982
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,6.0,2.0,7.0,250.0,2.0,2019.0,0.0,0.0281000371205395
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,1.0,2019.0,0.0,-6.296216834285493E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,6.0,2019.0,0.0,0.001975726221731211
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,8.0,2018.0,0.0,0.005254220705951784
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,6.0,2018.0,0.0,2.329145036996218E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",8.0,48.0,1.0,8.0,2000.0,4.0,2018.0,0.0,0.001135857391177897
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",3.0,18.0,1.0,3.0,750.0,10.0,2018.0,0.0,0.0015549937753307043
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",21.0,126.0,1.0,21.0,5250.0,2.0,2018.0,0.0,9.76550093896922E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",4.0,24.0,1.0,4.0,1000.0,10.0,2018.0,0.0,0.0015549937753307043
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,8.0,2019.0,0.0,0.06153945867854001
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,12.0,2018.0,0.0,-9.193278968083083E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",4.0,24.0,1.0,4.0,1000.0,10.0,2018.0,0.0,0.0015549937753307043
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",14.0,84.0,1.0,14.0,3500.0,7.0,2018.0,0.0,0.0105379649153023
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,12.0,2019.0,0.0,-7.945906625499415E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,2.0,4.0,250.0,11.0,2019.0,0.0,0.002523272241974528
"construcción","obras de ingeniería civil","desconocido","quito","pichincha",3.0,18.0,2.0,4.0,750.0,11.0,2019.0,0.0,0.002692650143303954
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",17.0,102.0,1.0,17.0,4250.0,9.0,2019.0,0.0,0.007309752688770832
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,5.0,2019.0,0.0,0.001975726221731211
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,1.0,1.0,250.0,3.0,2019.0,0.0,6.094921428442925E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",8.0,48.0,1.0,8.0,2000.0,2.0,2019.0,0.0,2.733212040497259E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",5.0,30.0,1.0,5.0,1250.0,3.0,2018.0,0.0,6.725661997692535E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",8.0,48.0,1.0,8.0,2000.0,6.0,2019.0,0.0,0.001975726221731211
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",5.0,30.0,1.0,5.0,1250.0,6.0,2018.0,0.0,0.001135857391177897
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,8.0,2018.0,0.0,0.005254220705951784
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",6.0,36.0,1.0,6.0,1500.0,8.0,2018.0,0.0,0.005254220705951784
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,6.0,2.0,23.0,250.0,3.0,2021.0,0.0,0.07318721326848428
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,12.0,1.0,2.0,500.0,12.0,2018.0,0.0,0.028771187314050994
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,1.0,1.0,250.0,10.0,2021.0,0.0,2.620664583489864E-4
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",8.0,48.0,1.0,8.0,2000.0,5.0,2022.0,0.0,4.6797580502451214E-4
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,2.0,250.0,2.0,2022.0,0.0,1.5226983642131504E-4
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",4.0,24.0,1.0,4.0,1000.0,4.0,2022.0,0.0,4.6797580502451214E-4
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,2.0,250.0,3.0,2022.0,0.0,3.0389796138914366E-4
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,1.0,2.0,500.0,1.0,2022.0,0.0,3.0331324218630957E-4
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,12.0,2.0,3.0,500.0,1.0,2022.0,0.0,3.581791830968408E-4
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",1.0,6.0,2.0,3.0,250.0,1.0,2022.0,0.0,-3.028594100689102E-5
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",25.0,150.0,1.0,25.0,6250.0,4.0,2022.0,0.0,-0.0034233086074507034
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",3.0,18.0,1.0,3.0,750.0,11.0,2021.0,0.0,4.6023132144208407E-4
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",2.0,12.0,2.0,9.0,500.0,2.0,2020.0,0.0884955752212389,0.06743236334396281
"actividades tipo servicios","actividades de alojamiento","habilitado","ibarra","imbabura",4.0,24.0,2.0,5.0,1000.0,9.0,2021.0,0.1769911504424778,0.16657902840493372
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",13.0,78.0,1.0,13.0,3250.0,12.0,2020.0,0.5752212389380531,0.5357658653392094
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,2.0,3.0,250.0,12.0,2019.0,0.0442477876106194,0.04185696051347927
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",26.0,156.0,1.0,26.0,6500.0,10.0,2019.0,1.1504424778761062,0.7766118114665035
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9.0,54.0,1.0,9.0,2250.0,9.0,2021.0,0.3982300884955752,0.3885120967771429
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",8.0,48.0,1.0,8.0,2000.0,12.0,2020.0,0.3539823008849557,0.36112702710073
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",6.0,36.0,1.0,6.0,1500.0,3.0,2020.0,0.2654867256637168,0.30318278321292674
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",2.0,12.0,2.0,3.0,500.0,12.0,2021.0,0.0884955752212389,0.06985095191833475
