"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","volumen_capacitados","total_ganacias","dia","mes","anio","total_cursos","prediction(total_cursos)"
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",391.0,1.0,6.0,15.0,250.0,29.0,12.0,2019.0,2.0,2.3339988838024377
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",393.0,5.0,30.0,8.0,1250.0,30.0,1.0,2021.0,2.0,2.2622890239663187
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",396.0,3.0,18.0,9.0,750.0,30.0,6.0,2022.0,3.0,2.876773913344537
"actividades de enseñanza","enseñanza","habilitado","guayaquil","guayas",397.0,8.0,48.0,14.0,2000.0,30.0,12.0,2021.0,3.0,2.0982888831685935
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",404.0,2.0,12.0,2.0,500.0,2.0,12.0,2019.0,1.0,1.0648536300950449
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",406.0,1.0,6.0,1.0,250.0,8.0,11.0,2019.0,1.0,0.944382762137125
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",408.0,35.0,210.0,35.0,8750.0,17.0,12.0,2019.0,1.0,1.5136738441897117
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",409.0,13.0,78.0,13.0,3250.0,23.0,12.0,2019.0,1.0,1.0701274738794249
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",411.0,11.0,66.0,11.0,2750.0,10.0,12.0,2019.0,1.0,1.0326655650760452
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",412.0,9.0,54.0,9.0,2250.0,21.0,8.0,2019.0,1.0,0.9643657043243232
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",415.0,4.0,24.0,9.0,1000.0,30.0,10.0,2019.0,2.0,1.9788565139360665
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",420.0,27.0,162.0,27.0,6750.0,27.0,11.0,2019.0,1.0,1.5768314375118146
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",425.0,1.0,6.0,1.0,250.0,11.0,9.0,2019.0,1.0,0.9579064003855686
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",426.0,2.0,12.0,2.0,500.0,20.0,9.0,2019.0,1.0,1.04225975360258
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",428.0,1.0,6.0,1.0,250.0,16.0,11.0,2019.0,1.0,0.9612899797584626
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",429.0,12.0,72.0,12.0,3000.0,27.0,12.0,2019.0,1.0,1.1498763546232889
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",430.0,7.0,42.0,7.0,1750.0,16.0,12.0,2019.0,1.0,1.4956391674977434
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",431.0,5.0,30.0,7.0,1250.0,4.0,9.0,2019.0,2.0,1.5927699043177066
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",432.0,2.0,12.0,2.0,500.0,7.0,11.0,2019.0,1.0,1.0170883026521418
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",433.0,7.0,42.0,7.0,1750.0,19.0,12.0,2019.0,1.0,1.4910107364457739
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",435.0,58.0,348.0,58.0,14500.0,12.0,11.0,2019.0,1.0,1.4897421658961187
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",437.0,1.0,6.0,1.0,250.0,8.0,12.0,2019.0,1.0,0.9298196719691854
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",439.0,5.0,30.0,5.0,1250.0,6.0,12.0,2019.0,1.0,1.0179898616852237
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",441.0,1.0,6.0,1.0,250.0,7.0,12.0,2019.0,1.0,0.9298196719691854
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",445.0,7.0,42.0,7.0,1750.0,1.0,6.0,2022.0,1.0,1.1980732523525015
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",451.0,5.0,30.0,40.0,1250.0,14.0,6.0,2022.0,2.0,3.5752551966534023
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",454.0,50.0,300.0,55.0,12500.0,22.0,2.0,2022.0,2.0,1.5245077884019205
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",456.0,1.0,6.0,2.0,250.0,31.0,5.0,2022.0,2.0,1.8768863611557984
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",458.0,10.0,60.0,17.0,2500.0,3.0,5.0,2022.0,4.0,2.814887259874909
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",461.0,4.0,24.0,4.0,1000.0,3.0,6.0,2022.0,1.0,0.9983263351468716
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",462.0,12.0,72.0,33.0,3000.0,7.0,2.0,2020.0,2.0,2.830020695228982
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",463.0,21.0,126.0,33.0,5250.0,7.0,2.0,2020.0,2.0,2.16883448750285
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",465.0,2.0,12.0,2.0,500.0,21.0,2.0,2020.0,1.0,0.9863958094001513
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",467.0,4.0,24.0,14.0,1000.0,21.0,9.0,2021.0,4.0,3.4451174800969833
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",468.0,4.0,24.0,14.0,1000.0,21.0,9.0,2021.0,4.0,3.406576571845094
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",470.0,4.0,24.0,4.0,1000.0,24.0,6.0,2022.0,1.0,1.0528775829998134
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",477.0,1.0,6.0,2.0,250.0,6.0,8.0,2021.0,2.0,1.959568939794722
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",479.0,9.0,54.0,19.0,2250.0,8.0,3.0,2021.0,3.0,2.7293313100444587
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",481.0,5.0,30.0,7.0,1250.0,15.0,3.0,2022.0,3.0,1.8589686312743519
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",488.0,1.0,6.0,3.0,250.0,9.0,12.0,2019.0,2.0,2.2094523444366
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",489.0,2.0,12.0,3.0,500.0,9.0,12.0,2019.0,2.0,1.5639312191969887
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",490.0,5.0,30.0,5.0,1250.0,13.0,11.0,2019.0,1.0,1.0566375558455414
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",491.0,19.0,114.0,19.0,4750.0,22.0,10.0,2019.0,1.0,1.7857140989499252
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",497.0,11.0,66.0,12.0,2750.0,26.0,12.0,2019.0,2.0,1.211127752930211
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",498.0,6.0,36.0,6.0,1500.0,29.0,11.0,2019.0,1.0,1.1306251308969744
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",499.0,1.0,6.0,1.0,250.0,2.0,3.0,2020.0,1.0,0.906385986313567
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",500.0,3.0,18.0,3.0,750.0,18.0,2.0,2022.0,1.0,1.047194021401979
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",501.0,18.0,108.0,18.0,4500.0,1.0,10.0,2019.0,1.0,1.9688308876275054
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",502.0,1.0,6.0,1.0,250.0,10.0,2.0,2022.0,1.0,0.9936482683087755
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",507.0,9.0,54.0,9.0,2250.0,21.0,12.0,2021.0,1.0,1.0199678713079132
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",509.0,4.0,24.0,10.0,1000.0,22.0,12.0,2020.0,3.0,2.883320642174099
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",516.0,13.0,78.0,24.0,3250.0,30.0,12.0,2019.0,2.0,2.098792016054163
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",517.0,54.0,324.0,54.0,13500.0,31.0,5.0,2021.0,1.0,1.6210858830372539
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",523.0,2.0,12.0,26.0,500.0,3.0,12.0,2020.0,2.0,3.2881663179968976
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",525.0,8.0,48.0,8.0,2000.0,6.0,3.0,2020.0,1.0,1.167840917759336
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",526.0,4.0,24.0,5.0,1000.0,7.0,4.0,2022.0,2.0,1.837009021674917
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",528.0,17.0,102.0,17.0,4250.0,7.0,10.0,2019.0,1.0,1.8016007694159137
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",529.0,1.0,6.0,1.0,250.0,9.0,6.0,2022.0,1.0,0.9957847796294894
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",532.0,2.0,12.0,2.0,500.0,10.0,10.0,2019.0,1.0,1.0704164455282674
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",534.0,1.0,6.0,19.0,250.0,11.0,2.0,2021.0,5.0,3.3439676365587596
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",537.0,4.0,24.0,4.0,1000.0,12.0,12.0,2019.0,1.0,1.075963042841054
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",539.0,7.0,42.0,7.0,1750.0,13.0,7.0,2022.0,1.0,1.1077206751260613
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",541.0,1.0,6.0,2.0,250.0,14.0,1.0,2020.0,2.0,1.937328342942224
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",542.0,2.0,12.0,2.0,500.0,14.0,4.0,2021.0,1.0,1.0205581490927083
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",544.0,1.0,6.0,19.0,250.0,15.0,3.0,2021.0,3.0,3.286046282933044
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",547.0,1.0,6.0,8.0,250.0,15.0,7.0,2022.0,3.0,2.7105080341398073
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",548.0,2.0,12.0,23.0,500.0,16.0,4.0,2021.0,3.0,3.178042113045181
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",549.0,1.0,6.0,22.0,250.0,16.0,8.0,2021.0,3.0,3.7399135405057544
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",550.0,9.0,54.0,22.0,2250.0,16.0,8.0,2021.0,3.0,2.7269876438649456
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",552.0,1.0,6.0,1.0,250.0,17.0,3.0,2021.0,1.0,1.066538623742404
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",554.0,1.0,6.0,1.0,250.0,18.0,7.0,2022.0,1.0,1.0143063107361607
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",560.0,1.0,6.0,1.0,250.0,20.0,7.0,2020.0,1.0,0.9390120725483806
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",563.0,7.0,42.0,20.0,1750.0,23.0,4.0,2021.0,3.0,3.019510489814807
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",567.0,2.0,12.0,2.0,500.0,25.0,6.0,2021.0,1.0,0.9774002963431352
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",568.0,2.0,12.0,4.0,500.0,25.0,9.0,2019.0,2.0,1.9610978651080453
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",569.0,2.0,12.0,4.0,500.0,25.0,9.0,2019.0,2.0,2.0616984885755167
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",572.0,23.0,138.0,23.0,5750.0,28.0,1.0,2021.0,1.0,1.3719231559143603
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",574.0,2.0,12.0,5.0,500.0,28.0,7.0,2021.0,2.0,2.1776990680273096
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",575.0,3.0,18.0,5.0,750.0,28.0,7.0,2021.0,2.0,2.219705117914587
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",576.0,1.0,6.0,1.0,250.0,29.0,3.0,2021.0,1.0,1.0331215728556211
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",577.0,25.0,150.0,25.0,6250.0,29.0,10.0,2019.0,1.0,1.377150858183982
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",579.0,8.0,48.0,9.0,2000.0,2.0,12.0,2019.0,2.0,1.1360628939482789
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",582.0,8.0,48.0,13.0,2000.0,21.0,11.0,2019.0,3.0,2.042229025534639
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",587.0,2.0,12.0,5.0,500.0,9.0,12.0,2020.0,3.0,2.301769476184732
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",589.0,4.0,24.0,9.0,1000.0,23.0,2.0,2022.0,3.0,2.618290339899418
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",591.0,12.0,72.0,15.0,3000.0,30.0,11.0,2019.0,2.0,2.186678458155243
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",592.0,3.0,18.0,15.0,750.0,30.0,11.0,2019.0,2.0,2.8080899828828345
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",596.0,1.0,6.0,2.0,250.0,23.0,3.0,2021.0,2.0,2.0526646434563967
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",597.0,6.0,36.0,6.0,1500.0,3.0,9.0,2020.0,1.0,1.1653283268433237
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",598.0,1.0,6.0,11.0,250.0,22.0,6.0,2022.0,2.0,3.5658102198622013
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",601.0,6.0,36.0,6.0,1500.0,19.0,11.0,2021.0,1.0,1.2078958188912887
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",602.0,13.0,78.0,13.0,3250.0,29.0,11.0,2021.0,1.0,1.173513289087155
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",603.0,10.0,60.0,13.0,2500.0,25.0,5.0,2022.0,2.0,2.0292223007972874
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",609.0,3.0,18.0,4.0,750.0,20.0,12.0,2021.0,2.0,1.7593355143953753
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",613.0,18.0,108.0,18.0,4500.0,8.0,11.0,2021.0,1.0,1.4782123186732727
"actividades tipo servicios","enseñanza","habilitado","quito","pichincha",614.0,2.0,12.0,2.0,500.0,21.0,9.0,2020.0,1.0,0.9841377432212406
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",615.0,4.0,24.0,4.0,1000.0,8.0,11.0,2019.0,1.0,1.1048712780948202
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",619.0,16.0,96.0,16.0,4000.0,17.0,12.0,2019.0,1.0,1.8118872237382542
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",625.0,3.0,18.0,34.0,750.0,2.0,9.0,2021.0,4.0,2.901905435111062
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",626.0,20.0,120.0,36.0,5000.0,29.0,8.0,2019.0,2.0,2.1680027644278974
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",630.0,1.0,6.0,1.0,250.0,5.0,2.0,2020.0,1.0,1.0053084432192785
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",632.0,4.0,24.0,4.0,1000.0,21.0,10.0,2021.0,1.0,1.048439351424336
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",633.0,5.0,30.0,5.0,1250.0,15.0,7.0,2020.0,1.0,1.0246944590953584
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",634.0,1.0,6.0,2.0,250.0,21.0,6.0,2019.0,2.0,1.4442777328995229
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",635.0,1.0,6.0,2.0,250.0,12.0,5.0,2021.0,2.0,2.0315548709886437
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",638.0,39.0,234.0,39.0,9750.0,12.0,5.0,2022.0,1.0,1.626355063995093
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",639.0,4.0,24.0,8.0,1000.0,3.0,8.0,2022.0,2.0,2.2713478750056177
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",643.0,1.0,6.0,8.0,250.0,22.0,9.0,2021.0,2.0,3.1118344255273636
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",644.0,7.0,42.0,8.0,1750.0,22.0,9.0,2021.0,2.0,1.3031584925893052
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",647.0,3.0,18.0,4.0,750.0,21.0,7.0,2022.0,2.0,1.6581847143797726
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",650.0,2.0,12.0,2.0,500.0,8.0,2.0,2022.0,1.0,1.0225631131588537
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",651.0,1.0,6.0,1.0,250.0,4.0,11.0,2021.0,1.0,1.0459921932242517
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",652.0,1.0,6.0,7.0,250.0,12.0,2.0,2021.0,3.0,2.6857757318111775
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",656.0,7.0,42.0,8.0,1750.0,28.0,7.0,2020.0,2.0,1.449587315805716
