"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","total_horas","prediction(total_horas)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,7.0,29.0,7.0,2019.0,42.0,42.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,50.0,20.0,5.0,2019.0,54.0,194.8421052631579
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,7.0,9.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,57.0,21.0,1.0,2019.0,342.0,342.0
"construcción","obras de ingeniería civil","habilitado","quito","pichincha",2.0,2.0,8.0,11.0,2018.0,6.0,6.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,5.0,8.0,2019.0,36.0,36.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,24.0,11.0,11.0,2019.0,144.0,144.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,7.0,6.0,2.0,2019.0,42.0,42.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,52.0,11.0,3.0,2019.0,312.0,312.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,1.0,7.0,2019.0,24.0,24.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,33.0,3.0,4.0,2019.0,24.0,106.45454545454545
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",2.0,2.0,1.0,6.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,28.0,2.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,21.0,5.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,13.0,11.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,18.0,7.0,2019.0,18.0,18.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,18.0,12.0,2018.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,21.0,11.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,23.0,5.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,12.0,3.0,7.0,2019.0,72.0,72.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,44.0,29.0,10.0,2018.0,258.0,106.45454545454545
"construcción","construcción de edificios","habilitado","quito","pichincha",2.0,63.0,26.0,11.0,2018.0,6.0,194.8421052631579
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,26.0,3.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,2.0,17.0,7.0,2019.0,6.0,6.0
"construcción","construcción de edificios","habilitado","quito","pichincha",2.0,2.0,17.0,7.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,9.0,21.0,10.0,2019.0,54.0,54.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,15.0,8.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,16.0,8.0,5.0,2019.0,96.0,96.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,27.0,3.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,41.0,13.0,5.0,2019.0,174.0,106.45454545454545
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,1.0,28.0,11.0,2018.0,6.0,6.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,1.0,17.0,6.0,2019.0,6.0,6.0
"construcción","construcción de edificios","habilitado","quito","pichincha",2.0,40.0,15.0,7.0,2019.0,72.0,106.45454545454545
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",5.0,16.0,18.0,3.0,2019.0,12.0,17.52
"construcción","obras de ingeniería civil","habilitado","quito","pichincha",5.0,16.0,18.0,3.0,2019.0,6.0,17.52
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,80.0,22.0,10.0,2018.0,474.0,194.8421052631579
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,31.0,5.0,2019.0,30.0,30.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,4.0,12.0,2018.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,10.0,10.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,23.0,11.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,91.0,3.0,9.0,2018.0,546.0,540.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,26.0,6.0,2019.0,6.0,6.0
"construcción","construcción de edificios","habilitado","quito","pichincha",3.0,21.0,11.0,6.0,2019.0,84.0,34.97071129707113
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,20.0,3.0,12.0,2018.0,102.0,72.0
"construcción","construcción de edificios","habilitado","quito","pichincha",2.0,20.0,3.0,12.0,2018.0,18.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,7.0,3.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,12.0,6.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,34.0,25.0,2.0,2019.0,204.0,204.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,7.0,23.0,8.0,2019.0,42.0,42.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,73.0,6.0,8.0,2018.0,438.0,441.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,13.0,7.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,40.0,28.0,1.0,2019.0,240.0,240.0
"construcción","construcción de edificios","habilitado","quito","pichincha",1.0,8.0,31.0,12.0,2019.0,48.0,48.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,21.0,9.0,2018.0,24.0,24.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,63.0,9.0,7.0,2018.0,378.0,378.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,16.0,7.0,2018.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,26.0,6.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,4.0,7.0,8.0,2018.0,6.0,11.886075949367088
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,31.0,10.0,2018.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,16.0,3.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,22.0,13.0,8.0,2018.0,132.0,132.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,16.0,8.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,22.0,9.0,2018.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,26.0,10.0,2018.0,6.0,6.0
"construcción","construcción de edificios","habilitado","quito","pichincha",1.0,1.0,9.0,4.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,7.0,11.0,10.0,2019.0,42.0,42.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,12.0,2018.0,36.0,36.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",1.0,1.0,27.0,5.0,2018.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,1.0,17.0,2.0,2021.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,1.0,17.0,10.0,2020.0,6.0,6.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",3.0,13.0,7.0,10.0,2019.0,6.0,21.2
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",3.0,13.0,7.0,10.0,2019.0,66.0,21.2
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",2.0,2.0,7.0,11.0,2020.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,1.0,11.0,3.0,2020.0,6.0,6.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,1.0,16.0,1.0,2021.0,6.0,6.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,43.0,20.0,11.0,2019.0,258.0,258.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,1.0,23.0,10.0,2020.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",2.0,13.0,25.0,7.0,2020.0,72.0,34.56976744186046
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,1.0,25.0,9.0,2019.0,6.0,6.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,1.0,28.0,10.0,2019.0,6.0,6.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",3.0,11.0,2.0,12.0,2019.0,42.0,21.2
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",3.0,11.0,2.0,12.0,2019.0,6.0,21.2
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,1.0,29.0,10.0,2020.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",4.0,32.0,5.0,11.0,2019.0,6.0,55.09090909090909
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,1.0,2.0,5.0,2019.0,6.0,6.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,2.0,14.0,9.0,2019.0,12.0,12.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,3.0,22.0,11.0,2019.0,18.0,18.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",2.0,52.0,21.0,8.0,2019.0,306.0,194.8421052631579
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",2.0,52.0,21.0,8.0,2019.0,6.0,194.8421052631579
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,1.0,2.0,10.0,2019.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",5.0,12.0,25.0,10.0,2018.0,24.0,13.913793103448276
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",5.0,12.0,25.0,10.0,2018.0,24.0,13.913793103448276
