"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","total_ganacias","prediction(total_ganacias)"
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",2.0,7.0,28.0,11.0,2020.0,500.0,976.3681592039801
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",2.0,3.0,29.0,5.0,2019.0,500.0,369.9095022624434
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",2.0,3.0,29.0,5.0,2019.0,250.0,369.9095022624434
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,4.0,8.0,10.0,2020.0,1000.0,1000.0
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",3.0,36.0,13.0,3.0,2020.0,250.0,2295.4545454545455
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",3.0,36.0,13.0,3.0,2020.0,8500.0,2295.4545454545455
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",3.0,36.0,13.0,3.0,2020.0,250.0,2295.4545454545455
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,34.0,20.0,3.0,2019.0,8500.0,8500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",1.0,1.0,7.0,8.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",2.0,13.0,6.0,8.0,2019.0,3000.0,1440.406976744186
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",2.0,2.0,23.0,7.0,2019.0,250.0,250.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",2.0,2.0,23.0,7.0,2019.0,250.0,250.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",3.0,11.0,29.0,6.0,2018.0,2250.0,883.3333333333334
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",2.0,3.0,30.0,8.0,2018.0,250.0,369.9095022624434
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",2.0,3.0,30.0,8.0,2018.0,500.0,369.9095022624434
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",2.0,3.0,20.0,4.0,2018.0,250.0,369.9095022624434
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,1.0,10.0,8.0,2017.0,250.0,250.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,18.0,8.0,2017.0,1500.0,1500.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,1.0,20.0,7.0,2017.0,250.0,250.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",3.0,24.0,23.0,6.0,2018.0,1250.0,1457.112970711297
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",3.0,24.0,23.0,6.0,2018.0,4250.0,1457.112970711297
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",3.0,24.0,23.0,6.0,2018.0,500.0,1457.112970711297
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,3.0,11.0,9.0,2018.0,750.0,750.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",2.0,3.0,26.0,2.0,2019.0,500.0,369.9095022624434
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",2.0,3.0,26.0,2.0,2019.0,250.0,369.9095022624434
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,4.0,27.0,10.0,2017.0,1000.0,1000.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,1.0,28.0,9.0,2017.0,250.0,250.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,16.0,27.0,3.0,2018.0,4000.0,4000.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,2.0,31.0,8.0,2018.0,500.0,500.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,1.0,3.0,12.0,2018.0,250.0,250.0
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","habilitado","ibarra","imbabura",2.0,3.0,25.0,7.0,2018.0,250.0,369.9095022624434
"turismo y alimentación","actividades de alojamiento","habilitado","ibarra","imbabura",2.0,3.0,25.0,7.0,2018.0,500.0,369.9095022624434
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",2.0,2.0,21.0,3.0,2019.0,250.0,250.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",2.0,2.0,21.0,3.0,2019.0,250.0,250.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,1.0,13.0,7.0,2019.0,250.0,250.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,2.0,27.0,12.0,2018.0,500.0,500.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,7.0,30.0,4.0,2018.0,1750.0,1750.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",2.0,3.0,31.0,12.0,2018.0,500.0,369.9095022624434
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","habilitado","ibarra","imbabura",2.0,3.0,31.0,12.0,2018.0,250.0,369.9095022624434
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,3.0,22.0,9.0,2018.0,750.0,750.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,4.0,21.0,5.0,2018.0,1000.0,1000.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,1.0,27.0,7.0,2019.0,250.0,250.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,4.0,13.0,10.0,2019.0,1000.0,1000.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",3.0,14.0,14.0,10.0,2018.0,250.0,883.3333333333334
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,14.0,2.0,1.0,2018.0,3500.0,3500.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,3.0,15.0,3.0,2018.0,750.0,750.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",3.0,18.0,25.0,12.0,2017.0,250.0,1457.112970711297
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",2.0,8.0,7.0,2.0,2018.0,250.0,976.3681592039801
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,1.0,1.0,9.0,2018.0,250.0,250.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,1.0,11.0,2.0,2018.0,250.0,250.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",3.0,5.0,3.0,4.0,2017.0,750.0,468.60730593607303
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","habilitado","ibarra","imbabura",3.0,5.0,3.0,4.0,2017.0,250.0,468.60730593607303
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",3.0,3.0,11.0,5.0,2017.0,250.0,250.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",3.0,8.0,22.0,12.0,2016.0,1000.0,468.60730593607303
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,1.0,13.0,11.0,2016.0,250.0,250.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",2.0,2.0,18.0,10.0,2016.0,250.0,250.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,4.0,20.0,12.0,2017.0,1000.0,1000.0
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,1.0,23.0,12.0,2016.0,250.0,250.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,1.0,16.0,6.0,2017.0,250.0,250.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,13.0,19.0,2.0,2017.0,3250.0,3250.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,3.0,2.0,2020.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,9.0,12.0,2019.0,250.0,250.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","santo domingo","santo domingo de los tsachilas",1.0,6.0,30.0,4.0,2019.0,1500.0,1500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,21.0,20.0,12.0,2018.0,5250.0,5250.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","santo domingo","santo domingo de los tsachilas",1.0,13.0,5.0,2.0,2019.0,3250.0,3250.0
"producción pecuaria","fabricación de substancias y productos químicos","habilitado","santo domingo","santo domingo de los tsachilas",3.0,15.0,5.0,9.0,2018.0,750.0,1457.112970711297
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,10.0,17.0,8.0,2019.0,2500.0,2500.0
"actividades de salud","actividades veterinarias","habilitado","santo domingo","santo domingo de los tsachilas",2.0,14.0,14.0,9.0,2018.0,750.0,1440.406976744186
"producción pecuaria","fabricación de substancias y productos químicos","habilitado","santo domingo","santo domingo de los tsachilas",3.0,3.0,15.0,9.0,2018.0,250.0,250.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","santo domingo","santo domingo de los tsachilas",2.0,11.0,5.0,6.0,2018.0,2250.0,1440.406976744186
"turismo y alimentación","servicio de alimento y bebida","habilitado","santo domingo","santo domingo de los tsachilas",4.0,24.0,4.0,6.0,2018.0,1750.0,1457.112970711297
"actividades tipo servicios","almacenamiento y actividades de apoyo al transporte","habilitado","santo domingo","santo domingo de los tsachilas",3.0,7.0,4.0,9.0,2018.0,1000.0,468.60730593607303
"MISSING","elaboración de productos alimenticios","habilitado","santo domingo","santo domingo de los tsachilas",3.0,7.0,4.0,9.0,2018.0,250.0,468.60730593607303
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,28.0,12.0,4.0,2019.0,7000.0,7000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,26.0,13.0,8.0,2018.0,6500.0,6500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,16.0,8.0,2019.0,1000.0,1000.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","santo domingo","santo domingo de los tsachilas",1.0,7.0,29.0,5.0,2018.0,1750.0,1750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,22.0,26.0,5.0,2019.0,5500.0,5500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,2.0,3.0,2018.0,250.0,250.0
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,12.0,4.0,2018.0,250.0,250.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,20.0,12.0,2016.0,1000.0,1000.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,3.0,2.0,3.0,2017.0,750.0,750.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,4.0,3.0,2017.0,500.0,500.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,7.0,3.0,2.0,2017.0,1750.0,1750.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,5.0,2.0,12.0,2016.0,1250.0,1250.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,6.0,4.0,2.0,2017.0,1500.0,1500.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,30.0,3.0,2017.0,500.0,500.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,16.0,12.0,2016.0,500.0,500.0
"actividades de enseñanza","servicio de alimento y bebida","habilitado","santo domingo","santo domingo de los tsachilas",1.0,23.0,12.0,12.0,2016.0,5750.0,5750.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,29.0,11.0,2016.0,1000.0,1000.0
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,5.0,6.0,2017.0,250.0,250.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","santo domingo","santo domingo de los tsachilas",4.0,9.0,29.0,9.0,2016.0,500.0,468.60730593607303
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,14.0,18.0,12.0,2016.0,3500.0,3500.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,7.0,29.0,10.0,2017.0,1750.0,1750.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,5.0,22.0,11.0,2016.0,1250.0,1250.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,1.0,7.0,7.0,2022.0,250.0,250.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,1.0,30.0,5.0,2021.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,12.0,9.0,9.0,2019.0,3000.0,3000.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,2.0,16.0,9.0,2019.0,500.0,500.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,3.0,4.0,6.0,2022.0,750.0,750.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,4.0,8.0,2022.0,250.0,250.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,1.0,25.0,5.0,2021.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,15.0,5.0,2022.0,250.0,250.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,2.0,20.0,11.0,2018.0,500.0,500.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",2.0,3.0,4.0,8.0,2019.0,500.0,369.9095022624434
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,25.0,7.0,2021.0,250.0,250.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,4.0,5.0,5.0,2019.0,1000.0,1000.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,10.0,7.0,2.0,2020.0,2500.0,2500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,4.0,25.0,11.0,2019.0,1000.0,1000.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",2.0,13.0,12.0,2.0,2020.0,2500.0,1440.406976744186
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,13.0,9.0,2019.0,250.0,250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",2.0,6.0,13.0,10.0,2020.0,250.0,661.8421052631579
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",3.0,20.0,26.0,2.0,2020.0,2250.0,1457.112970711297
"servicios financieros","actividades jurídicas y de contabilidad","desconocido","quito","pichincha",1.0,1.0,2.0,7.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,1.0,14.0,11.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,5.0,30.0,4.0,2019.0,1250.0,1250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,9.0,10.0,12.0,2019.0,2250.0,2250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,21.0,8.0,2019.0,1500.0,1500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,1.0,30.0,9.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,2.0,6.0,6.0,2019.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,16.0,25.0,10.0,2018.0,4000.0,4000.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,1.0,31.0,7.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,17.0,29.0,7.0,2019.0,4250.0,4250.0
"actividades tipo servicios","actividades especializadas de la construcción","desconocido","quito","pichincha",3.0,3.0,14.0,6.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,2.0,5.0,8.0,2019.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,2.0,9.0,7.0,2019.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,20.0,16.0,7.0,2019.0,5000.0,5000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,1.0,24.0,6.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,1.0,19.0,10.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,7.0,28.0,12.0,2019.0,1000.0,976.3681592039801
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,1.0,15.0,1.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,6.0,26.0,11.0,2018.0,1500.0,1500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,8.0,21.0,10.0,2019.0,2000.0,2000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,3.0,3.0,9.0,2019.0,750.0,750.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",2.0,9.0,12.0,8.0,2019.0,1000.0,976.3681592039801
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,9.0,12.0,8.0,2019.0,1250.0,976.3681592039801
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",1.0,2.0,8.0,1.0,2020.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,2.0,24.0,4.0,2019.0,500.0,500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,13.0,19.0,6.0,2019.0,3250.0,3250.0
"construcción","construcción de edificios","desconocido","quito","pichincha",2.0,3.0,4.0,7.0,2019.0,250.0,369.9095022624434
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,8.0,8.0,7.0,2019.0,2000.0,2000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,7.0,20.0,11.0,2018.0,1750.0,1750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,5.0,19.0,7.0,2019.0,1250.0,1250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,18.0,3.0,10.0,2019.0,2250.0,2152.439024390244
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,40.0,27.0,2.0,2019.0,10000.0,10000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,31.0,27.0,6.0,2019.0,1000.0,4435.606060606061
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,9.0,23.0,7.0,2019.0,2250.0,2250.0
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",3.0,6.0,23.0,3.0,2020.0,750.0,468.60730593607303
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,10.0,19.0,9.0,2018.0,2500.0,2500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,21.0,18.0,9.0,2018.0,5250.0,5250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,1.0,10.0,5.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",2.0,8.0,4.0,12.0,2019.0,1750.0,976.3681592039801
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,7.0,31.0,12.0,2018.0,1750.0,1750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,1.0,6.0,9.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,19.0,26.0,10.0,2018.0,4750.0,4750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,56.0,23.0,2.0,2019.0,14000.0,14000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,10.0,20.0,4.0,2019.0,2500.0,2500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",1.0,12.0,28.0,9.0,2019.0,3000.0,3000.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,3.0,2.0,2020.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,44.0,2.0,9.0,2019.0,11000.0,11000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,17.0,13.0,11.0,2019.0,4250.0,4250.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,1.0,2.0,9.0,2020.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,59.0,9.0,9.0,2019.0,14750.0,14750.0
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",1.0,16.0,15.0,3.0,2021.0,4000.0,4000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,33.0,20.0,11.0,2019.0,8250.0,8250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,15.0,23.0,10.0,2019.0,3750.0,3750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,25.0,2.0,12.0,2019.0,6250.0,6250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,10.0,19.0,8.0,2019.0,2500.0,2500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,24.0,27.0,9.0,2018.0,6000.0,6000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,24.0,11.0,4.0,2019.0,6000.0,6000.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,21.0,3.0,6.0,2019.0,5250.0,5250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,31.0,20.0,12.0,2018.0,7750.0,7750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,70.0,18.0,11.0,2019.0,17500.0,17500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,35.0,22.0,7.0,2019.0,8750.0,8750.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,14.0,29.0,7.0,2019.0,3500.0,3500.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,14.0,1.0,2019.0,250.0,250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,25.0,28.0,8.0,2019.0,6250.0,6250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,41.0,21.0,1.0,2019.0,10250.0,10250.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,47.0,5.0,8.0,2019.0,11750.0,11750.0
