id_fact_oec_rs,id_razon_social,id_fecha,volumen_cer,volumen_horas,volumen_ganancias,volumen_porcentaje_asistencia,total_perfiles,fecha,dia,mes,anio,razon_social,estado,tipo_razon_social,fecha_resolucion,canton,provincia
2160,1220,686,40.0,240.0,10000.0,1.7699115044247788,1,10-08-2021,10,8,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2197,1220,1127,17.0,102.0,4250.0,0.7522123893805309,1,16-12-2020,16,12,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2102,1220,98,3.0,18.0,750.0,0.1327433628318584,1,02-05-2018,2,5,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2163,1220,706,7.0,42.0,1750.0,0.3097345132743362,1,10-12-2018,10,12,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2122,1220,266,2.0,12.0,500.0,0.0884955752212389,1,04-09-2019,4,9,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2134,1220,341,1.0,6.0,250.0,0.0442477876106194,1,05-09-2019,5,9,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2138,1220,412,3.0,18.0,750.0,0.1327433628318584,2,06-09-2019,6,9,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2184,1220,974,4.0,24.0,1000.0,0.1769911504424778,2,14-10-2019,14,10,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2195,1220,1108,4.0,24.0,1000.0,0.1769911504424778,2,16-09-2019,16,9,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2205,1220,1247,1.0,6.0,250.0,0.0442477876106194,1,18-09-2019,18,9,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2211,1220,1331,4.0,24.0,1000.0,0.1769911504424778,1,19-11-2019,19,11,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2229,1220,1595,3.0,18.0,750.0,0.1327433628318584,1,23-07-2019,23,7,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2238,1220,1728,8.0,48.0,2000.0,0.3539823008849557,1,25-06-2019,25,6,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2252,1220,1817,9.0,54.0,2250.0,0.3982300884955752,1,26-09-2019,26,9,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2274,1220,2135,1.0,6.0,250.0,0.0442477876106194,1,31-08-2021,31,8,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2120,1220,247,1.0,6.0,250.0,0.0442477876106194,1,04-06-2018,4,6,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2185,1220,978,1.0,6.0,250.0,0.0442477876106194,1,14-11-2017,14,11,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2191,1220,1037,1.0,6.0,250.0,0.0442477876106194,1,15-09-2018,15,9,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2192,1220,1042,3.0,18.0,750.0,0.1327433628318584,1,15-10-2018,15,10,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2224,1220,1549,1.0,6.0,250.0,0.0442477876106194,1,22-11-2018,22,11,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2263,1220,1984,3.0,18.0,750.0,0.1327433628318584,2,29-01-2020,29,1,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2153,1220,585,1.0,6.0,250.0,0.0442477876106194,1,09-03-2020,9,3,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2145,1220,480,5.0,30.0,1250.0,0.2212389380530973,2,07-09-2021,7,9,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2231,1220,1641,10.0,60.0,2500.0,0.4424778761061947,2,24-02-2022,24,2,2022,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2094,1220,44,6.0,36.0,1500.0,0.2654867256637168,1,01-08-2019,1,8,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2114,1220,213,3.0,18.0,750.0,0.1327433628318584,2,03-12-2019,3,12,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2121,1220,264,26.0,156.0,6500.0,1.1504424778761062,3,04-09-2017,4,9,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2139,1220,417,1.0,6.0,250.0,0.0442477876106194,1,06-10-2018,6,10,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2143,1220,440,9.0,54.0,2250.0,0.3982300884955752,2,07-02-2020,7,2,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2165,1220,724,1.0,6.0,250.0,0.0442477876106194,1,11-03-2019,11,3,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2169,1220,757,2.0,12.0,500.0,0.0884955752212389,1,11-08-2021,11,8,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2174,1220,793,11.0,66.0,2750.0,0.4867256637168141,1,12-02-2020,12,2,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2196,1220,1112,1.0,6.0,250.0,0.0442477876106194,1,16-10-2017,16,10,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2225,1220,1550,7.0,42.0,1750.0,0.3097345132743362,1,22-11-2019,22,11,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2234,1220,1676,4.0,24.0,1000.0,0.1769911504424778,1,24-09-2019,24,9,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2257,1220,1912,7.0,42.0,1750.0,0.3097345132743362,1,28-01-2020,28,1,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2269,1220,2088,6.0,36.0,1500.0,0.2654867256637168,2,30-09-2019,30,9,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2178,1220,845,1.0,6.0,250.0,0.0442477876106194,1,12-11-2018,12,11,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2194,1220,1077,1.0,6.0,250.0,0.0442477876106194,1,16-04-2018,16,4,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2202,1220,1218,18.0,108.0,4500.0,0.7964601769911503,2,18-04-2019,18,4,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2213,1220,1366,7.0,42.0,1750.0,0.3097345132743362,1,20-05-2019,20,5,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2226,1220,1578,10.0,60.0,2500.0,0.4424778761061947,1,23-04-2018,23,4,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2119,1220,240,1.0,6.0,250.0,0.0442477876106194,1,04-05-2017,4,5,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2130,1220,314,5.0,30.0,1250.0,0.2212389380530973,1,05-04-2022,5,4,2022,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2177,1220,831,3.0,18.0,750.0,0.1327433628318584,2,12-09-2017,12,9,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2237,1220,1710,9.0,54.0,2250.0,0.3982300884955752,1,25-02-2022,25,2,2022,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2245,1220,1776,5.0,30.0,1250.0,0.2212389380530973,2,26-02-2020,26,2,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2268,1220,2054,6.0,36.0,1500.0,0.2654867256637168,1,30-03-2019,30,3,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2098,1220,62,3.0,18.0,750.0,0.1327433628318584,2,01-11-2017,1,11,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2157,1220,628,2.0,12.0,500.0,0.0884955752212389,1,09-11-2018,9,11,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2214,1220,1392,1.0,6.0,250.0,0.0442477876106194,1,20-09-2018,20,9,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2251,1220,1816,1.0,6.0,250.0,0.0442477876106194,1,26-09-2018,26,9,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2097,1220,57,13.0,78.0,3250.0,0.5752212389380531,2,01-10-2018,1,10,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2100,1220,93,1.0,6.0,250.0,0.0442477876106194,1,02-04-2018,2,4,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2106,1220,140,3.0,18.0,750.0,0.1327433628318584,1,02-12-2019,2,12,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2109,1220,164,5.0,30.0,1250.0,0.2212389380530973,2,03-04-2018,3,4,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2113,1220,200,14.0,84.0,3500.0,0.6194690265486725,2,03-10-2019,3,10,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2137,1220,411,4.0,24.0,1000.0,0.1769911504424778,1,06-09-2018,6,9,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2156,1220,622,4.0,24.0,1000.0,0.1769911504424778,1,09-10-2018,9,10,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2180,1220,904,2.0,12.0,500.0,0.0884955752212389,1,13-09-2018,13,9,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2182,1220,946,5.0,30.0,1250.0,0.2212389380530973,1,14-05-2018,14,5,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2210,1220,1330,1.0,6.0,250.0,0.0442477876106194,1,19-11-2018,19,11,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2220,1220,1476,1.0,6.0,250.0,0.0442477876106194,1,21-11-2018,21,11,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2221,1220,1543,1.0,6.0,250.0,0.0442477876106194,1,22-10-2018,22,10,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2227,1220,1584,3.0,18.0,750.0,0.1327433628318584,1,23-05-2018,23,5,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2243,1220,1751,1.0,6.0,250.0,0.0442477876106194,1,25-10-2018,25,10,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2247,1220,1786,9.0,54.0,2250.0,0.3982300884955752,1,26-04-2018,26,4,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2261,1220,1952,6.0,36.0,1500.0,0.2654867256637168,1,28-08-2018,28,8,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2276,1220,2138,2.0,12.0,500.0,0.0884955752212389,1,31-10-2018,31,10,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2125,1220,271,1.0,6.0,250.0,0.0442477876106194,1,04-10-2018,4,10,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2170,1220,760,7.0,42.0,1750.0,0.3097345132743362,2,11-09-2018,11,9,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2172,1220,765,13.0,78.0,3250.0,0.5752212389380531,2,11-10-2017,11,10,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2179,1220,876,1.0,6.0,250.0,0.0442477876106194,1,13-04-2018,13,4,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2209,1220,1325,6.0,36.0,1500.0,0.2654867256637168,1,19-10-2018,19,10,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2239,1220,1733,1.0,6.0,250.0,0.0442477876106194,1,25-07-2018,25,7,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2254,1220,1852,2.0,12.0,500.0,0.0884955752212389,1,27-03-2018,27,3,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2099,1220,89,1.0,6.0,250.0,0.0442477876106194,1,02-03-2020,2,3,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2135,1220,353,1.0,6.0,250.0,0.0442477876106194,1,05-11-2020,5,11,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2258,1220,1916,1.0,6.0,250.0,0.0442477876106194,1,28-02-2018,28,2,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2124,1220,270,6.0,36.0,1500.0,0.2654867256637168,3,04-10-2017,4,10,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2201,1220,1206,1.0,6.0,250.0,0.0442477876106194,1,18-02-2017,18,2,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2235,1220,1680,1.0,6.0,250.0,0.0442477876106194,1,24-10-2017,24,10,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2241,1220,1744,6.0,36.0,1500.0,0.2654867256637168,2,25-09-2017,25,9,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2250,1220,1815,16.0,96.0,4000.0,0.7079646017699115,4,26-09-2017,26,9,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2259,1220,1944,1.0,6.0,250.0,0.0442477876106194,1,28-07-2017,28,7,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2136,1220,357,1.0,6.0,250.0,0.0442477876106194,1,05-12-2017,5,12,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2141,1220,424,6.0,36.0,1500.0,0.2654867256637168,3,06-11-2020,6,11,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2154,1220,586,2.0,12.0,500.0,0.0884955752212389,1,09-03-2021,9,3,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2181,1220,937,4.0,24.0,1000.0,0.1769911504424778,1,14-03-2018,14,3,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2166,1220,725,1.0,6.0,250.0,0.0442477876106194,1,11-03-2020,11,3,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2223,1220,1545,1.0,6.0,250.0,0.0442477876106194,1,22-10-2020,22,10,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2203,1220,1234,2.0,12.0,500.0,0.0884955752212389,1,18-07-2019,18,7,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2217,1220,1418,3.0,18.0,750.0,0.1327433628318584,1,21-01-2020,21,1,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2253,1220,1847,17.0,102.0,4250.0,0.7522123893805309,2,27-02-2020,27,2,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2118,1220,237,3.0,18.0,750.0,0.1327433628318584,1,04-04-2019,4,4,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2162,1220,694,10.0,60.0,2500.0,0.4424778761061947,1,10-10-2018,10,10,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2204,1220,1239,15.0,90.0,3750.0,0.6637168141592921,1,18-08-2017,18,8,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2219,1220,1457,2.0,12.0,500.0,0.0884955752212389,1,21-08-2017,21,8,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2265,1220,2017,3.0,18.0,750.0,0.1327433628318584,2,29-08-2017,29,8,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2275,1220,2137,9.0,54.0,2250.0,0.3982300884955752,4,31-10-2017,31,10,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2240,1220,1739,15.0,90.0,3750.0,0.6637168141592921,2,25-08-2017,25,8,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2152,1220,579,4.0,24.0,1000.0,0.1769911504424778,2,09-02-2020,9,2,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2103,1220,99,6.0,36.0,1500.0,0.2654867256637168,1,02-05-2019,2,5,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2149,1220,560,1.0,6.0,250.0,0.0442477876106194,1,08-11-2019,8,11,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2155,1220,618,10.0,60.0,2500.0,0.4424778761061946,2,09-09-2019,9,9,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2168,1220,736,1.0,6.0,250.0,0.0442477876106194,1,11-05-2019,11,5,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2096,1220,56,13.0,78.0,3250.0,0.5752212389380531,3,01-10-2017,1,10,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2104,1220,119,1.0,6.0,250.0,0.0442477876106194,1,02-09-2017,2,9,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2108,1220,157,3.0,18.0,750.0,0.1327433628318584,1,03-03-2018,3,3,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2110,1220,192,1.0,6.0,250.0,0.0442477876106194,1,03-09-2018,3,9,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2111,1220,194,1.0,6.0,250.0,0.0442477876106194,1,03-09-2020,3,9,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2112,1220,195,3.0,18.0,750.0,0.1327433628318584,1,03-09-2021,3,9,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2115,1220,214,8.0,48.0,2000.0,0.3539823008849557,1,03-12-2020,3,12,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2117,1220,236,1.0,6.0,250.0,0.0442477876106194,1,04-04-2018,4,4,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2123,1220,267,47.0,282.0,11750.0,2.079646017699115,2,04-09-2020,4,9,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2127,1220,289,1.0,6.0,250.0,0.0442477876106194,1,04-12-2020,4,12,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2129,1220,307,6.0,36.0,1500.0,0.2654867256637168,1,05-03-2020,5,3,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2131,1220,317,1.0,6.0,250.0,0.0442477876106194,1,05-05-2018,5,5,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2133,1220,339,12.0,72.0,3000.0,0.5309734513274337,4,05-09-2017,5,9,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2140,1220,421,5.0,30.0,1250.0,0.2212389380530973,2,06-11-2017,6,11,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2144,1220,478,3.0,18.0,750.0,0.1327433628318584,1,07-09-2019,7,9,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2146,1220,490,1.0,6.0,250.0,0.0442477876106194,1,07-11-2017,7,11,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2147,1220,491,1.0,6.0,250.0,0.0442477876106194,1,07-11-2018,7,11,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2150,1220,568,13.0,78.0,3250.0,0.5752212389380531,1,08-12-2020,8,12,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2151,1220,569,1.0,6.0,250.0,0.0442477876106194,1,08-12-2021,8,12,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2159,1220,655,2.0,12.0,500.0,0.0884955752212389,1,10-03-2020,10,3,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2161,1220,690,24.0,144.0,6000.0,1.0619469026548671,1,10-09-2020,10,9,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2164,1220,718,1.0,6.0,250.0,0.0442477876106194,1,11-02-2019,11,2,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2173,1220,775,1.0,6.0,250.0,0.0442477876106194,1,11-11-2020,11,11,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2183,1220,973,1.0,6.0,250.0,0.0442477876106194,1,14-10-2018,14,10,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2186,1220,987,38.0,228.0,9500.0,1.6814159292035398,2,14-12-2020,14,12,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2188,1220,1005,1.0,6.0,250.0,0.0442477876106194,1,15-03-2021,15,3,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2189,1220,1012,1.0,6.0,250.0,0.0442477876106194,1,15-05-2018,15,5,2018,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
