id_fact_oec_rs,id_razon_social,id_fecha,volumen_cer,volumen_horas,volumen_ganancias,volumen_porcentaje_asistencia,total_perfiles,fecha,dia,mes,anio,razon_social,estado,tipo_razon_social,fecha_resolucion,canton,provincia
2187,1220,1003,7.0,42.0,1750.0,0.3097345132743362,1,15-03-2019,15,3,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2198,1220,1147,18.0,108.0,4500.0,0.7964601769911505,1,17-03-2022,17,3,2022,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2208,1220,1285,2.0,12.0,500.0,0.0884955752212389,1,19-03-2021,19,3,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2233,1220,1673,4.0,24.0,1000.0,0.1769911504424778,1,24-08-2021,24,8,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2236,1220,1709,3.0,18.0,750.0,0.1327433628318584,2,25-02-2021,25,2,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2242,1220,1746,5.0,30.0,1250.0,0.2212389380530973,1,25-09-2019,25,9,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2246,1220,1777,42.0,252.0,10500.0,1.8584070796460177,1,26-02-2021,26,2,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2248,1220,1789,2.0,12.0,500.0,0.0884955752212389,1,26-04-2021,26,4,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2271,1220,2094,8.0,48.0,2000.0,0.3539823008849557,1,30-10-2020,30,10,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2095,1220,53,9.0,54.0,2250.0,0.3982300884955752,1,01-09-2021,1,9,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2101,1220,94,5.0,30.0,1250.0,0.2212389380530973,3,02-04-2019,2,4,2019,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2262,1220,1957,4.0,24.0,1000.0,0.1769911504424778,2,28-09-2017,28,9,2017,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2206,1220,1257,1.0,6.0,250.0,0.0442477876106194,1,18-11-2016,18,11,2016,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2105,1220,123,55.0,330.0,13750.0,2.433628318584071,1,02-09-2021,2,9,2021,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
2158,1220,649,3.0,18.0,750.0,0.1327433628318584,1,10-02-2020,10,2,2020,instituto tecnologico superior jose chiriboga grijalva,habilitado,organismo evaluador de la conformidad,24-05-2021,ibarra,imbabura
