"area_familia","modalidad","fecha","canton","provincia","id_fact_oc_cp","id_razon_social","id_fecha","dia","tipo","especialidad_sector","curso_perfil","razon_social","estado","tipo_razon_social","fecha_resolucion","id_curso_perfil","carga_horaria","costo","mes","anio","num_cap_cer","total_ganancias","prediction(total_horas)"
"administración y legislación","presencial","31-12-2020","quito","pichincha",794.0,235.0,5.0,31.0,"curso","administración contable y de costos","contabilidad, tributación y laboral","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",2657.0,40.0,275.03492063492047,12.0,2020.0,69.59102674719585,32518.159058849335,2360.0
"administración y legislación","presencial","31-12-2022","quito","pichincha",1189.0,235.0,7.0,31.0,"curso","administración contable y de costos","contabilidad, tributación y laboral","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",2657.0,40.0,275.03492063492047,12.0,2022.0,69.59102674719585,32518.159058849335,2360.0
"administración y legislación","presencial","31-12-2022","quito","pichincha",1188.0,235.0,7.0,31.0,"curso","administración general","administración y servicio al cliente","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",2658.0,40.0,275.03492063492047,12.0,2022.0,69.59102674719585,32518.159058849335,2360.0
"tecnologías de la información y comunicación","presencial","31-12-2022","quito","pichincha",1190.0,235.0,7.0,31.0,"curso","programas de escritorio","excel básico, intermedio y avanzado","bgs vision empresarial bgs2017 c.l.","calificado","operador de capacitación","28-04-2022",2659.0,40.0,275.03492063492047,12.0,2022.0,69.59102674719585,32518.159058849335,2730.0
"servicios socioculturales y a la comunidad","presencial","31-12-2021","quito","pichincha",86.0,243.0,6.0,31.0,"curso","salud y medicina","psicoterapia estratégica breve e hipnosis enfoque ericksoniano","borniatti sega margareth isabel","calificado","operador de capacitación","25-01-2021",796.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,3360.0
"alimentación gastronomía y turismo","presencial","31-12-2021","quito","pichincha",87.0,246.0,6.0,31.0,"curso","cocina nacional e internacional","alta cocina","bravo delgado marcia maribel","calificado","operador de capacitación","22-10-2021",2929.0,240.0,3964.8,12.0,2021.0,69.59102674719585,32518.159058849335,8520.0
"alimentación gastronomía y turismo","presencial","31-12-2021","quito","pichincha",88.0,246.0,6.0,31.0,"curso","cocina nacional e internacional","arte culinario","bravo delgado marcia maribel","calificado","operador de capacitación","22-10-2021",2930.0,240.0,3964.8,12.0,2021.0,69.59102674719585,32518.159058849335,8520.0
"alimentación gastronomía y turismo","presencial","31-12-2021","quito","pichincha",89.0,246.0,6.0,31.0,"curso","cocina nacional e internacional","cocina básica","bravo delgado marcia maribel","calificado","operador de capacitación","22-10-2021",2928.0,200.0,3304.0,12.0,2021.0,69.59102674719585,32518.159058849335,8520.0
"alimentación gastronomía y turismo","presencial","31-12-2021","quito","pichincha",90.0,246.0,6.0,31.0,"curso","panadería y pastelería","panadería - pastelería avanzada","bravo delgado marcia maribel","calificado","operador de capacitación","22-10-2021",2933.0,240.0,3964.8,12.0,2021.0,69.59102674719585,32518.159058849335,8520.0
"alimentación gastronomía y turismo","presencial","31-12-2021","quito","pichincha",91.0,246.0,6.0,31.0,"curso","panadería y pastelería","panadería - pastelería básica","bravo delgado marcia maribel","calificado","operador de capacitación","22-10-2021",2932.0,240.0,3964.8,12.0,2021.0,69.59102674719585,32518.159058849335,8520.0
"educación y capacitación","semipresencial","31-12-2021","guayaquil","guayas",92.0,257.0,6.0,31.0,"curso","idiomas","nivel básico a1 - inglés","buckingham english center s.a. buckcenter","calificado","operador de capacitación","23-05-2021",3955.0,150.0,649.5,12.0,2021.0,69.59102674719585,32518.159058849335,5550.0
"educación y capacitación","semipresencial","31-12-2021","guayaquil","guayas",93.0,257.0,6.0,31.0,"curso","idiomas","nivel básico a2 - inglés","buckingham english center s.a. buckcenter","calificado","operador de capacitación","23-05-2021",3956.0,150.0,649.5,12.0,2021.0,69.59102674719585,32518.159058849335,5550.0
"educación y capacitación","semipresencial","31-12-2021","guayaquil","guayas",94.0,257.0,6.0,31.0,"curso","idiomas","nivel intermedio b1 - inglés","buckingham english center s.a. buckcenter","calificado","operador de capacitación","23-05-2021",3957.0,150.0,649.5,12.0,2021.0,69.59102674719585,32518.159058849335,5550.0
"artes y artesanía","presencial","31-12-2021","quito","pichincha",95.0,263.0,6.0,31.0,"curso","peluquería y belleza barbería y estilismo","barber shop","bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",4844.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,4096.0
"otras actividades de servicios","desconocida","31-12-2021","quito","pichincha",96.0,263.0,6.0,31.0,"perfil","actividades de peluquería y otros tratamientos de belleza","peluquería y estética","bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",5719.0,6.0,250.0,12.0,2021.0,69.59102674719585,32518.159058849335,426.0
"artes y artesanía","presencial","31-12-2018","quito","pichincha",834.0,263.0,3.0,31.0,"curso","peluquería y belleza barbería y estilismo","barber shop","bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",4844.0,40.0,528.8000000000001,12.0,2018.0,69.59102674719585,32518.159058849335,4096.0
"otras actividades de servicios","desconocida","31-12-2018","quito","pichincha",835.0,263.0,3.0,31.0,"perfil","actividades de peluquería y otros tratamientos de belleza","peluquería y estética","bustamante torres maria esterfilia","calificado","operador de capacitación","4/11/2021",5719.0,6.0,250.0,12.0,2018.0,69.59102674719585,32518.159058849335,426.0
"administración y legislación","presencial","31-12-2021","santo domingo","santo domingo de los tsachilas",97.0,303.0,6.0,31.0,"curso","gestión del talento humano","administración del talento humano por competencias","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5511.0,48.0,1176.0,12.0,2021.0,69.59102674719585,32518.159058849335,440.0
"administración y legislación","online","31-12-2021","santo domingo","santo domingo de los tsachilas",98.0,303.0,6.0,31.0,"curso","gestión del talento humano","administración del talento humano por competencias","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5512.0,48.0,80.16,12.0,2021.0,69.59102674719585,32518.159058849335,440.0
"educación y capacitación","online","31-12-2021","santo domingo","santo domingo de los tsachilas",99.0,303.0,6.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","gestión docente","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5504.0,40.0,70.0,12.0,2021.0,69.59102674719585,32518.159058849335,2400.0
"procesos industriales","online","31-12-2021","santo domingo","santo domingo de los tsachilas",100.0,303.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos eléctricos","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5507.0,12.0,30.0,12.0,2021.0,69.59102674719585,32518.159058849335,1616.0
"procesos industriales","online","31-12-2021","santo domingo","santo domingo de los tsachilas",101.0,303.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos laborales","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5506.0,12.0,30.0,12.0,2021.0,69.59102674719585,32518.159058849335,1616.0
"procesos industriales","presencial","31-12-2021","santo domingo","santo domingo de los tsachilas",102.0,303.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos psicosociales","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5501.0,8.0,760.96,12.0,2021.0,69.59102674719585,32518.159058849335,1616.0
"procesos industriales","online","31-12-2021","santo domingo","santo domingo de los tsachilas",103.0,303.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos psicosociales","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5510.0,8.0,36.0,12.0,2021.0,69.59102674719585,32518.159058849335,1616.0
"procesos industriales","presencial","31-12-2021","santo domingo","santo domingo de los tsachilas",104.0,303.0,6.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención en el manejo de desechos hospitalarios","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5490.0,60.0,32.400000000000006,12.0,2021.0,69.59102674719585,32518.159058849335,1616.0
"educación y capacitación","online","31-12-2021","santo domingo","santo domingo de los tsachilas",105.0,303.0,6.0,31.0,"curso","metodología y técnica de aprendizaje","programación neurolingüística aplicada en la educación pedagógica","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5503.0,40.0,70.0,12.0,2021.0,69.59102674719585,32518.159058849335,2400.0
"administración y legislación","presencial","31-12-2021","santo domingo","santo domingo de los tsachilas",106.0,303.0,6.0,31.0,"curso","atención y servicios de oficina","relaciones humanas","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5499.0,8.0,1187.44,12.0,2021.0,69.59102674719585,32518.159058849335,440.0
"administración y legislación","presencial","MISSING","santo domingo","santo domingo de los tsachilas",2162.0,303.0,2142.0,31.0,"curso","atención y servicios de oficina","relaciones humanas","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5499.0,8.0,1187.44,1.0,2023.0,69.59102674719585,32518.159058849335,440.0
"educación y capacitación","online","MISSING","santo domingo","santo domingo de los tsachilas",2047.0,303.0,2143.0,28.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","gestión docente","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5504.0,40.0,70.0,2.0,2023.0,69.59102674719585,32518.159058849335,2400.0
"procesos industriales","presencial","MISSING","santo domingo","santo domingo de los tsachilas",1954.0,303.0,2143.0,28.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos psicosociales","calle ramos froilan efrain","calificado","operador de capacitación","30-12-2021",5501.0,8.0,760.96,2.0,2023.0,69.59102674719585,32518.159058849335,1616.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",107.0,333.0,6.0,31.0,"curso","lenguaje de programación","angular js","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",670.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",108.0,333.0,6.0,31.0,"curso","software especializado","autocad civil 3d","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",659.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",109.0,333.0,6.0,31.0,"curso","redes","diseño cableado estructurado y redes ip","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",665.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",110.0,333.0,6.0,31.0,"curso","software especializado","diseño con normativa de sistemas contra incendio","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",657.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",111.0,333.0,6.0,31.0,"curso","redes","diseño de redes de fibra óptica","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",667.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",112.0,333.0,6.0,31.0,"curso","software especializado","diseño de redes eléctricas de distribución en arcgis","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",662.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",113.0,333.0,6.0,31.0,"curso","software especializado","diseño y análisis de estructuras metálicas","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",702.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",114.0,333.0,6.0,31.0,"curso","software especializado","diseño y presupuesto de proyectos eléctricos aéreos y subterráneos","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",711.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"electricidad y electrónica","presencial","31-12-2021","quito","pichincha",115.0,333.0,6.0,31.0,"curso","electricidad domiciliaria","domótica y seguridad electrónica","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",682.0,40.0,528.8000000000001,12.0,2021.0,69.59102674719585,32518.159058849335,1472.0
"educación y capacitación","virtual","31-12-2021","quito","pichincha",116.0,333.0,6.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de docentes para educación virtual","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",691.0,150.0,1031.3809523809518,12.0,2021.0,69.59102674719585,32518.159058849335,8640.0
"educación y capacitación","presencial","31-12-2021","quito","pichincha",117.0,333.0,6.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación en robótica educativa stem i para docentes","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",675.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,3240.0
"educación y capacitación","virtual","31-12-2021","quito","pichincha",118.0,333.0,6.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación en robótica educativa stem i para docentes","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",694.0,80.0,46.4,12.0,2021.0,69.59102674719585,32518.159058849335,8640.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",119.0,333.0,6.0,31.0,"curso","software especializado","fotogametría y modelado 3d con drones y rtk","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",664.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",120.0,333.0,6.0,31.0,"curso","software especializado","fotogrametría y modelado 3d con dron y rtk","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",697.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"educación y capacitación","presencial","31-12-2021","quito","pichincha",121.0,333.0,6.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","gestión docente","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",677.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,3240.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",122.0,333.0,6.0,31.0,"curso","lenguaje de programación","java con spring framework mvc","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",673.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",123.0,333.0,6.0,31.0,"curso","software especializado","levantamiento topográfico con rtk y gps de precisión","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",663.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"educación y capacitación","presencial","31-12-2021","quito","pichincha",124.0,333.0,6.0,31.0,"curso","idiomas","nivel intermedio b1-ingles","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",680.0,120.0,825.1047619047614,12.0,2021.0,69.59102674719585,32518.159058849335,8640.0
"educación y capacitación","presencial","31-12-2021","quito","pichincha",125.0,333.0,6.0,31.0,"curso","idiomas","nivel intermedio b2-ingles","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",681.0,120.0,825.1047619047614,12.0,2021.0,69.59102674719585,32518.159058849335,8640.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",126.0,333.0,6.0,31.0,"curso","lenguaje de programación","programación en arduino aplicado a la robótica","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",669.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",127.0,333.0,6.0,31.0,"curso","lenguaje de programación","programación en raspberry pi con mysql e iot","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",671.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",128.0,333.0,6.0,31.0,"curso","redes","seguridad electrónica cctv e ip","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",666.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",129.0,333.0,6.0,31.0,"curso","software especializado","topografía digital civil 3d y estación total","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",660.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2021","quito","pichincha",130.0,333.0,6.0,31.0,"curso","lenguaje de programación","visión artificial con raspberry pi","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",672.0,40.0,275.03492063492047,12.0,2021.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","MISSING","quito","pichincha",2087.0,333.0,2142.0,31.0,"curso","redes","diseño cableado estructurado y redes ip","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",665.0,40.0,275.03492063492047,1.0,2023.0,69.59102674719585,32518.159058849335,2840.0
"electricidad y electrónica","presencial","MISSING","quito","pichincha",2190.0,333.0,2142.0,31.0,"curso","electricidad domiciliaria","domótica y seguridad electrónica","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",682.0,40.0,528.8000000000001,1.0,2023.0,69.59102674719585,32518.159058849335,1472.0
"educación y capacitación","presencial","MISSING","quito","pichincha",2059.0,333.0,2142.0,31.0,"curso","idiomas","nivel intermedio b2-ingles","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",681.0,120.0,825.1047619047614,1.0,2023.0,69.59102674719585,32518.159058849335,8640.0
"tecnologías de la información y comunicación","presencial","MISSING","quito","pichincha",2129.0,333.0,2142.0,31.0,"curso","lenguaje de programación","programación en arduino aplicado a la robótica","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",669.0,40.0,275.03492063492047,1.0,2023.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","MISSING","quito","pichincha",2173.0,333.0,2142.0,31.0,"curso","lenguaje de programación","programación en raspberry pi con mysql e iot","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",671.0,40.0,275.03492063492047,1.0,2023.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","MISSING","quito","pichincha",2006.0,333.0,2142.0,31.0,"curso","redes","seguridad electrónica cctv e ip","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",666.0,40.0,275.03492063492047,1.0,2023.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","MISSING","quito","pichincha",2098.0,333.0,2143.0,28.0,"curso","redes","diseño de redes de fibra óptica","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",667.0,40.0,275.03492063492047,2.0,2023.0,69.59102674719585,32518.159058849335,2840.0
"educación y capacitación","virtual","MISSING","quito","pichincha",2053.0,333.0,2143.0,28.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de docentes para educación virtual","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",691.0,150.0,1031.3809523809518,2.0,2023.0,69.59102674719585,32518.159058849335,8640.0
"tecnologías de la información y comunicación","presencial","MISSING","quito","pichincha",2179.0,333.0,2143.0,28.0,"curso","redes","seguridad electrónica cctv e ip","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",666.0,40.0,275.03492063492047,2.0,2023.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2019","quito","pichincha",990.0,333.0,4.0,31.0,"curso","redes","diseño de redes de fibra óptica","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",667.0,40.0,275.03492063492047,12.0,2019.0,69.59102674719585,32518.159058849335,2840.0
"educación y capacitación","presencial","31-12-2019","quito","pichincha",991.0,333.0,4.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","gestión docente","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",677.0,40.0,275.03492063492047,12.0,2019.0,69.59102674719585,32518.159058849335,3240.0
"tecnologías de la información y comunicación","presencial","31-12-2019","quito","pichincha",992.0,333.0,4.0,31.0,"curso","lenguaje de programación","programación en arduino aplicado a la robótica","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",669.0,40.0,275.03492063492047,12.0,2019.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2019","quito","pichincha",993.0,333.0,4.0,31.0,"curso","lenguaje de programación","programación en raspberry pi con mysql e iot","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",671.0,40.0,275.03492063492047,12.0,2019.0,69.59102674719585,32518.159058849335,2840.0
"tecnologías de la información y comunicación","presencial","31-12-2019","quito","pichincha",994.0,333.0,4.0,31.0,"curso","redes","seguridad electrónica cctv e ip","capacitacion profesional geniusec cia.ltda.","calificado","operador de capacitación","24-08-2021",666.0,40.0,275.03492063492047,12.0,2019.0,69.59102674719585,32518.159058849335,2840.0
"alimentación gastronomía y turismo","presencial","31-12-2021","guayaquil","guayas",131.0,337.0,6.0,31.0,"curso","cocina nacional e internacional","cocina saludable","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3950.0,144.0,1392.48,12.0,2021.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","presencial","31-12-2021","guayaquil","guayas",132.0,337.0,6.0,31.0,"curso","cocina nacional e internacional","cocina saludable","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3951.0,144.0,15.84,12.0,2021.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","online","31-12-2021","guayaquil","guayas",133.0,337.0,6.0,31.0,"curso","cocina nacional e internacional","cocina saludable","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3952.0,144.0,139.68,12.0,2021.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","online","31-12-2021","guayaquil","guayas",134.0,337.0,6.0,31.0,"curso","cocina nacional e internacional","cocina saludable","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3953.0,144.0,169.92,12.0,2021.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","presencial","MISSING","guayaquil","guayas",1940.0,337.0,2142.0,31.0,"curso","cocina nacional e internacional","cocina profesional","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3946.0,288.0,4167.360000000001,1.0,2023.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","presencial","MISSING","guayaquil","guayas",1971.0,337.0,2143.0,28.0,"curso","cocina nacional e internacional","cocina saludable","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3950.0,144.0,1392.48,2.0,2023.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","presencial","MISSING","guayaquil","guayas",2032.0,337.0,2143.0,28.0,"curso","cocina nacional e internacional","cocina saludable","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3951.0,144.0,15.84,2.0,2023.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","online","MISSING","guayaquil","guayas",2136.0,337.0,2143.0,28.0,"curso","cocina nacional e internacional","cocina saludable","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3953.0,144.0,169.92,2.0,2023.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","presencial","31-12-2019","guayaquil","guayas",997.0,337.0,4.0,31.0,"curso","cocina nacional e internacional","cocina saludable","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3950.0,144.0,1392.48,12.0,2019.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","presencial","31-12-2019","guayaquil","guayas",998.0,337.0,4.0,31.0,"curso","cocina nacional e internacional","cocina saludable","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3951.0,144.0,15.84,12.0,2019.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","online","31-12-2019","guayaquil","guayas",999.0,337.0,4.0,31.0,"curso","cocina nacional e internacional","cocina saludable","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3952.0,144.0,139.68,12.0,2019.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","online","31-12-2019","guayaquil","guayas",1000.0,337.0,4.0,31.0,"curso","cocina nacional e internacional","cocina saludable","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3953.0,144.0,169.92,12.0,2019.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","presencial","31-12-2019","guayaquil","guayas",995.0,337.0,4.0,31.0,"curso","cocina nacional e internacional","cocina profesional","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3946.0,288.0,4167.360000000001,12.0,2019.0,69.59102674719585,32518.159058849335,4332.333333333333
"alimentación gastronomía y turismo","presencial","31-12-2019","guayaquil","guayas",996.0,337.0,4.0,31.0,"curso","cocina nacional e internacional","cocina profesional","capacitaciones gastronomicas del ecuador capchef s.a.","calificado","operador de capacitación","23-05-2021",3947.0,288.0,31.68,12.0,2019.0,69.59102674719585,32518.159058849335,4332.333333333333
"administración y legislación","virtual","31-12-2021","guayaquil","guayas",135.0,341.0,6.0,31.0,"curso","gestión de la calidad","auditorías internas de sistemas integrados de gestión","capacitación y consultoría de empresas kappaconsulting s.a.","calificado","operador de capacitación","23-05-2021",16.0,16.0,110.08,12.0,2021.0,69.59102674719585,32518.159058849335,882.0
"administración y legislación","virtual","31-12-2021","guayaquil","guayas",136.0,341.0,6.0,31.0,"curso","gestión de la calidad","metodologías y técnicas para gestión de la mejora continua","capacitación y consultoría de empresas kappaconsulting s.a.","calificado","operador de capacitación","23-05-2021",14.0,16.0,110.08,12.0,2021.0,69.59102674719585,32518.159058849335,882.0
"administración y legislación","virtual","MISSING","guayaquil","guayas",2049.0,341.0,2143.0,28.0,"curso","gestión de la calidad","metodologías y técnicas para gestión de la mejora continua","capacitación y consultoría de empresas kappaconsulting s.a.","calificado","operador de capacitación","23-05-2021",14.0,16.0,110.08,2.0,2023.0,69.59102674719585,32518.159058849335,1017.0
"tecnologías de la información y comunicación","presencial","31-12-2021","guayaquil","guayas",137.0,348.0,6.0,31.0,"curso","programas de escritorio","excel intermedio","captecsol s.a.","calificado","operador de capacitación","5/11/2021",1865.0,20.0,295.0,12.0,2021.0,69.59102674719585,32518.159058849335,900.0
