"area_familia","modalidad","fecha","canton","provincia","id_fact_oc_cp","id_razon_social","id_fecha","dia","tipo","especialidad_sector","curso_perfil","razon_social","estado","tipo_razon_social","fecha_resolucion","id_curso_perfil","carga_horaria","costo","mes","anio","num_cap_cer","total_ganancias","prediction(total_horas)"
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1725.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","bloqueo y etiquetado","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3551.0,12.0,761.04,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1726.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","brigadas contra incendio","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3554.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1727.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","brigadas contra incendio","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3555.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1734.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","control de derrames de sustancias peligrosas","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3562.0,12.0,761.04,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1735.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","control de derrames de sustancias peligrosas","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3563.0,12.0,761.04,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"educación y capacitación","presencial","31-12-2022","riobamba","chimborazo",1738.0,1607.0,7.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de formadores en espacios confinados","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3496.0,40.0,150.0,12.0,2022.0,69.59102674719585,32518.159058849335,1760.0
"educación y capacitación","presencial","31-12-2022","riobamba","chimborazo",1739.0,1607.0,7.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de formadores en espacios confinados","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3497.0,40.0,150.0,12.0,2022.0,69.59102674719585,32518.159058849335,1760.0
"educación y capacitación","presencial","31-12-2022","riobamba","chimborazo",1740.0,1607.0,7.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de formadores en manejo defensivo","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3498.0,40.0,150.0,12.0,2022.0,69.59102674719585,32518.159058849335,1760.0
"educación y capacitación","presencial","31-12-2022","riobamba","chimborazo",1741.0,1607.0,7.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de formadores en manejo defensivo","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3499.0,40.0,150.0,12.0,2022.0,69.59102674719585,32518.159058849335,1760.0
"educación y capacitación","presencial","31-12-2022","riobamba","chimborazo",1742.0,1607.0,7.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de formadores en trabajos en altura","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3504.0,40.0,150.0,12.0,2022.0,69.59102674719585,32518.159058849335,1760.0
"educación y capacitación","presencial","31-12-2022","riobamba","chimborazo",1743.0,1607.0,7.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de formadores en trabajos en altura","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3505.0,40.0,150.0,12.0,2022.0,69.59102674719585,32518.159058849335,1760.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1750.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","levantamiento mecánico de cargas","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3638.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1751.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","levantamiento mecánico de cargas","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3639.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1752.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","levantamiento mecánico de cargas","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3640.0,16.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,624.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1753.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","levantamiento mecánico de cargas","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3641.0,16.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,624.0
"forestal ecología y medio ambiente","presencial","31-12-2022","riobamba","chimborazo",1764.0,1607.0,7.0,31.0,"curso","manejo y conservación de recursos naturales","manejo y conservación de recursos naturales","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3540.0,40.0,760.8,12.0,2022.0,69.59102674719585,32518.159058849335,2000.0
"forestal ecología y medio ambiente","presencial","31-12-2022","riobamba","chimborazo",1765.0,1607.0,7.0,31.0,"curso","manejo y conservación de recursos naturales","manejo y conservación de recursos naturales","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3541.0,40.0,760.8,12.0,2022.0,69.59102674719585,32518.159058849335,2000.0
"forestal ecología y medio ambiente","online","31-12-2022","riobamba","chimborazo",1766.0,1607.0,7.0,31.0,"curso","manejo y conservación de recursos naturales","manejo y conservación de recursos naturales","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3718.0,40.0,180.0,12.0,2022.0,69.59102674719585,32518.159058849335,2000.0
"forestal ecología y medio ambiente","online","31-12-2022","riobamba","chimborazo",1767.0,1607.0,7.0,31.0,"curso","manejo y conservación de recursos naturales","manejo y conservación de recursos naturales","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3719.0,40.0,180.0,12.0,2022.0,69.59102674719585,32518.159058849335,2000.0
"alimentación gastronomía y turismo","presencial","31-12-2022","riobamba","chimborazo",1768.0,1607.0,7.0,31.0,"curso","elaboración tecnología y producción de alimentos","manipulación de alimentos","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3488.0,16.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,624.0
"alimentación gastronomía y turismo","presencial","31-12-2022","riobamba","chimborazo",1769.0,1607.0,7.0,31.0,"curso","elaboración tecnología y producción de alimentos","manipulación de alimentos","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3489.0,16.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,624.0
"forestal ecología y medio ambiente","presencial","31-12-2022","riobamba","chimborazo",1770.0,1607.0,7.0,31.0,"curso","gestión e impacto ambiental","plan de emergencias ambientales","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3528.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"forestal ecología y medio ambiente","presencial","31-12-2022","riobamba","chimborazo",1771.0,1607.0,7.0,31.0,"curso","gestión e impacto ambiental","plan de emergencias ambientales","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3529.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"forestal ecología y medio ambiente","online","31-12-2022","riobamba","chimborazo",1772.0,1607.0,7.0,31.0,"curso","gestión e impacto ambiental","plan de emergencias ambientales","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3714.0,8.0,20.0,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"forestal ecología y medio ambiente","online","31-12-2022","riobamba","chimborazo",1773.0,1607.0,7.0,31.0,"curso","gestión e impacto ambiental","plan de emergencias ambientales","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3715.0,8.0,20.0,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1778.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgo ergonómico","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3594.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1779.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgo ergonómico","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3595.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","online","31-12-2022","riobamba","chimborazo",1780.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgo ergonómico","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3710.0,8.0,20.0,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","online","31-12-2022","riobamba","chimborazo",1781.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgo ergonómico","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3711.0,8.0,20.0,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1782.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos en el manejo de productos químicos","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3646.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1783.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos en el manejo de productos químicos","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3647.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1784.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos en el manejo de productos químicos","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3648.0,16.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,624.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1785.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención de riesgos en el manejo de productos químicos","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3649.0,16.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,624.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1796.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención en el manejo de desechos hospitalarios","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3610.0,12.0,761.04,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1797.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención en el manejo de desechos hospitalarios","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3611.0,12.0,761.04,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1798.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención en el manejo de vehículos livianos / prevención en el manejo de vehículos pesados","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3658.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1799.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención en el manejo de vehículos livianos / prevención en el manejo de vehículos pesados","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3659.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1800.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención en el manejo de vehículos livianos / prevención en el manejo de vehículos pesados","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3660.0,16.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,960.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1801.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención en el manejo de vehículos livianos / prevención en el manejo de vehículos pesados","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3661.0,16.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,960.0
"procesos industriales","online","31-12-2022","riobamba","chimborazo",1802.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención en el manejo de vehículos livianos / prevención en el manejo de vehículos pesados","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3700.0,8.0,20.0,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","online","31-12-2022","riobamba","chimborazo",1803.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","prevención en el manejo de vehículos livianos / prevención en el manejo de vehículos pesados","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3701.0,8.0,20.0,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1804.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","reglamento de seguridad y salud - organismos paritarios","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3624.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","presencial","31-12-2022","riobamba","chimborazo",1805.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","reglamento de seguridad y salud - organismos paritarios","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3625.0,8.0,760.96,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"forestal ecología y medio ambiente","presencial","31-12-2022","riobamba","chimborazo",1806.0,1607.0,7.0,31.0,"curso","contaminación ambiental","supervisión ambiental","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3484.0,40.0,760.8,12.0,2022.0,69.59102674719585,32518.159058849335,2000.0
"forestal ecología y medio ambiente","presencial","31-12-2022","riobamba","chimborazo",1807.0,1607.0,7.0,31.0,"curso","contaminación ambiental","supervisión ambiental","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3485.0,40.0,760.8,12.0,2022.0,69.59102674719585,32518.159058849335,2000.0
"educación y capacitación","presencial","31-12-2022","riobamba","chimborazo",1808.0,1607.0,7.0,31.0,"curso","capacitación","supervisión hseq","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3482.0,40.0,150.0,12.0,2022.0,69.59102674719585,32518.159058849335,1760.0
"educación y capacitación","presencial","31-12-2022","riobamba","chimborazo",1809.0,1607.0,7.0,31.0,"curso","capacitación","supervisión hseq","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3483.0,40.0,150.0,12.0,2022.0,69.59102674719585,32518.159058849335,1760.0
"procesos industriales","online","31-12-2022","riobamba","chimborazo",1810.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","trabajo en espacios confinados","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3704.0,8.0,20.0,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"procesos industriales","online","31-12-2022","riobamba","chimborazo",1811.0,1607.0,7.0,31.0,"curso","seguridad prevención de riesgos e higiene industrial","trabajo en espacios confinados","organizacion hse ecuador ehsq c l","calificado","operador de capacitación","14-04-2022",3705.0,8.0,20.0,12.0,2022.0,69.59102674719585,32518.159058849335,688.0
"educación y capacitación","presencial","31-12-2021","manta","manabi",695.0,1613.0,6.0,31.0,"curso","idiomas","nivel básico a2 - inglés","ortega toala nelson eduardo","calificado","operador de capacitación","24-08-2021",2110.0,80.0,36.8,12.0,2021.0,69.59102674719585,32518.159058849335,2136.0
"educación y capacitación","presencial","31-12-2021","manta","manabi",696.0,1613.0,6.0,31.0,"curso","idiomas","nivel intermedio b2 - inglés","ortega toala nelson eduardo","calificado","operador de capacitación","24-08-2021",2111.0,120.0,429.6,12.0,2021.0,69.59102674719585,32518.159058849335,2136.0
"educación y capacitación","presencial","MISSING","manta","manabi",2065.0,1613.0,2142.0,31.0,"curso","idiomas","nivel intermedio b2 - inglés","ortega toala nelson eduardo","calificado","operador de capacitación","24-08-2021",2111.0,120.0,429.6,1.0,2023.0,69.59102674719585,32518.159058849335,2136.0
"administración y legislación","presencial","31-12-2021","ibarra","imbabura",697.0,1627.0,6.0,31.0,"curso","administración general","auditoria a la contratación pública","pablo oswaldo davila castro","calificado","operador de capacitación","6/10/2021",4627.0,20.0,1187.4,12.0,2021.0,69.59102674719585,32518.159058849335,660.0
"administración y legislación","presencial","31-12-2021","ibarra","imbabura",698.0,1627.0,6.0,31.0,"curso","administración general","escuela de formación en contratación pública i","pablo oswaldo davila castro","calificado","operador de capacitación","6/10/2021",4640.0,400.0,29688.0,12.0,2021.0,69.59102674719585,32518.159058849335,11096.0
"administración y legislación","presencial","31-12-2021","ibarra","imbabura",699.0,1627.0,6.0,31.0,"curso","administración general","escuela de formación en contratación pública ii","pablo oswaldo davila castro","calificado","operador de capacitación","6/10/2021",4641.0,200.0,14844.0,12.0,2021.0,69.59102674719585,32518.159058849335,11096.0
"administración y legislación","presencial","MISSING","ibarra","imbabura",1980.0,1627.0,2143.0,28.0,"curso","administración general","auditoria a la contratación pública","pablo oswaldo davila castro","calificado","operador de capacitación","6/10/2021",4627.0,20.0,1187.4,2.0,2023.0,69.59102674719585,32518.159058849335,660.0
"administración y legislación","presencial","31-12-2021","quito","pichincha",700.0,1665.0,6.0,31.0,"curso","administración general","desarrollo de habilidades y técnicas básicas e intermedias en administración y organización de farmacias","paucarina valles ana cristina","calificado","operador de capacitación","9/12/2021",2651.0,170.0,1168.898412698412,12.0,2021.0,69.59102674719585,32518.159058849335,8580.0
"educación y capacitación","presencial","31-12-2021","quito","pichincha",701.0,1665.0,6.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de instructores en desarrollo infantil","paucarina valles ana cristina","calificado","operador de capacitación","9/12/2021",2652.0,170.0,1168.898412698412,12.0,2021.0,69.59102674719585,32518.159058849335,8640.0
"administración y legislación","presencial","31-12-2019","quito","pichincha",1165.0,1665.0,4.0,31.0,"curso","administración general","desarrollo de habilidades y técnicas básicas e intermedias en administración y organización de farmacias","paucarina valles ana cristina","calificado","operador de capacitación","9/12/2021",2651.0,170.0,1168.898412698412,12.0,2019.0,69.59102674719585,32518.159058849335,8580.0
"educación y capacitación","presencial","31-12-2019","quito","pichincha",1166.0,1665.0,4.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación de instructores en desarrollo infantil","paucarina valles ana cristina","calificado","operador de capacitación","9/12/2021",2652.0,170.0,1168.898412698412,12.0,2019.0,69.59102674719585,32518.159058849335,8640.0
"artes y artesanía","presencial","31-12-2021","quito","pichincha",702.0,1693.0,6.0,31.0,"curso","artesanía","adornos para el hogar","pichincha humana","calificado","operador de capacitación","23-05-2021",3939.0,80.0,230.4,12.0,2021.0,69.59102674719585,32518.159058849335,8580.0
"artes y artesanía","presencial","31-12-2021","quito","pichincha",703.0,1693.0,6.0,31.0,"curso","artesanía","dibujo artístico","pichincha humana","calificado","operador de capacitación","23-05-2021",3940.0,32.0,528.64,12.0,2021.0,69.59102674719585,32518.159058849335,4096.0
"artes y artesanía","presencial","31-12-2021","quito","pichincha",704.0,1693.0,6.0,31.0,"curso","artesanía","pintura en óleo","pichincha humana","calificado","operador de capacitación","23-05-2021",3941.0,80.0,230.4,12.0,2021.0,69.59102674719585,32518.159058849335,8580.0
"educación y capacitación","presencial","31-12-2021","guayaquil","guayas",705.0,1840.0,6.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación en defensa personal","romero soriano juan lorenzo xavier","calificado","operador de capacitación","15-11-2021",647.0,40.0,150.0,12.0,2021.0,69.59102674719585,32518.159058849335,2760.0
"educación y capacitación","presencial","31-12-2021","guayaquil","guayas",706.0,1840.0,6.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación en gestión y dirección deportiva - artes marciales especialidad taekwondo","romero soriano juan lorenzo xavier","calificado","operador de capacitación","15-11-2021",644.0,40.0,150.0,12.0,2021.0,69.59102674719585,32518.159058849335,2760.0
"educación y capacitación","presencial","MISSING","guayaquil","guayas",2084.0,1840.0,2142.0,31.0,"curso","formación de instructores facilitadores monitores maestros guías formadores","formación en defensa personal","romero soriano juan lorenzo xavier","calificado","operador de capacitación","15-11-2021",647.0,40.0,150.0,1.0,2023.0,69.59102674719585,32518.159058849335,2760.0
"actividades de enseñanza","desconocida","31-12-2021","quito","pichincha",707.0,1850.0,6.0,31.0,"perfil","enseñanza","formación de formadores","rosero rosero ximena alexandra","calificado","operador de capacitación","1/3/2021",6343.0,6.0,250.0,12.0,2021.0,69.59102674719585,32518.159058849335,456.0
"artes y artesanía","presencial","31-12-2021","quito","pichincha",708.0,1860.0,6.0,31.0,"curso","peluquería y belleza barbería y estilismo","tecnificación en belleza integral y peluquería","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",346.0,500.0,16525.0,12.0,2021.0,69.59102674719585,32518.159058849335,8580.0
"artes y artesanía","presencial","31-12-2021","quito","pichincha",709.0,1860.0,6.0,31.0,"curso","cosmetología","tecnificación en cosmetología estética y técnicas alternativas","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",347.0,500.0,8260.0,12.0,2021.0,69.59102674719585,32518.159058849335,8580.0
"artes y artesanía","presencial","31-12-2021","quito","pichincha",710.0,1860.0,6.0,31.0,"curso","peluquería y belleza barbería y estilismo","tecnificación en maquillaje e imagen profesional","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",351.0,360.0,5947.2,12.0,2021.0,69.59102674719585,32518.159058849335,8580.0
"servicios socioculturales y a la comunidad","presencial","31-12-2021","quito","pichincha",711.0,1860.0,6.0,31.0,"curso","salud y medicina","tecnificación en masajes","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",353.0,360.0,5947.2,12.0,2021.0,69.59102674719585,32518.159058849335,8580.0
"artes y artesanía","presencial","MISSING","quito","pichincha",2110.0,1860.0,2142.0,31.0,"curso","peluquería y belleza barbería y estilismo","tecnificación en belleza integral y peluquería","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",346.0,500.0,16525.0,1.0,2023.0,69.59102674719585,32518.159058849335,8580.0
"artes y artesanía","presencial","MISSING","quito","pichincha",2002.0,1860.0,2142.0,31.0,"curso","cosmetología","tecnificación en cosmetología estética y técnicas alternativas","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",347.0,500.0,8260.0,1.0,2023.0,69.59102674719585,32518.159058849335,8580.0
"servicios socioculturales y a la comunidad","presencial","31-12-2019","quito","pichincha",1167.0,1860.0,4.0,31.0,"curso","salud y medicina","tecnificación en masajes","rueda fierro walter santiago","calificado","operador de capacitación","1/3/2021",353.0,360.0,5947.2,12.0,2019.0,69.59102674719585,32518.159058849335,8580.0
"administración y legislación","presencial","31-12-2021","guayaquil","guayas",712.0,1870.0,6.0,31.0,"curso","gestión de la calidad","formación auditor interno iso 37001:2016","s.g.s. del ecuador s.a.","calificado","operador de capacitación","29-12-2021",2053.0,24.0,280.08,12.0,2021.0,69.59102674719585,32518.159058849335,1024.0
"administración y legislación","online","31-12-2021","guayaquil","guayas",713.0,1870.0,6.0,31.0,"curso","gestión de la calidad","formación auditor interno iso 37001:2016","s.g.s. del ecuador s.a.","calificado","operador de capacitación","29-12-2021",2064.0,24.0,165.02095238095228,12.0,2021.0,69.59102674719585,32518.159058849335,1536.0
"administración y legislación","online","31-12-2021","guayaquil","guayas",714.0,1870.0,6.0,31.0,"curso","gestión de la calidad","formación auditor interno sistemas integrados (iso 14001, iso 45001, iso 9001)","s.g.s. del ecuador s.a.","calificado","operador de capacitación","29-12-2021",2066.0,24.0,165.02095238095228,12.0,2021.0,69.59102674719585,32518.159058849335,1536.0
"administración y legislación","online","31-12-2021","guayaquil","guayas",715.0,1870.0,6.0,31.0,"curso","gestión de la calidad","introducción iso 37001:2016","s.g.s. del ecuador s.a.","calificado","operador de capacitación","29-12-2021",2065.0,22.0,151.26920634920626,12.0,2021.0,69.59102674719585,32518.159058849335,1536.0
"administración y legislación","presencial","MISSING","guayaquil","guayas",1948.0,1870.0,2142.0,31.0,"curso","gestión de la calidad","formación auditor interno iso 37001:2016","s.g.s. del ecuador s.a.","calificado","operador de capacitación","29-12-2021",2053.0,24.0,280.08,1.0,2023.0,69.59102674719585,32518.159058849335,1024.0
"administración y legislación","presencial","31-12-2021","quito","pichincha",716.0,1929.0,6.0,31.0,"curso","gestión de la calidad","auditoría iso 9001: 2015","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",326.0,16.0,110.0139682539682,12.0,2021.0,69.59102674719585,32518.159058849335,1264.0
"administración y legislación","presencial","31-12-2021","quito","pichincha",717.0,1929.0,6.0,31.0,"curso","administración general","compras públicas y módulo facilitador ushay","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",316.0,8.0,55.006984126984094,12.0,2021.0,69.59102674719585,32518.159058849335,448.0
"administración y legislación","presencial","31-12-2021","quito","pichincha",718.0,1929.0,6.0,31.0,"curso","evaluación de proyectos","dirección de proyectos","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",329.0,16.0,110.0139682539682,12.0,2021.0,69.59102674719585,32518.159058849335,1264.0
"finanzas comercio y ventas","presencial","31-12-2021","quito","pichincha",719.0,1929.0,6.0,31.0,"curso","trámites de exportación e importación","importaciones desde china","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",321.0,8.0,528.72,12.0,2021.0,69.59102674719585,32518.159058849335,458.0
"administración y legislación","presencial","31-12-2021","quito","pichincha",720.0,1929.0,6.0,31.0,"curso","gestión del talento humano","liderazgo y gerencia para ejecutivos","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",314.0,12.0,82.51047619047614,12.0,2021.0,69.59102674719585,32518.159058849335,876.0
"transporte y logística","presencial","31-12-2021","quito","pichincha",721.0,1929.0,6.0,31.0,"curso","manejo integral de bodegas y almacenes","manejo de bodegas y control de inventarios","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",324.0,13.0,286.39,12.0,2021.0,69.59102674719585,32518.159058849335,876.0
"finanzas comercio y ventas","presencial","31-12-2021","quito","pichincha",722.0,1929.0,6.0,31.0,"curso","comercio exterior y cambios","operaciones del comercio exterior con ecuapass","sbsmorrigan s.a.","calificado","operador de capacitación","25-08-2021",320.0,8.0,528.72,12.0,2021.0,69.59102674719585,32518.159058849335,458.0
