id_oc,id_curso_perfil,id_fecha,num_cap_cer,total_cursos,volumen_capacitados,total_horas,total_ganancias
361,3384,2,230,10,385,2760,
361,3384,0,583,17,840,6996,
361,3385,2,15,10,385,120,
361,3385,0,5,17,840,40,
361,3352,2,45,10,385,900,
361,3395,2,1,10,385,12,
361,3395,0,9,17,840,108,
361,3398,2,19,10,385,228,
361,3398,0,10,17,840,120,
148,1392,2,10,9,186,120,
148,1393,2,36,9,186,432,
148,1391,2,10,9,186,120,
148,1351,2,10,9,186,320,
148,1361,2,14,9,186,336,
148,1396,2,8,9,186,144,
88,4948,2,32,3,103,0,0.0
140,1187,2,37,2,99,4440,
140,1203,2,37,2,99,4440,
140,1209,2,37,2,99,4440,
140,1188,2,62,2,99,2480,
479,5060,2,35,3,116,0,
44,468,2,28,2,29,9072,
44,468,0,20,1,20,6480,
44,468,3,11,2,12,3564,
449,4180,2,6,9,65,240,
471,4552,2,83,3,219,9960,
471,4553,2,122,3,219,14640,
471,4554,2,14,3,219,1680,
101,958,4,19,5,175,9652,
101,961,4,19,5,175,9652,
101,964,4,77,5,175,12936,
101,965,4,77,5,175,12936,
101,959,4,40,5,175,6880,
101,963,4,40,5,175,6880,
101,960,4,29,5,175,4872,
101,962,4,29,5,175,4872,
103,1002,4,133,22,2850,4256,41155.52
103,997,4,6,22,2850,192,
103,991,4,194,22,2850,6208,
103,993,4,139,22,2850,4448,
103,992,4,175,22,2850,5600,
103,1004,4,46,22,2850,1472,
103,986,4,58,22,2850,1856,17947.52
103,1003,4,107,22,2850,3424,
103,981,4,112,22,2850,3584,
103,994,4,20,22,2850,640,
103,995,4,21,22,2850,672,
103,996,4,31,22,2850,992,
103,974,4,10,22,2850,320,
103,982,4,6,22,2850,192,
103,973,4,396,22,2850,12672,
103,980,4,357,22,2850,11424,
103,978,4,201,22,2850,6432,62197.44
103,979,4,178,22,2850,5696,22784.0
103,972,4,340,22,2850,10880,
103,977,4,173,22,2850,5536,53533.12
103,987,4,141,22,2850,4512,
103,998,4,6,22,2850,192,
149,1407,4,189,3,435,3780,
116,1138,4,6,1,6,240,
108,1041,4,64,3,81,1280,
108,1043,4,2,3,81,120,
71,840,4,13,2,66,312,
71,839,4,53,2,66,848,
105,1015,4,26,4,91,9568,
105,1016,4,26,4,91,5616,
105,1017,4,20,4,91,5040,
105,1018,4,19,4,91,2508,24252.36
169,1728,4,22,56,3423,176,
169,1726,4,164,56,3423,1312,
169,1727,4,170,56,3423,1360,
169,1729,4,35,56,3423,420,7610.4
151,1417,0,8,6,36,320,
151,1417,3,7,5,16,280,
151,1417,1,5,4,21,200,
466,4500,0,1,7,19,267,
461,4405,0,39,5,159,312,
461,4407,0,4,5,159,32,
461,4409,0,40,5,159,320,
461,4406,0,59,5,159,472,
111,1068,0,39,5,203,1560,6240.0
111,1068,3,24,5,130,960,3840.0
111,1068,1,51,8,241,2040,8160.0
111,1070,0,33,5,203,1320,5577.0
111,1070,3,19,5,130,760,3211.0
111,1070,1,19,8,241,760,3211.0
111,1069,0,46,5,203,1840,7360.0
111,1069,1,42,8,241,1680,6720.0
152,1429,0,24,4,71,480,
152,1426,0,7,4,71,140,
161,1540,0,20,18,780,200,
161,1543,0,106,18,780,1060,
161,1543,3,1,3,3,10,
161,1544,0,24,18,780,240,
161,1545,0,146,18,780,1460,
161,1546,0,26,18,780,260,
161,1541,0,147,18,780,1470,
161,1542,0,115,18,780,1150,
161,1542,3,1,3,3,10,
161,1539,0,56,18,780,560,
307,2647,0,29,1,29,232,
307,2647,1,21,10,1580,168,
50,569,0,11,3,226,88,
375,3603,0,3,12,202,360,3481.2000000000003
440,4074,0,24,4,107,720,
440,4074,3,40,7,397,1200,
440,4073,0,9,4,107,270,
440,4073,3,9,7,397,270,
440,4067,0,33,4,107,990,6603.3
440,4067,3,36,7,397,1080,7203.599999999999
40,438,0,56,9,321,896,
40,440,0,16,9,321,224,
40,444,0,56,9,321,448,
40,446,0,7,9,321,70,
40,446,1,7,3,16,70,
40,439,0,15,9,321,120,
40,439,7,1,1,1,8,
40,442,0,50,9,321,600,
40,443,0,30,9,321,900,
40,443,1,8,3,16,240,
40,441,0,60,9,321,1920,
39,4946,0,5,1,5,0,
39,4946,1,10,1,10,0,
332,3119,0,21,54,1783,168,
332,3119,3,51,27,1271,408,
332,3119,1,134,39,2842,1072,
332,3193,0,21,54,1783,168,
332,3193,3,51,27,1271,408,
332,3193,1,134,39,2842,1072,
332,3120,0,21,54,1783,168,
332,3120,1,176,39,2842,1408,
332,3098,0,2,54,1783,60,
332,3099,0,26,54,1783,1040,
332,3099,3,17,27,1271,680,
332,3099,1,50,39,2842,2000,
332,3093,0,12,54,1783,1440,
332,3093,3,25,27,1271,3000,
332,3093,1,161,39,2842,19320,
332,3198,0,12,54,1783,1440,
332,3198,3,25,27,1271,3000,
332,3198,1,161,39,2842,19320,
332,3127,0,32,54,1783,256,
332,3102,0,66,54,1783,528,
332,3102,3,20,27,1271,160,
332,3102,1,30,39,2842,240,
332,3189,0,66,54,1783,528,
332,3189,3,20,27,1271,160,
332,3189,1,30,39,2842,240,
332,3133,0,17,54,1783,136,
332,3105,0,33,54,1783,264,
332,3135,0,192,54,1783,1536,
332,3135,3,43,27,1271,344,
332,3135,1,277,39,2842,2216,
332,3188,0,192,54,1783,1536,
332,3188,3,43,27,1271,344,
332,3188,1,277,39,2842,2216,
332,3140,0,34,54,1783,272,
332,3140,3,369,27,1271,2952,
332,3140,1,178,39,2842,1424,
332,3191,0,4,54,1783,32,
332,3191,3,26,27,1271,208,
332,3191,1,56,39,2842,448,
332,3180,0,10,54,1783,80,
332,3180,3,7,27,1271,56,
332,3180,1,133,39,2842,1064,
332,3181,0,10,54,1783,160,
332,3181,3,7,27,1271,112,
332,3181,1,133,39,2842,2128,
332,3182,0,10,54,1783,240,
332,3182,3,7,27,1271,168,
332,3182,1,133,39,2842,3192,
361,3369,0,21,17,840,252,
361,3341,0,6,17,840,96,307.999999968
361,3346,0,10,17,840,300,
361,3393,0,79,17,840,632,
361,3356,0,16,17,840,320,
5,34,0,35,1,35,8400,
5,34,1,66,1,66,15840,
5,36,0,35,1,35,6300,
5,36,1,66,1,66,11880,
51,4953,3,256,2,290,0,
51,578,3,34,2,290,680,
155,1457,3,4,7,207,40,
209,2233,3,4,10,205,64,
209,2230,3,33,10,205,528,
209,2236,3,64,10,205,1024,
209,2259,3,13,10,205,156,2301.0
209,2225,3,31,10,205,248,
209,2228,3,5,10,205,60,
209,2234,3,15,10,205,120,
209,2238,3,6,10,205,48,
209,2235,3,17,10,205,136,
212,2267,3,2,2,54,80,
212,2267,1,10,3,75,400,
364,3425,3,6,3,21,1728,
111,1066,3,44,5,130,1760,11739.2
111,1066,1,27,8,241,1080,7203.6
367,3471,3,18,19,1605,288,
312,2738,3,6,7,29,720,
312,2738,1,72,3,80,8640,
175,1779,3,94,6,332,3760,
175,1773,3,90,6,332,1800,
175,1775,3,11,6,332,220,
175,1776,3,124,6,332,2480,
175,1777,3,12,6,332,240,
281,4936,3,71,5,130,0,
7,42,3,22,3,33,2640,
7,42,1,90,5,400,10800,
7,45,3,8,3,33,320,
7,45,1,274,5,400,10960,
7,46,3,8,3,33,320,
7,46,1,274,5,400,10960,
324,2935,3,18,5,118,720,10620.0
324,2927,3,18,5,118,720,
324,2936,3,18,5,118,720,
324,2934,3,19,5,118,760,
324,2929,3,41,5,118,1640,24190.0
324,2932,3,41,5,118,1640,24190.0
440,4076,3,8,7,397,240,799.2
322,2901,3,5,4,20,600,
213,2273,3,2,42,244,80,
213,2273,1,62,6,382,2480,
213,2272,3,2,42,244,80,
213,2272,1,62,6,382,2480,
11,100,3,25,11,680,400,5900.0
11,105,3,6,11,680,48,
11,143,3,51,11,680,918,
157,1495,3,33,5,271,396,
157,1512,3,40,5,271,1200,
157,1512,1,74,11,364,2220,
157,1505,3,43,5,271,774,
157,1505,1,51,11,364,918,
377,3628,3,20,9,238,240,
113,1123,3,24,14,336,768,
113,1122,3,14,14,336,336,
48,499,3,46,5,86,1840,
48,500,3,46,5,86,1840,
48,501,3,46,5,86,1840,
201,2009,3,13,1,13,130,
332,3161,3,9,27,1271,72,
332,3161,1,39,39,2842,312,
332,3162,3,9,27,1271,144,
332,3162,1,39,39,2842,624,
332,3194,3,9,27,1271,72,
332,3194,1,39,39,2842,312,
332,3080,3,14,27,1271,420,
332,3165,3,40,27,1271,320,
332,3165,1,482,39,2842,3856,
332,3166,3,40,27,1271,640,
332,3166,1,482,39,2842,7712,
332,3167,3,40,27,1271,960,
332,3167,1,482,39,2842,11568,
27,322,3,7,12,116,84,
453,4232,3,15,4,59,600,
453,4230,3,31,4,59,558,
331,3076,1,2,4,75,80,
331,3069,1,26,4,75,1040,
331,5006,1,44,4,75,0,
331,3075,1,3,4,75,120,
115,1134,1,4,3,18,96,384.0
172,1737,1,87,5,240,1044,
311,4937,1,30,2,60,0,
151,1421,1,2,4,21,128,
151,1418,1,7,4,21,280,
151,1416,1,7,4,21,364,
212,2268,1,6,3,75,240,3540.0
20,243,1,19,13,348,380,
20,270,1,50,13,348,800,
20,254,1,33,13,348,792,
20,239,1,90,13,348,10800,
20,272,1,20,13,348,320,
20,244,1,8,13,348,160,
20,257,1,6,13,348,48,
20,241,1,29,13,348,580,
20,266,1,5,13,348,200,
20,271,1,40,13,348,800,
20,253,1,35,13,348,560,
20,245,1,7,13,348,140,
20,263,1,6,13,348,48,
156,1487,1,32,4,39,1280,
106,1020,1,1,8,582,8,
106,1023,1,2,8,582,16,
106,1025,1,24,8,582,192,
106,1035,1,24,8,582,192,
106,1032,1,201,8,582,8040,
106,1034,1,230,8,582,9200,
106,1036,1,230,8,582,9200,
106,1028,1,60,8,582,960,
106,1031,1,40,8,582,640,
106,1029,1,24,8,582,192,
216,2291,1,13,13,2079,520,
216,2297,1,195,13,2079,1560,
216,2294,1,12,13,2079,480,
216,2292,1,104,13,2079,4160,
216,2296,1,176,13,2079,7040,
216,2293,1,300,13,2079,12000,
470,4548,1,475,3,619,19000,
470,4547,1,42,3,619,1680,
470,4546,1,102,3,619,4080,
317,2791,1,10,2,19,380,2614.4
317,2790,1,9,2,19,342,
214,2277,1,793,1,793,456768,
6,5012,1,42,4,220,0,
6,5086,1,42,4,220,0,
338,3283,1,3,30,786,720,
338,3270,1,3,30,786,288,
338,3234,1,1,30,786,160,
338,3292,1,1,30,786,160,
338,3296,1,30,30,786,1350,
338,3297,1,30,30,786,1350,
338,3278,1,55,30,786,13200,
338,3240,1,1,30,786,48,
338,3263,1,6,30,786,720,4953.6
338,3273,1,1,30,786,80,
338,3284,1,66,30,786,12672,
338,3252,1,1,30,786,45,
338,3256,1,1,30,786,480,
338,3254,1,9,30,786,405,
338,3299,1,9,30,786,405,
338,3285,1,1,30,786,120,
338,3269,1,1,30,786,96,
338,3303,1,32,30,786,1920,
338,3276,1,6,30,786,144,
338,3272,1,473,30,786,22704,
338,3294,1,473,30,786,22704,
338,3304,1,13,30,786,780,
338,3291,1,8,30,786,4800,
338,3312,1,8,30,786,960,
338,3289,1,20,30,786,4800,
338,3295,1,20,30,786,2400,
338,3290,1,8,30,786,2880,
338,3311,1,8,30,786,960,
338,3288,1,16,30,786,7680,
338,3310,1,16,30,786,1920,
338,3243,1,6,30,786,360,
338,3248,1,1,30,786,40,
316,2785,1,320,2,854,16000,
316,2786,1,320,2,854,16000,
316,2783,1,534,2,854,83304,
316,2784,1,534,2,854,83304,
53,590,1,7,2,29,168,
53,597,1,22,2,29,880,
104,1014,1,63,11,580,2016,
104,1007,1,10,11,580,80,
104,1008,1,21,11,580,336,
79,920,1,9,14,96,360,5310.0
79,921,1,9,14,96,576,8496.0
79,945,1,12,14,96,240,
79,942,1,4,14,96,64,
79,941,1,3,14,96,60,
79,932,1,15,14,96,300,
79,948,1,1,14,96,20,
79,928,1,6,14,96,240,2320.8
79,929,1,6,14,96,384,3713.2799999999997
79,934,1,16,14,96,320,
79,926,1,1,14,96,40,550.0
79,950,1,2,14,96,80,773.6
79,939,1,5,14,96,100,
79,937,1,7,14,96,280,
79,940,1,4,14,96,96,
79,936,1,11,14,96,220,
308,2656,1,15,35,1795,360,
308,2667,1,46,35,1795,552,
308,2694,1,46,35,1795,552,
308,2678,1,13,35,1795,104,
308,2665,1,12,35,1795,96,
308,2686,1,108,35,1795,864,
308,2674,1,11,35,1795,88,
308,2662,1,19,35,1795,342,
308,2659,1,38,35,1795,304,
308,2664,1,21,35,1795,252,
308,2691,1,434,35,1795,5208,
308,2684,1,603,35,1795,7236,
308,2666,1,61,35,1795,732,
308,2693,1,61,35,1795,732,
308,2675,1,92,35,1795,736,
308,2685,1,135,35,1795,1620,
308,2692,1,135,35,1795,1620,
111,1067,1,24,8,241,960,17395.2
111,1071,1,11,8,241,440,1760.0
111,1072,1,24,8,241,960,3840.0
320,2889,1,24,4,94,9792,
320,2885,1,16,4,94,768,
320,2887,1,8,4,94,384,
320,4878,1,46,4,94,0,
412,3917,1,34,4,132,1360,
412,3923,1,34,4,132,1360,
412,3919,1,57,4,132,7980,
412,3924,1,57,4,132,7980,
412,3916,1,12,4,132,480,
412,3922,1,12,4,132,480,
402,3690,1,30,55,5435,240,
402,3731,1,3,55,5435,60,
402,3801,1,3,55,5435,60,
402,3691,1,26,55,5435,208,
402,3791,1,28,55,5435,224,
402,3795,1,28,55,5435,224,
402,3740,1,1,55,5435,20,
402,3779,1,1,55,5435,20,
402,3734,1,8,55,5435,160,2360.0
402,3777,1,8,55,5435,160,2360.0
402,3692,1,40,55,5435,320,
402,3693,1,16,55,5435,128,
402,3694,1,28,55,5435,224,
402,3707,1,21,55,5435,168,
402,3708,1,65,55,5435,520,
402,3726,1,2,55,5435,20,
402,3759,1,2,55,5435,20,
402,3705,1,168,55,5435,3360,
402,3752,1,168,55,5435,3360,32491.2
402,3729,1,1,55,5435,20,
402,3762,1,1,55,5435,20,
402,3793,1,36,55,5435,288,3024.0
402,3797,1,36,55,5435,288,
402,3706,1,464,55,5435,9280,
402,3753,1,464,55,5435,9280,
402,3799,1,35,55,5435,280,
402,3806,1,35,55,5435,280,
402,3810,1,8,55,5435,120,384.99999996
402,3811,1,8,55,5435,120,384.99999996
402,3800,1,1,55,5435,8,84.0
402,3807,1,1,55,5435,8,84.0
402,3728,1,392,55,5435,15680,
402,3761,1,392,55,5435,15680,
402,3710,1,35,55,5435,560,
402,3741,1,17,55,5435,170,
402,3780,1,17,55,5435,170,
402,3802,1,4,55,5435,32,
402,3721,1,278,55,5435,2224,
402,3754,1,278,55,5435,2224,
402,3675,1,297,55,5435,2376,
402,3712,1,297,55,5435,2376,
402,3702,1,178,55,5435,1424,
402,3749,1,178,55,5435,1424,
402,3676,1,179,55,5435,1432,
402,3713,1,179,55,5435,1432,
402,3725,1,4,55,5435,32,
402,3758,1,4,55,5435,32,
402,3704,1,90,55,5435,1800,
402,3751,1,90,55,5435,1800,
402,3727,1,115,55,5435,1150,
402,3760,1,115,55,5435,1150,
402,3764,1,1,55,5435,10,
402,3804,1,1,55,5435,10,
402,3792,1,42,55,5435,336,
402,3796,1,42,55,5435,336,
402,3747,1,26,55,5435,260,
402,3786,1,26,55,5435,260,
402,3790,1,1,55,5435,20,62.400000000000006
402,3805,1,1,55,5435,20,62.400000000000006
402,3755,1,182,55,5435,1456,
402,3722,1,19,55,5435,152,
402,3808,1,254,55,5435,2032,
402,3812,1,254,55,5435,2032,
402,3680,1,306,55,5435,2448,
402,3717,1,306,55,5435,2448,
402,3716,1,69,55,5435,552,
402,3724,1,47,55,5435,376,
402,3757,1,47,55,5435,376,
402,3756,1,18,55,5435,144,
402,3681,1,1,55,5435,8,
402,3719,1,1,55,5435,8,
402,3682,1,516,55,5435,4128,
402,3720,1,516,55,5435,8256,
402,3684,1,102,55,5435,816,
402,3696,1,102,55,5435,816,
402,3743,1,97,55,5435,1940,
402,3782,1,97,55,5435,1940,
402,3742,1,271,55,5435,5420,
402,3781,1,271,55,5435,5420,
402,3739,1,8,55,5435,64,
402,3768,1,8,55,5435,64,
402,3738,1,11,55,5435,88,
402,3767,1,11,55,5435,88,
402,3697,1,5,55,5435,40,
402,3686,1,5,55,5435,40,
402,3698,1,5,55,5435,40,
402,3687,1,5,55,5435,40,
402,3699,1,5,55,5435,40,
402,3744,1,1,55,5435,20,
402,3783,1,1,55,5435,20,
402,3689,1,519,55,5435,10380,
402,3701,1,519,55,5435,10380,
402,3735,1,2,55,5435,20,
402,3778,1,2,55,5435,20,
402,3703,1,357,55,5435,7140,
402,3750,1,357,55,5435,7140,
183,5081,1,210,4,366,0,
344,2843,1,12,1,12,768,
314,2770,1,8,5,193,384,
314,2775,1,8,5,193,384,
314,2766,1,123,5,193,8856,
314,2772,1,123,5,193,8856,
314,2767,1,34,5,193,2448,
314,2771,1,34,5,193,2448,
314,2768,1,23,5,193,1656,
314,2773,1,23,5,193,1656,
314,2769,1,5,5,193,360,
314,2774,1,5,5,193,360,
160,1533,1,7,1,7,840,
152,1433,1,53,4,105,1060,
152,1422,1,10,4,105,150,
152,1440,1,4,4,105,80,
152,1439,1,38,4,105,760,
312,2740,1,4,3,80,240,
301,2585,1,1,27,708,115,
301,2587,1,19,27,708,2185,
301,4944,1,241,27,708,0,
321,2900,1,11,6,96,440,
321,2897,1,35,6,96,1400,
321,2896,1,6,6,96,240,
321,2895,1,15,6,96,600,5802.0
321,2898,1,20,6,96,400,
321,2899,1,20,6,96,400,
321,2892,1,9,6,96,180,
321,2893,1,9,6,96,180,
330,3068,1,6,5,64,54,
330,3062,1,8,5,64,360,
330,3063,1,13,5,64,689,
330,3066,1,34,5,64,1020,
330,3064,1,3,5,64,24,
62,706,1,38,14,1310,304,
62,708,1,313,14,1310,6260,
62,710,1,434,14,1310,3472,
62,734,1,41,14,1310,328,
62,741,1,41,14,1310,328,
62,738,1,17,14,1310,272,
62,742,1,17,14,1310,272,
62,737,1,11,14,1310,88,
62,743,1,11,14,1310,88,
62,736,1,6,14,1310,240,
62,731,1,29,14,1310,580,
62,717,1,13,14,1310,156,
62,719,1,128,14,1310,1024,
62,720,1,31,14,1310,248,
62,721,1,31,14,1310,496,
62,723,1,168,14,1310,2016,
62,725,1,73,14,1310,876,
62,735,1,8,14,1310,64,
307,2649,1,538,10,1580,11836,
307,2648,1,734,10,1580,5872,
307,2645,1,22,10,1580,1320,
300,2582,1,261,7,1657,46980,
300,2577,1,362,7,1657,195480,
300,2579,1,362,7,1657,97740,
300,2583,1,152,7,1657,27360,
300,2578,1,297,7,1657,106920,
300,2580,1,297,7,1657,53460,
300,2581,1,287,7,1657,103320,
300,2584,1,273,7,1657,70980,
219,2320,1,39,6,94,3744,
219,2329,1,2,6,94,240,
219,2325,1,13,6,94,2600,
219,2326,1,26,6,94,5200,
219,2317,1,7,6,94,840,
219,2324,1,7,6,94,1400,
50,562,1,13,5,323,104,
50,555,1,18,5,323,144,
50,564,1,10,5,323,260,
50,552,1,281,5,323,2248,
518,4830,1,21,21,1300,2100,
518,4827,1,91,21,1300,18200,
518,4828,1,92,21,1300,9200,
518,4829,1,96,21,1300,9600,
339,3317,1,1,13,758,8,
76,904,1,25,5,245,500,
76,905,1,25,5,245,500,
76,900,1,22,5,245,880,
76,901,1,22,5,245,880,
76,902,1,22,5,245,880,
76,882,1,79,5,245,632,
76,883,1,79,5,245,1264,
76,888,1,79,5,245,790,
76,903,1,40,5,245,400,
511,4753,1,6,8,509,2850,
511,4757,1,4,8,509,2400,
313,2765,1,3,3,34,480,
171,1734,1,51,7,187,6120,
171,1736,1,6,7,187,720,
171,1735,1,38,7,187,4560,
75,863,1,31,4,94,496,
75,862,1,17,4,94,136,
75,865,1,36,4,94,432,
75,870,1,10,4,94,80,
231,2432,1,4,4,76,2400,
231,2429,1,17,4,76,5100,
231,2430,1,21,4,76,6300,
231,2431,1,34,4,76,20400,
326,2975,1,135,18,1462,12960,
326,2976,1,135,18,1462,12960,
326,2989,1,15,18,1462,960,
326,2985,1,37,18,1462,2368,
326,2986,1,37,18,1462,2368,
326,5076,1,169,18,1462,0,
326,2970,1,26,18,1462,1664,
326,2971,1,26,18,1462,1664,
326,2968,1,24,18,1462,1536,
326,2969,1,24,18,1462,1536,
326,2973,1,50,18,1462,3200,
326,2974,1,50,18,1462,3200,
326,2991,1,8,18,1462,512,
306,2644,1,310,1,310,37200,
254,4969,1,35,4,192,0,
7,44,1,27,5,400,1080,
7,43,1,3,5,400,150,
7,41,1,6,5,400,3000,
327,3045,1,26,1,26,4680,
327,3046,1,26,1,26,4680,
141,1232,1,29,3,195,1160,
141,1236,1,72,3,195,2880,
141,1238,1,94,3,195,3760,55460.0
41,453,1,26,2,44,1040,
37,408,1,52,9,120,1040,
37,409,1,5,9,120,40,
37,414,1,5,9,120,120,
37,422,1,4,9,120,32,
37,415,1,13,9,120,312,
37,418,1,29,9,120,232,
37,419,1,29,9,120,928,
37,411,1,3,9,120,24,
29,343,1,28,3,94,1120,
145,1310,1,21,1,21,8400,
342,5052,1,42,5,117,0,
342,5003,1,14,5,117,0,
213,2271,1,62,6,382,2480,
507,4688,1,16,3,90,2880,
507,4689,1,18,3,90,6480,
507,4690,1,56,3,90,14560,
237,2552,1,6,4,34,120,
157,1500,1,8,11,364,320,
157,1507,1,75,11,364,1350,
157,1509,1,32,11,364,1280,
157,1501,1,8,11,364,320,
157,1508,1,61,11,364,732,
157,1504,1,52,11,364,832,
508,4700,1,7,4,237,140,
508,4703,1,84,4,237,3360,
508,4709,1,120,4,237,5760,
508,4713,1,26,4,237,624,
3,26,1,15,1,15,900,
15,199,1,16,7,78,3456,
15,200,1,18,7,78,3888,
15,198,1,2,7,78,184,
15,203,1,1,7,78,92,
15,201,1,6,7,78,552,
15,4960,1,19,7,78,0,
15,4959,1,16,7,78,0,
309,2696,1,9,5,887,1350,
309,2697,1,10,5,887,480,
309,2695,1,17,5,887,680,
309,2698,1,491,5,887,15712,
309,2701,1,491,5,887,15712,
309,2699,1,360,5,887,17280,
309,2702,1,360,5,887,17280,
328,3051,1,40,2,41,2800,29400.0
328,3050,1,1,2,41,70,
332,3094,1,1,39,2842,30,
332,3115,1,21,39,2842,252,
332,3117,1,86,39,2842,688,
332,3121,1,2,39,2842,24,
332,3088,1,6,39,2842,240,
332,3089,1,32,39,2842,1280,
332,3092,1,28,39,2842,1120,
332,3159,1,28,39,2842,224,
332,3160,1,28,39,2842,448,
332,3110,1,119,39,2842,4760,
332,3199,1,119,39,2842,4760,
332,3084,1,16,39,2842,256,
332,3104,1,26,39,2842,208,
332,3197,1,26,39,2842,208,
332,3137,1,10,39,2842,80,
332,3195,1,10,39,2842,80,
332,3163,1,37,39,2842,296,
332,3164,1,37,39,2842,592,
332,3145,1,9,39,2842,108,
332,3169,1,327,39,2842,2616,
332,3170,1,327,39,2842,5232,
332,3190,1,327,39,2842,2616,
332,3152,1,20,39,2842,160,
332,3082,1,19,39,2842,760,
332,3081,1,44,39,2842,1760,
332,3192,1,42,39,2842,336,
207,2211,1,1,12,865,20,
207,2209,1,45,12,865,900,
207,2214,1,19,12,865,380,
207,2208,1,117,12,865,2340,
207,2212,1,338,12,865,6760,
207,2210,1,10,12,865,200,
207,2207,1,51,12,865,1020,
207,2206,1,88,12,865,1760,
207,2213,1,193,12,865,3860,
43,463,1,14,2,30,560,
43,466,1,16,2,30,640,
8,47,1,25,3,80,8975,
8,48,1,33,3,80,11847,
8,50,1,22,3,80,6600,
226,2377,1,5,7,104,120,
226,2374,1,20,7,104,480,
226,2390,1,20,7,104,800,
226,2375,1,11,7,104,264,
226,2391,1,11,7,104,440,
226,2376,1,40,7,104,1600,15472.0
226,2382,1,3,7,104,72,
226,2379,1,7,7,104,168,
226,2381,1,18,7,104,432,
226,2393,1,18,7,104,720,
222,2345,1,30,9,450,240,
222,2349,1,10,9,450,80,
222,2358,1,12,9,450,240,
222,2348,1,202,9,450,2424,
222,2346,1,51,9,450,1224,
222,2360,1,86,9,450,860,
222,2343,1,24,9,450,192,
109,1056,1,67,5,146,36850,
109,1055,1,40,5,146,2800,
109,1060,1,9,5,146,540,
109,1047,1,10,5,146,200,
74,858,1,75,2,227,750,
74,860,1,75,2,227,750,
74,859,1,152,2,227,1520,
74,861,1,152,2,227,1520,
168,1700,1,16,14,485,3840,
168,1664,1,6,14,485,240,
168,1665,1,6,14,485,240,
168,1622,1,66,14,485,2640,
168,1637,1,66,14,485,2640,
168,1649,1,9,14,485,360,
168,1652,1,29,14,485,1160,
168,1701,1,29,14,485,464,
168,1629,1,5,14,485,200,
168,1642,1,5,14,485,200,
168,1624,1,23,14,485,920,
168,1630,1,6,14,485,240,
168,1643,1,6,14,485,240,
168,1632,1,5,14,485,200,
168,1645,1,5,14,485,200,
168,1626,1,112,14,485,4480,
168,1640,1,112,14,485,4480,
168,1703,1,112,14,485,2240,
168,1655,1,30,14,485,1200,
168,1657,1,15,14,485,600,
168,1704,1,15,14,485,240,
168,1690,1,116,14,485,928,
168,1691,1,116,14,485,928,
168,1633,1,47,14,485,1880,
168,1646,1,47,14,485,1880,
47,485,1,42,2,75,5040,16783.2
47,486,1,42,2,75,672,2237.76
47,487,1,33,2,75,660,
318,2798,1,7,2,10,1680,
318,2799,1,3,2,10,720,
102,966,1,4,4,16,600,
102,967,1,5,4,16,750,
102,968,1,2,4,16,300,
102,969,1,5,4,16,750,
65,760,1,4,3,23,672,
65,765,1,4,3,23,672,
65,756,1,9,3,23,1080,
65,761,1,9,3,23,1080,
65,766,1,10,3,23,500,
10,63,1,102,5,150,12240,
10,59,1,8,5,150,960,
10,60,1,16,5,150,1920,
10,61,1,8,5,150,960,
10,62,1,16,5,150,1920,
117,4974,1,8,2,16,0,
117,4975,1,8,2,16,0,
512,4763,1,6,2,518,3600,
512,4762,1,512,2,518,20480,
67,772,1,95,4,294,3800,
67,773,1,95,4,294,3800,
67,776,1,26,4,294,1300,
67,775,1,53,4,294,2650,
67,778,1,120,4,294,4800,
515,4787,1,21,3,95,1260,
515,4784,1,51,3,95,42840,
515,4785,1,23,3,95,1380,
336,4992,1,1,13,469,0,
336,4995,1,7,13,469,0,
336,3218,1,81,13,469,3240,
336,3219,1,34,13,469,1360,
336,3214,1,2,13,469,440,
336,3216,1,5,13,469,1100,
500,4629,1,64,5,116,4096,
500,4630,1,64,5,116,4096,
500,4631,1,22,5,116,440,
500,4627,1,16,5,116,560,
500,4632,1,11,5,116,385,
500,4628,1,3,5,116,60,
