"estado","canton","provincia","id_fact_oec_rs","id_razon_social","id_fecha","volumen_porcentaje_asistencia","volumen_horas","fecha","razon_social","tipo_razon_social","fecha_resolucion","volumen_cer","volumen_ganancias","total_perfiles","dia","mes","anio","prediction(volumen_horas)"
"habilitado","quito","pichincha",2282.0,1223.0,106.0,0.0,126.0,"02-08-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",21.0,5250.0,1.0,2.0,8.0,2019.0,126.0
"habilitado","quito","pichincha",2304.0,1223.0,716.0,0.0,54.0,"11-03-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",9.0,2250.0,1.0,11.0,3.0,2019.0,54.0
"habilitado","quito","pichincha",2306.0,1223.0,813.0,0.0,30.0,"12-07-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",5.0,1250.0,1.0,12.0,7.0,2019.0,30.0
"habilitado","quito","pichincha",2371.0,1223.0,1861.0,0.0,48.0,"27-06-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",8.0,2000.0,1.0,27.0,6.0,2019.0,48.0
"habilitado","quito","pichincha",2372.0,1223.0,1914.0,0.0,72.0,"28-03-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",12.0,3000.0,1.0,28.0,3.0,2018.0,72.0
"habilitado","quito","pichincha",2378.0,1223.0,2023.0,0.0,6.0,"29-10-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",1.0,250.0,1.0,29.0,10.0,2019.0,6.0
"habilitado","quito","pichincha",2286.0,1223.0,319.0,0.0,120.0,"05-07-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",20.0,5000.0,1.0,5.0,7.0,2018.0,120.0
"habilitado","quito","pichincha",2295.0,1223.0,446.0,0.0,168.0,"07-05-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",28.0,7000.0,1.0,7.0,5.0,2018.0,168.0
"habilitado","quito","pichincha",2298.0,1223.0,477.0,0.0,18.0,"07-10-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",3.0,750.0,1.0,7.0,10.0,2019.0,18.0
"habilitado","quito","pichincha",2308.0,1223.0,873.0,0.0,54.0,"13-05-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",9.0,2250.0,1.0,13.0,5.0,2019.0,54.0
"habilitado","quito","pichincha",2319.0,1223.0,1085.0,0.0,156.0,"16-07-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",26.0,6500.0,1.0,16.0,7.0,2018.0,156.0
"habilitado","quito","pichincha",2331.0,1223.0,1210.0,0.0,54.0,"18-04-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",9.0,2250.0,1.0,18.0,4.0,2019.0,54.0
"habilitado","quito","pichincha",2333.0,1223.0,1275.0,0.0,48.0,"19-03-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",8.0,2000.0,1.0,19.0,3.0,2019.0,48.0
"habilitado","quito","pichincha",2335.0,1223.0,1358.0,0.0,6.0,"20-05-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",1.0,250.0,1.0,20.0,5.0,2019.0,6.0
"habilitado","quito","pichincha",2338.0,1223.0,1377.0,0.0,72.0,"20-08-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",12.0,3000.0,1.0,20.0,8.0,2018.0,72.0
"habilitado","quito","pichincha",2351.0,1223.0,1570.0,0.0,72.0,"23-04-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",12.0,3000.0,1.0,23.0,4.0,2018.0,72.0
"habilitado","quito","pichincha",2368.0,1223.0,1819.0,0.0,450.0,"26-11-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",75.0,18750.0,1.0,26.0,11.0,2018.0,450.0
"habilitado","quito","pichincha",2374.0,1223.0,1930.0,0.0,126.0,"28-06-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",21.0,5250.0,1.0,28.0,6.0,2018.0,126.0
"habilitado","quito","pichincha",2314.0,1223.0,1035.0,0.0,6.0,"15-10-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",1.0,250.0,1.0,15.0,10.0,2019.0,6.0
"habilitado","quito","pichincha",2302.0,1223.0,551.0,0.0,318.0,"08-11-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",53.0,13250.0,1.0,8.0,11.0,2018.0,318.0
"habilitado","quito","pichincha",2343.0,1223.0,1456.0,0.0,12.0,"21-09-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",2.0,500.0,1.0,21.0,9.0,2018.0,12.0
"habilitado","quito","pichincha",2369.0,1223.0,1838.0,0.0,78.0,"27-02-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",13.0,3250.0,1.0,27.0,2.0,2019.0,78.0
"habilitado","quito","pichincha",2370.0,1223.0,1860.0,0.0,474.0,"27-06-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",79.0,19750.0,1.0,27.0,6.0,2018.0,474.0
"habilitado","quito","pichincha",2278.0,1223.0,17.0,0.0,312.0,"01-04-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",52.0,13000.0,1.0,1.0,4.0,2019.0,312.0
"habilitado","quito","pichincha",2281.0,1223.0,49.0,0.0,12.0,"01-10-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",2.0,500.0,1.0,1.0,10.0,2018.0,12.0
"habilitado","quito","pichincha",2309.0,1223.0,877.0,0.0,144.0,"13-06-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",24.0,6000.0,1.0,13.0,6.0,2018.0,144.0
"habilitado","quito","pichincha",2310.0,1223.0,914.0,0.0,102.0,"13-12-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",17.0,4250.0,1.0,13.0,12.0,2018.0,102.0
"habilitado","quito","pichincha",2316.0,1223.0,1059.0,0.0,102.0,"16-02-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",17.0,4250.0,1.0,16.0,2.0,2018.0,102.0
"habilitado","quito","pichincha",2326.0,1223.0,1168.0,0.0,336.0,"17-09-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",56.0,14000.0,1.0,17.0,9.0,2018.0,336.0
"habilitado","quito","pichincha",2340.0,1223.0,1421.0,0.0,162.0,"21-03-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",27.0,6750.0,1.0,21.0,3.0,2019.0,162.0
"habilitado","quito","pichincha",2349.0,1223.0,1535.0,0.0,240.0,"22-10-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",40.0,10000.0,1.0,22.0,10.0,2018.0,240.0
"habilitado","quito","pichincha",2355.0,1223.0,1651.0,0.0,78.0,"24-06-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",13.0,3250.0,1.0,24.0,6.0,2019.0,78.0
"habilitado","quito","pichincha",2356.0,1223.0,1673.0,0.0,174.0,"24-10-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",29.0,7250.0,1.0,24.0,10.0,2018.0,174.0
"habilitado","quito","pichincha",2359.0,1223.0,1719.0,0.0,18.0,"25-06-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",3.0,750.0,1.0,25.0,6.0,2018.0,18.0
"habilitado","quito","pichincha",2362.0,1223.0,1737.0,0.0,12.0,"25-09-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",2.0,500.0,1.0,25.0,9.0,2018.0,12.0
"habilitado","quito","pichincha",2280.0,1223.0,35.0,0.0,42.0,"01-08-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",7.0,1750.0,1.0,1.0,8.0,2018.0,42.0
"habilitado","quito","pichincha",2292.0,1223.0,387.0,0.0,186.0,"06-06-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",31.0,7750.0,1.0,6.0,6.0,2018.0,186.0
"habilitado","quito","pichincha",2345.0,1223.0,1509.0,0.0,252.0,"22-06-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",42.0,10500.0,1.0,22.0,6.0,2018.0,252.0
"habilitado","quito","pichincha",2358.0,1223.0,1709.0,0.0,150.0,"25-04-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",25.0,6250.0,1.0,25.0,4.0,2018.0,150.0
"habilitado","quito","pichincha",2361.0,1223.0,1725.0,0.0,96.0,"25-07-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",16.0,4000.0,1.0,25.0,7.0,2018.0,96.0
"habilitado","quito","pichincha",2305.0,1223.0,773.0,0.0,6.0,"11-12-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",1.0,250.0,1.0,11.0,12.0,2019.0,6.0
"habilitado","quito","pichincha",2317.0,1223.0,1076.0,0.0,6.0,"16-05-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",1.0,250.0,1.0,16.0,5.0,2018.0,6.0
"habilitado","quito","pichincha",2376.0,1223.0,1962.0,0.0,6.0,"28-11-2017","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",1.0,250.0,1.0,28.0,11.0,2017.0,6.0
"habilitado","quito","pichincha",2336.0,1223.0,1364.0,0.0,126.0,"20-06-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",21.0,5250.0,1.0,20.0,6.0,2018.0,126.0
"habilitado","quito","pichincha",2293.0,1223.0,392.0,0.0,516.0,"06-07-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",86.0,21500.0,1.0,6.0,7.0,2018.0,518.0
"habilitado","quito","pichincha",2353.0,1223.0,1593.0,0.0,96.0,"23-08-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",16.0,4000.0,1.0,23.0,8.0,2018.0,96.0
"habilitado","quito","pichincha",2332.0,1223.0,1226.0,0.0,24.0,"18-07-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",4.0,1000.0,1.0,18.0,7.0,2019.0,24.0
"habilitado","quito","pichincha",2291.0,1223.0,369.0,0.0,66.0,"06-03-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",11.0,2750.0,1.0,6.0,3.0,2019.0,66.0
"habilitado","quito","pichincha",2294.0,1223.0,397.0,0.0,6.0,"06-08-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",1.0,250.0,1.0,6.0,8.0,2018.0,6.0
"habilitado","quito","pichincha",2327.0,1223.0,1193.0,0.0,120.0,"18-01-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",20.0,5000.0,1.0,18.0,1.0,2019.0,120.0
"habilitado","quito","pichincha",2330.0,1223.0,1209.0,0.0,102.0,"18-04-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",17.0,4250.0,1.0,18.0,4.0,2018.0,102.0
"habilitado","quito","pichincha",2341.0,1223.0,1436.0,0.0,498.0,"21-06-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",83.0,20750.0,1.0,21.0,6.0,2018.0,498.0
"habilitado","quito","pichincha",2354.0,1223.0,1603.0,0.0,54.0,"23-09-2021","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",9.0,2250.0,1.0,23.0,9.0,2021.0,54.0
"habilitado","quito","pichincha",2373.0,1223.0,1925.0,0.0,30.0,"28-05-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",5.0,1250.0,1.0,28.0,5.0,2019.0,30.0
"habilitado","quito","pichincha",2375.0,1223.0,1957.0,0.0,42.0,"28-10-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",7.0,1750.0,1.0,28.0,10.0,2019.0,42.0
"habilitado","quito","pichincha",2381.0,1223.0,2040.0,0.0,18.0,"30-01-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",3.0,750.0,1.0,30.0,1.0,2019.0,18.0
"habilitado","quito","pichincha",2312.0,1223.0,1004.0,0.0,54.0,"15-05-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",9.0,2250.0,1.0,15.0,5.0,2018.0,54.0
"habilitado","quito","pichincha",2352.0,1223.0,1577.0,0.0,30.0,"23-05-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",5.0,1250.0,1.0,23.0,5.0,2019.0,30.0
"habilitado","quito","pichincha",2383.0,1223.0,2084.0,0.0,6.0,"30-10-2018","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",1.0,250.0,1.0,30.0,10.0,2018.0,6.0
"habilitado","quito","pichincha",2277.0,1223.0,6.0,0.0,84.0,"31-12-2021","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",14.0,3500.0,1.0,31.0,12.0,2021.0,84.0
"habilitado","quito","pichincha",2277.0,1223.0,6.0,0.0,84.0,"01-02-2019","instituto tecnologico superior particular bernardo o`higgins","organismo evaluador de la conformidad","3/5/2022",14.0,3500.0,1.0,1.0,2.0,2019.0,84.0
