"area_familia","especialidad_sector","modalidad","fecha","razon_social","fecha_resolucion","canton","provincia","id_fact_oc_cp","id_razon_social","id_curso_perfil","id_fecha","dia","mes","tipo","curso_perfil","estado","tipo_razon_social","num_cap_cer","total_horas","total_ganancias","carga_horaria","costo","anio","porcentaje_asistencia","prediction(porcentaje_asistencia)"
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2021","MISSING","MISSING","quito","pichincha",290.0,572.0,2291.0,6.0,31.0,12.0,"curso","prevención de riesgos laborales","calificado","operador de capacitación",732.0,11712.0,21550.08,16.0,29.44,2021.0,0.0,308.9285714285715
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",291.0,572.0,2276.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",128.0,1280.0,42304.0,10.0,330.5,2021.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",292.0,572.0,2195.0,6.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",691.0,13820.0,365400.8000000001,20.0,528.8000000000001,2021.0,0.0,308.9285714285715
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2021","MISSING","MISSING","quito","pichincha",293.0,572.0,2219.0,6.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",691.0,13820.0,25428.800000000003,20.0,36.8,2021.0,0.0,308.9285714285715
"procesos industriales","seguridad prevención de riesgos e higiene industrial","MISSING","31-12-2021","MISSING","MISSING","quito","pichincha",294.0,572.0,2221.0,6.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",691.0,27640.0,116364.4,40.0,168.4,2021.0,0.0,308.9285714285715
"procesos industriales","seguridad prevención de riesgos e higiene industrial","MISSING","31-12-2021","MISSING","MISSING","quito","pichincha",295.0,572.0,2222.0,6.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",691.0,6910.0,116433.5,10.0,168.5,2021.0,0.0,308.9285714285715
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2021","MISSING","MISSING","quito","pichincha",296.0,572.0,2280.0,6.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",691.0,6910.0,12714.4,10.0,18.4,2021.0,0.0,308.9285714285715
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",297.0,572.0,2298.0,6.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",691.0,16584.0,365345.52,24.0,528.72,2021.0,0.0,308.9285714285715
"procesos industriales","seguridad prevención de riesgos e higiene industrial","MISSING","31-12-2021","MISSING","MISSING","quito","pichincha",298.0,572.0,2299.0,6.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",691.0,16584.0,61526.63999999999,24.0,89.03999999999999,2021.0,0.0,308.9285714285715
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",299.0,572.0,2300.0,6.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",691.0,16584.0,61526.63999999999,24.0,89.03999999999999,2021.0,0.0,308.9285714285715
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",300.0,572.0,2257.0,6.0,31.0,12.0,"curso","prevención en el manejo de desechos hospitalarios","calificado","operador de capacitación",9.0,90.0,940.5,10.0,104.5,2021.0,0.0,2.976190476190475
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",301.0,572.0,2271.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",8.0,80.0,846.4,10.0,105.8,2021.0,0.0,0.0643707756678468
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",302.0,572.0,2272.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",8.0,80.0,836.0,10.0,104.5,2021.0,0.0,2.976190476190475
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",303.0,572.0,2304.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",28.0,280.0,2926.0,10.0,104.5,2021.0,0.0,16.666666666666664
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",304.0,572.0,2305.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",28.0,280.0,2962.4,10.0,105.8,2021.0,0.0,0.6598004505954297
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",305.0,572.0,2143.0,6.0,31.0,12.0,"curso","prevención en soldadura","calificado","operador de capacitación",15.0,240.0,7931.999999999999,16.0,528.8,2021.0,0.0,0.0643707756678468
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",306.0,572.0,2258.0,6.0,31.0,12.0,"curso","prevención en soldadura","calificado","operador de capacitación",15.0,240.0,1567.2,16.0,104.48,2021.0,0.0,9.523809523809524
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",307.0,572.0,2136.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",12.0,120.0,3172.8,10.0,264.40000000000003,2021.0,0.0,0.0643707756678468
"MISSING","MISSING","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",308.0,572.0,2176.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",85.0,1360.0,44947.99999999999,16.0,528.8,2021.0,0.0,6.944444444444445
"MISSING","MISSING","online","31-12-2021","MISSING","MISSING","quito","pichincha",309.0,572.0,2223.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",85.0,1360.0,2502.4,16.0,29.44,2021.0,0.0,6.944444444444445
"MISSING","MISSING","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",310.0,572.0,2240.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",85.0,1360.0,8880.800000000001,16.0,104.48,2021.0,0.0,6.944444444444445
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",311.0,572.0,2208.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",103.0,2060.0,54466.40000000001,20.0,528.8000000000001,2021.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2021","MISSING","MISSING","quito","pichincha",312.0,572.0,2225.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",103.0,2060.0,3790.400000000001,20.0,36.8,2021.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",313.0,572.0,2301.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",103.0,2472.0,54458.16,24.0,528.72,2021.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",314.0,572.0,2302.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",103.0,2472.0,9171.12,24.0,89.03999999999999,2021.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","MISSING","31-12-2021","MISSING","MISSING","quito","pichincha",315.0,572.0,2303.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",103.0,2472.0,17353.44,24.0,168.48,2021.0,0.0,33.909530124742766
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",316.0,582.0,4552.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",3.0,48.0,1586.4,16.0,528.8,2021.0,0.0,0.5952380952380952
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",317.0,582.0,4554.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",2.0,32.0,1057.6,16.0,528.8,2021.0,0.0,0.5952380952380952
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",318.0,582.0,4550.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",3.0,24.0,1586.16,8.0,528.72,2021.0,0.0,0.5952380952380952
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",319.0,582.0,4556.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",1.0,16.0,528.8,16.0,528.8,2021.0,0.0,0.5952380952380952
"administración y legislación","MISSING","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",320.0,632.0,2812.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",1337.0,85568.0,240446.08,64.0,179.84,2021.0,0.0,102.7372009016672
"transporte y logística","MISSING","presencial","31-12-2021","MISSING","20-07-2021","MISSING","MISSING",321.0,665.0,3992.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",26.0,520.0,14300.0,20.0,550.0,2021.0,0.0,6.944444444444445
"construcción e infraestructura","tecnología de la construcción","presencial","31-12-2021","MISSING","20-07-2021","MISSING","MISSING",322.0,665.0,3995.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",13.0,520.0,9890.4,40.0,760.8,2021.0,0.0,0.5952380952380952
"transporte y logística","conducción de vehículos terrestres","presencial","31-12-2021","MISSING","20-07-2021","MISSING","MISSING",323.0,665.0,3991.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",393.0,3930.0,186910.8,10.0,475.6,2021.0,0.0,102.7372009016672
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocida","31-12-2018","MISSING","20-07-2021","MISSING","MISSING",841.0,665.0,6952.0,3.0,31.0,12.0,"perfil","prevención en riesgos laborales","calificado","operador de capacitación",68.0,408.0,17000.0,6.0,250.0,2018.0,0.0,1.0577705451586654
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","20-07-2021","MISSING","MISSING",1009.0,665.0,3996.0,4.0,31.0,12.0,"curso","brigadas de evacuación y rescate","calificado","operador de capacitación",18.0,288.0,13697.28,16.0,760.96,2019.0,0.0,0.482780817508851
"educación y capacitación","capacitación","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",324.0,680.0,4007.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",204.0,4284.0,29456.239999999983,21.0,144.39333333333326,2021.0,0.0,105.95238095238096
"educación y capacitación","capacitación","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",325.0,680.0,4000.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",207.0,4347.0,29889.419999999984,21.0,144.39333333333326,2021.0,0.0,105.95238095238096
"educación y capacitación","capacitación","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",326.0,680.0,4001.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",392.0,8232.0,56602.18666666664,21.0,144.39333333333326,2021.0,0.0,212.5
"educación y capacitación","capacitación","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",327.0,680.0,4006.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",54.0,1134.0,7797.239999999996,21.0,144.39333333333326,2021.0,0.0,27.97619047619048
"educación y capacitación","capacitación","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",328.0,680.0,3999.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",219.0,4599.0,31622.139999999985,21.0,144.39333333333326,2021.0,0.0,105.95238095238096
"educación y capacitación","capacitación","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",329.0,680.0,4005.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",32.0,672.0,4620.586666666664,21.0,144.39333333333326,2021.0,0.0,10.714285714285714
"educación y capacitación","idiomas","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",330.0,680.0,4004.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",387.0,10836.0,74506.95999999995,28.0,192.52444444444436,2021.0,0.0,102.7372009016672
"educación y capacitación","idiomas","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",331.0,680.0,4003.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",13.0,273.0,1877.1133333333323,21.0,144.39333333333326,2021.0,0.0,2.0202020202020203
"educación y capacitación","idiomas","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",332.0,680.0,4002.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",160.0,4480.0,30803.91111111109,28.0,192.52444444444436,2021.0,0.0,2.525252525252525
"educación y capacitación","idiomas","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",333.0,680.0,4008.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",24.0,672.0,4620.586666666664,28.0,192.52444444444436,2021.0,0.0,2.525252525252525
"educación y capacitación","capacitación","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",334.0,680.0,3997.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",77.0,1617.0,11118.28666666666,21.0,144.39333333333326,2021.0,0.0,27.97619047619048
"educación y capacitación","capacitación","online","31-12-2021","MISSING","20-07-2021","quito","pichincha",335.0,680.0,3998.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",23.0,483.0,3321.046666666665,21.0,144.39333333333326,2021.0,0.0,10.714285714285714
"educación y capacitación","capacitación","online","31-12-2019","MISSING","20-07-2021","quito","pichincha",1011.0,680.0,3997.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",15.0,315.0,2165.8999999999987,21.0,144.39333333333326,2019.0,0.0,10.714285714285714
"educación y capacitación","capacitación","online","31-12-2019","MISSING","20-07-2021","quito","pichincha",1012.0,680.0,3998.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",31.0,651.0,4476.193333333331,21.0,144.39333333333326,2019.0,0.0,10.714285714285714
"administración y legislación","gestión de la calidad","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",336.0,681.0,4809.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",6.0,240.0,1650.2095238095228,40.0,275.03492063492047,2021.0,0.0,0.8946635012386455
"administración y legislación","gestión de la calidad","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",337.0,681.0,4810.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",1.0,40.0,275.03492063492047,40.0,275.03492063492047,2021.0,0.0,0.5952380952380952
"administración y legislación","gestión de la calidad","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",338.0,681.0,4812.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",11.0,440.0,3025.384126984125,40.0,275.03492063492047,2021.0,0.0,0.8946635012386455
"administración y legislación","administración general","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",339.0,737.0,4548.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",40.0,1600.0,11001.39682539682,40.0,275.03492063492047,2021.0,0.0,5.335761920429985
"construcción e infraestructura","tecnología de la construcción","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",340.0,737.0,4547.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",39.0,1560.0,4071.6,40.0,104.4,2021.0,0.0,0.5952380952380952
"procesos industriales","seguridad prevención de riesgos e higiene industrial","desconocida","31-12-2021","MISSING","MISSING","MISSING","MISSING",341.0,764.0,8679.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",100.0,800.0,5500.69841269841,8.0,55.006984126984094,2021.0,0.0,33.909530124742766
"educación y capacitación","idiomas","presencial","31-12-2021","MISSING","MISSING","guayaquil","guayas",342.0,768.0,3097.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",47.0,4888.0,17499.04,104.0,372.32,2021.0,0.0,2.525252525252525
"educación y capacitación","idiomas","presencial","31-12-2021","MISSING","MISSING","guayaquil","guayas",343.0,768.0,3096.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",54.0,4320.0,15465.6,80.0,286.4,2021.0,0.0,2.525252525252525
"educación y capacitación","idiomas","presencial","31-12-2021","MISSING","MISSING","guayaquil","guayas",344.0,768.0,3098.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",8.0,832.0,2978.56,104.0,372.32,2021.0,0.0,1.0101010101010102
"educación y capacitación","idiomas","presencial","31-12-2021","MISSING","MISSING","guayaquil","guayas",345.0,768.0,3099.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",1.0,72.0,257.76,72.0,257.76,2021.0,0.0,1.0101010101010102
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",346.0,829.0,3262.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",73.0,1752.0,38596.560000000005,24.0,528.72,2021.0,0.0,1.4805278403604765
"procesos industriales","seguridad prevención de riesgos e higiene industrial","MISSING","31-12-2021","MISSING","MISSING","quito","pichincha",347.0,829.0,3263.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",73.0,1752.0,6499.919999999999,24.0,89.03999999999999,2021.0,0.0,20.680740110656426
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",348.0,829.0,3264.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",73.0,1752.0,6499.919999999999,24.0,89.03999999999999,2021.0,0.0,41.07142857142857
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",349.0,829.0,3265.0,6.0,31.0,12.0,"curso","legislación y normativa de seguridad y salud ocupacional","calificado","operador de capacitación",202.0,4848.0,106801.44,24.0,528.72,2021.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","MISSING","31-12-2021","MISSING","MISSING","quito","pichincha",350.0,829.0,3266.0,6.0,31.0,12.0,"curso","legislación y normativa de seguridad y salud ocupacional","calificado","operador de capacitación",202.0,4848.0,34032.96,24.0,168.48,2021.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",351.0,829.0,3267.0,6.0,31.0,12.0,"curso","legislación y normativa de seguridad y salud ocupacional","calificado","operador de capacitación",202.0,4848.0,17986.079999999998,24.0,89.03999999999999,2021.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",352.0,829.0,3268.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",355.0,8520.0,187695.6,24.0,528.72,2021.0,0.0,182.14285714285714
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2021","MISSING","MISSING","quito","pichincha",353.0,829.0,3269.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",355.0,8520.0,31609.2,24.0,89.03999999999999,2021.0,0.0,182.14285714285714
"procesos industriales","seguridad prevención de riesgos e higiene industrial","MISSING","31-12-2021","MISSING","MISSING","quito","pichincha",354.0,829.0,3270.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",355.0,8520.0,59810.4,24.0,168.48,2021.0,0.0,182.14285714285714
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocida","31-12-2021","MISSING","MISSING","quito","pichincha",355.0,829.0,6949.0,6.0,31.0,12.0,"perfil","prevención en riesgos laborales","calificado","operador de capacitación",1.0,6.0,250.0,6.0,250.0,2021.0,0.0,1.0577705451586654
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",1017.0,829.0,3262.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",23.0,552.0,12160.56,24.0,528.72,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","MISSING","31-12-2019","MISSING","MISSING","quito","pichincha",1018.0,829.0,3263.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",23.0,552.0,2047.92,24.0,89.03999999999999,2019.0,0.0,4.850748234086219
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2019","MISSING","MISSING","quito","pichincha",1019.0,829.0,3264.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",23.0,552.0,2047.92,24.0,89.03999999999999,2019.0,0.0,20.833333333333336
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",1020.0,829.0,3265.0,4.0,31.0,12.0,"curso","legislación y normativa de seguridad y salud ocupacional","calificado","operador de capacitación",77.0,1848.0,40711.44,24.0,528.72,2019.0,0.0,1.4805278403604765
"procesos industriales","seguridad prevención de riesgos e higiene industrial","MISSING","31-12-2019","MISSING","MISSING","quito","pichincha",1021.0,829.0,3266.0,4.0,31.0,12.0,"curso","legislación y normativa de seguridad y salud ocupacional","calificado","operador de capacitación",77.0,1848.0,12972.96,24.0,168.48,2019.0,0.0,20.680740110656426
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2019","MISSING","MISSING","quito","pichincha",1022.0,829.0,3267.0,4.0,31.0,12.0,"curso","legislación y normativa de seguridad y salud ocupacional","calificado","operador de capacitación",77.0,1848.0,6856.079999999999,24.0,89.03999999999999,2019.0,0.0,41.07142857142857
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",1023.0,829.0,3268.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",49.0,1176.0,25907.28,24.0,528.72,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","virtual","31-12-2019","MISSING","MISSING","quito","pichincha",1024.0,829.0,3269.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",49.0,1176.0,4362.96,24.0,89.03999999999999,2019.0,0.0,23.809523809523807
"procesos industriales","seguridad prevención de riesgos e higiene industrial","MISSING","31-12-2019","MISSING","MISSING","quito","pichincha",1025.0,829.0,3270.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",49.0,1176.0,8255.519999999999,24.0,168.48,2019.0,0.0,4.850748234086219
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocida","31-12-2019","MISSING","MISSING","quito","pichincha",1026.0,829.0,6949.0,4.0,31.0,12.0,"perfil","prevención en riesgos laborales","calificado","operador de capacitación",34.0,204.0,8500.0,6.0,250.0,2019.0,0.0,1.0577705451586654
"MISSING","MISSING","desconocida","31-12-2021","MISSING","MISSING","guayaquil","guayas",356.0,834.0,5695.0,6.0,31.0,12.0,"perfil",,"calificado","operador de capacitación",19.0,114.0,4750.0,6.0,250.0,2021.0,0.0,6.944444444444445
"MISSING","MISSING","desconocida","31-12-2021","MISSING","MISSING","guayaquil","guayas",357.0,834.0,5774.0,6.0,31.0,12.0,"perfil",,"calificado","operador de capacitación",19.0,114.0,4750.0,6.0,250.0,2021.0,0.0,6.944444444444445
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",358.0,844.0,172.0,6.0,31.0,12.0,"curso","brigadas contra incendios","calificado","operador de capacitación",57.0,570.0,18838.5,10.0,330.5,2021.0,0.0,0.9065550906555089
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",359.0,844.0,179.0,6.0,31.0,12.0,"curso","brigadas de evacuación y rescate","calificado","operador de capacitación",50.0,500.0,16525.0,10.0,330.5,2021.0,0.0,0.9065550906555089
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",360.0,844.0,173.0,6.0,31.0,12.0,"curso","brigadas de primeros auxilios","calificado","operador de capacitación",63.0,630.0,27757.800000000003,10.0,440.6,2021.0,0.0,1.4805278403604765
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",361.0,844.0,184.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",2.0,20.0,661.0,10.0,330.5,2021.0,0.0,0.0643707756678468
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",362.0,844.0,190.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,200.0,5288.000000000001,20.0,528.8000000000001,2021.0,0.0,0.0643707756678468
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",363.0,844.0,189.0,6.0,31.0,12.0,"curso","reglamento de seguridad y salud - organismos paritarios","calificado","operador de capacitación",54.0,540.0,14277.600000000002,10.0,264.40000000000003,2021.0,0.0,0.9065550906555089
"administración y legislación","administración general","online","31-12-2021","MISSING","MISSING","MISSING","MISSING",364.0,847.0,4855.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",172.0,6880.0,7705.6,40.0,44.8,2021.0,0.0,5.335761920429985
"administración y legislación","administración contable y de costos","online","31-12-2021","MISSING","MISSING","MISSING","MISSING",365.0,847.0,4861.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",216.0,43200.0,84240.0,200.0,390.0,2021.0,0.0,5.6547451675931315
"educación y capacitación","capacitación","online","31-12-2021","MISSING","MISSING","MISSING","MISSING",366.0,847.0,4858.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",276.0,11040.0,19320.0,40.0,70.0,2021.0,0.0,165.47619047619045
"administración y legislación","administración contable y de costos","online","31-12-2021","MISSING","MISSING","MISSING","MISSING",367.0,847.0,4859.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",24.0,960.0,1075.2,40.0,44.8,2021.0,0.0,5.6547451675931315
"finanzas comercio y ventas","MISSING","online","31-12-2021","MISSING","MISSING","MISSING","MISSING",368.0,847.0,4856.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",409.0,32720.0,73620.0,80.0,180.0,2021.0,0.0,102.7372009016672
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","online","31-12-2021","MISSING","MISSING","MISSING","MISSING",369.0,847.0,4857.0,6.0,31.0,12.0,"curso","formación de formadores","calificado","operador de capacitación",58.0,2320.0,4060.0,40.0,70.0,2021.0,0.0,0.6935481707971247
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","presencial","31-12-2021","MISSING","MISSING","MISSING","MISSING",370.0,847.0,4854.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",86.0,12900.0,22059.0,150.0,256.5,2021.0,0.0,0.9702651515151516
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","online","31-12-2021","MISSING","MISSING","MISSING","MISSING",371.0,847.0,4862.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",86.0,12900.0,36249.0,150.0,421.5,2021.0,0.0,0.9702651515151516
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2021","MISSING","MISSING","MISSING","MISSING",372.0,847.0,4860.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",9.0,360.0,943.2,40.0,104.8,2021.0,0.0,1.3536783917676638
"transporte y logística","MISSING","online","31-12-2021","MISSING","MISSING","guayaquil","guayas",373.0,849.0,4544.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",496.0,3968.0,69440.0,8.0,140.0,2021.0,0.0,102.7372009016672
