"area_familia","especialidad_sector","modalidad","fecha","razon_social","fecha_resolucion","canton","provincia","id_fact_oc_cp","id_razon_social","id_curso_perfil","id_fecha","dia","mes","tipo","curso_perfil","estado","tipo_razon_social","num_cap_cer","total_horas","total_ganancias","carga_horaria","costo","anio","porcentaje_asistencia","prediction(porcentaje_asistencia)"
"tecnologías de la información y comunicación","software especializado","virtual","31-12-2019","MISSING","MISSING","quito","pichincha",1113.0,1582.0,547.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,400.0,1248.0,40.0,124.8,2019.0,0.0,1.5345320102928102
"tecnologías de la información y comunicación","software especializado","virtual","31-12-2019","MISSING","MISSING","quito","pichincha",1114.0,1582.0,550.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",12.0,480.0,3300.4190476190456,40.0,275.03492063492047,2019.0,0.0,1.5345320102928102
"tecnologías de la información y comunicación","software especializado","virtual","31-12-2019","MISSING","MISSING","quito","pichincha",1115.0,1582.0,581.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",12.0,1440.0,9901.257142857135,120.0,825.1047619047614,2019.0,0.0,1.5345320102928102
"procesos industriales","MISSING","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",1119.0,1582.0,576.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",17.0,680.0,8989.6,40.0,528.8000000000001,2019.0,0.0,6.944444444444445
"administración y legislación","gestión del talento humano","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",1116.0,1582.0,535.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",46.0,1840.0,12651.606349206342,40.0,275.03492063492047,2019.0,0.0,13.727327276906806
"administración y legislación","gestión del talento humano","MISSING","31-12-2019","MISSING","MISSING","quito","pichincha",1117.0,1582.0,536.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",46.0,1840.0,5133.599999999999,40.0,111.6,2019.0,0.0,13.727327276906806
"administración y legislación","gestión del talento humano","virtual","31-12-2019","MISSING","MISSING","quito","pichincha",1118.0,1582.0,537.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",46.0,1840.0,12651.606349206342,40.0,275.03492063492047,2019.0,0.0,13.727327276906806
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","MISSING","MISSING",693.0,1607.0,3570.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",1.0,18.0,761.04,18.0,761.04,2021.0,0.0,0.0643707756678468
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2021","MISSING","MISSING","MISSING","MISSING",694.0,1607.0,3571.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",1.0,18.0,761.04,18.0,761.04,2021.0,0.0,0.0643707756678468
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",905.0,1607.0,3570.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",133.0,2394.0,101218.32,18.0,761.04,2018.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",906.0,1607.0,3571.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",133.0,2394.0,101218.32,18.0,761.04,2018.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",891.0,1607.0,3558.0,3.0,31.0,12.0,"curso","brigadas de emergencia","calificado","operador de capacitación",21.0,168.0,15980.16,8.0,760.96,2018.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",892.0,1607.0,3559.0,3.0,31.0,12.0,"curso","brigadas de emergencia","calificado","operador de capacitación",21.0,168.0,15980.16,8.0,760.96,2018.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2018","MISSING","MISSING","MISSING","MISSING",893.0,1607.0,3706.0,3.0,31.0,12.0,"curso","brigadas de emergencia","calificado","operador de capacitación",21.0,168.0,420.0,8.0,20.0,2018.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2018","MISSING","MISSING","MISSING","MISSING",894.0,1607.0,3707.0,3.0,31.0,12.0,"curso","brigadas de emergencia","calificado","operador de capacitación",21.0,168.0,420.0,8.0,20.0,2018.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",895.0,1607.0,3560.0,3.0,31.0,12.0,"curso","brigadas de primeros auxilios","calificado","operador de capacitación",21.0,168.0,15980.16,8.0,760.96,2018.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",896.0,1607.0,3561.0,3.0,31.0,12.0,"curso","brigadas de primeros auxilios","calificado","operador de capacitación",21.0,168.0,15980.16,8.0,760.96,2018.0,0.0,2.9761904761904754
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",897.0,1607.0,3516.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",2.0,60.0,580.2,30.0,290.1,2018.0,0.0,0.5952380952380952
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",898.0,1607.0,3517.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",2.0,60.0,580.2,30.0,290.1,2018.0,0.0,0.5952380952380952
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",899.0,1607.0,3518.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",26.0,1040.0,19780.8,40.0,760.8,2018.0,0.0,0.5952380952380952
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",900.0,1607.0,3519.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",26.0,1040.0,19780.8,40.0,760.8,2018.0,0.0,0.5952380952380952
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",901.0,1607.0,3506.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",12.0,1440.0,5155.200000000001,120.0,429.6,2018.0,0.0,0.9702651515151516
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",902.0,1607.0,3507.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",12.0,1440.0,5155.200000000001,120.0,429.6,2018.0,0.0,0.9702651515151516
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","online","31-12-2018","MISSING","MISSING","MISSING","MISSING",903.0,1607.0,3716.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",12.0,1440.0,2448.0,120.0,204.0,2018.0,0.0,0.9702651515151516
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","online","31-12-2018","MISSING","MISSING","MISSING","MISSING",904.0,1607.0,3717.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",12.0,1440.0,2448.0,120.0,204.0,2018.0,0.0,0.9702651515151516
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",907.0,1607.0,3574.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",32.0,256.0,24350.72,8.0,760.96,2018.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",908.0,1607.0,3575.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",32.0,256.0,24350.72,8.0,760.96,2018.0,0.0,2.9761904761904754
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",909.0,1607.0,3524.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",66.0,528.0,50223.36,8.0,760.96,2018.0,0.0,2.380952380952381
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",910.0,1607.0,3525.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",66.0,528.0,50223.36,8.0,760.96,2018.0,0.0,2.380952380952381
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2018","MISSING","MISSING","MISSING","MISSING",911.0,1607.0,3698.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",66.0,528.0,1320.0,8.0,20.0,2018.0,0.0,20.680740110656426
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2018","MISSING","MISSING","MISSING","MISSING",912.0,1607.0,3699.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",66.0,528.0,1320.0,8.0,20.0,2018.0,0.0,20.680740110656426
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",913.0,1607.0,3586.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",17.0,136.0,12936.32,8.0,760.96,2018.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",914.0,1607.0,3587.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",17.0,136.0,12936.32,8.0,760.96,2018.0,0.0,2.9761904761904754
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",915.0,1607.0,3530.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",33.0,264.0,25111.68,8.0,760.96,2018.0,0.0,2.380952380952381
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",916.0,1607.0,3531.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",33.0,264.0,25111.68,8.0,760.96,2018.0,0.0,2.380952380952381
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",917.0,1607.0,3590.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",192.0,1536.0,146104.32,8.0,760.96,2018.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",918.0,1607.0,3591.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",192.0,1536.0,146104.32,8.0,760.96,2018.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2018","MISSING","MISSING","MISSING","MISSING",919.0,1607.0,3696.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",192.0,1536.0,3840.0,8.0,20.0,2018.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2018","MISSING","MISSING","MISSING","MISSING",920.0,1607.0,3697.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",192.0,1536.0,3840.0,8.0,20.0,2018.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",921.0,1607.0,3600.0,3.0,31.0,12.0,"curso","prevención de riesgos laborales","calificado","operador de capacitación",34.0,272.0,25872.64,8.0,760.96,2018.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",922.0,1607.0,3601.0,3.0,31.0,12.0,"curso","prevención de riesgos laborales","calificado","operador de capacitación",34.0,272.0,25872.64,8.0,760.96,2018.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2018","MISSING","MISSING","MISSING","MISSING",923.0,1607.0,3702.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",4.0,32.0,681.28,8.0,170.32,2018.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2018","MISSING","MISSING","MISSING","MISSING",924.0,1607.0,3703.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",4.0,32.0,681.28,8.0,170.32,2018.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",925.0,1607.0,3680.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,80.0,7609.6,8.0,760.96,2018.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",926.0,1607.0,3681.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,80.0,7609.6,8.0,760.96,2018.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",927.0,1607.0,3682.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,160.0,7609.6,16.0,760.96,2018.0,0.0,0.06437077566784676
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",928.0,1607.0,3683.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,160.0,7609.6,16.0,760.96,2018.0,0.0,0.06437077566784676
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",929.0,1607.0,3684.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,240.0,7610.4,24.0,761.04,2018.0,0.0,0.06437077566784676
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",930.0,1607.0,3685.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,240.0,7610.4,24.0,761.04,2018.0,0.0,0.06437077566784676
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1131.0,1607.0,3570.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",155.0,2790.0,117961.2,18.0,761.04,2019.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1132.0,1607.0,3571.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",155.0,2790.0,117961.2,18.0,761.04,2019.0,0.0,33.909530124742766
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1121.0,1607.0,3558.0,4.0,31.0,12.0,"curso","brigadas de emergencia","calificado","operador de capacitación",51.0,408.0,38808.96,8.0,760.96,2019.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1122.0,1607.0,3559.0,4.0,31.0,12.0,"curso","brigadas de emergencia","calificado","operador de capacitación",51.0,408.0,38808.96,8.0,760.96,2019.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1123.0,1607.0,3706.0,4.0,31.0,12.0,"curso","brigadas de emergencia","calificado","operador de capacitación",51.0,408.0,1020.0,8.0,20.0,2019.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1124.0,1607.0,3707.0,4.0,31.0,12.0,"curso","brigadas de emergencia","calificado","operador de capacitación",51.0,408.0,1020.0,8.0,20.0,2019.0,0.0,1.3536783917676638
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1125.0,1607.0,3518.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",17.0,680.0,12933.6,40.0,760.8,2019.0,0.0,0.5952380952380952
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1126.0,1607.0,3519.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",17.0,680.0,12933.6,40.0,760.8,2019.0,0.0,0.5952380952380952
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1127.0,1607.0,3506.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",25.0,3000.0,10740.0,120.0,429.6,2019.0,0.0,0.9702651515151516
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1128.0,1607.0,3507.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",25.0,3000.0,10740.0,120.0,429.6,2019.0,0.0,0.9702651515151516
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1129.0,1607.0,3716.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",25.0,3000.0,5100.0,120.0,204.0,2019.0,0.0,0.9702651515151516
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1130.0,1607.0,3717.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",25.0,3000.0,5100.0,120.0,204.0,2019.0,0.0,0.9702651515151516
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1133.0,1607.0,3524.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",20.0,160.0,15219.2,8.0,760.96,2019.0,0.0,2.380952380952381
"forestal ecología y medio ambiente","gestión e impacto ambiental","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1134.0,1607.0,3525.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",20.0,160.0,15219.2,8.0,760.96,2019.0,0.0,2.380952380952381
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1135.0,1607.0,3698.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",20.0,160.0,400.0,8.0,20.0,2019.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1136.0,1607.0,3699.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",20.0,160.0,400.0,8.0,20.0,2019.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1145.0,1607.0,3590.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",43.0,344.0,32721.28,8.0,760.96,2019.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1146.0,1607.0,3591.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",43.0,344.0,32721.28,8.0,760.96,2019.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1147.0,1607.0,3696.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",43.0,344.0,860.0,8.0,20.0,2019.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1148.0,1607.0,3697.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",43.0,344.0,860.0,8.0,20.0,2019.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1149.0,1607.0,3600.0,4.0,31.0,12.0,"curso","prevención de riesgos laborales","calificado","operador de capacitación",369.0,2952.0,280794.24,8.0,760.96,2019.0,0.0,182.14285714285714
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1150.0,1607.0,3601.0,4.0,31.0,12.0,"curso","prevención de riesgos laborales","calificado","operador de capacitación",369.0,2952.0,280794.24,8.0,760.96,2019.0,0.0,182.14285714285714
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1151.0,1607.0,3702.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",26.0,208.0,4428.32,8.0,170.32,2019.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1152.0,1607.0,3703.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",26.0,208.0,4428.32,8.0,170.32,2019.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1159.0,1607.0,3680.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",7.0,56.0,5326.72,8.0,760.96,2019.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1160.0,1607.0,3681.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",7.0,56.0,5326.72,8.0,760.96,2019.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1161.0,1607.0,3682.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",7.0,112.0,5326.72,16.0,760.96,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1162.0,1607.0,3683.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",7.0,112.0,5326.72,16.0,760.96,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1163.0,1607.0,3684.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",7.0,168.0,5327.28,24.0,761.04,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1164.0,1607.0,3685.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",7.0,168.0,5327.28,24.0,761.04,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1137.0,1607.0,3642.0,4.0,31.0,12.0,"curso","manejo seguro de montacargas","calificado","operador de capacitación",9.0,72.0,6848.64,8.0,760.96,2019.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1138.0,1607.0,3643.0,4.0,31.0,12.0,"curso","manejo seguro de montacargas","calificado","operador de capacitación",9.0,72.0,6848.64,8.0,760.96,2019.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1139.0,1607.0,3644.0,4.0,31.0,12.0,"curso","manejo seguro de montacargas","calificado","operador de capacitación",9.0,144.0,6848.64,16.0,760.96,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1140.0,1607.0,3645.0,4.0,31.0,12.0,"curso","manejo seguro de montacargas","calificado","operador de capacitación",9.0,144.0,6848.64,16.0,760.96,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1141.0,1607.0,3708.0,4.0,31.0,12.0,"curso","manejo seguro de montacargas","calificado","operador de capacitación",9.0,72.0,180.0,8.0,20.0,2019.0,0.0,1.3536783917676638
"procesos industriales","seguridad prevención de riesgos e higiene industrial","online","31-12-2019","MISSING","MISSING","MISSING","MISSING",1142.0,1607.0,3709.0,4.0,31.0,12.0,"curso","manejo seguro de montacargas","calificado","operador de capacitación",9.0,72.0,180.0,8.0,20.0,2019.0,0.0,1.3536783917676638
"educación y capacitación","capacitación","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1143.0,1607.0,3480.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",14.0,420.0,3498.6,30.0,249.9,2019.0,0.0,0.1262626262626262
"educación y capacitación","capacitación","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1144.0,1607.0,3481.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",14.0,420.0,3498.6,30.0,249.9,2019.0,0.0,0.1262626262626262
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1153.0,1607.0,3650.0,4.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",40.0,320.0,30438.4,8.0,760.96,2019.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1154.0,1607.0,3651.0,4.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",40.0,320.0,30438.4,8.0,760.96,2019.0,0.0,2.9761904761904754
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1155.0,1607.0,3652.0,4.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",40.0,640.0,30438.4,16.0,760.96,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1156.0,1607.0,3653.0,4.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",40.0,640.0,30438.4,16.0,760.96,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1157.0,1607.0,3654.0,4.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",40.0,960.0,30441.6,24.0,761.04,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",1158.0,1607.0,3655.0,4.0,31.0,12.0,"curso","prevención de trabajos en alturas","calificado","operador de capacitación",40.0,960.0,30441.6,24.0,761.04,2019.0,0.0,0.482780817508851
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2020","MISSING","MISSING","MISSING","MISSING",802.0,1607.0,3570.0,5.0,31.0,12.0,"curso",,"calificado","operador de capacitación",1.0,18.0,761.04,18.0,761.04,2020.0,0.0,0.5042754781248504
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2020","MISSING","MISSING","MISSING","MISSING",803.0,1607.0,3571.0,5.0,31.0,12.0,"curso",,"calificado","operador de capacitación",1.0,18.0,761.04,18.0,761.04,2020.0,0.0,0.5042754781248504
"procesos industriales","seguridad prevención de riesgos e higiene industrial","presencial","31-12-2022","MISSING","MISSING","MISSING","MISSING",1748.0,1607.0,3570.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",199.0,3582.0,151446.96,18.0,761.04,2022.0,0.0,33.909530124742766
