"razon_social","estado","fecha_resolucion","canton","provincia","id_fact_oec_rs","id_razon_social","id_fecha","fecha","tipo_razon_social","volumen_cer","volumen_horas","volumen_ganancias","total_perfiles","dia","mes","anio","volumen_porcentaje_asistencia","prediction(volumen_porcentaje_asistencia)"
"MISSING","habilitado","24-05-2021","MISSING","MISSING",108.0,1050.0,726.0,"11-03-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,11.0,3.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",133.0,1050.0,1020.0,"15-06-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,15.0,6.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",167.0,1050.0,1497.0,"22-02-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,22.0,2.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",189.0,1050.0,1760.0,"25-11-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,25.0,11.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",213.0,1050.0,2032.0,"29-10-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,29.0,10.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",63.0,1050.0,72.0,"01-12-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,1.0,12.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",64.0,1050.0,73.0,"01-12-2021","organismo evaluador de la conformidad",3.0,18.0,750.0,2.0,1.0,12.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",65.0,1050.0,100.0,"02-05-2021","organismo evaluador de la conformidad",4.0,24.0,1000.0,3.0,2.0,5.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",66.0,1050.0,104.0,"02-06-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,2.0,6.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",67.0,1050.0,109.0,"02-07-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,2.0,7.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",68.0,1050.0,148.0,"03-01-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,3.0,1.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",69.0,1050.0,152.0,"03-02-2020","organismo evaluador de la conformidad",10.0,60.0,2500.0,1.0,3.0,2.0,2020.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",70.0,1050.0,154.0,"03-02-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,3.0,2.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",71.0,1050.0,160.0,"03-03-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,3.0,3.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",72.0,1050.0,173.0,"03-05-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,3.0,5.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",73.0,1050.0,215.0,"03-12-2021","organismo evaluador de la conformidad",4.0,24.0,1000.0,2.0,3.0,12.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",74.0,1050.0,226.0,"04-02-2020","organismo evaluador de la conformidad",29.0,174.0,7250.0,2.0,4.0,2.0,2020.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","MISSING","MISSING",75.0,1050.0,232.0,"04-03-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,4.0,3.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",76.0,1050.0,239.0,"04-04-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,4.0,4.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",77.0,1050.0,244.0,"04-05-2021","organismo evaluador de la conformidad",6.0,36.0,1500.0,3.0,4.0,5.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",78.0,1050.0,261.0,"04-08-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,4.0,8.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",79.0,1050.0,262.0,"04-08-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,4.0,8.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",80.0,1050.0,296.0,"05-01-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,5.0,1.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",81.0,1050.0,300.0,"05-02-2020","organismo evaluador de la conformidad",16.0,96.0,4000.0,3.0,5.0,2.0,2020.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",82.0,1050.0,312.0,"05-04-2019","organismo evaluador de la conformidad",25.0,150.0,6250.0,4.0,5.0,4.0,2019.0,0.0,0.6194690265486726
"MISSING","habilitado","24-05-2021","MISSING","MISSING",83.0,1050.0,330.0,"05-07-2021","organismo evaluador de la conformidad",3.0,18.0,750.0,2.0,5.0,7.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",84.0,1050.0,331.0,"05-07-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,5.0,7.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",85.0,1050.0,334.0,"05-08-2019","organismo evaluador de la conformidad",19.0,114.0,4750.0,3.0,5.0,8.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","MISSING","MISSING",86.0,1050.0,336.0,"05-08-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,5.0,8.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",87.0,1050.0,408.0,"06-08-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,6.0,8.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",88.0,1050.0,414.0,"06-09-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,6.0,9.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",89.0,1050.0,431.0,"06-12-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,6.0,12.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",90.0,1050.0,435.0,"07-01-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,7.0,1.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",91.0,1050.0,448.0,"07-03-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,7.0,3.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",92.0,1050.0,452.0,"07-04-2021","organismo evaluador de la conformidad",3.0,18.0,750.0,2.0,7.0,4.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",93.0,1050.0,469.0,"07-07-2022","organismo evaluador de la conformidad",3.0,18.0,750.0,2.0,7.0,7.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",94.0,1050.0,516.0,"08-03-2021","organismo evaluador de la conformidad",3.0,18.0,750.0,2.0,8.0,3.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",95.0,1050.0,519.0,"08-04-2019","organismo evaluador de la conformidad",6.0,36.0,1500.0,3.0,8.0,4.0,2019.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",96.0,1050.0,530.0,"08-06-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,8.0,6.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",97.0,1050.0,535.0,"08-07-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,8.0,7.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",98.0,1050.0,605.0,"09-07-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,9.0,7.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",99.0,1050.0,625.0,"09-10-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,9.0,10.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",100.0,1050.0,666.0,"10-05-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,10.0,5.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",101.0,1050.0,670.0,"10-06-2019","organismo evaluador de la conformidad",11.0,66.0,2750.0,3.0,10.0,6.0,2019.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",102.0,1050.0,672.0,"10-06-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,10.0,6.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",104.0,1050.0,680.0,"10-07-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,10.0,7.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",105.0,1050.0,691.0,"10-09-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,10.0,9.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",106.0,1050.0,703.0,"10-11-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,10.0,11.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",107.0,1050.0,709.0,"10-12-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,10.0,12.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",109.0,1050.0,740.0,"11-06-2019","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,11.0,6.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",110.0,1050.0,742.0,"11-06-2022","organismo evaluador de la conformidad",21.0,126.0,5250.0,1.0,11.0,6.0,2022.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","MISSING","MISSING",111.0,1050.0,762.0,"11-09-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,11.0,9.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",112.0,1050.0,782.0,"11-12-2020","organismo evaluador de la conformidad",3.0,18.0,750.0,2.0,11.0,12.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",113.0,1050.0,800.0,"12-03-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,12.0,3.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",114.0,1050.0,811.0,"12-05-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,12.0,5.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",115.0,1050.0,816.0,"12-06-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,12.0,6.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",116.0,1050.0,823.0,"12-07-2021","organismo evaluador de la conformidad",3.0,18.0,750.0,2.0,12.0,7.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",117.0,1050.0,824.0,"12-07-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,12.0,7.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",118.0,1050.0,828.0,"12-08-2021","organismo evaluador de la conformidad",3.0,18.0,750.0,3.0,12.0,8.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",119.0,1050.0,848.0,"12-11-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,12.0,11.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",120.0,1050.0,871.0,"13-03-2019","organismo evaluador de la conformidad",7.0,42.0,1750.0,3.0,13.0,3.0,2019.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",121.0,1050.0,874.0,"13-03-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,13.0,3.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",122.0,1050.0,878.0,"13-04-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,13.0,4.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",123.0,1050.0,895.0,"13-07-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,13.0,7.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",124.0,1050.0,905.0,"13-09-2019","organismo evaluador de la conformidad",25.0,150.0,6250.0,4.0,13.0,9.0,2019.0,0.0,0.6194690265486726
"MISSING","habilitado","24-05-2021","MISSING","MISSING",125.0,1050.0,916.0,"13-11-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,13.0,11.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",126.0,1050.0,932.0,"14-02-2019","organismo evaluador de la conformidad",15.0,90.0,3750.0,3.0,14.0,2.0,2019.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",127.0,1050.0,952.0,"14-06-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,14.0,6.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",128.0,1050.0,954.0,"14-06-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,14.0,6.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",129.0,1050.0,964.0,"14-08-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,14.0,8.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",130.0,1050.0,979.0,"14-11-2018","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,14.0,11.0,2018.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",131.0,1050.0,980.0,"14-11-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,14.0,11.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",132.0,1050.0,1003.0,"15-03-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,15.0,3.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",134.0,1050.0,1057.0,"15-12-2020","organismo evaluador de la conformidad",4.0,24.0,1000.0,3.0,15.0,12.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",135.0,1050.0,1075.0,"16-03-2021","organismo evaluador de la conformidad",4.0,24.0,1000.0,4.0,16.0,3.0,2021.0,0.0,0.6194690265486726
"MISSING","habilitado","24-05-2021","MISSING","MISSING",136.0,1050.0,1114.0,"16-10-2019","organismo evaluador de la conformidad",20.0,120.0,5000.0,3.0,16.0,10.0,2019.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","MISSING","MISSING",137.0,1050.0,1122.0,"16-11-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,16.0,11.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",139.0,1050.0,1139.0,"17-02-2020","organismo evaluador de la conformidad",24.0,144.0,6000.0,2.0,17.0,2.0,2020.0,0.0,0.9268313621990469
"MISSING","habilitado","24-05-2021","MISSING","MISSING",140.0,1050.0,1140.0,"17-02-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,17.0,2.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",141.0,1050.0,1141.0,"17-02-2022","organismo evaluador de la conformidad",3.0,18.0,750.0,2.0,17.0,2.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",142.0,1050.0,1147.0,"17-03-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,17.0,3.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",143.0,1050.0,1203.0,"18-01-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,18.0,1.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",144.0,1050.0,1211.0,"18-02-2022","organismo evaluador de la conformidad",3.0,18.0,750.0,2.0,18.0,2.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",145.0,1050.0,1214.0,"18-03-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,18.0,3.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",146.0,1050.0,1215.0,"18-03-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,18.0,3.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",147.0,1050.0,1275.0,"19-01-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,19.0,1.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",148.0,1050.0,1278.0,"19-02-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,19.0,2.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",149.0,1050.0,1285.0,"19-03-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,19.0,3.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",150.0,1050.0,1290.0,"19-04-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,19.0,4.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",151.0,1050.0,1295.0,"19-05-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,19.0,5.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",152.0,1050.0,1306.0,"19-07-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,19.0,7.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",154.0,1050.0,1314.0,"19-08-2021","organismo evaluador de la conformidad",11.0,66.0,2750.0,4.0,19.0,8.0,2021.0,0.0,0.6194690265486726
"MISSING","habilitado","24-05-2021","MISSING","MISSING",155.0,1050.0,1333.0,"19-11-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,19.0,11.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",156.0,1050.0,1362.0,"20-04-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,20.0,4.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",157.0,1050.0,1381.0,"20-07-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,20.0,7.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",158.0,1050.0,1395.0,"20-09-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,20.0,9.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",159.0,1050.0,1400.0,"20-10-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,20.0,10.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",160.0,1050.0,1414.0,"20-12-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,20.0,12.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",161.0,1050.0,1436.0,"21-04-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,21.0,4.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",162.0,1050.0,1441.0,"21-05-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,21.0,5.0,2022.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",163.0,1050.0,1453.0,"21-07-2021","organismo evaluador de la conformidad",4.0,24.0,1000.0,3.0,21.0,7.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",164.0,1050.0,1467.0,"21-09-2021","organismo evaluador de la conformidad",4.0,24.0,1000.0,4.0,21.0,9.0,2021.0,0.0,0.6194690265486726
"MISSING","habilitado","24-05-2021","MISSING","MISSING",165.0,1050.0,1484.0,"21-12-2020","organismo evaluador de la conformidad",5.0,30.0,1250.0,5.0,21.0,12.0,2020.0,0.0,0.6194690265486726
"MISSING","habilitado","24-05-2021","MISSING","MISSING",166.0,1050.0,1485.0,"21-12-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,21.0,12.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",168.0,1050.0,1552.0,"22-11-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,22.0,11.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",169.0,1050.0,1571.0,"23-02-2022","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,23.0,2.0,2022.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",170.0,1050.0,1576.0,"23-03-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,23.0,3.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",171.0,1050.0,1580.0,"23-04-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,23.0,4.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",172.0,1050.0,1592.0,"23-06-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,23.0,6.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",173.0,1050.0,1604.0,"23-08-2021","organismo evaluador de la conformidad",8.0,48.0,2000.0,3.0,23.0,8.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",174.0,1050.0,1610.0,"23-09-2020","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,23.0,9.0,2020.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",175.0,1050.0,1626.0,"23-12-2019","organismo evaluador de la conformidad",5.0,30.0,1250.0,2.0,23.0,12.0,2019.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",176.0,1050.0,1632.0,"24-01-2020","organismo evaluador de la conformidad",8.0,48.0,2000.0,1.0,24.0,1.0,2020.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",177.0,1050.0,1646.0,"24-03-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,24.0,3.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",178.0,1050.0,1660.0,"24-06-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,24.0,6.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",179.0,1050.0,1673.0,"24-08-2021","organismo evaluador de la conformidad",8.0,48.0,2000.0,2.0,24.0,8.0,2021.0,0.0,0.33572347793004437
"MISSING","habilitado","24-05-2021","MISSING","MISSING",180.0,1050.0,1689.0,"24-11-2020","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,24.0,11.0,2020.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",181.0,1050.0,1690.0,"24-11-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,24.0,11.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",182.0,1050.0,1702.0,"25-01-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,25.0,1.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",183.0,1050.0,1709.0,"25-02-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,25.0,2.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",184.0,1050.0,1714.0,"25-03-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,25.0,3.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",185.0,1050.0,1724.0,"25-05-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,2.0,25.0,5.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",186.0,1050.0,1746.0,"25-09-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,25.0,9.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",187.0,1050.0,1754.0,"25-10-2021","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,25.0,10.0,2021.0,0.0,0.11488901095686185
"MISSING","habilitado","24-05-2021","MISSING","MISSING",188.0,1050.0,1758.0,"25-11-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,25.0,11.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",190.0,1050.0,1777.0,"26-02-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,26.0,2.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",191.0,1050.0,1783.0,"26-03-2021","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,26.0,3.0,2021.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",192.0,1050.0,1787.0,"26-04-2019","organismo evaluador de la conformidad",13.0,78.0,3250.0,5.0,26.0,4.0,2019.0,0.0,0.6194690265486726
"MISSING","habilitado","24-05-2021","MISSING","MISSING",193.0,1050.0,1789.0,"26-04-2021","organismo evaluador de la conformidad",4.0,24.0,1000.0,4.0,26.0,4.0,2021.0,0.0,0.6194690265486726
"MISSING","habilitado","24-05-2021","MISSING","MISSING",194.0,1050.0,1797.0,"26-06-2019","organismo evaluador de la conformidad",1.0,6.0,250.0,1.0,26.0,6.0,2019.0,0.0,0.03726585106779755
"MISSING","habilitado","24-05-2021","MISSING","MISSING",195.0,1050.0,1807.0,"26-07-2022","organismo evaluador de la conformidad",2.0,12.0,500.0,1.0,26.0,7.0,2022.0,0.0,0.11488901095686185
