id_fact_oec_rs,id_razon_social,id_fecha,total_perfiles,prediction_total_perfiles,volumen_cer,prediction_volumen_cer,volumen_horas,prediction_volumen_horas,volumen_ganancias,prediction_volumen_ganancias,volumen_porcentaje_asistencia,prediction_volumen_porcentaje_asistencia
10266.0,666.0,511.0,1.0,1.5762889421317852,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10593.0,666.0,1980.0,1.0,1.0105523625776442,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10174.0,666.0,44.0,1.0,1.4589940413139886,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.3357234779300443
10182.0,666.0,114.0,1.0,1.1738978066429155,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10185.0,666.0,127.0,1.0,1.1706891364580116,30.0,30.0,180.0,180.0,7500.0,7500.0,0.0,0.9268313621990468
10202.0,666.0,213.0,1.0,1.2512749437088388,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10235.0,666.0,390.0,1.0,1.309733766379057,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
10278.0,666.0,573.0,1.0,1.0144814896726786,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10307.0,666.0,707.0,1.0,1.271365186403844,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10311.0,666.0,724.0,1.0,1.145306735489274,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10318.0,666.0,757.0,1.0,1.5357159307028525,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10329.0,666.0,821.0,1.0,1.249248212145747,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10357.0,666.0,923.0,2.0,1.7268334885817496,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.3357234779300443
10496.0,666.0,1550.0,3.0,1.8324401192591069,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,0.3357234779300443
10509.0,666.0,1602.0,1.0,1.0702471123937614,29.0,29.0,174.0,174.0,7250.0,7250.0,0.0,0.9268313621990468
10520.0,666.0,1655.0,1.0,1.247913406172873,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10524.0,666.0,1676.0,1.0,1.24852614603208,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10526.0,666.0,1694.0,1.0,1.2826881257066165,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10548.0,666.0,1803.0,1.0,1.1122067849779598,26.0,26.0,156.0,156.0,6500.0,6500.0,0.0,0.9268313621990468
10553.0,666.0,1813.0,1.0,1.0067801094797943,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10565.0,666.0,1875.0,1.0,1.12835117892121,29.0,29.0,174.0,174.0,7250.0,7250.0,0.0,0.9268313621990468
10570.0,666.0,1888.0,1.0,1.5415411273248794,21.0,21.0,126.0,126.0,5250.0,5250.0,0.0,0.9268313621990468
10606.0,666.0,2031.0,1.0,1.311897501095362,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
10618.0,666.0,2088.0,1.0,1.3254605434746085,22.0,22.0,132.0,132.0,5500.0,5500.0,0.0,0.9268313621990468
10631.0,666.0,2139.0,3.0,1.2105569322817502,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10251.0,666.0,445.0,1.0,1.0042029227284983,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10315.0,666.0,739.0,2.0,1.3402413700683866,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
10321.0,666.0,774.0,1.0,0.9995905167185156,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10343.0,666.0,881.0,1.0,1.1920304527581067,28.0,28.0,168.0,168.0,7000.0,7000.0,0.0,0.9268313621990468
10424.0,666.0,1218.0,1.0,1.236450822806208,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.3357234779300443
10428.0,666.0,1233.0,1.0,1.24137764965474,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10436.0,666.0,1283.0,1.0,1.1924229242728217,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10452.0,666.0,1366.0,1.0,1.2964882810925955,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
10555.0,666.0,1827.0,1.0,1.2430818640647232,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10584.0,666.0,1938.0,2.0,1.383546146208235,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.9268313621990468
10596.0,666.0,1994.0,2.0,1.5024554675461588,40.0,40.0,240.0,240.0,10000.0,10000.0,0.0,0.9268313621990468
10220.0,666.0,313.0,1.0,1.0121393883988532,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10221.0,666.0,314.0,1.0,1.6236794946022457,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10283.0,666.0,595.0,1.0,1.0042029227284983,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10359.0,666.0,929.0,2.0,1.790605535425701,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10392.0,666.0,1070.0,1.0,1.0144531449574317,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10499.0,666.0,1559.0,1.0,1.7004471445112614,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10517.0,666.0,1634.0,2.0,1.6482886142481477,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10529.0,666.0,1710.0,2.0,1.6190556907100728,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10603.0,666.0,2013.0,1.0,1.0080948997152774,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10281.0,666.0,590.0,1.0,1.145306735489274,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10479.0,666.0,1501.0,1.0,1.247913406172873,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10549.0,666.0,1804.0,1.0,1.0000073563084044,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10627.0,666.0,2121.0,1.0,1.2438334294425917,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10216.0,666.0,288.0,1.0,0.989046261953834,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10615.0,666.0,2074.0,1.0,1.238417357352435,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10208.0,666.0,249.0,2.0,1.5368383303290358,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10345.0,666.0,883.0,2.0,1.5741618679609275,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10441.0,666.0,1303.0,1.0,0.9991485952874684,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10178.0,666.0,76.0,2.0,1.379669724236581,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10228.0,666.0,351.0,1.0,0.9989184380853005,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10276.0,666.0,559.0,1.0,1.3029801999297237,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
10288.0,666.0,628.0,1.0,0.9989184380853005,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10383.0,666.0,1030.0,1.0,1.2481631469132737,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10457.0,666.0,1392.0,1.0,0.991912113475908,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10558.0,666.0,1846.0,1.0,1.1662545345758446,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.3357234779300443
10564.0,666.0,1874.0,1.0,1.2620647975423964,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10611.0,666.0,2064.0,1.0,1.2763981707981913,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10626.0,666.0,2120.0,1.0,1.2253391486161749,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
10181.0,666.0,107.0,1.0,1.0014418429733525,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10191.0,666.0,153.0,1.0,1.9274800361459967,15.0,15.0,90.0,90.0,3750.0,3750.0,0.0,0.3357234779300443
10210.0,666.0,253.0,1.0,1.2504052309674336,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10328.0,666.0,820.0,1.0,1.2481285277177705,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10349.0,666.0,898.0,1.0,1.26152159953256,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10586.0,666.0,1953.0,1.0,1.1852136504463744,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10168.0,666.0,25.0,1.0,1.2913921782443396,35.0,35.0,210.0,210.0,8750.0,9040.12069053412,0.0,0.9268313621990468
10175.0,666.0,57.0,2.0,1.383248479720922,23.0,23.0,138.0,138.0,5750.0,5750.0,0.0,0.9268313621990468
10187.0,666.0,140.0,4.0,1.74397079183166,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.6194690265486726
10200.0,666.0,200.0,1.0,1.2350961041125883,25.0,25.0,150.0,150.0,6250.0,6250.0,0.0,0.9268313621990468
10204.0,666.0,225.0,1.0,1.3146438200061568,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,0.3357234779300443
10207.0,666.0,248.0,1.0,1.0014418429733525,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10230.0,666.0,359.0,1.0,1.2512749437088388,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10237.0,666.0,396.0,1.0,1.299342100218044,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.3357234779300443
10244.0,666.0,411.0,1.0,1.4811363177365169,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,0.3357234779300443
10247.0,666.0,428.0,1.0,0.9962256578243144,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10258.0,666.0,471.0,1.0,1.1666231238911025,45.0,45.0,270.0,270.0,11250.0,11176.98745275888,0.0,0.9268313621990468
10333.0,666.0,832.0,1.0,1.1611867705875083,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10335.0,666.0,846.0,1.0,1.0004398587940415,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10350.0,666.0,904.0,1.0,1.254157339667134,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10356.0,666.0,922.0,1.0,1.4479123954303106,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.3357234779300443
10368.0,666.0,962.0,1.0,1.1564364531265057,25.0,25.0,150.0,150.0,6250.0,6250.0,0.0,0.9268313621990468
10415.0,666.0,1176.0,1.0,1.2964380255513137,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
10417.0,666.0,1194.0,1.0,1.2235161420109109,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10419.0,666.0,1208.0,1.0,1.2500404803437306,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10421.0,666.0,1212.0,2.0,1.307738129530324,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
10427.0,666.0,1226.0,1.0,1.24137764965474,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10447.0,666.0,1330.0,1.0,1.2672220679311323,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
10458.0,666.0,1404.0,1.0,1.2746357838701698,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10465.0,666.0,1429.0,1.0,1.1924229242728217,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10474.0,666.0,1476.0,1.0,1.2746357838701698,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10500.0,666.0,1562.0,1.0,1.0056918782744362,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10504.0,666.0,1584.0,1.0,1.3253261719224867,9.0,9.0,54.0,54.0,2250.0,2250.0,0.0,0.3357234779300443
10516.0,666.0,1631.0,1.0,1.1354794424411268,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10518.0,666.0,1650.0,1.0,1.247913406172873,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10519.0,666.0,1654.0,1.0,1.0008956552288766,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10521.0,666.0,1659.0,2.0,1.3399501054942704,45.0,45.0,270.0,270.0,11250.0,11176.98745275888,0.0,0.9268313621990468
10525.0,666.0,1681.0,2.0,1.1677289449659185,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10530.0,666.0,1712.0,1.0,1.307588081530983,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,0.3357234779300443
10536.0,666.0,1743.0,1.0,1.0067801094797943,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10537.0,666.0,1745.0,1.0,1.3260211789826173,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
10538.0,666.0,1751.0,1.0,1.015184245216577,31.0,31.0,186.0,186.0,7750.0,7750.0,0.0,0.9268313621990468
10561.0,666.0,1863.0,1.0,1.4181011190945612,38.0,38.0,228.0,228.0,9500.0,9040.12069053412,0.0,0.9268313621990468
10630.0,666.0,2138.0,1.0,1.1998118101843176,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10170.0,666.0,33.0,1.0,1.249285546539457,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10173.0,666.0,43.0,1.0,1.1278711693290715,29.0,29.0,174.0,174.0,7250.0,7250.0,0.0,0.9268313621990468
10227.0,666.0,346.0,1.0,1.205209032145493,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10248.0,666.0,429.0,1.0,0.9968977364575295,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10273.0,666.0,539.0,1.0,1.423842017328414,19.0,19.0,114.0,114.0,4750.0,4750.0,0.0,0.9268313621990468
10425.0,666.0,1222.0,1.0,1.2271669695479688,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
10470.0,666.0,1458.0,1.0,1.433881784207759,13.0,13.0,78.0,78.0,3250.0,3250.0,0.0,0.3357234779300443
10486.0,666.0,1517.0,2.0,1.286039714862116,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
10511.0,666.0,1614.0,1.0,1.0444981970055125,28.0,28.0,168.0,168.0,7000.0,7000.0,0.0,0.9268313621990468
10534.0,666.0,1733.0,1.0,1.26217181591949,33.0,33.0,198.0,198.0,8250.0,8250.0,0.0,0.9268313621990468
10554.0,666.0,1822.0,1.0,0.998454287854318,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10566.0,666.0,1880.0,1.0,0.9991832144829716,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10569.0,666.0,1887.0,1.0,1.2365396896863132,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10616.0,666.0,2080.0,1.0,1.1856364048495636,26.0,26.0,156.0,156.0,6500.0,6500.0,0.0,0.9268313621990468
10513.0,666.0,1620.0,1.0,1.2746357838701698,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10531.0,666.0,1718.0,1.0,1.0030761128097112,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10572.0,666.0,1895.0,1.0,1.5357106468660533,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10590.0,666.0,1971.0,1.0,1.3011523789979291,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
10166.0,666.0,4.0,1.0,0.9979696780452544,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10324.0,666.0,781.0,1.0,0.9968977364575295,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10475.0,666.0,1477.0,2.0,1.364847982426571,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
10592.0,666.0,1978.0,1.0,1.2808603047748222,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10256.0,666.0,459.0,1.0,0.9996127455184508,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10395.0,666.0,1084.0,2.0,1.2535445998079269,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10546.0,666.0,1796.0,1.0,1.2274635254149218,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
10280.0,666.0,586.0,1.0,1.6400234030885514,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.3357234779300443
10293.0,666.0,660.0,1.0,1.2546642842359037,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10239.0,666.0,400.0,1.0,1.2481285277177705,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10367.0,666.0,960.0,4.0,2.319286432088691,17.0,17.0,102.0,102.0,4250.0,4250.0,0.0,0.6194690265486726
10378.0,666.0,1009.0,1.0,1.5714134024898414,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10286.0,666.0,604.0,1.0,1.423648229975359,16.0,16.0,96.0,96.0,4000.0,4000.0,0.0,0.3357234779300443
10379.0,666.0,1013.0,1.0,1.004389605116219,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10212.0,666.0,272.0,1.0,1.2073197613632405,28.0,28.0,168.0,168.0,7000.0,7000.0,0.0,0.9268313621990468
10271.0,666.0,533.0,1.0,1.322062569057951,41.0,41.0,246.0,246.0,10250.0,10250.0,0.0,0.9268313621990468
10344.0,666.0,882.0,1.0,1.0121393883988532,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10353.0,666.0,913.0,3.0,1.6918169854694751,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10429.0,666.0,1234.0,1.0,1.2424973340827166,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10478.0,666.0,1496.0,1.0,1.3605740100616714,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10494.0,666.0,1541.0,1.0,1.6790464611045792,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
10591.0,666.0,1972.0,2.0,1.2423737275609057,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10575.0,666.0,1906.0,1.0,1.4014661586485346,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.3357234779300443
10223.0,666.0,323.0,1.0,1.000284824151666,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10232.0,666.0,377.0,1.0,1.0042029227284983,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10242.0,666.0,405.0,1.0,1.1926726650132224,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10304.0,666.0,694.0,1.0,1.260699514045544,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10559.0,666.0,1853.0,1.0,1.164127460404987,14.0,14.0,84.0,84.0,3500.0,3500.0,0.0,0.3357234779300443
10576.0,666.0,1907.0,1.0,0.996620268614268,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10275.0,666.0,553.0,1.0,1.209553474631892,34.0,34.0,204.0,204.0,8500.0,8500.0,0.0,0.9268313621990468
10432.0,666.0,1253.0,1.0,1.25506832041049,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10380.0,666.0,1018.0,1.0,1.0013208486149126,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10459.0,666.0,1405.0,1.0,1.1995778385104388,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10583.0,666.0,1933.0,1.0,1.2352188133232886,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10192.0,666.0,165.0,1.0,1.2003308211575388,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10194.0,666.0,174.0,1.0,1.436712697439933,17.0,17.0,102.0,102.0,4250.0,4250.0,0.0,0.9268313621990468
10277.0,666.0,560.0,1.0,0.9995905167185156,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10287.0,666.0,618.0,1.0,1.3583058080481607,6.0,6.0,36.0,36.0,1500.0,1500.0,0.0,0.3357234779300443
10316.0,666.0,747.0,1.0,1.249248212145747,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10361.0,666.0,938.0,1.0,1.0042029227284983,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10397.0,666.0,1094.0,1.0,1.249248212145747,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10449.0,666.0,1338.0,1.0,1.2523755401495038,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10485.0,666.0,1512.0,1.0,1.145306735489274,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10571.0,666.0,1893.0,1.0,0.998454287854318,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10588.0,666.0,1965.0,1.0,1.290905068501732,24.0,24.0,144.0,144.0,6000.0,6000.0,0.0,0.9268313621990468
10608.0,666.0,2048.0,1.0,1.180209929516994,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.3357234779300443
10241.0,666.0,403.0,1.0,1.0082212898220206,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10198.0,666.0,192.0,1.0,1.165547892037128,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10260.0,666.0,478.0,1.0,1.3430325201121631,11.0,11.0,66.0,66.0,2750.0,2750.0,0.0,0.3357234779300443
10263.0,666.0,491.0,1.0,1.2672220679311323,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
10309.0,666.0,718.0,1.0,1.2504018973601234,25.0,25.0,150.0,150.0,6250.0,6250.0,0.0,0.9268313621990468
10322.0,666.0,775.0,1.0,1.7677332975514477,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.3357234779300443
10505.0,666.0,1585.0,2.0,1.247913406172873,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10595.0,666.0,1992.0,1.0,1.781693385587121,18.0,18.0,108.0,108.0,4500.0,4500.0,0.0,0.9268313621990468
10619.0,666.0,2092.0,1.0,0.9998036972853044,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10623.0,666.0,2109.0,1.0,1.0070412877054224,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10625.0,666.0,2118.0,1.0,1.7190257897606245,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.3357234779300443
10167.0,666.0,14.0,1.0,1.0074870157210427,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10196.0,666.0,179.0,1.0,1.3761432907055025,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
10209.0,666.0,252.0,1.0,1.0007697643401372,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10231.0,666.0,370.0,1.0,1.2724941104976353,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
10255.0,666.0,455.0,2.0,1.2964882810925955,7.0,7.0,42.0,42.0,1750.0,1750.0,0.0,0.3357234779300443
10270.0,666.0,524.0,1.0,1.2669030524272131,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10386.0,666.0,1048.0,1.0,1.2746357838701698,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10396.0,666.0,1085.0,1.0,1.1991738023358522,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10451.0,666.0,1355.0,1.0,1.0030761128097112,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10482.0,666.0,1506.0,1.0,1.0030761128097112,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10604.0,666.0,2018.0,1.0,1.1371488718438088,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10180.0,666.0,105.0,2.0,2.1047082386509173,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.3357234779300443
10313.0,666.0,732.0,3.0,1.5741618679609275,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10300.0,666.0,684.0,1.0,1.215280509036009,26.0,26.0,156.0,156.0,6500.0,6500.0,0.0,0.9268313621990468
10416.0,666.0,1177.0,1.0,1.2788387315891925,4.0,4.0,24.0,24.0,1000.0,1000.0,0.0,0.1148890109568618
10473.0,666.0,1471.0,1.0,1.1784740670633511,5.0,5.0,30.0,30.0,1250.0,1250.0,0.0,0.1148890109568618
10254.0,666.0,453.0,2.0,1.6236794946022457,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10410.0,666.0,1157.0,1.0,1.6236794946022457,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10545.0,666.0,1794.0,1.0,1.7542170544917357,10.0,10.0,60.0,60.0,2500.0,2500.0,0.0,0.3357234779300443
10193.0,666.0,172.0,1.0,1.0132964072205397,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10203.0,666.0,219.0,2.0,1.2345541060500438,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10236.0,666.0,391.0,1.0,1.529748602654425,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10257.0,666.0,462.0,2.0,1.647586397827243,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
10262.0,666.0,487.0,1.0,1.0075269823888704,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10284.0,666.0,597.0,2.0,1.5741618679609275,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10292.0,666.0,657.0,2.0,1.7501962590619116,8.0,8.0,48.0,48.0,2000.0,2000.0,0.0,0.3357234779300443
10314.0,666.0,738.0,1.0,1.0121393883988532,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10375.0,666.0,988.0,1.0,1.5432325175503394,3.0,3.0,18.0,18.0,750.0,750.0,0.0,0.1148890109568618
10454.0,666.0,1369.0,1.0,1.011012578480066,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10456.0,666.0,1388.0,1.0,1.0067801094797943,1.0,1.0,6.0,6.0,250.0,250.0,0.0,0.0372658510677975
10466.0,666.0,1432.0,2.0,1.602522767178587,11.0,10.272727272727272,66.0,66.0,2750.0,2605.787157287157,0.0,0.3357234779300443
10472.0,666.0,1466.0,1.0,1.3590596757500208,2.0,2.0,12.0,12.0,500.0,500.0,0.0,0.1148890109568618
