id_ci,id_curso,num_cap
1427,,39
1428,,39
1427,1257,484
1428,1257,484
1429,679,123
1429,,50
,,119
,,117
1430,1081,31
1431,1197,38
1431,1198,17
1432,1713,87
1432,1714,37
,,1
1433,1596,19
1433,1597,27
,,1
,,45
,,4
1434,1120,32
1440,,2
1440,1425,2
1440,,18
1440,1424,40
,,146
,,178
,,19
,,973
,,60
,,13
,,10
,,2
1444,2057,186
,184,85
,183,6
,2050,32
1448,912,55
1449,912,55
1448,911,2
1449,911,2
1451,1281,7
1452,1281,7
1451,2399,17
1452,2399,17
1451,2401,4
1452,2401,4
1451,2400,7
1452,2400,7
1453,826,59
1454,826,59
1453,1993,25
1454,1993,25
1453,1992,42
1454,1992,42
1456,1766,158
1456,1767,115
1456,1768,585
1457,937,745
1458,937,745
1457,936,499
1458,936,499
1457,942,252
1458,942,252
1457,938,983
1458,938,983
1457,1695,797
1458,1695,797
1457,1696,44
1458,1696,44
1457,,280
1458,,280
1457,939,750
1458,939,750
1457,941,694
1458,941,694
1457,940,148
1458,940,148
1459,136,1
1461,2454,24
,410,157
,413,750
,411,80
,412,136
,409,18
,,177
,,8
1463,560,28
,,8
,,2
,,42
,,14
,,50
1465,1820,27
1465,1821,33
,,3
1466,2273,4
1467,1085,34
1467,1087,23
1467,1086,12
1469,1930,4
1470,1460,2
1471,1460,2
1472,1460,2
1470,2410,3
1471,2410,3
1472,2410,3
1470,1459,7
1471,1459,7
1472,1459,7
1470,1458,23
1471,1458,23
1472,1458,23
1470,2411,4
1471,2411,4
1472,2411,4
,,1
1474,1,4
1474,0,446
,217,6
,869,14
,2348,2
,477,3
1477,2330,1
1477,2332,1
1477,2331,1
,,35
,,3
,,85
1480,2251,5
1480,2252,228
1480,,7
1480,,19
1480,,70
1480,2249,112
1481,736,4
1482,1025,542
,,8
,,23
,,1
,,7
,,4
,,3
1478,362,3
1478,364,177
1478,363,2
1479,2626,4
1479,2625,1
,,1
1484,1655,258
1485,1655,258
1484,604,569
1485,604,569
1484,1654,227
1485,1654,227
,,4
,,17
1487,1037,2
1487,1038,105
1487,1039,3
,303,24
,,1
1488,2190,7
1489,2190,7
,461,10
1491,1806,2
1493,2101,41
1494,2253,183
1494,,105
1495,1251,32
,,3
,,3
,,7
,,2
,375,188
,,4
1501,2313,24
1502,2313,24
1501,,14
1502,,14
1503,1675,1
1504,1416,2
1505,2646,1
1506,1943,50
1506,1942,8
,,2
,,9
1508,1317,40
,,1
1513,1757,17
,,88
,,27
,,9
,,3
,,2
,114,21
,,5
,,6
,137,7
1520,,54
1520,,4
1520,2263,8
1520,,786
1520,,9
1520,2262,4
1520,,5
1520,,3
1522,2270,2
1525,2367,345
1526,2367,345
1525,2366,183
1526,2366,183
1525,,35
1526,,35
1525,2371,30
1526,2371,30
1525,2368,69
1526,2368,69
1525,2365,399
1526,2365,399
1525,2369,120
1526,2369,120
,,30
,,2
,,19
,,363
,,135
1531,586,41
1532,2040,88
1535,727,20
1535,,24
1537,2613,1
,210,3
1544,746,398
1544,745,387
,146,33
,145,309
,148,85
,147,7
,,7
1546,403,46
1546,401,63
1546,402,41
,452,1
,454,2
,453,103
1523,1357,112
1524,1357,112
1523,,33
1524,,33
1523,,110
1524,,110
1549,1146,1
1551,1657,8
1551,1658,2
,,8
,,199
,,3
,,175
,,12
,,138
,,24
,961,19
,206,24
,959,6
,207,8
,,3
,962,29
,,95
,960,12
,205,23
,203,3
,,2
1550,1384,6
1550,1383,33
,,5
1558,1959,145
1559,1959,145
1558,1956,82
1559,1956,82
1558,602,438
1559,602,438
1562,628,166
1563,2733,4
1563,2735,5
1563,2734,10
1564,,3
1565,695,21
1566,695,21
1567,1324,1
1567,1325,1
1568,579,5
1571,2438,54
1572,2438,54
1571,,5
1572,,5
1571,1354,29
1572,1354,29
1571,1352,14
1572,1352,14
1573,1548,2
1574,1548,2
1573,,14
1574,,14
1573,2806,3
1574,2806,3
1575,603,39
1576,603,39
,,6
,185,3
,,10
,,1
,,1
1580,2637,2
1581,2306,3
1583,,2
,229,245
,230,17
1584,2416,3
1585,2416,3
1584,1051,3
1585,1051,3
1584,2417,2
1585,2417,2
1584,2418,3
1585,2418,3
1586,1900,70
1587,1900,70
1586,1901,70
1587,1901,70
1589,636,29
1591,1055,15
1592,1055,15
1591,1811,16
1592,1811,16
1594,1410,6
1595,1410,6
1594,1411,39
1595,1411,39
,,2
,266,32
,1763,3
1601,713,10
1601,714,11
1602,2582,34
1603,1067,152
1604,2615,14
1605,777,4
1606,777,4
1608,1649,4
1608,1648,7
,,587
,,859
,,694
,246,7
,931,5
,930,1
1610,2127,29
1611,2127,29
1610,2126,48
1611,2126,48
1610,,7
1611,,7
1612,2865,3
1613,1335,8
1614,1335,8
1613,1334,6
1614,1334,6
1613,965,22
1614,965,22
1613,1336,15
1614,1336,15
1613,966,10
1614,966,10
,,8
1617,252,11
,139,34
,140,8
,,5
