time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-15 23:43:27.591054,7,ci,0,0,0,238,272,238,0,0,START PROGRAM
2023-01-15 23:43:52.980585,7,ci,1,0,0,238,272,238,0,0,"Page Loaded, Go to Page"
2023-01-15 23:45:28.640528,7,ci,1,0,0,238,272,238,0,0,Resume Mining
2023-01-15 23:45:29.647940,7,ci,1,0,0,238,272,238,0,0,CSV Not Found
2023-01-15 23:45:37.195917,7,ci,1,0,0,238,272,238,10,6,Saved Data
2023-01-15 23:45:45.117275,7,ci,1,0,0,238,272,239,20,6,Saved Data
2023-01-15 23:46:02.764105,7,ci,1,0,0,238,272,240,30,6,Saved Data
2023-01-15 23:46:18.625855,7,ci,1,0,0,238,272,241,40,6,Saved Data
2023-01-15 23:46:54.774766,7,ci,1,0,0,238,272,242,50,6,Saved Data
2023-01-15 23:47:20.070171,7,ci,1,0,0,238,272,243,60,6,Saved Data
2023-01-15 23:47:36.467962,7,ci,1,0,0,238,272,244,70,6,Saved Data
2023-01-15 23:48:02.127625,7,ci,1,0,0,238,272,245,80,6,Saved Data
2023-01-15 23:48:19.758113,7,ci,1,0,0,238,272,246,90,6,Saved Data
2023-01-15 23:48:32.212358,7,ci,1,0,0,238,272,247,100,6,Saved Data
2023-01-15 23:48:56.106794,7,ci,1,0,0,238,272,248,110,6,Saved Data
2023-01-15 23:49:10.616405,7,ci,1,0,0,238,272,249,120,6,Saved Data
2023-01-15 23:49:29.223785,7,ci,1,0,0,238,272,250,130,6,Saved Data
2023-01-15 23:49:58.346254,7,ci,1,0,0,238,272,251,140,6,Saved Data
2023-01-15 23:50:15.313133,7,ci,1,0,0,238,272,252,150,6,Saved Data
2023-01-15 23:50:40.780587,7,ci,1,0,0,238,272,253,160,6,Saved Data
2023-01-15 23:51:07.264139,7,ci,1,0,0,238,272,254,170,6,Saved Data
2023-01-15 23:51:29.877767,7,ci,1,0,0,238,272,255,180,6,Saved Data
2023-01-15 23:51:52.116365,7,ci,1,0,0,238,272,256,190,6,Saved Data
2023-01-15 23:52:04.188469,7,ci,1,0,0,238,272,257,200,6,Saved Data
2023-01-15 23:52:24.451948,7,ci,1,0,0,238,272,258,210,6,Saved Data
2023-01-15 23:52:47.203041,7,ci,1,0,0,238,272,259,220,6,Saved Data
2023-01-15 23:53:09.920097,7,ci,1,0,0,238,272,260,230,6,Saved Data
2023-01-15 23:53:38.372930,7,ci,1,0,0,238,272,261,240,6,Saved Data
2023-01-15 23:53:44.339897,7,ci,1,0,0,238,272,262,250,6,Saved Data
2023-01-15 23:53:50.469787,7,ci,1,0,0,238,272,263,260,6,Saved Data
2023-01-15 23:53:56.116114,7,ci,1,0,0,238,272,264,270,6,Saved Data
2023-01-15 23:54:01.994643,7,ci,1,0,0,238,272,265,280,6,Saved Data
2023-01-15 23:54:07.704761,7,ci,1,0,0,238,272,266,290,6,Saved Data
2023-01-15 23:54:13.260495,7,ci,1,0,0,238,272,267,300,6,Saved Data
2023-01-15 23:54:18.778267,7,ci,1,0,0,238,272,268,310,6,Saved Data
2023-01-15 23:54:23.947239,7,ci,1,0,0,238,272,269,320,6,Saved Data
2023-01-15 23:54:28.879649,7,ci,1,0,0,238,272,270,330,6,Saved Data
2023-01-15 23:54:33.019044,7,ci,1,0,0,238,272,271,340,6,Saved Data
2023-01-15 23:54:35.349559,7,ci,1,0,0,238,272,272,346,6,Saved Data
2023-01-15 23:54:35.354572,7,ci,1,0,0,238,272,272,0,0,End Session
2023-01-15 23:54:35.362570,7,ci,1,0,0,238,272,272,346,6,END PROGRAM
