"especialidad_sector","modalidad","razon_social","fecha_resolucion","canton","provincia","id_fact_oc","id_razon_social","id_curso_perfil","id_fecha","%_asistencia","costo","tipo","area_familia","curso_perfil","estado","tipo_razon_social","num_cap_cer","total_cursos","volumen_capacitados","total_horas","carga_horaria","anio","total_ganancias","prediction(total_ganancias)"
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",301.0,572.0,1905.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",194.0,38.0,3266.0,4656.0,24.0,2021.0,0.0,34688.11
"MISSING","online","MISSING","15-10-2021","quito","pichincha",302.0,572.0,1917.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",194.0,38.0,3266.0,4656.0,24.0,2021.0,0.0,34688.11
"MISSING","online","MISSING","15-10-2021","quito","pichincha",303.0,572.0,1925.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",194.0,38.0,3266.0,1940.0,10.0,2021.0,0.0,14064.3
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",304.0,572.0,1954.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",194.0,38.0,3266.0,7760.0,40.0,2021.0,0.0,34688.11
"MISSING","online","MISSING","15-10-2021","quito","pichincha",305.0,572.0,1967.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",194.0,38.0,3266.0,3880.0,20.0,2021.0,0.0,34688.11
"MISSING","online","MISSING","15-10-2021","quito","pichincha",306.0,572.0,1988.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",194.0,38.0,3266.0,7760.0,40.0,2021.0,0.0,34688.11
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",307.0,572.0,1990.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",194.0,38.0,3266.0,3880.0,20.0,2021.0,0.0,34688.11
"MISSING","semipresencial","MISSING","15-10-2021","quito","pichincha",308.0,572.0,1992.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",194.0,38.0,3266.0,4656.0,24.0,2021.0,0.0,34688.11
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",309.0,572.0,1825.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",9.0,38.0,3266.0,144.0,16.0,2021.0,0.0,615.6961538375385
"MISSING","online","MISSING","15-10-2021","quito","pichincha",310.0,572.0,1963.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",9.0,38.0,3266.0,90.0,10.0,2021.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",311.0,572.0,1904.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",143.0,38.0,3266.0,5148.0,36.0,2021.0,0.0,34688.11
"MISSING","online","MISSING","15-10-2021","quito","pichincha",312.0,572.0,1919.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",143.0,38.0,3266.0,5148.0,36.0,2021.0,0.0,34688.11
"MISSING","online","MISSING","15-10-2021","quito","pichincha",313.0,572.0,1953.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",143.0,38.0,3266.0,5720.0,40.0,2021.0,0.0,34688.11
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",314.0,572.0,1824.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",732.0,38.0,3266.0,21960.0,30.0,2021.0,0.0,85929.324998295
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",315.0,572.0,1894.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",732.0,38.0,3266.0,11712.0,16.0,2021.0,0.0,85929.324998295
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",316.0,572.0,1895.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",732.0,38.0,3266.0,8784.0,12.0,2021.0,0.0,85929.324998295
"MISSING","online","MISSING","15-10-2021","quito","pichincha",317.0,572.0,1965.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",732.0,38.0,3266.0,29280.0,40.0,2021.0,0.0,85929.324998295
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",318.0,572.0,1968.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",732.0,38.0,3266.0,14640.0,20.0,2021.0,0.0,85929.324998295
"MISSING","online","MISSING","15-10-2021","quito","pichincha",319.0,572.0,1986.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",732.0,38.0,3266.0,8784.0,12.0,2021.0,0.0,85929.324998295
"MISSING","online","MISSING","15-10-2021","quito","pichincha",320.0,572.0,1987.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",732.0,38.0,3266.0,11712.0,16.0,2021.0,0.0,85929.324998295
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",321.0,572.0,1974.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",128.0,38.0,3266.0,1280.0,10.0,2021.0,0.0,10812.15
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",322.0,572.0,1896.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",691.0,38.0,3266.0,13820.0,20.0,2021.0,0.0,85929.324998295
"MISSING","online","MISSING","15-10-2021","quito","pichincha",323.0,572.0,1920.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",691.0,38.0,3266.0,13820.0,20.0,2021.0,0.0,85929.324998295
"MISSING","semipresencial","MISSING","15-10-2021","quito","pichincha",324.0,572.0,1922.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",691.0,38.0,3266.0,27640.0,40.0,2021.0,0.0,85929.324998295
"MISSING","semipresencial","MISSING","15-10-2021","quito","pichincha",325.0,572.0,1923.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",691.0,38.0,3266.0,6910.0,10.0,2021.0,0.0,34688.11
"MISSING","online","MISSING","15-10-2021","quito","pichincha",326.0,572.0,1978.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",691.0,38.0,3266.0,6910.0,10.0,2021.0,0.0,34688.11
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",327.0,572.0,1993.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",691.0,38.0,3266.0,16584.0,24.0,2021.0,0.0,85929.324998295
"MISSING","semipresencial","MISSING","15-10-2021","quito","pichincha",328.0,572.0,1994.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",691.0,38.0,3266.0,16584.0,24.0,2021.0,0.0,85929.324998295
"MISSING","online","MISSING","15-10-2021","quito","pichincha",329.0,572.0,1995.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",691.0,38.0,3266.0,16584.0,24.0,2021.0,0.0,85929.324998295
"MISSING","online","MISSING","15-10-2021","quito","pichincha",330.0,572.0,1956.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",9.0,38.0,3266.0,90.0,10.0,2021.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",331.0,572.0,1969.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",8.0,38.0,3266.0,80.0,10.0,2021.0,0.0,615.6961538375385
"MISSING","online","MISSING","15-10-2021","quito","pichincha",332.0,572.0,1970.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",8.0,38.0,3266.0,80.0,10.0,2021.0,0.0,615.6961538375385
"MISSING","online","MISSING","15-10-2021","quito","pichincha",333.0,572.0,1999.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",28.0,38.0,3266.0,280.0,10.0,2021.0,0.0,1011.25
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",334.0,572.0,2000.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",28.0,38.0,3266.0,280.0,10.0,2021.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",335.0,572.0,1844.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",15.0,38.0,3266.0,240.0,16.0,2021.0,0.0,3026.957142857143
"MISSING","online","MISSING","15-10-2021","quito","pichincha",336.0,572.0,1957.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",15.0,38.0,3266.0,240.0,16.0,2021.0,0.0,1011.25
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",337.0,572.0,1837.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",12.0,38.0,3266.0,120.0,10.0,2021.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",338.0,572.0,1877.0,6.0,0.0,0.0,"curso","mecánica industrial y minería",,"calificado","operador de capacitación",85.0,38.0,3266.0,1360.0,16.0,2021.0,0.0,10812.15
"MISSING","online","MISSING","15-10-2021","quito","pichincha",339.0,572.0,1924.0,6.0,0.0,0.0,"curso","mecánica industrial y minería",,"calificado","operador de capacitación",85.0,38.0,3266.0,1360.0,16.0,2021.0,0.0,10812.15
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",340.0,572.0,1909.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",103.0,38.0,3266.0,2060.0,20.0,2021.0,0.0,14064.3
"MISSING","online","MISSING","15-10-2021","quito","pichincha",341.0,572.0,1926.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",103.0,38.0,3266.0,2060.0,20.0,2021.0,0.0,14064.3
"MISSING","presencial","MISSING","15-10-2021","quito","pichincha",342.0,572.0,1996.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",103.0,38.0,3266.0,2472.0,24.0,2021.0,0.0,14064.3
"MISSING","online","MISSING","15-10-2021","quito","pichincha",343.0,572.0,1997.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",103.0,38.0,3266.0,2472.0,24.0,2021.0,0.0,14064.3
"MISSING","semipresencial","MISSING","15-10-2021","quito","pichincha",344.0,572.0,1998.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",103.0,38.0,3266.0,2472.0,24.0,2021.0,0.0,14064.3
"MISSING","presencial","MISSING","MISSING","quito","pichincha",345.0,582.0,3879.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",3.0,4.0,9.0,48.0,16.0,2021.0,0.0,212.81000000000003
"MISSING","presencial","MISSING","MISSING","quito","pichincha",346.0,582.0,3881.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",2.0,4.0,9.0,32.0,16.0,2021.0,0.0,212.81000000000003
"MISSING","presencial","MISSING","MISSING","quito","pichincha",347.0,582.0,3877.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",3.0,4.0,9.0,24.0,8.0,2021.0,0.0,212.81000000000003
"MISSING","presencial","MISSING","MISSING","quito","pichincha",348.0,582.0,3883.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",1.0,4.0,9.0,16.0,16.0,2021.0,0.0,212.81000000000003
"MISSING","online","MISSING","MISSING","quito","pichincha",349.0,632.0,2421.0,6.0,0.0,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",1337.0,1.0,1337.0,85568.0,64.0,2021.0,0.0,85929.324998295
"MISSING","presencial","MISSING","20-07-2021","MISSING","MISSING",350.0,665.0,3467.0,6.0,0.0,0.0,"curso","transporte y logística",,"calificado","operador de capacitación",26.0,12.0,2045.0,520.0,20.0,2021.0,0.0,5325.64
"MISSING","presencial","MISSING","20-07-2021","MISSING","MISSING",351.0,665.0,3470.0,6.0,0.0,0.0,"curso","construcción e infraestructura",,"calificado","operador de capacitación",13.0,12.0,2045.0,520.0,40.0,2021.0,0.0,5325.64
"MISSING","presencial","MISSING","20-07-2021","MISSING","MISSING",352.0,665.0,3466.0,6.0,0.0,0.0,"curso","transporte y logística",,"calificado","operador de capacitación",393.0,12.0,2045.0,3930.0,10.0,2021.0,0.0,34688.11
"MISSING","presencial","MISSING","20-07-2021","MISSING","MISSING",353.0,665.0,3471.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",18.0,19.0,1605.0,288.0,16.0,2019.0,0.0,3026.957142857143
"capacitación","online","MISSING","20-07-2021","quito","pichincha",354.0,680.0,3482.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",204.0,30.0,2885.0,4284.0,21.0,2021.0,0.0,34688.11
"capacitación","online","MISSING","20-07-2021","quito","pichincha",355.0,680.0,3475.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",207.0,30.0,2885.0,4347.0,21.0,2021.0,0.0,34688.11
"capacitación","online","MISSING","20-07-2021","quito","pichincha",356.0,680.0,3476.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",392.0,30.0,2885.0,8232.0,21.0,2021.0,0.0,85929.324998295
"capacitación","online","MISSING","20-07-2021","quito","pichincha",357.0,680.0,3481.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",54.0,30.0,2885.0,1134.0,21.0,2021.0,0.0,10812.15
"capacitación","online","MISSING","20-07-2021","quito","pichincha",358.0,680.0,3474.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",219.0,30.0,2885.0,4599.0,21.0,2021.0,0.0,34688.11
"capacitación","online","MISSING","20-07-2021","quito","pichincha",359.0,680.0,3480.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",32.0,30.0,2885.0,672.0,21.0,2021.0,0.0,5008.99
"MISSING","online","MISSING","20-07-2021","quito","pichincha",360.0,680.0,3479.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",387.0,30.0,2885.0,10836.0,28.0,2021.0,0.0,85929.324998295
"MISSING","online","MISSING","20-07-2021","quito","pichincha",361.0,680.0,3478.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",13.0,30.0,2885.0,273.0,21.0,2021.0,0.0,1011.25
"MISSING","online","MISSING","20-07-2021","quito","pichincha",362.0,680.0,3477.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",160.0,30.0,2885.0,4480.0,28.0,2021.0,0.0,34688.11
"MISSING","online","MISSING","20-07-2021","quito","pichincha",363.0,680.0,3483.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",24.0,30.0,2885.0,672.0,28.0,2021.0,0.0,5008.99
"capacitación","online","MISSING","20-07-2021","quito","pichincha",364.0,680.0,3472.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",77.0,30.0,2885.0,1617.0,21.0,2021.0,0.0,10812.15
"capacitación","online","MISSING","20-07-2021","quito","pichincha",365.0,680.0,3473.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",23.0,30.0,2885.0,483.0,21.0,2021.0,0.0,5325.64
"capacitación","online","MISSING","20-07-2021","quito","pichincha",366.0,680.0,3472.0,4.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",15.0,20.0,692.0,315.0,21.0,2019.0,0.0,1011.25
"capacitación","online","MISSING","20-07-2021","quito","pichincha",367.0,680.0,3473.0,4.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",31.0,20.0,692.0,651.0,21.0,2019.0,0.0,5008.99
"MISSING","online","MISSING","15-10-2021","quito","pichincha",368.0,681.0,4136.0,6.0,0.0,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",6.0,3.0,18.0,240.0,40.0,2021.0,0.0,2930.4
"MISSING","online","MISSING","15-10-2021","quito","pichincha",369.0,681.0,4137.0,6.0,0.0,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",1.0,3.0,18.0,40.0,40.0,2021.0,0.0,212.81000000000003
"MISSING","online","MISSING","15-10-2021","quito","pichincha",370.0,681.0,4139.0,6.0,0.0,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",11.0,3.0,18.0,440.0,40.0,2021.0,0.0,5325.64
"MISSING","presencial","MISSING","MISSING","quito","pichincha",371.0,737.0,3875.0,6.0,0.0,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",40.0,10.0,305.0,1600.0,40.0,2021.0,0.0,18265.424000000003
"MISSING","online","MISSING","MISSING","quito","pichincha",372.0,737.0,3874.0,6.0,0.0,0.0,"curso","construcción e infraestructura",,"calificado","operador de capacitación",39.0,10.0,305.0,1560.0,40.0,2021.0,0.0,18265.424000000003
"MISSING","presencial","MISSING","MISSING","guayaquil","guayas",373.0,768.0,2704.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",47.0,4.0,110.0,4888.0,104.0,2021.0,0.0,37297.46666666667
"MISSING","presencial","MISSING","MISSING","guayaquil","guayas",374.0,768.0,2703.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",54.0,4.0,110.0,4320.0,80.0,2021.0,0.0,37297.46666666667
"MISSING","presencial","MISSING","MISSING","guayaquil","guayas",375.0,768.0,2705.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",8.0,4.0,110.0,832.0,104.0,2021.0,0.0,7196.09
"MISSING","presencial","MISSING","MISSING","guayaquil","guayas",376.0,768.0,2706.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",1.0,4.0,110.0,72.0,72.0,2021.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","quito","pichincha",377.0,829.0,2869.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",73.0,17.0,3031.0,1752.0,24.0,2021.0,0.0,10812.15
"MISSING","semipresencial","MISSING","MISSING","quito","pichincha",378.0,829.0,2870.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",73.0,17.0,3031.0,1752.0,24.0,2021.0,0.0,10812.15
"MISSING","online","MISSING","MISSING","quito","pichincha",379.0,829.0,2871.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",73.0,17.0,3031.0,1752.0,24.0,2021.0,0.0,10812.15
"MISSING","presencial","MISSING","MISSING","quito","pichincha",380.0,829.0,2872.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",202.0,17.0,3031.0,4848.0,24.0,2021.0,0.0,34688.11
