"especialidad_sector","modalidad","razon_social","fecha_resolucion","canton","provincia","id_fact_oc","id_razon_social","id_curso_perfil","id_fecha","%_asistencia","costo","tipo","area_familia","curso_perfil","estado","tipo_razon_social","num_cap_cer","total_cursos","volumen_capacitados","total_horas","carga_horaria","anio","total_ganancias","prediction(total_ganancias)"
"software especializado","presencial","novillo mendoza max andres","14-10-2021","guayaquil","guayas",748.0,1580.0,2439.0,4.0,0.0205607476635514,407.7,"curso","tecnologías de la información y comunicación","lumion 3d - recorridos virtuales","calificado","operador de capacitación",11.0,8.0,318.0,330.0,30.0,2019.0,4484.7,3026.957142857143
"software especializado","online","novillo mendoza max andres","14-10-2021","guayaquil","guayas",749.0,1580.0,2454.0,4.0,0.0205607476635514,67.5,"curso","tecnologías de la información y comunicación","lumion 3d - recorridos virtuales","calificado","operador de capacitación",11.0,8.0,318.0,330.0,30.0,2019.0,742.5,1011.25
"software especializado","presencial","novillo mendoza max andres","14-10-2021","guayaquil","guayas",750.0,1580.0,2441.0,4.0,0.0186915887850467,543.6,"curso","tecnologías de la información y comunicación","microsoft project - control de proyectos","calificado","operador de capacitación",10.0,8.0,318.0,400.0,40.0,2019.0,5436.0,5325.64
"software especializado","online","novillo mendoza max andres","14-10-2021","guayaquil","guayas",751.0,1580.0,2453.0,4.0,0.0186915887850467,243.6,"curso","tecnologías de la información y comunicación","microsoft project - control de proyectos","calificado","operador de capacitación",10.0,8.0,318.0,400.0,40.0,2019.0,2436.0,5325.64
"MISSING","presencial","novillo mendoza max andres","14-10-2021","guayaquil","guayas",752.0,1580.0,2444.0,4.0,0.022429906542056,0.0,"curso","construcción e infraestructura",,"calificado","operador de capacitación",12.0,8.0,318.0,480.0,40.0,2019.0,0.0,5325.64
"software especializado","online","novillo mendoza max andres","14-10-2021","guayaquil","guayas",753.0,1580.0,2460.0,4.0,0.1420560747663551,90.0,"curso","tecnologías de la información y comunicación","sketchup + vray - modelado 3d + fotorealismo","calificado","operador de capacitación",76.0,8.0,318.0,3040.0,40.0,2019.0,6840.0,7149.0
"software especializado","presencial","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",754.0,1582.0,509.0,6.0,0.0,483.2,"curso","tecnologías de la información y comunicación","administración de la plataforma moodle","calificado","operador de capacitación",8.0,5.0,50.0,320.0,40.0,2021.0,3865.6,3886.186666666666
"software especializado","semipresencial","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",755.0,1582.0,510.0,6.0,0.0,483.2,"curso","tecnologías de la información y comunicación","administración de la plataforma moodle","calificado","operador de capacitación",8.0,5.0,50.0,320.0,40.0,2021.0,3865.6,3886.186666666666
"software especializado","online","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",756.0,1582.0,511.0,6.0,0.0,483.2,"curso","tecnologías de la información y comunicación","administración de la plataforma moodle","calificado","operador de capacitación",8.0,5.0,50.0,320.0,40.0,2021.0,3865.6,3886.186666666666
"MISSING","presencial","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",757.0,1582.0,530.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",5.0,5.0,50.0,200.0,40.0,2021.0,0.0,1094.4599999696
"MISSING","semipresencial","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",758.0,1582.0,531.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",5.0,5.0,50.0,200.0,40.0,2021.0,0.0,1094.4599999696
"MISSING","online","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",759.0,1582.0,532.0,6.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",5.0,5.0,50.0,200.0,40.0,2021.0,0.0,1094.4599999696
"software especializado","online","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",760.0,1582.0,514.0,6.0,0.0,386.8,"curso","tecnologías de la información y comunicación","gestión de aulas virtuales en moodle para uso de docente","calificado","operador de capacitación",6.0,5.0,50.0,240.0,40.0,2021.0,2320.8,2930.4
"software especializado","online","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",761.0,1582.0,545.0,6.0,0.0,1160.4,"curso","tecnologías de la información y comunicación","gestión de aulas virtuales en moodle para uso de docente","calificado","operador de capacitación",6.0,5.0,50.0,720.0,120.0,2021.0,6962.400000000001,7196.09
"MISSING","presencial","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",762.0,1582.0,540.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",30.0,5.0,50.0,1200.0,40.0,2021.0,0.0,18265.424000000003
"software especializado","presencial","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",763.0,1582.0,509.0,4.0,0.0,483.2,"curso","tecnologías de la información y comunicación","administración de la plataforma moodle","calificado","operador de capacitación",10.0,5.0,86.0,400.0,40.0,2019.0,4832.0,5325.64
"software especializado","semipresencial","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",764.0,1582.0,510.0,4.0,0.0,483.2,"curso","tecnologías de la información y comunicación","administración de la plataforma moodle","calificado","operador de capacitación",10.0,5.0,86.0,400.0,40.0,2019.0,4832.0,5325.64
"software especializado","online","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",765.0,1582.0,511.0,4.0,0.0,483.2,"curso","tecnologías de la información y comunicación","administración de la plataforma moodle","calificado","operador de capacitación",10.0,5.0,86.0,400.0,40.0,2019.0,4832.0,5325.64
"software especializado","online","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",766.0,1582.0,514.0,4.0,0.0,386.8,"curso","tecnologías de la información y comunicación","gestión de aulas virtuales en moodle para uso de docente","calificado","operador de capacitación",12.0,5.0,86.0,480.0,40.0,2019.0,4641.6,5325.64
"software especializado","online","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",767.0,1582.0,545.0,4.0,0.0,1160.4,"curso","tecnologías de la información y comunicación","gestión de aulas virtuales en moodle para uso de docente","calificado","operador de capacitación",12.0,5.0,86.0,1440.0,120.0,2019.0,13924.8,18265.424000000003
"MISSING","presencial","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",768.0,1582.0,540.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",17.0,5.0,86.0,680.0,40.0,2019.0,0.0,5008.99
"MISSING","presencial","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",769.0,1582.0,499.0,4.0,0.0,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",46.0,5.0,86.0,1840.0,40.0,2019.0,0.0,18265.424000000003
"MISSING","semipresencial","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",770.0,1582.0,500.0,4.0,0.0,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",46.0,5.0,86.0,1840.0,40.0,2019.0,0.0,18265.424000000003
"MISSING","online","novoa guanuchi carlos alberto","11/2/2021","quito","pichincha",771.0,1582.0,501.0,4.0,0.0,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",46.0,5.0,86.0,1840.0,40.0,2019.0,0.0,18265.424000000003
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",772.0,1607.0,3125.0,6.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",1.0,2.0,2.0,18.0,18.0,2021.0,0.0,212.81000000000003
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",773.0,1607.0,3125.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",133.0,54.0,1783.0,2394.0,18.0,2018.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",774.0,1607.0,3119.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",21.0,54.0,1783.0,168.0,8.0,2018.0,0.0,2098.6285714285714
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",775.0,1607.0,3193.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",21.0,54.0,1783.0,168.0,8.0,2018.0,0.0,2098.6285714285714
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",776.0,1607.0,3120.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",21.0,54.0,1783.0,168.0,8.0,2018.0,0.0,2098.6285714285714
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",777.0,1607.0,3098.0,3.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",2.0,54.0,1783.0,60.0,30.0,2018.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",778.0,1607.0,3099.0,3.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",26.0,54.0,1783.0,1040.0,40.0,2018.0,0.0,7196.09
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",779.0,1607.0,3093.0,3.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",12.0,54.0,1783.0,1440.0,120.0,2018.0,0.0,19648.734104166666
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",780.0,1607.0,3198.0,3.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",12.0,54.0,1783.0,1440.0,120.0,2018.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",781.0,1607.0,3127.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",32.0,54.0,1783.0,256.0,8.0,2018.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",782.0,1607.0,3102.0,3.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",66.0,54.0,1783.0,528.0,8.0,2018.0,0.0,5325.64
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",783.0,1607.0,3189.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",66.0,54.0,1783.0,528.0,8.0,2018.0,0.0,5325.64
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",784.0,1607.0,3133.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",17.0,54.0,1783.0,136.0,8.0,2018.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",785.0,1607.0,3105.0,3.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",33.0,54.0,1783.0,264.0,8.0,2018.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",786.0,1607.0,3135.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",192.0,54.0,1783.0,1536.0,8.0,2018.0,0.0,19648.734104166666
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",787.0,1607.0,3188.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",192.0,54.0,1783.0,1536.0,8.0,2018.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",788.0,1607.0,3140.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",34.0,54.0,1783.0,272.0,8.0,2018.0,0.0,3026.957142857143
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",789.0,1607.0,3191.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",4.0,54.0,1783.0,32.0,8.0,2018.0,0.0,212.81000000000003
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",790.0,1607.0,3180.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",10.0,54.0,1783.0,80.0,8.0,2018.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",791.0,1607.0,3181.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",10.0,54.0,1783.0,160.0,16.0,2018.0,0.0,2098.6285714285714
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",792.0,1607.0,3182.0,3.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",10.0,54.0,1783.0,240.0,24.0,2018.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",793.0,1607.0,3125.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",155.0,27.0,1271.0,2790.0,18.0,2019.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",794.0,1607.0,3119.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",51.0,27.0,1271.0,408.0,8.0,2019.0,0.0,5325.64
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",795.0,1607.0,3193.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",51.0,27.0,1271.0,408.0,8.0,2019.0,0.0,5325.64
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",796.0,1607.0,3099.0,4.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",17.0,27.0,1271.0,680.0,40.0,2019.0,0.0,5008.99
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",797.0,1607.0,3093.0,4.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",25.0,27.0,1271.0,3000.0,120.0,2019.0,0.0,19648.734104166666
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",798.0,1607.0,3198.0,4.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",25.0,27.0,1271.0,3000.0,120.0,2019.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",799.0,1607.0,3102.0,4.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",20.0,27.0,1271.0,160.0,8.0,2019.0,0.0,2098.6285714285714
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",800.0,1607.0,3189.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",20.0,27.0,1271.0,160.0,8.0,2019.0,0.0,2098.6285714285714
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",801.0,1607.0,3135.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",43.0,27.0,1271.0,344.0,8.0,2019.0,0.0,3026.957142857143
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",802.0,1607.0,3188.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",43.0,27.0,1271.0,344.0,8.0,2019.0,0.0,1011.25
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",803.0,1607.0,3140.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",369.0,27.0,1271.0,2952.0,8.0,2019.0,0.0,19648.734104166666
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",804.0,1607.0,3191.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",26.0,27.0,1271.0,208.0,8.0,2019.0,0.0,1094.4599999696
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",805.0,1607.0,3180.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",7.0,27.0,1271.0,56.0,8.0,2019.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",806.0,1607.0,3181.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",7.0,27.0,1271.0,112.0,16.0,2019.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",807.0,1607.0,3182.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",7.0,27.0,1271.0,168.0,24.0,2019.0,0.0,2098.6285714285714
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",808.0,1607.0,3161.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",9.0,27.0,1271.0,72.0,8.0,2019.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",809.0,1607.0,3162.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",9.0,27.0,1271.0,144.0,16.0,2019.0,0.0,615.6961538375385
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",810.0,1607.0,3194.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",9.0,27.0,1271.0,72.0,8.0,2019.0,0.0,615.6961538375385
"capacitación","presencial","MISSING","MISSING","riobamba","chimborazo",811.0,1607.0,3080.0,4.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",14.0,27.0,1271.0,420.0,30.0,2019.0,0.0,5325.64
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",812.0,1607.0,3165.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",40.0,27.0,1271.0,320.0,8.0,2019.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",813.0,1607.0,3166.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",40.0,27.0,1271.0,640.0,16.0,2019.0,0.0,5008.99
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",814.0,1607.0,3167.0,4.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",40.0,27.0,1271.0,960.0,24.0,2019.0,0.0,7196.09
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",815.0,1607.0,3125.0,5.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",1.0,2.0,2.0,18.0,18.0,2020.0,0.0,212.81000000000003
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",816.0,1607.0,3125.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",199.0,39.0,2842.0,3582.0,18.0,2022.0,0.0,34688.11
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",817.0,1607.0,3119.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",134.0,39.0,2842.0,1072.0,8.0,2022.0,0.0,7196.09
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",818.0,1607.0,3193.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",134.0,39.0,2842.0,1072.0,8.0,2022.0,0.0,7196.09
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",819.0,1607.0,3120.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",176.0,39.0,2842.0,1408.0,8.0,2022.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",820.0,1607.0,3099.0,7.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",50.0,39.0,2842.0,2000.0,40.0,2022.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",821.0,1607.0,3093.0,7.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",161.0,39.0,2842.0,19320.0,120.0,2022.0,0.0,85929.324998295
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",822.0,1607.0,3198.0,7.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",161.0,39.0,2842.0,19320.0,120.0,2022.0,0.0,85929.324998295
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",823.0,1607.0,3102.0,7.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",30.0,39.0,2842.0,240.0,8.0,2022.0,0.0,3026.957142857143
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",824.0,1607.0,3189.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",30.0,39.0,2842.0,240.0,8.0,2022.0,0.0,1011.25
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",825.0,1607.0,3135.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",277.0,39.0,2842.0,2216.0,8.0,2022.0,0.0,19648.734104166666
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",826.0,1607.0,3188.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",277.0,39.0,2842.0,2216.0,8.0,2022.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",827.0,1607.0,3140.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",178.0,39.0,2842.0,1424.0,8.0,2022.0,0.0,19648.734104166666
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",828.0,1607.0,3191.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",56.0,39.0,2842.0,448.0,8.0,2022.0,0.0,5325.64
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",829.0,1607.0,3180.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",133.0,39.0,2842.0,1064.0,8.0,2022.0,0.0,7196.09
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",830.0,1607.0,3181.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",133.0,39.0,2842.0,2128.0,16.0,2022.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",831.0,1607.0,3182.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",133.0,39.0,2842.0,3192.0,24.0,2022.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",832.0,1607.0,3161.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",39.0,39.0,2842.0,312.0,8.0,2022.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",833.0,1607.0,3162.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",39.0,39.0,2842.0,624.0,16.0,2022.0,0.0,2803.5
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",834.0,1607.0,3194.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",39.0,39.0,2842.0,312.0,8.0,2022.0,0.0,1011.25
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",835.0,1607.0,3165.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",482.0,39.0,2842.0,3856.0,8.0,2022.0,0.0,34688.11
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",836.0,1607.0,3166.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",482.0,39.0,2842.0,7712.0,16.0,2022.0,0.0,34688.11
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",837.0,1607.0,3167.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",482.0,39.0,2842.0,11568.0,24.0,2022.0,0.0,85929.324998295
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",838.0,1607.0,3094.0,7.0,0.0,0.0,"curso","administración y legislación",,"calificado","operador de capacitación",1.0,39.0,2842.0,30.0,30.0,2022.0,0.0,212.81000000000003
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",839.0,1607.0,3115.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",21.0,39.0,2842.0,252.0,12.0,2022.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",840.0,1607.0,3117.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",86.0,39.0,2842.0,688.0,8.0,2022.0,0.0,7196.09
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",841.0,1607.0,3121.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",2.0,39.0,2842.0,24.0,12.0,2022.0,0.0,212.81000000000003
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",842.0,1607.0,3088.0,7.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",6.0,39.0,2842.0,240.0,40.0,2022.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",843.0,1607.0,3089.0,7.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",32.0,39.0,2842.0,1280.0,40.0,2022.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",844.0,1607.0,3092.0,7.0,0.0,0.0,"curso","educación y capacitación",,"calificado","operador de capacitación",28.0,39.0,2842.0,1120.0,40.0,2022.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",845.0,1607.0,3159.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",28.0,39.0,2842.0,224.0,8.0,2022.0,0.0,1094.4599999696
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",846.0,1607.0,3160.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",28.0,39.0,2842.0,448.0,16.0,2022.0,0.0,5325.64
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",847.0,1607.0,3110.0,7.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",119.0,39.0,2842.0,4760.0,40.0,2022.0,0.0,87338.40000000001
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",848.0,1607.0,3199.0,7.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",119.0,39.0,2842.0,4760.0,40.0,2022.0,0.0,87338.40000000001
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",849.0,1607.0,3084.0,7.0,0.0,0.0,"curso","alimentación gastronomía y turismo",,"calificado","operador de capacitación",16.0,39.0,2842.0,256.0,16.0,2022.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",850.0,1607.0,3104.0,7.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",26.0,39.0,2842.0,208.0,8.0,2022.0,0.0,1094.4599999696
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",851.0,1607.0,3197.0,7.0,0.0,0.0,"curso","forestal ecología y medio ambiente",,"calificado","operador de capacitación",26.0,39.0,2842.0,208.0,8.0,2022.0,0.0,1094.4599999696
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",852.0,1607.0,3137.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",10.0,39.0,2842.0,80.0,8.0,2022.0,0.0,615.6961538375385
"MISSING","online","MISSING","MISSING","riobamba","chimborazo",853.0,1607.0,3195.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",10.0,39.0,2842.0,80.0,8.0,2022.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",854.0,1607.0,3163.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",37.0,39.0,2842.0,296.0,8.0,2022.0,0.0,3026.957142857143
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",855.0,1607.0,3164.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",37.0,39.0,2842.0,592.0,16.0,2022.0,0.0,2803.5
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",856.0,1607.0,3145.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",9.0,39.0,2842.0,108.0,12.0,2022.0,0.0,615.6961538375385
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",857.0,1607.0,3169.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",327.0,39.0,2842.0,2616.0,8.0,2022.0,0.0,19648.734104166666
"MISSING","presencial","MISSING","MISSING","riobamba","chimborazo",858.0,1607.0,3170.0,7.0,0.0,0.0,"curso","procesos industriales",,"calificado","operador de capacitación",327.0,39.0,2842.0,5232.0,16.0,2022.0,0.0,34688.11
