id_oc,id_curso_perfil,num_cap_cer
55,774,3
630,,31
630,,10
630,,11
375,,6
375,,1
375,,6
375,,1
375,,4
375,,6
375,,1
375,,10
375,,13
375,,1
375,,1
401,,17
401,,1
401,,549
401,,337
401,,1
401,,269
401,,1
401,,195
282,,310
577,,10
577,,12
577,,1
414,,123
414,,91
414,,48
414,,127
414,,100
414,,399
414,,18
414,,11
414,,7
414,,10
414,,6
414,,246
414,,29
414,,6
414,,191
414,,3
414,,4
414,,270
414,,46
414,,277
414,,431
414,,6
414,,5
414,,1059
414,,24
414,,42
414,,14
414,,6
414,,12
414,,115
414,,65
329,,33
329,,11
329,,79
329,,126
329,,1
329,,121
329,,349
329,,16
329,,27
329,,1
329,,5
329,,57
329,,32
125,,1
225,,20
225,,53
225,,98
225,,48
225,,100
225,,115
225,,404
235,,64
235,,23
235,,24
235,,11
235,,70
502,,18
502,,81
502,,78
502,,9
502,,11
502,,24
502,,71
502,,15
502,,17
502,,7
502,,1
502,,24
502,,10
502,,40
502,,8
502,,121
502,,104
502,,1
502,,111
502,,18
502,,179
502,,81
502,,71
502,,155
502,,26
502,,17
128,,1
128,,1
7,54,27
7,,3
7,52,112
7,53,3
7,51,6
7,55,282
7,56,282
242,,10
242,,5
242,,1
242,,6
242,,5
242,,9
242,,7
242,,4
242,,1
242,,6
242,,2
242,,7
242,,10
330,,7
330,,50
330,,82
330,,284
330,,48
330,,127
330,,19
330,,10
418,,18
303,,26
463,,10
463,,43
463,,18
463,,18
463,,5
463,,57
,,1
,,1
,,11
,,15
,,16
,,29
,,1
675,,170
675,,6
675,,1
675,,15
675,,2
675,,7
675,,1
675,,846
675,,19
675,,179
675,,12
675,,114
675,,52
675,,36
569,,1
569,,44
569,,1
569,,13
569,,12
504,,33
,,13
555,,1
349,,51
349,,72
349,,30
,,37
,,93
,,443
,,144
,,47
,,441
,,85
,,72
,,265
132,,40
140,1840,29
140,1844,72
140,1846,94
,,1
,,34
,,57
,,56
,,9
,,1
311,,1
,,23
,,8
,,22
,,24
346,,32
346,,8
346,,14
346,,12
346,,127
346,,14
346,,113
346,,11
346,,1
346,,32
,359,96
677,,61
677,,87
677,,46
677,,84
301,,18
301,,18
301,,19
301,,41
301,,22
597,,25
597,,3
597,,6
40,234,18
40,235,26
22,398,51
22,401,51
22,397,24
22,400,24
22,396,46
22,399,46
,,19
68,,90
68,,63
68,,10
459,,52
459,,11
459,,8
459,,8
459,,5
459,,52
459,,12
194,,72
194,,3
194,,2783
194,,2867
194,,44
194,,20
194,,60
194,,35
194,,146
194,,10
194,,42
194,,3046
194,,7
194,,1513
194,,2571
194,,14
,,11
,,20
,,5
,,1
,,20
,,10
,,8
,,5
,,20
,,139
,,19
,,3
,,4
,,15
,,6
,,5
,,5
,,5
458,,1
458,,1
458,,2
417,,47
417,,17
417,,9
417,,92
417,,9
417,,18
417,,8
417,,46
417,,8
417,,23
417,,6
417,,254
,,21
,,15
,,1
,,1
,,84
,,1
36,182,52
36,,3
36,183,5
36,,6
36,188,5
36,196,4
36,189,13
36,192,29
36,193,29
36,185,3
,,52
539,,94
133,,140
133,,90
299,,9
299,,5
299,,1
299,,5
407,,235
407,,681
370,,51
370,,145
370,,33
370,,39
370,,45
370,,38
370,,171
370,,14
370,,114
370,,18
370,,540
370,,20
,,1
334,,397
334,,113
334,,20
334,,17
334,,4
334,,2
334,,8
334,,75
334,,49
334,,61
334,,7
334,,42
334,,5
334,,4
334,,25
334,,6
334,,1
334,,35
334,,4
334,,8
334,,57
334,,52
,,14
,,1
,,1
123,,1
123,,9
123,,102
123,,17
28,463,63
28,476,28
28,,3
144,,21
435,,1
435,,2
435,,1
149,,90
149,,103
149,,16
332,,21
332,,2
319,,42
319,,4
319,,4
319,,53
319,,14
514,,143
514,,1
514,,685
514,,133
514,,32
514,,34
514,,27
514,,11
514,,12
514,,14
361,,8
586,,1
586,,42
586,,62
586,,54
586,,64
586,,157
586,,147
586,,29
586,,2
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,1
586,,2
586,,20
586,,1
586,,36
586,,64
482,,16
482,,18
482,,56
451,,120
85,,15
85,,1
85,1046,10
85,,6
85,,7
85,,23
85,1049,25
85,,3
85,1041,4
85,1045,2
85,,4
85,,48
85,,11
85,,101
85,,3
85,,4
85,,4
85,,3
85,,8
85,,28
85,,16
85,,6
85,,7
85,,3
85,,7
85,1048,23
85,,9
85,,119
85,,84
85,,4
85,,55
85,,14
85,,8
85,,1
85,,29
85,,18
85,,13
85,,13
85,,9
85,,30
85,,6
85,,50
85,,5
85,,19
85,,11
85,,5
85,,1
85,,21
85,1044,6
85,1047,24
85,1037,59
85,,29
85,1038,7
85,,4
85,,8
85,1040,11
85,1039,14
85,,9
85,,17
85,,49
85,,50
85,,25
10,97,32
10,176,32
10,,70
10,,75
10,147,65
10,,149
10,161,129
10,155,57
10,107,25
10,99,55
10,131,37
10,127,395
10,165,395
10,,19
10,,194
10,130,88
10,112,6
10,79,19
10,83,29
10,166,29
10,150,51
10,87,88
10,167,88
10,151,4
10,152,36
10,154,4
10,156,46
10,72,57
10,73,57
10,,68
10,,19
10,153,175
10,111,10
10,,12
696,,6
696,,357
696,,259
696,,8
696,,1
696,,120
696,,5
696,,102
696,,23
696,,13
696,,32
,,7
,,6
231,,16
231,,22
231,,23
231,,95
231,,64
20,,53
20,,101
607,,21
607,,10
607,,47
607,,6
,2221,60
,,1
,1136,6
275,,99
275,,24
275,,5
275,,84
402,,5
402,,23
402,,2
402,,1
402,,1
402,,1
402,,1
402,,3
402,,30
402,,2
402,,6
402,,1
402,,3
402,,2
402,,4
402,,3
402,,2
402,,1
402,,3
402,,10
402,,1
402,,5
402,,18
402,,2
402,,2
402,,1
402,,3
402,,12
57,,145
57,,16
57,,67
57,,2
278,,26
278,,52
278,,87
278,,92
278,,143
531,,3
531,,10
531,,5
531,,1
639,,6
119,,34
119,,42
119,,25
119,,53
119,,33
119,,5
119,,33
119,,8
119,,9
119,,11
119,,35
119,,66
371,,4
371,,3
371,,75
371,,5
371,,1
,,1
,,22
,,91
,,6
,,3
,,6
,,58
,,17
,,318
,,65
,,37
,,33
,,5
,,22
,,166
,,1
,,67
,,1
,,20
,,29
,,38
,,29
,,54
,,71
,,30
,,95
,,15
,,3
,,59
,,20
,,81
,,268
,,6
,2039,4
,2032,19
,2036,31
,2046,50
218,,3
218,,6
218,,19
218,,6
187,1658,53
499,,11
499,,4
499,,11
499,,7
499,,2
708,,8
708,,6
708,,8
174,,21
325,,210
325,,188
325,,157
325,,60
156,,1
156,,122
156,1255,8
156,,1
156,1262,75
156,1250,33
156,1264,32
156,1256,8
156,,33
156,1263,61
156,1259,52
156,,1
156,1267,123
156,1260,107
97,,20
97,,8
97,,12
97,,7
97,,4
97,,3
97,,1
97,,2
97,,1
97,,5
97,,1
97,,8
97,,10
97,,3
97,,1
64,,35
64,,11
64,,34
445,,53
445,,187
616,,19
483,,7
483,,84
483,,120
483,,26
492,,7
492,,13
492,,13
492,,5
492,,18
492,,33
492,,8
492,,11
492,,1
266,,12
266,,35
266,,11
266,,11
266,,6
353,,17
353,,20
353,,29
353,,106
353,,564
353,,55
353,,8
353,,1
353,,507
353,,4
353,,11
353,,9
353,,29
353,,111
353,,21
353,,19
353,,16
353,,17
353,,4
353,,25
353,,2
353,,1
353,,19
353,,17
3,36,15
195,,10
195,1779,418
195,,1
195,1786,12
195,1827,12
195,1790,191
195,1830,191
195,1793,18
195,1801,3
195,1808,10
195,1810,89
195,,49
195,1815,31
195,,45
195,,1
195,1821,39
195,1838,39
195,,1
195,1825,108
386,,11
386,,39
386,,47
386,,66
386,,41
386,,97
386,,21
386,,8
14,244,16
14,245,18
14,243,2
14,248,1
14,246,6
14,2374,19
14,2373,16
441,,10
441,,11
441,,2
441,,7
441,,11
188,,19
188,,21
188,,16
188,,1
188,,1
188,,5
188,1659,93
188,1660,11
188,,20
188,,15
188,,5
188,1664,5
188,1663,2
39,,56
39,,16
39,,56
39,,14
39,,16
39,,50
39,,31
39,,38
39,,60
39,,1
,,48
,,137
,,98
,,36
,,114
,,1
,,1
,,22
,,47
,,2
,,104
,,43
,,34
,,30
,,20
,,34
,,234
,,1
,,10
,,1
,,41
,,10
,,8
,,198
,,31
,,29
,,41
,,11
,,30
,,26
,,10
112,,38
112,,102
112,,319
112,,109
112,,115
112,,105
112,,14
112,,24
112,,8
112,,7
112,,8
112,,30
112,,9
112,,4
112,,14
112,,9
112,,8
112,,1
112,,64
112,,8
112,,8
112,,9
692,,19
,2214,3
,2216,50
,2219,50
,2215,253
,2220,253
,,298
214,,3
229,,2
229,,425
229,,16
229,,1
469,,10
469,,7
469,,24
469,,58
469,,37
469,,32
469,,5
469,,51
469,,27
469,,22
243,,1
243,,22
243,,92
69,,13
69,,53
263,,6
286,,9
286,,10
286,,17
286,,491
286,,360
304,,40
304,,1
264,,515
,,26
,,19
,,4
,,38
,,5
644,,72
644,,10
381,,6
215,,53
215,,52
215,,4
215,,27
215,,14
215,,56
215,,22
215,,102
215,,6
215,,24
215,,33
215,,37
215,,41
215,,9
215,,8
215,,313
215,,17
215,,36
215,,24
215,,10
215,,9
215,,6
215,,11
215,,6
215,,6
215,,8
215,,31
215,,11
215,,45
215,,22
215,,119
215,,13
215,,24
215,,56
215,,10
215,,16
215,,12
215,,24
215,,108
215,,127
215,,20
215,,2
215,,30
48,,2
48,685,18
48,686,18
48,687,18
48,706,5
48,707,5
48,708,5
48,690,18
48,721,18
48,675,46
48,676,46
48,677,46
48,716,47
48,,1
,,1
,1968,13
272,,8
272,,47
38,,1
38,2398,15
360,,17
360,,4
360,,14
471,,27
471,,14
471,,10
471,,48
471,,15
471,,15
471,,29
471,,7
471,,94
471,,54
471,,11
471,,14
471,,11
471,,4
471,,15
471,,23
662,,6
662,,22
662,,1
259,,2
259,,133
259,,127
259,,22
259,,3
172,,68
308,,1
308,,21
308,,7
308,,86
308,,14
308,,206
308,,10
308,,197
308,,2
308,,11
308,,16
308,,2
308,,26
308,,93
308,,18
308,,27
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,1
308,,6
308,,32
308,,28
308,,198
308,,1
308,,385
308,,29
308,,489
308,,32
308,,8
308,,7
308,,49
308,,28
308,,1
308,,1
308,,116
308,,48
308,,119
308,,16
308,,1
308,,14
308,,17
308,,13
308,,26
308,,33
308,,227
308,,1
308,,58
308,,58
308,,330
308,,10
308,,5
308,,47
308,,89
308,,1
308,,2
308,,103
308,,21
308,,23
308,,49
308,,512
308,,10
308,,10
308,,37
308,,581
308,,86
308,,522
308,,9
308,,328
308,,20
308,,32
308,,20
308,,19
308,,44
308,,1
308,,42
308,,150
179,,9
179,,5
498,,6
498,,39
,,1
,2161,1
,,1
,2159,45
,,1
,2164,19
,2158,117
,2162,339
,2160,11
,2157,51
,2156,88
,2163,194
265,,48
265,,1
265,,40
43,428,14
43,431,16
392,,33
392,,59
392,,148
392,,35
392,,42
392,,1
,,192
233,,28
233,,132
8,57,25
8,58,33
8,60,22
521,,2
521,,16
521,,8
,2210,166
,2211,138
510,,1
510,,1
510,,1
510,,1
510,,1
510,,14
510,,11
510,,1
331,,399
331,,2
331,,1
331,,23
331,,855
331,,8
331,,21
331,,1
331,,129
331,,97
331,,5
337,,445
337,,284
337,,106
337,,87
337,,123
337,,75
337,,169
337,,110
337,,54
337,,230
337,,273
337,,4
337,,2
337,,84
337,,1
337,,137
337,,98
337,,120
337,,59
337,,172
337,,21
337,,129
337,,17
337,,72
337,,68
703,,78
703,,66
703,,65
703,,325
703,,86
703,,157
703,,3
703,,2
703,,3
703,,3
703,,1
703,,2
703,,1
703,,4
365,,3
365,,2
365,,30
365,,26
365,,3
365,,11
365,,9
365,,4
365,,6
207,2300,5
207,2297,20
207,2298,11
207,2299,40
207,2305,3
207,2302,7
207,2304,18
13,,27
13,,18
13,,56
13,,48
620,,189
620,,16
620,,26
620,,1
620,,70
620,,15
663,,9
663,,42
663,,53
663,,3
663,,14
663,,586
663,,175
663,,52
663,,73
663,,52
663,,51
663,,282
663,,16
663,,9
663,,46
663,,52
663,,34
663,,6
663,,3
663,,1
663,,1
663,,13
663,,162
663,,1
663,,108
663,,413
663,,48
663,,93
663,,7
663,,18
663,,9
663,,7
663,,405
663,,133
663,,1
663,,41
663,,38
663,,45
663,,9
663,,2
663,,8
663,,9
663,,79
663,,13
663,,3
663,,40
663,,15
648,,21
648,,75
648,,77
648,,169
648,,56
203,2273,30
203,2277,10
203,2286,12
203,2276,202
203,,8
203,2274,51
203,,27
203,2288,86
203,2271,24
,957,8
590,,137
590,,3
637,,79
637,,76
637,,32
637,,1
637,,2
588,,10
588,,4
574,,2
574,,3
574,,44
574,,6
574,,1
627,,11
106,,26
106,,26
106,,20
106,,19
647,,53
647,,1
54,765,114
54,762,10
556,,1
556,,28
556,,57
556,,37
556,,10
556,,111
556,,74
556,,1
136,,6
136,,4
136,,21
136,,20
136,,2
136,,115
136,,125
136,,1
136,,73
136,,1
136,,7
258,,10
258,,25
258,,25
258,,10
258,,18
258,,4
258,,25
29,,9
29,,25
29,,1
29,,3
29,,14
29,,32
29,,5
29,,3
29,,19
29,,16
29,,8
29,479,8
29,480,6
29,484,1
29,486,6
29,,7
198,,1
198,,1
198,,1
198,,2
198,,1
198,,1
279,,16
279,,39
279,,2
279,,10
175,,30
175,,20
175,,64
175,,20
175,,27
109,,67
109,,40
109,,20
109,,14
109,,10
611,,20
611,,8
,,3
,,4
,,4
,1152,5
,1153,1
,,20
,,16
,1161,15
,1155,19
,,189
,,1
,,1
26,,3
26,448,16
26,,13
26,,25
26,,17
26,438,15
26,,16
26,451,46
26,,7
26,444,7
26,,9
26,443,6
26,436,12
26,446,32
26,442,12
26,,3
26,,34
26,440,27
26,,3
26,441,3
73,,75
73,,152
168,,17
168,,18
168,,51
168,,18
168,,3
168,,8
168,,282
168,,97
168,,3
168,,14
168,,12
168,,124
168,,87
168,,257
168,,1
168,,2
168,,1
168,,34
168,,174
168,,22
168,,164
168,,170
168,,10
168,,35
168,,9
168,,2
168,,117
168,,59
168,,33
168,,8
168,,33
168,,35
168,,33
168,,16
168,,18
168,,33
168,,4
168,,23
168,,537
168,,13
168,,22
168,,60
168,,77
168,,43
168,,17
168,,59
168,,17
168,,17
168,,18
168,,18
168,,198
168,,93
168,,22
168,,34
168,,149
168,,10
167,1398,16
167,1362,6
167,1363,6
167,1320,66
167,1335,66
167,1347,9
167,1350,29
167,1399,29
167,1327,5
167,1340,5
167,1322,23
167,1328,6
167,1341,6
167,1330,5
167,1343,5
167,1324,118
167,1338,118
167,1401,118
167,1353,30
167,1355,15
167,1402,15
167,1388,116
167,1389,116
167,1331,47
167,1344,47
,,4
,,4
,,4
,,4
,,1
,,4
,,17
,,7
,,1
,,3
575,,36
575,,41
575,,8
575,,6
47,664,42
47,665,42
47,,1
47,666,33
468,,282
468,,3
468,,6
468,,7
468,,2
468,,6
592,,28
592,,28
,,91
470,,61
470,,82
470,,159
470,,60
470,,193
,,60
,,155
,,122
,,33
,,222
,,17
,,85
,,62
,,64
,,63
497,,62
497,,242
497,,73
497,,164
497,,150
497,,83
497,,88
497,,95
497,,180
324,,56
324,,1
324,,364
324,,4
324,,1
324,,43
294,2360,7
294,2361,3
103,,4
103,,5
103,,2
103,,5
65,,4
65,,9
65,,10
336,,21
336,,19
336,,19
336,,17
336,,7
336,,13
336,,6
336,,6
336,,40
336,,813
336,,20
336,,10
336,,45
336,,10
336,,79
336,,29
336,,14
336,,11
336,,13
336,,16
336,,17
147,,10
147,,35
147,,36
147,,10
147,,10
147,,14
147,,34
147,,8
147,,29
561,,1
561,,1
638,,188
638,,6
546,,14
546,,12
543,,1
543,,2
,,1
,,63
,,7
,,102
,,8
,,16
,,8
,,16
254,,6
254,,7
254,,5
254,,17
668,,1
117,,8
117,,8
364,,15
364,,28
487,,6
487,,512
,,12
,,9
,,10
,,6
,,6
79,,1
79,,29
79,,40
79,,24
79,,51
79,,107
79,,98
79,,117
79,,4
79,,4
79,,3
79,,3
79,,3
79,,2
79,,2
79,,1
79,,1
79,,136
79,,142
79,,35
79,,297
79,,22
79,,6
79,,41
79,,9
79,,12
79,,20
79,,59
79,,76
88,2404,32
88,,8
88,1078,64
659,,7
659,,1
659,,7
659,,3
634,,2
634,,9
634,,1
534,,1
,,9
67,,95
67,,26
67,,58
67,,127
,,45
689,,1
689,,1
461,,12
461,,3
461,,9
461,,3
461,,1
461,,1
139,,37
139,,62
,,1
430,,1
430,,15
430,,1
430,,15
430,,12
430,,31
490,,21
490,,51
490,,23
,,56
527,,5
527,,101
527,,34
95,,7
366,,41
366,,47
366,,221
366,,26
5,44,101
5,46,101
455,,1
455,,35
455,,36
455,,45
86,,16
86,1059,631
86,1070,274
86,1077,274
86,1061,759
86,1060,1039
86,,3
86,1069,221
86,1076,221
86,1065,89
86,1071,89
86,1074,89
86,1066,48
86,1072,48
86,1064,164
86,1075,164
86,1068,393
86,1073,393
86,1063,153
86,,3
86,,14
86,,74
86,1062,731
86,1058,872
86,1067,14
551,,3
551,,18
551,,5
551,,3
551,,5
313,,50
313,,1
313,,54
313,,7
313,,81
313,,15
313,,34
313,,133
313,,14
313,,2
313,,5
313,,22
313,,51
529,,3
529,,13
529,,4
529,,6
529,,2
529,,5
529,,1
529,,4
529,,6
529,,1
529,,3
529,,26
529,,2
529,,17
529,,76
529,,3
529,,5
529,,17
529,,23
529,,15
529,,18
529,,2
529,,12
529,,1
529,,38
529,,23
529,,49
529,,13
529,,22
533,,14
533,,4
533,,9
533,,2
533,,18
533,,9
533,,1
,,33
,,38
,,1
,,6
,,1
,,17
,,9
,,8
693,,1
44,,2
44,660,59
702,,47
702,,11
702,,44
702,,24
702,,53
702,,27
702,,10
702,,7
702,,1
702,,1
702,,13
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,7
702,,3
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
702,,1
426,,6
426,,15
426,,8
426,,1
426,,4
426,,2
426,,3
426,,2
426,,3
426,,22
475,,64
475,,22
475,,16
475,,11
475,,3
,,83
,,122
,,14
436,,66
436,,56
436,,2
436,,59
436,,8
436,,7
436,,8
