time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:52:40.162104,0,ci_lca,0,0,0,0,33,0,0,0,START PROGRAM
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:53:19.951732,0,ci_lca,1,0,0,0,33,0,0,0,"Page Loaded, Go to Page"
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:53:20.051250,0,ci_lca,1,0,0,0,33,0,0,0,Resume Mining
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:53:21.063338,0,ci_lca,1,0,0,0,33,0,0,0,CSV Not Found
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:53:32.657269,0,ci_lca,1,0,0,0,33,1,10,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:53:39.031280,0,ci_lca,1,0,0,0,33,2,20,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:53:44.869719,0,ci_lca,1,0,0,0,33,3,30,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:53:51.901895,0,ci_lca,1,0,0,0,33,4,40,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:54:00.169176,0,ci_lca,1,0,0,0,33,5,50,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:54:09.172905,0,ci_lca,1,0,0,0,33,6,60,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:54:16.536124,0,ci_lca,1,0,0,0,33,7,70,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:54:23.852374,0,ci_lca,1,0,0,0,33,8,80,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:54:37.715482,0,ci_lca,1,0,0,0,33,9,90,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:54:47.668002,0,ci_lca,1,0,0,0,33,10,100,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:05.990424,0,ci_lca,1,0,0,0,33,11,110,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:15.323451,0,ci_lca,1,0,0,0,33,12,120,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:23.731741,0,ci_lca,1,0,0,0,33,13,130,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:30.485389,0,ci_lca,1,0,0,0,33,14,140,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:37.597655,0,ci_lca,1,0,0,0,33,15,150,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:45.860865,0,ci_lca,1,0,0,0,33,16,160,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:54.829644,0,ci_lca,1,0,0,0,33,17,170,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:02.908137,0,ci_lca,1,0,0,0,33,18,180,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:11.294522,0,ci_lca,1,0,0,0,33,19,190,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:20.165896,0,ci_lca,1,0,0,0,33,20,200,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:28.905714,0,ci_lca,1,0,0,0,33,21,210,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:37.523238,0,ci_lca,1,0,0,0,33,22,220,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:46.653207,0,ci_lca,1,0,0,0,33,23,230,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:56.017619,0,ci_lca,1,0,0,0,33,24,240,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:57:05.720400,0,ci_lca,1,0,0,0,33,25,250,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:57:16.871498,0,ci_lca,1,0,0,0,33,26,260,6,Saved Data
