time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:52:40.171116,6,ci_lca,0,0,0,198,231,198,0,0,START PROGRAM
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:54:08.478026,6,ci_lca,2,1,0,198,231,198,0,0,"Page Loaded, Go to Page"
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:12.373622,6,ci_lca,2,1,0,198,231,198,0,0,Resume Mining
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:13.380444,6,ci_lca,2,1,0,198,231,198,0,0,CSV Not Found
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:21.648703,6,ci_lca,2,1,0,198,231,198,10,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:26.797841,6,ci_lca,2,1,0,198,231,199,20,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:31.909725,6,ci_lca,2,1,0,198,231,200,30,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:37.108378,6,ci_lca,2,1,0,198,231,201,40,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:43.444767,6,ci_lca,2,1,0,198,231,202,50,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:51.948365,6,ci_lca,2,1,0,198,231,203,60,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:55:58.768245,6,ci_lca,2,1,0,198,231,204,70,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:05.062740,6,ci_lca,2,1,0,198,231,205,80,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:11.549668,6,ci_lca,2,1,0,198,231,206,90,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:19.284159,6,ci_lca,2,1,0,198,231,207,100,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:25.778638,6,ci_lca,2,1,0,198,231,208,110,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:33.082666,6,ci_lca,2,1,0,198,231,209,120,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:40.364967,6,ci_lca,2,1,0,198,231,210,130,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:47.765881,6,ci_lca,2,1,0,198,231,211,140,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:56:54.925472,6,ci_lca,2,1,0,198,231,212,150,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:57:02.544862,6,ci_lca,2,1,0,198,231,213,160,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:57:10.889213,6,ci_lca,2,1,0,198,231,214,170,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:57:17.672847,6,ci_lca,2,1,0,198,231,215,180,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:57:31.762042,6,ci_lca,2,1,0,198,231,216,190,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:57:39.941130,6,ci_lca,2,1,0,198,231,217,200,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:57:47.161367,6,ci_lca,2,1,0,198,231,218,210,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:57:54.313272,6,ci_lca,2,1,0,198,231,219,220,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:58:01.274697,6,ci_lca,2,1,0,198,231,220,230,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:58:08.518414,6,ci_lca,2,1,0,198,231,221,240,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:58:15.110985,6,ci_lca,2,1,0,198,231,222,250,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:58:21.993254,6,ci_lca,2,1,0,198,231,223,260,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:58:29.147779,6,ci_lca,2,1,0,198,231,224,270,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:58:35.936835,6,ci_lca,2,1,0,198,231,225,280,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:58:42.168375,6,ci_lca,2,1,0,198,231,226,290,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:58:48.332621,6,ci_lca,2,1,0,198,231,227,300,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:58:54.572436,6,ci_lca,2,1,0,198,231,228,310,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:58:59.253785,6,ci_lca,2,1,0,198,231,229,320,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:59:03.787300,6,ci_lca,2,1,0,198,231,230,330,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:59:08.469566,6,ci_lca,2,1,0,198,231,231,340,6,Saved Data
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:59:08.474564,6,ci_lca,2,1,0,198,231,231,0,0,End Session
time_bot,id_bot,doc_name,session,failed_session,expired_session,start_page,end_page,page,n_rows,n_cols,message
2023-01-16 00:59:08.490884,6,ci_lca,2,1,0,198,231,231,340,6,END PROGRAM
