id_fact_ci_rs,id_razon_social,id_fecha,volumen_cap,volumen_horas,volumen_ganancias,total_cursos
402,2213,5,166.0,3984.0,3306.72,1
403,2214,7,19.0,760.0,1180.0,3
404,2215,6,21.0,672.0,188.16000000000003,1
405,2216,6,2.0,80.0,356.4,2
406,2217,5,5.0,80.0,1449.6000000000001,1
407,222,7,543.0,18240.0,80473.84000000001,6
408,2221,6,194.0,4032.0,15973.119999999999,6
409,2223,6,5.0,88.0,988.24,2
410,2224,5,39.0,1560.0,6567.6,1
411,2227,7,2.0,80.0,120.0,1
412,2228,7,3.0,48.0,330.04190476190456,1
413,2230,6,11.0,280.0,1100.6349206349205,4
414,2231,6,140.0,4480.0,8960.0,2
415,2232,5,29.0,696.0,4885.92,1
416,2233,6,31.0,1240.0,2760.0,2
417,2235,6,45.0,816.0,269.28000000000003,2
418,2240,6,21.0,576.0,3653.2799999999997,2
419,2241,7,34.0,1360.0,2380.0,1
420,2242,6,152.0,6080.0,27360.0,1
421,2243,7,14.0,112.0,770.0977777777773,1
422,2244,6,4.0,64.0,199.68,1
423,2246,6,11.0,312.0,2145.2723809523795,2
424,2248,7,77.0,616.0,12972.96,2
425,2250,7,3.0,48.0,82.08,1
426,2251,6,61.0,2280.0,3223.2,5
427,2254,6,11.0,88.0,605.076825396825,1
428,226,5,908.0,9160.0,46773.69650793648,5
429,228,5,25.0,1000.0,8000.0,2
430,233,6,4.0,160.0,1100.1396825396819,1
431,239,6,88.0,704.0,14826.24,1
432,24,6,126.0,2016.0,14012.302222222213,3
433,240,6,61.0,2440.0,4587.199999999999,1
434,241,6,274.0,10960.0,47456.799999999996,1
435,245,5,2.0,32.0,220.02793650793637,1
436,249,7,17.0,680.0,9350.0,1
437,25,7,3.0,120.0,334.79999999999995,1
438,250,7,26.0,832.0,5724.16,1
439,251,6,57.0,1368.0,5075.28,1
440,252,6,6.0,240.0,1080.0,1
441,259,7,93.0,1904.0,15668.64,2
442,260,6,1.0,40.0,173.2,1
443,261,6,5.0,160.0,52.800000000000004,1
444,264,6,1.0,32.0,56.0,1
445,273,6,21.0,528.0,2791.8399999999997,2
446,275,5,336.0,8064.0,37578.24,1
447,283,5,285.0,4560.0,3784.7999999999997,1
448,286,6,274.0,9216.0,24852.480000000003,2
449,287,6,27.0,1080.0,7425.9428571428525,2
