id_fact_oc_cp,id_razon_social,id_curso_perfil,id_fecha,num_cap_cer,total_horas,total_ganancias,porcentaje_asistencia
115,333,682,6,15.0,600.0,7932.000000000001,0.125
116,333,691,6,98.0,14700.0,101075.33333333328,0.8166666666666665
117,333,675,6,95.0,3800.0,26128.317460317445,0.7916666666666667
118,333,694,6,95.0,7600.0,4408.0,0.7916666666666667
119,333,664,6,115.0,4600.0,31629.015873015855,0.9583333333333333
120,333,697,6,126.0,5040.0,34654.39999999998,1.05
121,333,677,6,11.0,440.0,3025.384126984125,0.09166666666666666
122,333,673,6,1.0,40.0,275.03492063492047,0.008333333333333333
123,333,663,6,1.0,40.0,275.03492063492047,0.008333333333333333
124,333,680,6,1.0,120.0,825.1047619047614,0.008333333333333333
125,333,681,6,4.0,480.0,3300.4190476190456,0.03333333333333333
126,333,669,6,19.0,760.0,5225.663492063489,0.15833333333333333
127,333,671,6,5.0,200.0,1375.1746031746025,0.04166666666666667
128,333,666,6,15.0,600.0,4125.523809523807,0.125
129,333,660,6,71.0,2840.0,19527.479365079354,0.5916666666666667
130,333,672,6,26.0,1040.0,7150.907936507932,0.21666666666666665
131,337,3950,6,12.0,1728.0,16709.760000000002,0.0
132,337,3951,6,12.0,1728.0,190.07999999999998,0.0
133,337,3952,6,12.0,1728.0,1676.16,0.0
134,337,3953,6,12.0,1728.0,2039.04,0.0
135,341,16,6,13.0,208.0,1431.04,0.0
136,341,14,6,13.0,208.0,1431.04,0.0
137,348,1865,6,51.0,1020.0,15045.0,0.0
138,348,1873,6,10.0,400.0,5500.0,0.0
139,371,1167,6,13.0,520.0,6874.400000000001,0.0
140,371,1160,6,40.0,1600.0,21152.000000000004,0.0
141,371,1158,6,56.0,2240.0,29612.800000000003,0.0
142,371,1151,6,19.0,760.0,5225.663492063489,0.0
143,371,1165,6,48.0,1920.0,25382.4,0.0
144,371,1166,6,12.0,480.0,6345.6,0.0
145,371,1171,6,20.0,800.0,10576.000000000002,0.0
146,371,1169,6,27.0,1080.0,14277.600000000002,0.0
147,371,1157,6,6.0,240.0,3172.8,0.0
