id_oec,id_perfil,id_fecha,num_cer,total_horas,total_cursos,volumen_capacitados,total_ganacias,%_asistencia
79.0,2081.0,7309,3,18.0,3,15,250.0,
79.0,2081.0,4237,1,6.0,3,25,250.0,
79.0,2081.0,9462,5,30.0,2,21,250.0,
79.0,2081.0,9441,2,12.0,3,5,250.0,
79.0,2081.0,2986,5,30.0,2,6,250.0,
79.0,2081.0,2936,1,6.0,1,1,250.0,
79.0,2081.0,3348,1,6.0,3,4,250.0,
79.0,2081.0,6102,4,24.0,3,9,250.0,
79.0,2081.0,6104,5,30.0,5,40,250.0,
79.0,2081.0,3762,1,6.0,2,2,250.0,
79.0,2081.0,3259,1,6.0,3,4,250.0,
79.0,2081.0,4309,2,12.0,4,10,250.0,
79.0,2081.0,6577,3,18.0,1,3,250.0,
79.0,2081.0,3202,1,6.0,1,1,250.0,
79.0,108.0,9445,1,6.0,2,3,250.0,
79.0,108.0,9449,1,6.0,2,3,250.0,
79.0,108.0,3292,1,6.0,2,2,250.0,
79.0,108.0,3297,1,6.0,2,3,250.0,
79.0,277.0,9499,1,6.0,1,1,250.0,
79.0,322.0,9499,1,6.0,1,1,250.0,
79.0,207.0,4258,1,6.0,1,1,250.0,
79.0,1888.0,3415,1,6.0,1,1,250.0,
79.0,2201.0,3092,12,72.0,1,12,250.0,
79.0,2201.0,3100,4,24.0,1,4,250.0,
79.0,2201.0,2978,1,6.0,1,1,250.0,
79.0,2201.0,3104,4,24.0,1,4,250.0,
79.0,2201.0,3113,26,156.0,3,38,250.0,
79.0,2201.0,3685,1,6.0,1,1,250.0,
79.0,2201.0,3125,7,42.0,1,7,250.0,
79.0,2201.0,3130,4,24.0,1,4,250.0,
79.0,2201.0,234,1,6.0,2,10,250.0,
79.0,2201.0,7309,10,60.0,3,15,250.0,
79.0,2201.0,2986,1,6.0,2,6,250.0,
79.0,2201.0,5245,3,18.0,2,4,250.0,
79.0,2201.0,6102,4,24.0,3,9,250.0,
79.0,2201.0,6104,5,30.0,5,40,250.0,
79.0,2201.0,5143,2,12.0,1,2,250.0,
79.0,,86,1,,1,1,,
79.0,2192.0,6104,1,6.0,5,40,250.0,
79.0,2191.0,4191,5,30.0,2,25,250.0,
79.0,2191.0,4237,7,42.0,3,25,250.0,
79.0,2191.0,6104,16,96.0,5,40,250.0,
79.0,2191.0,4309,2,12.0,4,10,250.0,
79.0,2194.0,5918,1,6.0,1,1,250.0,
79.0,2193.0,1134,1,6.0,1,1,250.0,
79.0,2196.0,1134,1,6.0,1,1,250.0,
79.0,2193.0,7,1,6.0,1,1,250.0,
79.0,2196.0,7,1,6.0,1,1,250.0,
338.0,,535,2,,1,2,,
338.0,,552,13,,2,14,,
338.0,,563,15,,1,15,,
338.0,,151,3,,1,3,,
338.0,,566,30,,1,30,,
338.0,,594,1,,1,1,,
338.0,,522,2,,1,2,,
338.0,,574,2,,1,2,,
338.0,,111,6,,1,6,,
338.0,,578,4,,1,4,,
338.0,,496,1,,1,1,,
338.0,,545,3,,1,3,,
338.0,,3132,1,,1,1,,
338.0,,5024,2,,1,2,,
338.0,,552,1,,2,14,,
338.0,,4256,3,,1,3,,
338.0,,9542,1,,1,1,,
338.0,,2687,1,,1,1,,
338.0,,579,3,,1,3,,
338.0,,325,1,,1,1,,
338.0,,3141,1,,1,1,,
338.0,,5105,1,,1,1,,
338.0,,309,1,,1,1,,
338.0,,7243,1,,1,1,,
338.0,,1898,1,,1,1,,
161.0,,349,2,,2,8,,
161.0,,0,1,,1,1,,
161.0,,649,12,,1,12,,
161.0,,353,1,,1,1,,
161.0,,802,12,,2,13,,
161.0,,143,1,,1,1,,
161.0,,136,1,,1,1,,
161.0,,212,1,,1,1,,
161.0,,1149,3,,1,3,,
161.0,,1169,20,,1,20,,
161.0,,368,1,,1,1,,
161.0,,824,3,,1,3,,
161.0,,2070,2,,1,2,,
161.0,,832,21,,1,21,,
161.0,,377,7,,1,7,,
161.0,,24,32,,1,32,,
161.0,,126,68,,2,69,,
161.0,,178,5,,1,5,,
161.0,,675,5,,2,7,,
161.0,,4030,28,,1,28,,
161.0,,1241,3,,2,4,,
161.0,,4126,29,,1,29,,
161.0,,1946,14,,1,14,,
161.0,,2748,48,,1,48,,
161.0,,885,4,,1,4,,
161.0,,397,80,,1,80,,
161.0,,1257,1,,1,1,,
161.0,,228,1,,2,9,,
161.0,,1260,1,,1,1,,
161.0,,2515,3,,2,15,,
161.0,,400,10,,2,11,,
161.0,,86,1,,2,2,,
161.0,,159,10,,1,10,,
161.0,,900,1,,1,1,,
161.0,,33,17,,2,22,,
161.0,,910,9,,1,9,,
161.0,,11,33,,2,36,,
161.0,,147,3,,1,3,,
161.0,,201,3,,1,3,,
161.0,,920,1,,1,1,,
161.0,,2932,1,,1,1,,
161.0,,163,14,,1,14,,
161.0,,34,29,,2,33,,
161.0,,12,1,,2,2,,
161.0,,9595,5,,1,5,,
161.0,,935,3,,1,3,,
161.0,,5290,7,,1,7,,
161.0,,707,29,,1,29,,
161.0,,2231,14,,2,24,,
161.0,,96,11,,1,11,,
161.0,,435,15,,1,15,,
161.0,,128,12,,2,18,,
161.0,,960,3,,1,3,,
161.0,,2252,122,,1,122,,
161.0,,964,1,,2,2,,
161.0,,442,15,,1,15,,
161.0,,1351,12,,1,12,,
161.0,,29,19,,1,19,,
161.0,,2276,42,,1,42,,
161.0,,633,2,,1,2,,
161.0,,725,7,,2,9,,
161.0,,129,1,,1,1,,
161.0,,2288,16,,1,16,,
161.0,,455,23,,2,25,,
161.0,,456,1,,1,1,,
161.0,,1383,1,,1,1,,
161.0,,103,13,,2,14,,
161.0,,462,2,,1,2,,
161.0,,736,15,,1,15,,
161.0,,1004,8,,1,8,,
161.0,,109,2,,2,3,,
161.0,,743,42,,1,42,,
161.0,,471,21,,1,21,,
161.0,,472,16,,1,16,,
161.0,,1028,3,,1,3,,
161.0,,2620,2,,2,3,,
161.0,,1807,1,,1,1,,
161.0,,1440,15,,1,15,,
161.0,,7485,1,,1,1,,
161.0,,1449,3,,1,3,,
161.0,,598,7,,1,7,,
161.0,,133,3,,2,4,,
161.0,,134,14,,1,14,,
161.0,,2369,31,,1,31,,
161.0,,287,12,,1,12,,
161.0,,4945,21,,1,21,,
161.0,,18,1,,1,1,,
161.0,,115,14,,2,19,,
161.0,,484,9,,1,9,,
161.0,,762,7,,1,7,,
161.0,,764,7,,1,7,,
161.0,,493,1,,1,1,,
161.0,,219,6,,1,6,,
161.0,,62,3,,1,3,,
161.0,,5767,3,,1,3,,
161.0,,1507,5,,1,5,,
161.0,,499,16,,1,16,,
161.0,,4704,1,,1,1,,
161.0,,1519,1,,1,1,,
161.0,,349,6,,2,8,,
161.0,,135,3,,1,3,,
161.0,,792,1,,1,1,,
161.0,,2031,1,,1,1,,
161.0,,802,1,,2,13,,
161.0,,367,1,,1,1,,
161.0,,23,3,,1,3,,
161.0,,843,4,,1,4,,
161.0,,126,1,,2,69,,
161.0,,675,2,,2,7,,
161.0,,385,18,,1,18,,
161.0,,1241,1,,2,4,,
161.0,,228,8,,2,9,,
161.0,,2515,12,,2,15,,
161.0,,400,1,,2,11,,
161.0,,86,1,,2,2,,
161.0,,405,1,,1,1,,
161.0,,516,11,,1,11,,
161.0,,33,5,,2,22,,
161.0,,11,3,,2,36,,
161.0,,34,4,,2,33,,
161.0,,6317,3,,1,3,,
161.0,,420,1,,1,1,,
161.0,,12,1,,2,2,,
161.0,,13,1,,1,1,,
161.0,,2231,10,,2,24,,
161.0,,9676,7,,1,7,,
161.0,,128,6,,2,18,,
161.0,,964,1,,2,2,,
161.0,,725,2,,2,9,,
161.0,,455,2,,2,25,,
161.0,,103,1,,2,14,,
161.0,,16,2,,1,2,,
161.0,,109,1,,2,3,,
161.0,,2620,1,,2,3,,
161.0,,133,1,,2,4,,
161.0,,2773,1,,1,1,,
161.0,,115,5,,2,19,,
161.0,,2393,10,,1,10,,
161.0,,498,1,,1,1,,
161.0,786.0,532,4,24.0,1,4,250.0,
161.0,786.0,3087,19,114.0,1,19,250.0,
161.0,786.0,4791,22,132.0,1,22,250.0,
161.0,786.0,536,10,60.0,1,10,250.0,
161.0,786.0,538,13,78.0,1,13,250.0,
161.0,786.0,1879,1,6.0,1,1,250.0,
161.0,786.0,549,8,48.0,1,8,250.0,
161.0,786.0,3136,6,36.0,1,6,250.0,
161.0,786.0,6007,1,6.0,1,1,250.0,
161.0,786.0,3140,1,6.0,1,1,250.0,
161.0,786.0,5206,1,6.0,1,1,250.0,
161.0,786.0,3142,8,48.0,1,8,250.0,
161.0,786.0,4224,1,6.0,1,1,250.0,
161.0,786.0,324,2,12.0,1,2,250.0,
161.0,786.0,612,3,18.0,1,3,250.0,
161.0,786.0,316,5,30.0,1,5,250.0,
161.0,786.0,561,1,6.0,1,1,250.0,
161.0,786.0,3168,4,24.0,1,4,250.0,
161.0,786.0,566,6,36.0,1,6,250.0,
161.0,786.0,1913,3,18.0,1,3,250.0,
161.0,786.0,568,3,18.0,1,3,250.0,
161.0,786.0,570,24,144.0,1,24,250.0,
161.0,786.0,3931,7,42.0,1,7,250.0,
161.0,786.0,6090,10,60.0,1,10,250.0,
161.0,786.0,1926,30,180.0,1,30,250.0,
161.0,786.0,2688,7,42.0,1,7,250.0,
161.0,786.0,119,40,240.0,1,40,250.0,
161.0,786.0,319,1,6.0,1,1,250.0,
161.0,786.0,775,15,90.0,1,15,250.0,
161.0,786.0,7654,5,30.0,1,5,250.0,
161.0,786.0,3620,1,6.0,1,1,250.0,
332.0,,326,1,,2,3,,
332.0,,2679,3,,2,4,,
332.0,,784,1,,2,13,,
332.0,,2833,1,,3,10,,
332.0,,123,1,,4,22,,
332.0,,2034,1,,2,2,,
332.0,,3089,2,,3,6,,
332.0,,3715,3,,6,13,,
332.0,,1140,1,,1,1,,
332.0,,1141,3,,3,27,,
332.0,,536,2,,2,3,,
332.0,,361,1,,3,5,,
332.0,,2682,1,,1,1,,
332.0,,70,1,,3,5,,
332.0,,372,3,,5,27,,
332.0,,6709,2,,3,16,,
332.0,,1879,1,,2,2,,
332.0,,377,3,,3,19,,
332.0,,6712,2,,2,4,,
332.0,,225,1,,1,1,,
332.0,,513,2,,2,3,,
332.0,,384,1,,3,19,,
332.0,,859,2,,4,21,,
332.0,,678,1,,2,4,,
332.0,,7947,2,,4,31,,
332.0,,1229,2,,3,12,,
332.0,,1629,1,,3,18,,
332.0,,879,1,,5,24,,
332.0,,880,2,,5,23,,
332.0,,1246,3,,4,29,,
332.0,,396,2,,4,18,,
332.0,,601,1,,3,3,,
332.0,,591,1,,3,8,,
332.0,,2156,1,,1,1,,
332.0,,401,1,,2,3,,
332.0,,87,1,,3,5,,
332.0,,896,1,,2,3,,
332.0,,4955,1,,3,23,,
332.0,,903,3,,6,31,,
332.0,,904,4,,4,24,,
332.0,,7080,1,,2,3,,
332.0,,5209,2,,3,12,,
332.0,,333,1,,1,1,,
332.0,,5684,2,,4,7,,
332.0,,553,2,,2,3,,
332.0,,1898,1,,3,5,,
332.0,,251,3,,4,42,,
332.0,,7083,2,,3,11,,
332.0,,2203,3,,4,19,,
332.0,,1308,1,,4,20,,
332.0,,554,1,,3,3,,
332.0,,1901,1,,3,4,,
332.0,,1321,1,,3,12,,
332.0,,2231,2,,3,22,,
332.0,,948,1,,2,2,,
332.0,,1711,6,,2,34,,
332.0,,441,1,,3,7,,
332.0,,519,1,,2,2,,
332.0,,1351,2,,7,20,,
332.0,,184,4,,6,35,,
332.0,,592,1,,4,9,,
332.0,,167,1,,2,3,,
332.0,,99,1,,4,7,,
332.0,,151,1,,2,2,,
332.0,,564,2,,2,3,,
332.0,,1389,1,,2,3,,
332.0,,566,1,,3,3,,
332.0,,629,1,,3,7,,
332.0,,1001,1,,2,3,,
332.0,,3720,1,,4,14,,
332.0,,1768,1,,3,13,,
332.0,,1397,3,,2,14,,
332.0,,570,1,,2,3,,
332.0,,187,2,,4,12,,
332.0,,522,2,,3,8,,
332.0,,7355,2,,2,9,,
332.0,,1421,1,,1,1,,
332.0,,477,1,,3,17,,
332.0,,595,1,,6,10,,
332.0,,2940,2,,2,3,,
332.0,,478,3,,2,21,,
332.0,,631,1,,2,3,,
332.0,,1923,1,,4,5,,
332.0,,632,1,,1,1,,
332.0,,1449,2,,6,23,,
332.0,,2936,5,,2,6,,
332.0,,1057,3,,4,33,,
332.0,,599,1,,1,1,,
332.0,,1926,1,,1,1,,
332.0,,1477,1,,3,5,,
332.0,,9811,7,,3,11,,
332.0,,7385,2,,1,2,,
332.0,,119,1,,2,3,,
332.0,,492,1,,2,10,,
332.0,,2958,1,,2,9,,
332.0,,1085,2,,5,12,,
332.0,,2402,2,,4,20,,
332.0,,8737,1,,1,1,,
332.0,,775,2,,2,3,,
332.0,,1518,1,,6,9,,
332.0,,210,1,,3,8,,
332.0,,584,1,,1,1,,
332.0,,1105,5,,5,18,,
332.0,,1107,2,,2,7,,
332.0,,1111,2,,2,10,,
332.0,,320,2,,3,5,,
332.0,,1308,1,,4,20,,
332.0,,187,1,,4,12,,
332.0,,4758,2,,2,13,,
332.0,,619,1,,5,14,,
332.0,,2012,1,,3,6,,
332.0,,786,8,,2,9,,
332.0,,3087,2,,1,2,,
332.0,,802,1,,2,3,,
332.0,,3089,1,,3,6,,
332.0,,3715,3,,6,13,,
332.0,,372,4,,5,27,,
332.0,,6709,2,,3,16,,
332.0,,79,3,,3,41,,
332.0,,859,1,,4,21,,
332.0,,7257,1,,2,5,,
332.0,,7947,4,,4,31,,
332.0,,879,1,,5,24,,
332.0,,880,1,,5,23,,
332.0,,1246,6,,4,29,,
332.0,,3068,1,,2,3,,
332.0,,4955,2,,3,23,,
332.0,,903,12,,6,31,,
332.0,,904,4,,4,24,,
332.0,,5684,1,,4,7,,
332.0,,251,1,,4,42,,
332.0,,7083,1,,3,11,,
332.0,,3147,1,,1,1,,
332.0,,2203,2,,4,19,,
332.0,,1308,3,,4,20,,
332.0,,423,1,,1,1,,
332.0,,940,1,,4,21,,
332.0,,127,1,,4,18,,
332.0,,706,1,,3,28,,
332.0,,628,1,,1,1,,
332.0,,441,2,,3,7,,
332.0,,335,2,,3,9,,
332.0,,964,1,,2,2,,
332.0,,1351,1,,7,20,,
332.0,,1355,13,,2,20,,
332.0,,4940,1,,2,3,,
332.0,,184,1,,6,35,,
332.0,,99,1,,4,7,,
332.0,,992,1,,4,33,,
332.0,,629,1,,3,7,,
332.0,,7340,1,,1,1,,
332.0,,9872,1,,2,3,,
332.0,,3720,1,,4,14,,
332.0,,2313,2,,2,8,,
332.0,,568,1,,2,2,,
332.0,,240,2,,3,32,,
332.0,,187,1,,4,12,,
332.0,,522,2,,3,8,,
332.0,,573,2,,2,3,,
332.0,,595,1,,6,10,,
332.0,,1449,1,,6,23,,
332.0,,577,1,,2,24,,
332.0,,1059,1,,2,2,,
332.0,,115,1,,3,9,,
332.0,,1477,1,,3,5,,
332.0,,487,1,,3,8,,
332.0,,1085,1,,5,12,,
332.0,,1089,14,,2,15,,
332.0,,2402,3,,4,20,,
332.0,,1518,1,,6,9,,
332.0,,1519,1,,2,2,,
332.0,,247,2,,2,28,,
332.0,,1522,2,,3,4,,
332.0,,1105,1,,5,18,,
332.0,,2679,1,,2,4,,
332.0,,650,1,,1,1,,
332.0,,2964,3,,3,5,,
332.0,,2833,2,,3,10,,
332.0,,123,3,,4,22,,
332.0,,3715,1,,6,13,,
332.0,,2681,2,,3,4,,
332.0,,70,2,,3,5,,
332.0,,372,4,,5,27,,
332.0,,377,3,,3,19,,
332.0,,137,1,,2,3,,
332.0,,1882,2,,3,11,,
332.0,,156,1,,2,13,,
332.0,,859,2,,4,21,,
332.0,,7947,1,,4,31,,
332.0,,545,1,,1,1,,
332.0,,6903,1,,3,3,,
332.0,,1629,1,,3,18,,
332.0,,179,1,,1,1,,
332.0,,880,1,,5,23,,
332.0,,3129,1,,1,1,,
332.0,,1246,2,,4,29,,
332.0,,601,1,,3,3,,
332.0,,691,2,,2,18,,
332.0,,903,1,,6,31,,
332.0,,552,1,,3,7,,
332.0,,1898,1,,3,5,,
332.0,,2683,2,,2,3,,
332.0,,4228,1,,2,2,,
332.0,,203,1,,1,1,,
332.0,,1901,1,,3,4,,
332.0,,557,1,,2,8,,
332.0,,940,1,,4,21,,
332.0,,2231,1,,3,22,,
332.0,,2685,1,,2,10,,
332.0,,6185,1,,2,2,,
332.0,,1351,1,,7,20,,
332.0,,1906,1,,2,10,,
332.0,,4833,3,,1,3,,
332.0,,336,1,,3,4,,
332.0,,592,3,,4,9,,
332.0,,992,2,,4,33,,
332.0,,4748,3,,2,4,,
332.0,,1913,1,,2,4,,
332.0,,1768,3,,3,13,,
332.0,,317,1,,3,11,,
332.0,,6072,1,,2,3,,
332.0,,1019,1,,2,3,,
332.0,,1919,3,,4,15,,
332.0,,2974,2,,2,9,,
332.0,,595,2,,6,10,,
332.0,,1923,1,,4,5,,
332.0,,1449,1,,6,23,,
332.0,,8103,1,,1,1,,
332.0,,134,1,,2,26,,
332.0,,1050,1,,1,1,,
332.0,,115,1,,3,9,,
332.0,,1927,2,,3,12,,
332.0,,6113,1,,1,1,,
332.0,,9811,2,,3,11,,
332.0,,487,2,,3,8,,
332.0,,1080,2,,5,12,,
332.0,,2926,12,,2,19,,
332.0,,5248,1,,1,1,,
332.0,,1085,1,,5,12,,
332.0,,210,1,,3,8,,
332.0,,1105,1,,5,18,,
332.0,,320,1,,3,5,,
332.0,,1114,3,,2,4,,
332.0,,326,2,,2,3,,
332.0,,619,9,,5,14,,
332.0,,784,12,,2,13,,
332.0,,2012,4,,3,6,,
332.0,,786,1,,2,9,,
332.0,,2964,1,,3,5,,
332.0,,2833,7,,3,10,,
332.0,,221,1,,1,1,,
332.0,,123,13,,4,22,,
332.0,,64,2,,1,2,,
332.0,,2034,1,,2,2,,
332.0,,802,2,,2,3,,
332.0,,3590,1,,1,1,,
332.0,,358,1,,1,1,,
332.0,,1141,23,,3,27,,
332.0,,361,3,,3,5,,
332.0,,68,2,,2,3,,
332.0,,265,5,,1,5,,
332.0,,1145,2,,1,2,,
332.0,,362,1,,1,1,,
332.0,,661,1,,1,1,,
332.0,,2681,1,,3,4,,
332.0,,1161,2,,1,2,,
332.0,,818,2,,2,3,,
332.0,,539,1,,1,1,,
332.0,,1877,1,,1,1,,
332.0,,2069,1,,2,2,,
332.0,,9991,1,,1,1,,
332.0,,371,2,,2,3,,
332.0,,372,13,,5,27,,
332.0,,540,1,,1,1,,
332.0,,3592,1,,1,1,,
332.0,,541,5,,2,6,,
332.0,,6709,12,,3,16,,
332.0,,375,5,,1,5,,
332.0,,1879,1,,2,2,,
332.0,,2844,4,,1,4,,
332.0,,842,4,,1,4,,
332.0,,3114,1,,1,1,,
332.0,,377,13,,3,19,,
332.0,,137,2,,2,3,,
332.0,,6712,2,,2,4,,
332.0,,1882,7,,3,11,,
332.0,,79,37,,3,41,,
332.0,,853,3,,1,3,,
332.0,,156,12,,2,13,,
332.0,,1209,4,,1,4,,
332.0,,3118,1,,1,1,,
332.0,,178,1,,1,1,,
332.0,,513,1,,2,3,,
332.0,,226,1,,1,1,,
332.0,,384,17,,3,19,,
332.0,,859,16,,4,21,,
332.0,,544,1,,2,2,,
332.0,,80,3,,1,3,,
332.0,,865,4,,1,4,,
332.0,,3123,1,,1,1,,
332.0,,678,3,,2,4,,
332.0,,868,1,,2,16,,
332.0,,389,2,,1,2,,
332.0,,7947,24,,4,31,,
332.0,,1229,8,,3,12,,
332.0,,682,14,,1,14,,
332.0,,1233,6,,1,6,,
332.0,,392,1,,2,2,,
332.0,,3597,5,,1,5,,
332.0,,6903,1,,3,3,,
332.0,,1629,16,,3,18,,
332.0,,546,1,,1,1,,
332.0,,879,20,,5,24,,
332.0,,880,18,,5,23,,
332.0,,610,2,,1,2,,
332.0,,394,1,,1,1,,
332.0,,180,1,,1,1,,
332.0,,687,19,,1,19,,
332.0,,1246,18,,4,29,,
332.0,,883,2,,1,2,,
332.0,,885,2,,2,3,,
332.0,,396,14,,4,18,,
332.0,,2150,1,,1,1,,
332.0,,601,1,,3,3,,
332.0,,1260,1,,1,1,,
332.0,,591,4,,3,8,,
332.0,,2515,1,,1,1,,
332.0,,401,2,,2,3,,
332.0,,1264,2,,2,3,,
332.0,,691,16,,2,18,,
332.0,,892,8,,1,8,,
332.0,,4217,2,,1,2,,
332.0,,87,1,,3,5,,
332.0,,2168,1,,1,1,,
332.0,,895,1,,1,1,,
332.0,,3068,2,,2,3,,
332.0,,3692,37,,3,40,,
332.0,,896,2,,2,3,,
332.0,,406,10,,2,11,,
332.0,,4955,20,,3,23,,
332.0,,903,12,,6,31,,
332.0,,904,15,,4,24,,
332.0,,552,4,,3,7,,
332.0,,7080,2,,2,3,,
332.0,,8874,1,,1,1,,
332.0,,5209,1,,3,12,,
332.0,,147,22,,1,22,,
332.0,,1298,3,,1,3,,
332.0,,5684,3,,4,7,,
332.0,,553,1,,2,3,,
332.0,,1898,3,,3,5,,
332.0,,251,35,,4,42,,
332.0,,7083,8,,3,11,,
332.0,,699,4,,1,4,,
332.0,,2203,13,,4,19,,
332.0,,148,1,,2,2,,
332.0,,1308,15,,4,20,,
332.0,,554,1,,3,3,,
332.0,,931,1,,1,1,,
332.0,,612,2,,2,3,,
332.0,,1901,2,,3,4,,
332.0,,1321,10,,3,12,,
332.0,,703,1,,1,1,,
332.0,,7800,2,,1,2,,
332.0,,940,18,,4,21,,
332.0,,127,15,,4,18,,
332.0,,706,26,,3,28,,
332.0,,2231,19,,3,22,,
332.0,,948,1,,2,2,,
332.0,,1711,28,,2,34,,
332.0,,1903,2,,2,3,,
332.0,,1716,3,,1,3,,
332.0,,4244,1,,2,3,,
332.0,,715,2,,1,2,,
332.0,,3159,1,,1,1,,
332.0,,441,4,,3,7,,
332.0,,335,6,,3,9,,
332.0,,964,1,,2,2,,
332.0,,967,1,,1,1,,
332.0,,1349,12,,1,12,,
332.0,,166,2,,1,2,,
332.0,,1351,13,,7,20,,
332.0,,1355,7,,2,20,,
332.0,,4940,2,,2,3,,
332.0,,184,26,,6,35,,
332.0,,336,2,,3,4,,
332.0,,98,1,,1,1,,
332.0,,592,3,,4,9,,
332.0,,3700,2,,2,3,,
332.0,,167,2,,2,3,,
332.0,,29,3,,1,3,,
332.0,,99,2,,4,7,,
332.0,,185,1,,1,1,,
332.0,,6054,1,,1,1,,
332.0,,100,2,,1,2,,
332.0,,453,1,,1,1,,
332.0,,616,1,,1,1,,
332.0,,563,2,,2,7,,
332.0,,992,29,,4,33,,
332.0,,151,1,,2,2,,
332.0,,152,1,,1,1,,
332.0,,101,1,,1,1,,
332.0,,4748,1,,2,4,,
332.0,,1387,1,,1,1,,
332.0,,1389,2,,2,3,,
332.0,,566,1,,3,3,,
332.0,,629,5,,3,7,,
332.0,,1001,2,,2,3,,
332.0,,170,1,,1,1,,
332.0,,9872,2,,2,3,,
332.0,,3720,11,,4,14,,
332.0,,1768,9,,3,13,,
332.0,,736,4,,1,4,,
332.0,,10134,1,,1,1,,
332.0,,1397,11,,2,14,,
332.0,,2313,6,,2,8,,
332.0,,5883,29,,1,29,,
332.0,,240,29,,3,32,,
332.0,,317,9,,3,11,,
332.0,,570,2,,2,3,,
332.0,,738,3,,1,3,,
332.0,,1405,3,,2,4,,
332.0,,572,1,,2,7,,
332.0,,1019,2,,2,3,,
332.0,,208,2,,1,2,,
332.0,,187,8,,4,12,,
332.0,,1919,1,,4,15,,
332.0,,522,4,,3,8,,
332.0,,1030,1,,1,1,,
332.0,,476,1,,1,1,,
332.0,,477,14,,3,17,,
332.0,,630,4,,1,4,,
332.0,,318,2,,2,3,,
332.0,,595,4,,6,10,,
332.0,,2940,1,,2,3,,
332.0,,478,18,,2,21,,
332.0,,1043,3,,1,3,,
332.0,,631,2,,2,3,,
332.0,,1449,15,,6,23,,
332.0,,134,25,,2,26,,
332.0,,1458,1,,1,1,,
332.0,,4943,5,,1,5,,
332.0,,1057,27,,4,33,,
332.0,,4758,11,,2,13,,
332.0,,1059,1,,2,2,,
332.0,,2373,15,,1,15,,
332.0,,115,7,,3,9,,
332.0,,579,1,,1,1,,
332.0,,1927,3,,3,12,,
332.0,,1474,1,,1,1,,
332.0,,1477,3,,3,5,,
332.0,,765,1,,1,1,,
332.0,,487,5,,3,8,,
332.0,,1080,7,,5,12,,
332.0,,119,2,,2,3,,
332.0,,492,9,,2,10,,
332.0,,1083,2,,2,3,,
332.0,,2958,8,,2,9,,
332.0,,1085,7,,5,12,,
332.0,,1497,2,,1,2,,
332.0,,8550,2,,2,3,,
332.0,,1089,1,,2,15,,
332.0,,2402,14,,4,20,,
332.0,,319,2,,1,2,,
332.0,,6678,1,,1,1,,
332.0,,1096,5,,1,5,,
332.0,,4317,1,,1,1,,
332.0,,499,2,,1,2,,
332.0,,775,1,,2,3,,
332.0,,1518,4,,6,9,,
332.0,,210,6,,3,8,,
332.0,,1519,1,,2,2,,
332.0,,776,2,,1,2,,
332.0,,247,26,,2,28,,
332.0,,174,2,,1,2,,
332.0,,1522,1,,3,4,,
332.0,,1105,10,,5,18,,
332.0,,1107,5,,2,7,,
332.0,,7654,1,,1,1,,
332.0,,1111,8,,2,10,,
332.0,,320,2,,3,5,,
332.0,,1113,2,,1,2,,
332.0,,903,1,,6,31,,
332.0,,184,1,,6,35,,
332.0,,1114,1,,2,4,,
332.0,,619,1,,5,14,,
332.0,,2012,1,,3,6,,
332.0,,3715,1,,6,13,,
332.0,,1141,1,,3,27,,
332.0,,361,1,,3,5,,
332.0,,68,1,,2,3,,
332.0,,79,1,,3,41,,
332.0,,3117,1,,1,1,,
332.0,,384,1,,3,19,,
332.0,,6156,2,,2,3,,
332.0,,1229,2,,3,12,,
332.0,,392,1,,2,2,,
332.0,,879,1,,5,24,,
332.0,,885,1,,2,3,,
332.0,,3133,1,,2,5,,
332.0,,3692,2,,3,40,,
332.0,,904,1,,4,24,,
332.0,,251,3,,4,42,,
332.0,,1321,1,,3,12,,
332.0,,940,1,,4,21,,
332.0,,127,1,,4,18,,
332.0,,1337,1,,1,1,,
332.0,,1351,1,,7,20,,
332.0,,3700,1,,2,3,,
332.0,,992,1,,4,33,,
332.0,,3720,1,,4,14,,
332.0,,6926,1,,2,2,,
332.0,,240,1,,3,32,,
332.0,,1919,1,,4,15,,
332.0,,595,1,,6,10,,
332.0,,1449,2,,6,23,,
332.0,,10237,1,,1,1,,
332.0,,3187,1,,1,1,,
332.0,,1080,1,,5,12,,
332.0,,1083,1,,2,3,,
332.0,,1085,1,,5,12,,
332.0,,1518,1,,6,9,,
332.0,,2069,1,,2,2,,
332.0,,1057,2,,4,33,,
332.0,,1518,1,,6,9,,
332.0,,619,2,,5,14,,
332.0,,818,1,,2,3,,
332.0,,372,3,,5,27,,
332.0,,879,1,,5,24,,
332.0,,396,1,,4,18,,
332.0,,1264,1,,2,3,,
332.0,,3692,1,,3,40,,
332.0,,148,1,,2,2,,
332.0,,1351,1,,7,20,,
332.0,,184,2,,6,35,,
332.0,,99,3,,4,7,,
332.0,,593,1,,1,1,,
332.0,,1449,2,,6,23,,
332.0,,2402,1,,4,20,,
332.0,,1105,1,,5,18,,
332.0,,184,1,,6,35,,
332.0,,2963,2,,1,2,,
332.0,,619,1,,5,14,,
332.0,,2681,1,,3,4,,
332.0,,371,1,,2,3,,
332.0,,880,1,,5,23,,
332.0,,396,1,,4,18,,
332.0,,406,1,,2,11,,
332.0,,903,2,,6,31,,
332.0,,5684,1,,4,7,,
332.0,,2203,1,,4,19,,
332.0,,127,1,,4,18,,
332.0,,706,1,,3,28,,
332.0,,1351,1,,7,20,,
332.0,,10275,1,,1,1,,
332.0,,317,1,,3,11,,
332.0,,1405,1,,2,4,,
